date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2021-07-05,0,79,27,19,11,29,77,23,67,0
2021-07-06,0,79,26,20,10,31,87,18,68,0
2021-07-07,0,80,25,18,11,35,72,27,70,0
2021-07-08,0,75,23,19,11,25,75,20,67,0
2021-07-09,0,78,27,20,10,38,77,22,60,0
2021-07-10,0,78,27,20,6,32,84,16,61,0
2021-07-11,0,72,25,19,7,33,66,16,50,0
2021-07-12,0,68,22,19,11,25,73,21,55,0
2021-07-13,0,70,18,25,10,23,69,20,62,0
2021-07-14,0,73,19,21,10,26,70,20,55,0
2021-07-15,0,74,21,18,10,25,77,23,63,0
2021-07-16,0,75,25,17,8,28,74,20,59,0
2021-07-17,0,75,23,20,7,35,76,16,54,0
2021-07-18,0,75,23,15,7,28,82,18,59,0
2021-07-19,0,76,26,18,9,32,80,22,69,0
2021-07-20,0,78,23,20,10,35,88,22,71,0
2021-07-21,0,74,24,22,11,36,82,23,73,0
2021-07-22,0,75,27,18,11,29,86,23,66,0
2021-07-23,0,73,27,17,9,43,78,20,65,0
2021-07-24,0,78,27,25,5,31,84,17,64,0
2021-07-25,0,78,28,22,6,34,83,19,61,0
2021-07-26,0,76,28,23,11,30,90,26,70,0
2021-07-27,0,76,24,23,11,35,80,19,64,0
2021-07-28,0,76,24,22,10,34,81,20,75,0
2021-07-29,0,73,24,21,9,34,79,22,65,0
2021-07-30,0,77,26,16,8,28,76,22,57,0
2021-07-31,0,82,26,18,6,33,81,15,54,0
2021-08-01,0,70,26,16,6,29,73,19,52,0
2021-08-02,0,76,26,21,11,30,78,25,63,0
2021-08-03,0,73,24,19,12,36,71,24,59,0
2021-08-04,0,78,27,18,10,35,77,25,65,0
2021-08-05,0,77,25,19,9,26,72,21,61,0
2021-08-06,0,82,22,16,10,37,72,24,59,0
2021-08-07,0,82,24,16,5,33,76,18,53,0
2021-08-08,0,91,24,16,6,30,69,14,52,0
2021-08-09,0,80,23,18,7,30,69,21,51,0
2021-08-10,0,82,21,17,11,28,74,23,51,0
2021-08-11,0,78,21,16,9,27,73,20,63,0
2021-08-12,0,83,24,17,9,31,81,25,67,0
2021-08-13,0,83,22,16,9,32,76,24,65,0
2021-08-14,0,78,24,20,6,29,73,15,55,0
2021-08-15,0,67,24,19,6,32,72,16,55,0
2021-08-16,0,71,24,19,11,27,73,21,75,0
2021-08-17,0,78,27,17,10,32,71,25,63,0
2021-08-18,0,79,25,18,10,23,71,24,67,0
2021-08-19,0,83,26,19,12,26,71,21,59,0
2021-08-20,0,88,22,17,9,29,69,19,62,0
2021-08-21,0,100,23,19,6,34,70,17,48,0
2021-08-22,0,94,24,15,7,30,55,19,52,0
2021-08-23,0,87,24,22,12,30,71,25,59,0
2021-08-24,0,94,26,21,10,25,81,21,67,0
2021-08-25,0,94,27,24,10,27,70,19,62,0
2021-08-26,0,93,28,23,11,28,68,23,57,0
2021-08-27,0,82,27,18,10,31,72,18,61,0
2021-08-28,0,79,27,18,5,26,71,17,53,0
2021-08-29,0,74,27,17,6,32,66,18,45,0
2021-08-30,0,80,26,18,10,31,67,18,62,0
2021-08-31,0,84,32,16,11,28,71,21,60,0
2021-09-01,0,84,36,20,10,33,73,23,52,0
2021-09-02,0,83,34,15,9,28,63,24,56,0
2021-09-03,0,81,30,14,9,36,74,13,53,0
2021-09-04,0,91,28,18,5,35,72,16,50,0
2021-09-05,0,79,28,17,7,32,69,16,55,0
2021-09-06,0,72,27,16,12,31,68,21,57,0
2021-09-07,2,83,28,17,11,31,66,24,49,0
2021-09-08,0,79,27,16,9,33,68,21,59,0
2021-09-09,0,88,26,16,10,37,65,21,62,0
2021-09-10,0,81,26,14,9,30,70,22,55,0
2021-09-11,0,78,24,14,7,29,73,17,48,0
2021-09-12,0,86,24,16,7,31,64,16,47,0
2021-09-13,0,79,28,15,11,39,76,24,51,0
2021-09-14,0,81,25,17,10,67,64,22,63,0
2021-09-15,0,84,26,19,10,47,68,25,61,0
2021-09-16,0,78,26,17,10,27,69,23,64,0
2021-09-17,0,87,27,17,10,33,70,21,62,0
2021-09-18,0,81,29,19,6,30,78,17,49,0
2021-09-19,0,75,28,17,6,35,69,14,49,0
2021-09-20,0,77,28,19,8,38,64,18,56,0
2021-09-21,0,80,31,19,11,33,63,21,59,0
2021-09-22,0,77,29,18,9,32,60,25,56,0
2021-09-23,0,86,32,20,7,30,66,18,52,0
2021-09-24,0,90,34,19,4,37,76,16,53,0
2021-09-25,0,85,29,16,5,28,65,13,45,0
2021-09-26,0,78,24,16,5,30,66,16,48,0
2021-09-27,0,79,28,17,11,30,64,19,58,0
2021-09-28,0,84,28,17,9,33,66,21,54,0
2021-09-29,0,77,30,16,9,24,65,23,58,0
2021-09-30,0,91,33,16,9,28,73,19,57,0
2021-10-01,0,90,26,19,8,34,64,19,51,0
2021-10-02,0,79,31,19,7,38,68,13,46,0
2021-10-03,0,77,26,18,5,29,71,15,42,0
2021-10-04,0,92,28,20,11,27,71,16,59,0
2021-10-05,0,94,30,16,10,35,78,27,62,0
2021-10-06,0,83,31,19,12,32,68,23,60,0
2021-10-07,0,90,27,19,10,31,72,22,59,0
2021-10-08,0,83,27,18,8,33,69,23,56,0
2021-10-09,0,74,25,18,4,29,76,15,55,0
2021-10-10,0,77,23,17,6,39,70,18,50,0
2021-10-11,0,75,26,17,8,30,69,25,60,0
2021-10-12,0,78,26,17,12,32,74,24,54,0
2021-10-13,0,82,26,18,12,32,72,21,56,0
2021-10-14,0,82,23,19,10,32,66,21,57,0
2021-10-15,0,83,25,17,7,29,68,24,52,0
2021-10-16,0,81,25,17,5,35,64,17,48,0
2021-10-17,0,78,27,17,5,45,72,19,48,0
2021-10-18,0,80,24,17,12,56,66,24,66,0
2021-10-19,0,79,28,17,10,59,70,20,57,0
2021-10-20,0,76,25,16,9,33,59,21,48,0
2021-10-21,0,77,31,17,10,33,64,20,55,0
2021-10-22,0,79,27,14,9,29,65,21,47,0
2021-10-23,0,78,29,17,6,34,71,13,50,0
2021-10-24,0,63,30,16,6,26,67,14,48,0
2021-10-25,0,75,33,19,9,38,66,23,54,0
2021-10-26,0,79,34,18,10,30,73,18,57,0
2021-10-27,0,64,32,19,9,33,68,20,53,0
2021-10-28,0,71,31,21,11,31,67,22,59,0
2021-10-29,0,77,29,19,8,29,67,17,58,0
2021-10-30,0,63,31,17,5,34,62,13,48,0
2021-10-31,0,71,29,23,6,36,63,18,53,0
2021-11-01,0,72,30,31,5,35,72,20,54,0
2021-11-02,0,69,25,21,9,26,66,23,54,0
2021-11-03,0,67,27,21,10,32,62,22,55,0
2021-11-04,0,75,27,21,10,29,68,24,59,0
2021-11-05,0,71,27,25,10,27,63,22,56,0
2021-11-06,0,73,26,22,5,27,70,14,48,0
2021-11-07,0,69,25,22,5,26,68,13,49,0
2021-11-08,0,74,29,26,12,33,72,20,62,0
2021-11-09,0,78,27,22,11,35,68,23,62,0
2021-11-10,0,77,27,23,10,30,67,25,66,0
2021-11-11,0,73,26,23,7,29,61,20,57,0
2021-11-12,0,76,26,23,8,33,69,18,56,0
2021-11-13,0,81,27,22,6,34,66,15,51,0
2021-11-14,0,77,27,26,8,36,74,18,52,0
2021-11-15,0,77,31,25,9,28,74,22,64,0
2021-11-16,0,76,31,24,9,31,71,26,55,0
2021-11-17,0,76,27,23,7,35,67,25,67,0
2021-11-18,0,76,30,24,9,26,62,21,61,0
2021-11-19,0,79,31,25,8,30,71,18,49,0
2021-11-20,0,79,30,23,5,35,74,15,50,0
2021-11-21,0,72,30,28,5,32,69,19,49,0
2021-11-22,0,76,34,29,8,39,75,19,63,0
2021-11-23,0,72,34,29,8,38,74,19,62,0
2021-11-24,0,75,33,33,8,33,80,25,59,0
2021-11-25,0,70,41,37,9,32,78,23,66,0
2021-11-26,0,71,46,45,6,44,100,23,61,0
2021-11-27,0,78,33,31,5,34,86,14,55,0
2021-11-28,0,76,32,31,5,35,79,15,50,0
2021-11-29,0,76,36,30,8,38,78,21,57,0
2021-11-30,0,81,36,25,9,33,73,20,54,0
2021-12-01,0,76,35,23,7,38,73,19,55,0
2021-12-02,0,80,32,20,9,38,73,16,55,0
2021-12-03,0,84,32,25,8,40,79,16,50,0
2021-12-04,0,82,28,23,5,34,74,10,40,0
2021-12-05,0,83,29,24,7,38,74,11,53,0
2021-12-06,0,88,34,24,8,35,66,23,57,0
2021-12-07,0,83,32,23,7,33,78,17,57,0
2021-12-08,0,82,32,22,8,37,66,18,51,0
2021-12-09,0,84,31,26,9,34,81,18,61,0
2021-12-10,0,89,30,25,7,35,82,15,49,0
2021-12-11,0,80,32,24,5,41,76,14,41,0
2021-12-12,0,77,28,25,6,30,75,9,38,0
2021-12-13,0,78,31,30,8,37,73,18,49,0
2021-12-14,0,74,35,32,9,42,73,14,51,0
2021-12-15,0,72,32,27,8,30,72,19,52,0
2021-12-16,0,72,35,31,5,40,83,15,45,0
2021-12-17,0,72,33,31,7,37,79,15,51,0
2021-12-18,0,72,32,27,5,35,80,15,43,0
2021-12-19,0,67,32,26,3,32,72,12,48,0
2021-12-20,0,77,34,34,6,43,84,13,51,0
2021-12-21,0,70,34,31,6,38,88,15,47,0
2021-12-22,0,72,34,30,4,33,71,14,51,0
2021-12-23,0,71,28,28,6,34,84,13,50,0
2021-12-24,0,73,27,24,4,33,69,12,40,0
2021-12-25,0,73,22,16,4,40,79,9,28,0
2021-12-26,0,70,24,22,2,33,71,9,48,0
2021-12-27,0,70,28,24,4,35,85,10,43,0
2021-12-28,0,74,26,22,4,35,87,13,46,0
2021-12-29,0,75,23,24,5,36,80,13,48,0
2021-12-30,0,73,29,24,4,32,72,12,48,0
2021-12-31,0,69,19,18,5,33,61,9,39,0
2022-01-01,0,81,16,16,4,32,57,8,38,0
2022-01-02,0,87,18,17,7,35,76,16,51,0
2022-01-03,0,84,20,21,9,42,84,16,63,0
2022-01-04,0,85,21,21,9,42,85,15,68,0
2022-01-05,0,82,20,21,10,42,98,20,71,0
