date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2023-11-18,7,78,22,21,5,25,51,10,38,0
2023-11-19,9,68,23,21,5,27,53,10,34,0
2023-11-20,7,68,27,25,9,27,55,14,43,0
2023-11-21,5,68,26,24,8,27,51,12,47,0
2023-11-22,6,65,25,27,8,24,49,11,45,0
2023-11-23,5,69,27,31,7,24,58,12,46,0
2023-11-24,5,67,33,41,6,35,69,11,49,0
2023-11-25,9,66,27,30,4,25,57,10,39,0
2023-11-26,8,67,25,25,3,25,54,9,38,0
2023-11-27,5,70,30,25,6,27,50,12,44,0
2023-11-28,6,77,27,21,8,31,49,12,45,0
2023-11-29,7,72,23,23,7,28,47,14,43,0
2023-11-30,5,77,26,20,9,30,51,22,83,0
2023-12-01,4,78,27,20,6,25,47,11,38,0
2023-12-02,9,75,25,21,4,26,54,8,33,0
2023-12-03,9,69,26,19,4,24,42,9,34,0
2023-12-04,6,77,26,24,8,25,52,9,41,0
2023-12-05,6,100,25,19,7,24,48,11,39,0
2023-12-06,6,84,25,20,7,24,50,11,42,0
2023-12-07,5,83,23,20,7,26,47,12,40,0
2023-12-08,5,87,22,19,7,26,51,10,41,0
2023-12-09,9,78,21,20,3,19,52,10,35,0
2023-12-10,7,77,24,20,5,27,48,8,35,0
2023-12-11,6,73,24,21,7,22,50,11,43,0
2023-12-12,6,77,22,21,5,25,50,10,39,0
2023-12-13,6,83,25,20,8,24,45,10,43,0
2023-12-14,7,74,27,21,8,23,52,18,82,0
2023-12-15,7,83,28,29,4,29,48,9,40,0
2023-12-16,8,74,25,24,4,23,50,11,36,0
2023-12-17,9,70,25,21,3,24,53,6,33,0
2023-12-18,5,79,27,23,6,26,57,9,46,0
2023-12-19,6,76,26,22,6,23,49,9,39,0
2023-12-20,5,77,26,22,6,24,51,10,39,0
2023-12-21,5,78,28,24,5,27,49,8,40,0
2023-12-22,5,78,28,25,5,25,56,8,30,0
2023-12-23,9,71,24,22,4,21,50,9,34,0
2023-12-24,5,71,22,20,3,22,51,9,28,0
2023-12-25,5,78,17,13,4,23,52,8,34,0
2023-12-26,9,68,20,17,5,30,51,7,35,0
2023-12-27,9,74,18,18,3,28,50,9,39,0
2023-12-28,7,74,19,17,6,29,50,9,40,0
2023-12-29,6,70,18,17,6,24,53,7,38,0
2023-12-30,8,68,17,18,3,26,49,9,36,0
2023-12-31,5,74,14,16,4,21,47,6,27,0
2024-01-01,6,64,15,14,4,23,50,8,32,0
2024-01-02,6,64,17,19,7,23,54,8,39,0
2024-01-03,7,66,18,19,6,27,55,10,40,0
2024-01-04,6,68,18,16,7,27,56,9,47,0
2024-01-05,5,65,16,17,6,27,51,9,38,0
2024-01-06,7,66,15,16,5,25,58,11,45,0
2024-01-07,7,64,17,15,4,24,47,7,36,0
2024-01-08,6,66,17,19,9,31,54,11,50,0
2024-01-09,6,66,17,17,9,28,56,10,50,0
