date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2019-07-01,0,93,29,33,10,22,62,17,33,0
2019-07-02,0,89,32,34,10,19,69,16,35,0
2019-07-03,0,94,28,34,10,21,62,14,38,0
2019-07-04,0,100,26,32,11,22,65,15,35,0
2019-07-05,0,95,27,32,8,18,63,15,38,0
2019-07-06,0,79,22,28,6,25,61,13,29,0
2019-07-07,0,86,23,25,7,25,63,12,30,0
2019-07-08,0,85,26,27,13,21,64,18,39,0
2019-07-09,0,85,24,31,11,22,69,18,30,0
2019-07-10,0,82,24,26,12,20,58,16,40,0
2019-07-11,0,87,23,27,13,25,64,20,36,0
2019-07-12,0,97,22,26,13,24,67,17,31,0
2019-07-13,0,94,24,25,9,21,71,15,35,0
2019-07-14,0,82,25,28,8,24,59,10,34,0
2019-07-15,0,86,29,27,13,24,68,18,35,0
2019-07-16,0,83,24,25,11,27,60,22,35,0
2019-07-17,0,89,27,28,12,23,61,18,36,0
2019-07-18,0,93,27,24,12,20,63,19,32,0
2019-07-19,0,89,24,24,9,18,64,17,34,0
2019-07-20,0,88,23,28,5,22,59,12,36,0
2019-07-21,0,89,25,31,8,22,65,11,37,0
2019-07-22,0,90,25,28,13,21,58,15,38,0
2019-07-23,0,83,24,29,12,18,57,17,36,0
2019-07-24,0,95,27,29,10,23,56,18,37,0
2019-07-25,0,92,28,32,13,23,62,22,39,0
2019-07-26,0,91,30,34,7,21,55,18,33,0
2019-07-27,0,87,27,31,6,20,59,14,36,0
2019-07-28,0,88,26,29,7,25,59,11,32,0
2019-07-29,0,86,29,27,13,20,56,18,34,0
2019-07-30,0,85,30,29,13,24,56,22,35,0
2019-07-31,0,87,27,24,11,21,62,18,33,0
2019-08-01,0,85,26,27,11,24,57,20,32,0
2019-08-02,0,90,28,29,10,22,58,17,37,0
2019-08-03,0,85,25,30,8,20,57,15,32,0
2019-08-04,0,88,21,27,8,20,59,11,29,0
2019-08-05,0,83,24,26,11,23,54,19,40,0
2019-08-06,0,89,26,22,12,25,61,19,36,0
2019-08-07,0,85,21,24,10,18,66,18,35,0
2019-08-08,0,93,22,28,12,22,61,16,32,0
2019-08-09,0,88,20,31,9,18,61,12,25,0
2019-08-10,0,78,20,24,8,20,61,11,31,0
2019-08-11,0,82,22,22,10,20,56,13,28,0
2019-08-12,0,85,24,27,12,22,62,19,34,0
2019-08-13,0,85,24,27,14,18,61,22,32,0
2019-08-14,0,83,23,27,13,24,58,22,36,0
2019-08-15,0,82,26,26,11,22,57,17,31,0
2019-08-16,0,97,24,28,12,25,61,17,37,0
2019-08-17,0,81,20,25,7,21,49,14,38,0
2019-08-18,0,80,20,28,8,24,57,13,33,0
2019-08-19,0,85,28,28,12,23,63,22,36,0
2019-08-20,0,81,25,28,13,22,53,19,31,0
2019-08-21,0,87,25,27,12,22,58,14,34,0
2019-08-22,0,80,30,27,15,25,57,21,42,0
2019-08-23,0,88,26,32,10,22,59,18,38,0
2019-08-24,0,84,25,32,7,23,54,15,28,0
2019-08-25,0,77,24,29,8,26,59,12,34,0
2019-08-26,0,79,32,29,12,28,54,19,35,0
2019-08-27,0,81,30,28,12,21,54,19,31,0
2019-08-28,0,81,28,29,12,23,56,19,35,0
2019-08-29,0,86,30,26,12,22,58,18,32,0
2019-08-30,0,87,27,25,10,24,56,15,35,0
2019-08-31,0,81,28,30,7,25,52,11,29,0
2019-09-01,0,83,26,27,9,19,56,15,30,0
2019-09-02,0,82,25,26,12,23,57,15,39,0
2019-09-03,0,84,26,23,11,20,52,16,37,0
2019-09-04,2,79,24,24,12,22,57,18,34,0
2019-09-05,0,84,26,25,11,22,55,18,34,0
2019-09-06,0,92,25,22,8,23,57,14,36,0
2019-09-07,0,89,25,25,7,21,63,14,24,0
2019-09-08,0,82,26,28,7,29,53,7,29,0
2019-09-09,0,80,24,22,11,28,60,18,35,0
2019-09-10,0,88,25,25,12,71,58,18,33,0
2019-09-11,0,89,29,27,12,44,59,21,41,0
2019-09-12,0,88,24,23,12,32,59,17,37,0
2019-09-13,0,93,25,27,8,30,54,16,32,0
2019-09-14,0,87,22,26,7,24,63,13,29,0
2019-09-15,0,82,22,26,8,25,59,10,31,0
2019-09-16,0,86,26,23,13,23,61,16,32,0
2019-09-17,0,91,30,26,11,22,62,16,29,0
2019-09-18,0,93,27,25,11,21,56,18,34,0
2019-09-19,0,95,30,22,10,21,61,15,32,0
2019-09-20,0,91,24,27,10,25,58,15,35,0
2019-09-21,0,78,19,22,9,30,48,10,29,0
2019-09-22,0,81,26,27,5,27,52,11,27,0
2019-09-23,0,88,24,30,9,27,58,17,35,0
2019-09-24,0,87,22,38,10,36,54,13,28,0
2019-09-25,0,83,28,30,12,25,58,17,31,0
2019-09-26,0,85,27,31,10,27,61,18,33,0
2019-09-27,0,90,28,30,11,24,63,13,26,0
2019-09-28,0,80,22,27,7,19,52,7,34,0
2019-09-29,0,83,22,29,8,22,58,13,30,0
2019-09-30,0,85,27,23,13,25,57,16,37,3
2019-10-01,0,88,22,30,11,21,55,17,33,0
2019-10-02,0,84,24,26,12,25,54,17,36,0
2019-10-03,0,88,26,29,15,24,55,17,31,0
2019-10-04,0,91,23,27,10,26,47,14,29,0
2019-10-05,0,83,19,27,8,27,53,10,26,0
2019-10-06,0,77,23,25,8,30,54,10,25,0
2019-10-07,0,86,26,25,13,24,54,14,32,0
2019-10-08,0,84,24,23,12,26,58,17,33,0
2019-10-09,0,82,24,33,13,23,59,17,30,0
2019-10-10,0,88,25,27,12,20,60,17,36,0
2019-10-11,0,94,21,27,11,28,56,14,32,0
2019-10-12,0,96,24,28,8,26,52,6,27,0
2019-10-13,0,81,19,28,8,27,53,9,32,0
2019-10-14,0,85,27,29,13,24,55,17,31,0
2019-10-15,0,87,22,30,12,29,53,17,36,0
2019-10-16,0,80,26,25,12,27,48,17,35,0
2019-10-17,0,78,27,28,12,21,58,16,33,0
2019-10-18,0,88,24,25,11,26,58,17,30,0
2019-10-19,0,72,20,25,7,25,53,9,27,0
2019-10-20,0,72,21,25,5,20,53,9,28,0
2019-10-21,0,79,26,26,10,23,58,17,35,0
2019-10-22,0,81,29,26,12,27,52,17,28,0
2019-10-23,0,86,24,26,13,21,51,16,35,0
2019-10-24,0,80,28,31,12,22,54,15,30,0
2019-10-25,0,90,27,30,11,22,50,12,28,0
2019-10-26,0,74,23,27,6,23,44,10,24,0
2019-10-27,0,75,21,24,5,17,47,10,25,0
2019-10-28,0,79,28,27,10,30,53,14,29,0
2019-10-29,0,81,28,30,9,29,49,17,31,0
2019-10-30,0,78,34,27,9,25,51,15,28,0
2019-10-31,0,83,28,28,11,22,57,16,31,0
2019-11-01,0,85,28,27,8,26,45,8,25,0
2019-11-02,0,69,21,20,5,24,39,6,22,0
2019-11-03,0,81,25,25,5,26,49,7,21,0
2019-11-04,0,83,27,29,11,28,55,17,35,0
2019-11-05,0,83,27,27,10,24,52,15,31,0
2019-11-06,0,83,26,27,10,22,48,12,32,0
2019-11-07,0,84,27,24,11,20,53,18,31,0
2019-11-08,0,86,28,27,11,25,56,17,30,0
2019-11-09,0,79,24,32,6,32,50,10,22,0
2019-11-10,0,74,24,27,5,25,54,11,28,0
2019-11-11,0,80,29,27,11,24,59,13,32,0
2019-11-12,0,84,29,26,10,25,54,18,34,0
2019-11-13,0,86,30,29,10,25,62,17,33,0
2019-11-14,0,78,28,28,11,30,52,18,30,0
2019-11-15,0,92,27,31,11,24,55,11,32,0
2019-11-16,0,87,29,33,7,26,57,11,31,0
2019-11-17,0,74,25,31,7,26,53,12,34,0
2019-11-18,0,86,31,36,12,25,59,13,39,0
2019-11-19,0,88,31,33,11,27,59,13,31,0
2019-11-20,0,92,30,34,11,29,62,15,35,0
2019-11-21,0,87,33,42,12,20,59,15,40,0
2019-11-22,0,92,38,41,8,29,65,15,31,0
2019-11-23,0,87,31,37,5,25,58,8,24,0
2019-11-24,0,80,25,43,7,25,63,10,29,0
2019-11-25,0,86,40,55,12,27,61,14,39,0
2019-11-26,0,86,41,60,11,29,71,14,38,0
2019-11-27,0,81,40,84,8,28,62,12,32,0
2019-11-28,0,85,43,79,10,32,81,12,39,0
2019-11-29,0,83,52,92,9,36,100,9,45,0
2019-11-30,0,80,31,60,6,28,80,11,34,0
2019-12-01,0,86,33,58,6,25,83,9,30,0
2019-12-02,0,83,41,51,9,31,77,12,40,0
2019-12-03,0,84,37,42,12,23,68,12,29,0
2019-12-04,0,83,39,40,10,26,66,15,36,0
2019-12-05,0,74,32,38,8,27,67,14,34,0
2019-12-06,0,73,33,39,9,23,72,10,33,0
2019-12-07,0,75,24,38,6,20,58,9,28,0
2019-12-08,0,75,27,42,6,27,60,9,32,0
2019-12-09,0,71,34,42,10,27,60,10,35,0
2019-12-10,0,77,32,46,8,26,63,14,32,0
2019-12-11,0,75,33,42,10,24,66,13,36,0
2019-12-12,0,78,36,40,8,24,60,11,33,0
2019-12-13,0,78,31,47,6,23,63,13,25,0
2019-12-14,0,77,26,49,7,23,68,13,29,0
2019-12-15,0,78,29,47,4,23,62,9,28,0
2019-12-16,0,76,32,50,7,21,68,9,30,0
2019-12-17,0,75,35,49,8,27,63,13,30,0
2019-12-18,0,81,36,44,8,29,66,14,34,0
2019-12-19,0,84,35,46,7,30,70,16,33,0
2019-12-20,0,75,32,48,8,26,61,14,31,0
2019-12-21,0,68,28,48,4,25,70,9,20,0
2019-12-22,0,77,22,46,5,23,55,13,29,0
2019-12-23,0,82,34,55,6,28,63,14,30,0
2019-12-24,0,87,26,42,5,24,59,8,29,0
2019-12-25,0,83,17,23,7,29,62,8,24,0
2019-12-26,0,73,21,38,6,34,65,10,30,0
2019-12-27,0,71,26,36,5,23,61,9,37,0
2019-12-28,0,82,21,36,6,24,57,12,30,0
2019-12-29,0,70,22,30,6,25,64,9,28,0
2019-12-30,0,76,25,36,6,33,60,11,35,0
2019-12-31,0,72,20,35,5,28,55,8,26,0
2020-01-01,0,65,19,25,6,23,63,14,23,0
