date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2020-07-03,0,98,29,33,12,30,74,22,70,0
2020-07-04,0,96,29,35,8,31,89,22,63,0
2020-07-05,0,95,27,33,9,31,84,19,61,0
2020-07-06,0,100,31,33,14,34,74,29,72,0
2020-07-07,0,94,27,34,14,31,75,22,71,0
2020-07-08,0,92,26,29,14,29,69,21,59,0
2020-07-09,0,86,25,30,15,31,76,29,70,0
2020-07-10,0,94,26,31,12,31,72,26,67,0
2020-07-11,0,85,25,31,6,33,75,18,62,0
2020-07-12,0,90,23,35,9,31,76,19,70,0
2020-07-13,0,90,26,33,14,30,78,19,72,0
2020-07-14,0,96,26,35,17,30,74,20,72,0
2020-07-15,0,85,26,32,17,31,83,29,77,0
2020-07-16,0,91,31,32,16,35,85,25,74,0
2020-07-17,0,88,29,32,12,37,74,20,66,0
2020-07-18,0,94,30,33,11,33,82,21,61,0
2020-07-19,0,73,26,32,9,33,77,21,62,0
2020-07-20,0,84,28,32,15,32,71,23,67,0
2020-07-21,0,91,27,32,14,31,79,24,68,0
2020-07-22,0,85,27,34,17,28,72,25,72,0
2020-07-23,0,88,28,33,17,33,75,28,64,0
2020-07-24,0,93,33,40,12,27,72,25,70,0
2020-07-25,0,96,32,39,10,35,83,24,70,0
2020-07-26,0,90,35,38,10,31,80,21,60,0
2020-07-27,0,82,34,37,14,29,78,24,68,0
2020-07-28,0,92,32,33,15,28,78,30,67,0
2020-07-29,0,90,26,34,13,29,73,26,80,0
2020-07-30,0,86,30,32,15,30,77,24,66,0
2020-07-31,0,90,28,33,15,34,72,26,68,0
2020-08-01,0,90,27,32,10,33,81,17,63,0
2020-08-02,0,86,32,31,9,36,79,18,61,0
2020-08-03,0,83,29,28,15,32,76,22,65,0
2020-08-04,0,90,28,32,15,33,75,22,65,0
2020-08-05,0,81,33,29,13,30,83,27,66,0
2020-08-06,0,97,32,28,15,32,86,23,66,0
2020-08-07,0,88,29,29,12,32,76,21,70,0
2020-08-08,0,87,29,34,8,33,90,21,60,0
2020-08-09,0,91,31,28,11,38,82,20,56,0
2020-08-10,0,85,29,34,12,30,75,22,59,0
2020-08-11,0,81,25,28,15,33,71,23,67,0
2020-08-12,0,85,26,26,14,36,68,25,67,0
2020-08-13,0,81,26,30,15,31,87,26,75,0
2020-08-14,0,89,24,30,13,41,79,21,62,0
2020-08-15,0,87,28,33,9,35,72,18,58,0
2020-08-16,0,79,27,33,9,29,74,20,64,0
2020-08-17,0,83,28,33,17,29,75,21,65,0
2020-08-18,0,84,25,40,16,32,73,23,61,0
2020-08-19,0,78,29,34,14,32,72,27,67,0
2020-08-20,0,84,31,35,16,31,79,32,73,0
2020-08-21,0,90,29,32,14,31,84,26,66,0
2020-08-22,0,84,26,31,10,30,74,22,70,0
2020-08-23,0,69,29,29,9,34,81,19,58,0
2020-08-24,0,80,32,34,14,31,68,27,66,0
2020-08-25,0,80,29,34,17,32,70,27,72,0
2020-08-26,0,84,32,33,14,33,70,26,65,0
2020-08-27,0,82,30,30,13,32,73,23,58,0
2020-08-28,0,85,28,28,12,36,72,23,63,0
2020-08-29,0,79,28,28,8,32,71,24,48,0
2020-08-30,0,71,27,29,8,32,72,15,57,0
2020-08-31,0,80,27,33,14,28,74,36,57,0
2020-09-01,0,87,26,31,15,33,68,30,65,0
2020-09-02,0,79,27,29,13,27,70,24,60,0
2020-09-03,0,83,27,28,14,25,70,22,77,0
2020-09-04,0,91,32,27,12,30,63,22,63,0
2020-09-05,0,78,25,25,8,29,67,18,48,0
2020-09-06,0,90,28,27,9,27,77,17,61,0
2020-09-07,0,81,27,26,15,33,66,21,61,0
2020-09-08,0,87,31,27,17,35,70,28,65,0
2020-09-09,0,79,27,26,14,30,61,26,60,0
2020-09-10,0,86,32,26,14,29,69,23,59,0
2020-09-11,0,91,25,23,13,29,77,20,53,0
2020-09-12,0,87,28,24,11,24,63,22,54,0
2020-09-13,0,69,31,25,11,29,63,18,47,0
2020-09-14,0,81,27,27,15,34,67,24,60,0
2020-09-15,0,83,24,25,14,61,66,25,60,0
2020-09-16,0,79,26,23,15,70,70,20,56,0
2020-09-17,0,83,27,29,13,35,67,23,59,0
2020-09-18,0,86,29,26,11,34,68,25,53,0
2020-09-19,0,83,27,28,8,30,68,18,49,0
2020-09-20,0,70,31,32,7,30,72,19,49,0
2020-09-21,0,74,27,26,13,33,59,23,59,0
2020-09-22,0,81,29,24,16,28,65,24,60,0
2020-09-23,0,80,30,29,13,31,69,24,57,0
2020-09-24,0,85,28,30,8,24,71,18,49,0
2020-09-25,0,78,33,29,9,28,70,19,47,0
2020-09-26,0,75,33,27,8,28,66,19,47,0
2020-09-27,0,70,30,28,8,32,59,13,38,0
2020-09-28,0,84,28,25,13,25,58,24,57,0
2020-09-29,0,79,31,25,14,27,71,24,55,0
2020-09-30,0,75,30,25,11,26,57,21,54,0
2020-10-01,0,80,27,27,15,28,73,26,54,0
2020-10-02,0,86,32,24,12,31,71,17,56,0
2020-10-03,0,79,30,24,8,28,72,16,49,0
2020-10-04,0,79,29,24,8,25,54,15,51,0
2020-10-05,0,78,28,25,14,25,67,27,56,0
2020-10-06,0,80,27,25,13,30,63,23,58,0
2020-10-07,0,84,30,22,11,32,66,23,50,0
2020-10-08,0,86,31,25,13,33,63,21,56,0
2020-10-09,0,80,29,24,11,31,62,18,51,0
2020-10-10,0,76,30,24,8,27,65,15,52,0
2020-10-11,0,73,26,24,8,24,67,16,52,0
2020-10-12,0,81,30,24,15,28,64,23,57,0
2020-10-13,0,79,31,24,12,60,61,22,60,0
