date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2022-01-06,0,76,20,17,9,24,57,13,41,0
2022-01-07,0,80,20,21,7,21,52,14,43,0
2022-01-08,0,81,18,19,5,32,48,11,37,0
2022-01-09,0,77,19,17,6,23,44,23,82,0
2022-01-10,0,77,17,16,9,24,51,11,51,0
2022-01-11,0,79,18,21,10,26,49,14,43,0
2022-01-12,0,81,17,19,10,24,46,25,100,0
2022-01-13,0,80,20,16,11,25,51,15,39,0
2022-01-14,0,80,19,18,9,23,50,14,44,0
2022-01-15,0,80,18,17,7,22,47,11,36,0
2022-01-16,0,82,18,17,8,24,53,11,39,0
2022-01-17,0,76,22,16,11,25,46,18,48,0
2022-01-18,0,77,18,17,15,24,53,14,45,0
2022-01-19,0,73,17,18,11,22,46,16,43,0
2022-01-20,0,72,19,16,10,26,43,22,71,0
2022-01-21,0,75,18,15,9,18,40,12,38,0
2022-01-22,0,76,20,18,7,21,47,10,40,0
2022-01-23,0,76,20,16,6,24,52,11,40,0
2022-01-24,0,74,21,16,11,22,50,17,49,0
2022-01-25,0,77,23,15,12,23,45,19,45,0
2022-01-26,0,77,25,16,12,21,47,14,43,0
2022-01-27,0,74,26,20,11,21,46,18,47,0
2022-01-28,0,77,22,19,10,20,45,14,38,0
2022-01-29,0,80,26,21,7,25,49,12,38,0
2022-01-30,0,74,23,19,5,22,50,12,43,0
2022-01-31,0,69,23,19,11,24,46,17,45,0
2022-02-01,0,79,24,16,11,20,49,18,44,0
2022-02-02,0,80,22,14,11,25,48,16,49,0
2022-02-03,0,76,23,17,10,23,47,19,49,0
2022-02-04,0,82,21,16,10,22,49,14,44,0
2022-02-05,0,90,25,17,6,21,47,13,41,0
2022-02-06,0,84,22,16,7,26,45,12,38,0
2022-02-07,0,78,22,16,11,22,43,17,46,0
2022-02-08,0,82,20,16,12,20,48,18,46,0
2022-02-09,0,85,22,15,12,20,50,17,48,0
2022-02-10,0,74,19,15,14,23,53,17,48,0
2022-02-11,0,86,20,13,10,22,52,11,46,0
2022-02-12,0,80,20,17,6,22,47,21,80,0
2022-02-13,0,79,20,14,9,23,48,14,43,0
2022-02-14,0,73,15,15,12,22,47,15,49,0
2022-02-15,0,75,19,16,13,19,46,21,54,0
2022-02-16,0,80,19,15,11,21,47,20,46,0
2022-02-17,0,80,20,14,11,22,48,16,54,0
2022-02-18,0,86,20,15,11,20,49,14,50,0
2022-02-19,0,86,21,16,7,21,53,12,43,0
2022-02-20,0,81,20,16,8,21,47,13,49,0
2022-02-21,0,73,22,18,12,22,44,25,82,0
2022-02-22,0,78,27,16,13,21,48,18,49,0
2022-02-23,0,73,17,16,11,19,39,17,48,0
2022-02-24,0,72,19,15,11,20,42,18,50,0
2022-02-25,0,77,23,17,10,18,47,18,47,0
2022-02-26,0,77,23,19,8,18,50,15,47,0
2022-02-27,0,75,21,15,8,21,43,12,41,0
2022-02-28,0,72,21,17,11,22,48,19,46,0
2022-03-01,0,72,20,15,12,22,46,19,50,0
2022-03-02,0,77,22,17,13,22,47,23,50,0
2022-03-03,0,79,23,14,14,20,50,25,70,0
2022-03-04,0,83,23,17,11,22,51,20,51,0
2022-03-05,0,83,23,18,8,20,50,16,45,0
2022-03-06,0,72,21,14,9,22,50,17,42,0
2022-03-07,0,72,22,13,13,24,50,24,52,0
2022-03-08,0,79,21,17,12,29,47,18,50,0
2022-03-09,0,74,20,17,12,28,50,23,55,0
2022-03-10,0,82,23,17,14,24,47,25,51,0
2022-03-11,0,79,20,17,14,21,47,20,50,0
2022-03-12,0,84,21,16,6,22,53,17,45,0
2022-03-13,0,78,21,17,8,23,50,16,46,0
2022-03-14,0,78,21,18,14,22,49,24,52,0
2022-03-15,0,79,24,15,14,22,49,23,48,0
2022-03-16,0,77,23,17,12,20,51,23,50,0
2022-03-17,1,87,26,17,15,24,48,21,47,0
2022-03-18,0,91,25,18,12,25,56,17,51,0
2022-03-19,0,83,24,16,7,22,63,12,44,0
2022-03-20,0,87,23,16,8,21,53,19,73,0
2022-03-21,0,89,24,18,9,28,55,22,48,0
2022-03-22,0,96,24,17,14,24,55,23,45,0
2022-03-23,0,94,23,17,15,25,55,20,54,0
2022-03-24,0,93,26,20,14,24,58,20,52,0
2022-03-25,0,87,27,18,12,25,51,22,75,2
2022-03-26,0,90,28,22,9,25,65,15,48,0
2022-03-27,1,90,27,19,8,21,60,18,44,0
2022-03-28,0,78,26,18,12,23,55,22,51,0
2022-03-29,0,87,25,18,14,22,55,19,49,0
2022-03-30,0,90,24,18,13,22,54,19,48,0
2022-03-31,0,92,27,17,12,22,58,19,47,0
2022-04-01,0,100,24,20,11,22,52,16,42,0
2022-04-02,0,87,22,18,8,23,52,11,35,0
2022-04-03,0,89,25,18,6,22,54,13,43,0
2022-04-04,0,85,25,19,13,20,53,16,46,0
2022-04-05,0,85,25,17,13,21,52,21,46,0
2022-04-06,0,76,23,19,13,21,47,18,42,0
2022-04-07,0,84,24,16,12,24,49,18,46,0
2022-04-08,0,85,24,16,14,22,52,20,44,0
2022-04-09,1,78,25,17,7,25,52,18,77,0
2022-04-10,0,77,24,14,8,20,51,12,40,0
2022-04-11,0,71,22,16,13,22,50,16,42,0
2022-04-12,0,71,23,15,10,19,51,18,42,0
2022-04-13,0,76,23,18,12,22,50,13,51,0
2022-04-14,0,77,23,17,12,25,58,14,44,0
2022-04-15,0,79,23,20,8,22,52,12,40,2
2022-04-16,0,74,23,20,6,26,50,17,72,0
2022-04-17,0,77,22,17,8,24,57,12,38,0
2022-04-18,0,71,26,21,8,23,56,16,42,0
2022-04-19,0,65,23,18,11,22,53,19,70,0
2022-04-20,0,70,25,18,13,24,51,20,53,0
2022-04-21,0,75,24,19,13,22,51,20,47,0
2022-04-22,0,79,22,18,11,24,57,17,48,0
2022-04-23,0,81,23,19,9,21,53,12,39,0
2022-04-24,0,76,24,16,7,19,51,15,39,0
2022-04-25,0,84,24,18,10,23,46,16,46,0
2022-04-26,0,80,27,19,11,21,51,19,44,0
2022-04-27,0,78,26,20,8,24,48,16,46,0
2022-04-28,0,75,30,19,12,20,53,19,43,0
2022-04-29,0,80,28,16,10,20,51,16,43,0
2022-04-30,0,78,28,20,6,22,56,13,35,0
2022-05-01,0,80,28,18,7,23,47,12,35,0
2022-05-02,0,79,29,19,7,23,50,15,40,0
2022-05-03,0,75,24,14,10,21,45,18,45,0
2022-05-04,0,73,20,18,10,21,48,15,43,0
2022-05-05,0,75,27,16,13,22,57,16,49,0
2022-05-06,0,78,25,14,10,24,48,14,42,0
2022-05-07,0,75,23,15,7,24,49,10,36,0
2022-05-08,0,68,20,13,7,24,47,9,36,0
2022-05-09,0,77,24,14,13,21,49,19,46,0
2022-05-10,0,80,22,16,11,20,47,21,44,0
2022-05-11,0,79,22,15,11,23,49,21,49,0
2022-05-12,0,77,21,15,12,23,46,22,73,0
2022-05-13,0,85,20,17,10,25,46,16,43,0
