date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2024-03-01,9,92,24,21,11,25,43,14,53,0
2024-03-02,14,84,26,21,6,25,46,11,51,0
2024-03-03,13,76,24,18,9,27,44,13,46,0
2024-03-04,9,79,22,21,15,26,42,17,56,0
2024-03-05,11,84,22,20,14,24,38,16,50,0
2024-03-06,10,83,20,20,15,22,38,17,53,0
2024-03-07,10,79,20,18,15,28,38,19,53,0
2024-03-08,7,83,22,18,14,24,39,15,53,0
2024-03-09,19,83,21,19,8,25,43,11,46,0
2024-03-10,12,75,21,19,9,25,45,12,45,0
2024-03-11,9,84,21,19,14,25,39,19,50,0
2024-03-12,9,83,21,21,15,27,45,28,86,0
2024-03-13,8,89,19,19,13,23,41,15,54,0
2024-03-14,8,86,20,19,48,23,45,16,53,0
2024-03-15,12,89,22,21,21,25,42,17,49,0
2024-03-16,15,91,20,18,10,26,46,12,43,0
2024-03-17,18,85,19,16,9,27,44,9,39,0
2024-03-18,10,88,19,18,17,25,45,19,47,0
2024-03-19,8,92,20,18,16,21,48,19,48,0
2024-03-20,9,93,24,22,14,25,49,13,55,0
2024-03-21,11,100,26,25,10,26,57,12,53,0
2024-03-22,10,90,23,20,12,25,45,12,45,0
2024-03-23,14,87,25,22,8,29,52,12,40,0
2024-03-24,9,97,28,24,10,26,47,11,41,0
2024-03-25,9,91,25,21,14,25,46,15,45,0
2024-03-26,8,96,25,21,13,23,49,15,51,0
2024-03-27,8,95,25,20,13,25,49,13,48,0
2024-03-28,7,100,26,21,12,23,46,12,46,0
2024-03-29,9,98,27,25,6,25,46,8,44,0
2024-03-30,15,87,27,25,6,25,47,8,34,0
2024-03-31,15,83,26,21,7,23,48,9,35,0
2024-04-01,10,90,23,21,11,25,47,10,40,0
2024-04-02,10,90,24,21,13,26,50,13,46,0
2024-04-03,10,85,19,17,14,25,43,14,44,0
2024-04-04,10,87,22,19,15,19,41,17,45,0
2024-04-05,9,88,21,20,10,23,42,9,42,0
2024-04-06,15,87,25,18,8,23,45,10,45,0
2024-04-07,15,79,23,17,8,23,43,10,38,0
2024-04-08,8,81,25,18,14,27,45,12,45,0
2024-04-09,13,77,23,16,13,25,42,13,45,0
2024-04-10,11,86,23,17,13,27,43,22,96,0
2024-04-11,8,79,21,20,14,24,41,15,46,0
2024-04-12,10,77,20,16,13,24,41,15,45,0
2024-04-13,14,81,20,19,7,23,46,11,43,0
2024-04-14,10,79,20,17,8,25,43,10,38,0
2024-04-15,8,76,21,16,13,23,45,15,48,0
2024-04-16,10,82,21,17,15,24,40,15,45,0
2024-04-17,11,81,21,16,12,25,40,18,42,0
2024-04-18,10,76,24,17,14,23,46,17,48,0
2024-04-19,7,77,22,17,13,28,40,13,43,0
2024-04-20,13,75,22,17,8,22,47,12,44,0
2024-04-21,12,66,23,17,8,22,43,10,38,0
2024-04-22,8,70,17,17,15,22,41,15,42,0
2024-04-23,8,71,22,17,13,24,40,12,44,0
2024-04-24,8,69,23,22,10,24,41,14,41,0
2024-04-25,6,68,25,21,12,27,42,13,43,0
2024-04-26,10,73,26,19,9,22,43,11,40,0
2024-04-27,12,60,27,21,8,23,45,19,95,0
2024-04-28,9,70,23,18,8,23,43,9,40,0
2024-04-29,9,66,26,19,13,24,45,13,46,0
2024-04-30,7,72,27,19,12,19,41,13,42,0
2024-05-01,10,77,26,20,8,25,43,14,43,0
2024-05-02,10,72,23,17,14,23,38,14,45,0
2024-05-03,9,76,24,19,13,22,43,13,42,0
2024-05-04,12,70,27,18,7,23,44,6,36,0
2024-05-05,11,65,24,15,8,25,41,11,35,0
2024-05-06,9,70,22,18,13,27,38,12,41,0
2024-05-07,10,72,21,16,12,25,46,12,40,0
2024-05-08,10,73,21,15,14,23,36,14,44,0
2024-05-09,7,73,23,19,14,26,43,17,45,0
2024-05-10,8,70,21,15,12,27,46,19,95,0
2024-05-11,11,73,23,17,8,23,43,11,35,0
2024-05-12,12,61,18,15,8,24,48,8,33,0
2024-05-13,10,68,24,19,15,26,45,14,42,0
2024-05-14,9,75,23,15,13,26,45,14,43,0
2024-05-15,9,72,23,16,12,24,43,19,43,0
2024-05-16,9,70,23,15,14,22,38,14,44,0
2024-05-17,8,74,22,17,11,26,43,10,46,0
2024-05-18,12,71,23,17,6,24,43,8,39,0
2024-05-19,13,60,24,16,8,24,38,11,41,0
2024-05-20,7,66,24,18,16,20,41,16,45,0
2024-05-21,7,70,27,15,14,23,42,15,47,0
2024-05-22,7,72,24,17,14,22,43,16,48,0
2024-05-23,9,71,25,19,14,27,41,17,44,0
2024-05-24,8,69,29,21,13,26,41,11,37,0
2024-05-25,13,67,31,47,8,25,43,10,37,0
2024-05-26,13,60,33,44,9,26,49,11,36,0
2024-05-27,9,68,38,28,10,28,41,15,44,0
2024-05-28,9,68,43,25,12,23,46,13,44,0
2024-05-29,10,69,37,21,10,25,42,10,38,0
2024-05-30,11,66,30,19,11,20,36,12,39,0
2024-05-31,11,65,32,18,9,22,41,11,40,0
2024-06-01,20,67,31,17,5,20,38,7,31,0
2024-06-02,12,63,30,16,5,25,46,9,37,0
2024-06-03,10,68,29,18,12,22,42,16,45,0
2024-06-04,10,76,28,20,13,25,45,16,50,0
2024-06-05,10,72,30,17,13,21,39,13,45,0
2024-06-06,9,71,26,19,11,23,45,10,44,0
2024-06-07,11,74,27,17,9,20,47,13,42,0
2024-06-08,14,69,29,19,8,27,42,12,36,0
2024-06-09,14,66,26,18,6,22,49,11,37,0
2024-06-10,9,75,24,19,14,34,48,23,92,0
2024-06-11,13,68,23,18,11,33,46,10,43,0
2024-06-12,9,75,29,17,12,34,46,13,46,0
2024-06-13,10,75,26,18,11,27,44,11,44,0
2024-06-14,14,71,25,19,8,30,48,12,38,0
2024-06-15,18,65,29,17,5,27,49,8,33,0
2024-06-16,15,65,23,17,6,25,49,8,31,0
2024-06-17,13,65,24,19,10,29,53,10,39,0
2024-06-18,11,72,26,18,13,26,47,14,43,0
2024-06-19,14,70,20,19,12,26,47,12,42,0
2024-06-20,11,69,25,18,11,27,49,11,39,0
2024-06-21,12,73,24,18,9,24,44,10,44,0
2024-06-22,20,64,26,18,9,28,47,9,38,0
2024-06-23,13,65,29,20,6,33,52,10,37,0
2024-06-24,10,70,26,18,12,26,47,13,46,0
2024-06-25,12,67,29,20,13,27,47,12,44,0
2024-06-26,11,71,29,23,12,24,46,11,41,0
2024-06-27,9,71,31,26,12,26,50,11,43,0
2024-06-28,8,73,30,32,10,25,51,12,44,0
2024-06-29,16,61,29,26,7,27,51,10,38,0
2024-06-30,14,65,28,28,5,26,49,7,37,0
2024-07-01,13,67,25,17,11,22,49,8,40,0
2024-07-02,14,76,26,18,13,25,54,11,46,0
2024-07-03,10,71,27,18,13,25,48,11,43,0
2024-07-04,9,72,26,20,12,26,50,12,43,0
2024-07-05,15,69,26,19,10,21,45,9,39,0
2024-07-06,28,65,20,20,6,27,42,8,26,0
2024-07-07,13,67,23,18,8,27,49,8,34,0
2024-07-08,10,64,22,21,14,26,47,12,41,0
2024-07-09,13,65,23,16,12,26,47,14,45,0
2024-07-10,11,72,23,16,11,25,46,20,91,0
