date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2024-07-11,13,88,26,25,17,15,27,8,29,0
2024-07-12,15,91,28,23,14,18,30,7,27,0
2024-07-13,35,93,27,23,9,15,31,5,23,0
2024-07-14,27,82,26,22,9,17,31,5,21,0
2024-07-15,14,90,30,23,15,16,27,7,27,0
2024-07-16,11,91,29,25,17,15,30,9,29,0
2024-07-17,13,92,31,24,15,16,29,8,31,0
2024-07-18,12,93,34,26,16,16,30,7,29,0
2024-07-19,11,89,29,24,31,17,28,7,28,0
2024-07-20,24,99,29,30,14,17,29,11,60,0
2024-07-21,15,86,29,25,12,16,30,6,26,0
2024-07-22,12,85,28,26,17,16,25,10,28,0
2024-07-23,12,83,31,26,16,15,28,9,30,0
2024-07-24,14,87,30,26,15,17,30,9,27,0
2024-07-25,13,91,34,32,14,18,30,6,31,0
2024-07-26,17,90,33,34,12,16,29,6,27,0
2024-07-27,22,80,34,33,9,18,30,6,24,0
2024-07-28,26,78,29,31,9,21,27,7,24,0
2024-07-29,19,80,31,27,14,17,30,8,29,0
2024-07-30,14,83,30,28,16,15,29,8,30,0
2024-07-31,16,87,33,29,15,17,24,6,24,0
2024-08-01,17,88,31,31,15,16,27,8,28,0
2024-08-02,18,87,35,31,13,18,27,6,29,0
2024-08-03,21,81,30,29,8,19,30,6,25,0
2024-08-04,18,76,31,24,8,17,28,6,26,0
2024-08-05,16,85,32,26,16,16,28,9,30,0
2024-08-06,17,85,29,23,15,15,27,9,27,0
2024-08-07,16,81,30,27,16,15,24,9,30,0
2024-08-08,16,86,32,24,16,17,28,18,100,0
2024-08-09,20,96,31,27,10,17,30,6,25,0
2024-08-10,27,82,31,21,7,13,27,5,21,0
2024-08-11,21,84,26,22,10,17,24,7,23,0
2024-08-12,14,83,25,23,16,16,28,9,28,0
2024-08-13,12,84,26,21,17,17,27,10,29,0
2024-08-14,12,84,26,25,19,15,25,8,27,0
2024-08-15,14,89,26,25,15,16,26,10,29,0
2024-08-16,16,86,30,26,16,16,25,7,23,0
2024-08-17,31,76,30,27,10,14,27,6,22,0
2024-08-18,25,79,28,25,8,14,27,5,22,0
2024-08-19,13,85,31,24,18,16,26,10,26,0
2024-08-20,17,89,31,31,16,15,26,7,30,0
2024-08-21,14,83,30,27,18,12,29,10,29,0
2024-08-22,13,85,31,26,16,15,26,9,30,0
2024-08-23,14,88,32,27,14,16,30,5,27,0
2024-08-24,19,83,36,30,7,15,28,6,23,0
2024-08-25,19,78,36,28,11,15,30,12,59,0
2024-08-26,11,83,34,30,16,17,27,8,23,0
2024-08-27,12,83,34,26,15,16,27,7,28,0
2024-08-28,16,82,32,27,14,16,27,8,26,0
2024-08-29,13,87,35,25,15,17,30,7,28,0
2024-08-30,12,90,36,27,16,18,28,7,26,0
2024-08-31,33,78,33,26,9,15,28,6,21,0
2024-09-01,23,79,32,26,10,16,27,6,23,0
2024-09-02,13,79,31,24,15,15,28,8,31,0
2024-09-03,12,89,29,24,15,16,24,9,27,0
2024-09-04,11,87,32,26,15,16,29,8,24,0
2024-09-05,11,90,31,23,16,17,29,8,27,0
2024-09-06,16,94,31,23,13,15,27,7,26,0
2024-09-07,34,86,30,21,6,18,26,7,22,0
2024-09-08,14,85,26,25,9,22,28,6,22,0
2024-09-09,14,86,30,23,17,33,28,9,30,0
2024-09-10,18,86,30,26,17,26,28,12,61,0
2024-09-11,14,92,28,23,17,24,29,7,30,0
2024-09-12,13,85,32,27,15,21,30,9,26,0
2024-09-13,13,92,33,24,14,19,29,6,26,0
2024-09-14,27,79,30,24,8,19,29,5,21,0
2024-09-15,19,88,29,25,10,20,28,5,22,2
2024-09-16,14,85,33,26,16,18,28,7,27,0
2024-09-17,17,85,25,23,14,19,26,8,26,0
2024-09-18,18,83,29,24,14,16,27,8,25,0
2024-09-19,13,88,30,26,14,18,29,10,54,0
2024-09-20,14,92,26,28,14,21,27,6,23,0
2024-09-21,34,79,26,22,9,20,26,4,19,0
2024-09-22,21,82,31,25,9,18,30,5,20,0
2024-09-23,14,90,34,29,13,17,29,7,26,0
2024-09-24,19,86,29,27,9,17,28,6,25,0
2024-09-25,20,83,32,27,14,17,28,6,26,0
2024-09-26,12,88,32,27,15,19,28,6,26,0
2024-09-27,13,91,35,30,12,17,32,6,25,0
2024-09-28,36,74,32,23,7,14,24,4,20,0
2024-09-29,16,75,31,25,11,15,26,4,21,0
2024-09-30,13,83,32,28,14,18,26,6,31,0
2024-10-01,14,81,37,28,16,18,27,8,26,0
2024-10-02,15,86,30,25,13,18,25,6,24,0
2024-10-03,13,79,31,24,16,15,28,9,25,0
2024-10-04,13,91,33,25,12,15,27,6,23,0
2024-10-05,26,80,33,26,9,14,24,3,18,0
2024-10-06,17,80,31,25,8,19,30,4,20,0
2024-10-07,13,82,32,24,15,16,26,8,25,0
2024-10-08,11,89,31,21,17,17,30,13,55,0
2024-10-09,11,88,29,24,15,18,26,8,26,0
2024-10-10,11,87,27,23,14,16,27,8,24,0
2024-10-11,16,85,31,22,11,15,29,7,25,0
2024-10-12,14,82,33,24,9,16,31,4,22,0
2024-10-13,16,79,33,28,11,16,29,6,21,0
2024-10-14,9,78,32,24,14,16,26,8,24,0
2024-10-15,13,78,29,26,15,17,25,8,27,0
2024-10-16,8,83,28,27,15,14,29,8,26,0
2024-10-17,11,81,31,27,20,17,30,7,28,0
2024-10-18,13,83,26,23,13,17,27,8,26,0
2024-10-19,24,79,30,22,10,16,24,6,19,0
2024-10-20,20,85,30,18,9,14,25,6,21,0
2024-10-21,12,82,27,25,16,17,25,9,24,0
2024-10-22,14,75,30,27,15,14,25,7,25,0
2024-10-23,18,80,30,24,15,15,24,7,24,0
2024-10-24,14,82,33,26,15,16,24,7,24,0
2024-10-25,13,85,35,28,12,17,27,6,22,0
2024-10-26,20,82,31,28,7,14,25,4,21,0
2024-10-27,17,71,30,31,10,17,28,4,21,0
2024-10-28,15,83,36,31,15,19,28,7,26,0
2024-10-29,14,83,35,32,13,17,29,8,25,0
2024-10-30,20,84,34,28,15,19,27,7,26,0
2024-10-31,13,84,37,32,12,17,27,7,26,0
2024-11-01,13,95,39,34,12,17,29,9,25,0
2024-11-02,29,78,33,33,7,18,25,3,21,0
2024-11-03,20,84,31,30,10,16,29,6,20,0
2024-11-04,13,86,31,33,14,18,27,8,27,0
2024-11-05,17,86,29,31,14,18,24,11,25,0
2024-11-06,18,80,30,25,12,16,25,8,23,0
2024-11-07,14,88,30,29,14,17,26,9,25,0
2024-11-08,17,93,32,32,13,16,29,5,26,0
2024-11-09,17,92,33,32,7,19,28,5,23,0
2024-11-10,32,77,28,24,8,20,29,3,23,0
2024-11-11,13,84,31,34,13,19,30,12,67,0
2024-11-12,13,87,30,33,14,20,27,7,28,0
2024-11-13,10,80,30,28,15,20,30,7,28,0
2024-11-14,13,87,29,32,14,18,30,8,25,0
2024-11-15,14,84,29,32,10,19,29,7,24,0
2024-11-16,23,83,35,32,5,17,29,6,23,0
2024-11-17,14,83,37,33,7,20,31,4,23,0
2024-11-18,11,83,33,34,16,20,33,8,29,0
2024-11-19,15,85,32,34,16,18,31,8,27,0
2024-11-20,11,89,31,34,15,20,30,5,26,0
2024-11-21,10,86,36,35,13,19,30,7,29,0
2024-11-22,10,85,37,38,11,18,31,8,25,0
2024-11-23,26,79,35,36,8,20,30,5,21,0
2024-11-24,16,77,38,38,8,15,32,5,21,0
2024-11-25,11,82,47,48,15,18,32,5,27,0
2024-11-26,14,82,45,46,14,22,34,7,27,0
2024-11-27,15,85,49,44,13,19,35,7,30,0
2024-11-28,11,81,51,52,13,21,39,6,31,0
2024-11-29,10,87,57,62,10,26,43,7,30,0
2024-11-30,17,88,45,48,7,19,37,5,22,0
2024-12-01,20,79,39,47,8,19,35,6,22,0
2024-12-02,13,87,48,49,15,20,36,7,24,0
2024-12-03,11,91,43,41,12,22,33,7,26,0
2024-12-04,16,82,42,40,12,21,31,8,25,0
2024-12-05,12,88,41,37,11,20,30,7,23,0
2024-12-06,12,100,42,39,10,17,29,6,23,0
2024-12-07,18,76,37,36,5,17,31,2,18,0
2024-12-08,17,77,42,35,7,17,31,5,20,0
2024-12-09,10,87,41,40,14,17,31,6,25,0
2024-12-10,16,85,37,43,13,20,31,6,26,0
2024-12-11,13,98,41,37,13,22,34,11,65,0
2024-12-12,12,89,41,42,13,21,33,5,22,0
2024-12-13,13,80,42,45,10,19,29,6,23,0
2024-12-14,17,76,38,43,8,18,34,6,20,0
2024-12-15,20,80,40,36,6,18,32,5,19,0
2024-12-16,13,83,39,38,7,17,30,4,21,0
2024-12-17,14,90,42,40,10,20,33,6,24,0
2024-12-18,13,91,42,40,7,20,31,5,23,0
2024-12-19,16,91,39,36,10,20,33,5,25,0
2024-12-20,11,83,42,43,7,17,31,5,23,0
2024-12-21,20,86,40,39,7,20,30,4,18,0
2024-12-22,16,81,40,37,6,20,29,4,19,0
2024-12-23,11,84,43,43,7,23,30,6,26,0
2024-12-24,15,85,39,37,7,19,30,3,19,0
2024-12-25,14,89,31,23,5,21,30,4,18,0
2024-12-26,19,86,29,35,6,21,31,4,22,0
2024-12-27,13,81,30,35,6,17,31,4,20,0
2024-12-28,16,87,31,30,6,19,33,4,20,0
2024-12-29,20,77,28,25,6,21,30,4,16,0
2024-12-30,16,87,29,37,7,21,33,5,23,0
2024-12-31,11,81,22,34,8,18,31,4,17,0
2025-01-01,14,93,25,22,7,18,32,4,23,0
2025-01-02,15,83,25,30,8,19,34,6,24,0
2025-01-03,16,79,28,31,7,21,33,5,26,0
2025-01-04,19,83,23,30,7,24,30,5,18,0
2025-01-05,23,82,25,29,7,20,31,5,22,0
2025-01-06,15,86,25,29,15,19,35,7,32,0
2025-01-07,14,85,23,38,12,20,30,8,34,0
2025-01-08,16,92,26,31,13,17,30,6,31,0
2025-01-09,13,87,26,32,13,15,32,8,32,0
2025-01-10,12,88,25,30,12,19,28,14,71,0
2025-01-11,19,91,27,27,9,16,32,5,27,0
