date,DStv Stream,Download,Mr Price,Makro,Microsoft,Apple,Samsung,computer,laptop,monitor stand
2020-01-02,0,58,17,29,5,31,86,16,50,0
2020-01-03,0,55,16,22,5,36,79,13,40,0
2020-01-04,0,55,17,23,4,32,84,15,43,0
2020-01-05,0,55,12,21,5,36,75,17,38,0
2020-01-06,0,56,16,20,8,31,81,17,48,0
2020-01-07,0,58,15,18,8,34,83,18,53,0
2020-01-08,0,58,14,20,9,32,72,17,53,0
2020-01-09,0,58,17,23,8,33,77,18,50,0
2020-01-10,0,63,17,23,5,34,80,22,52,0
2020-01-11,0,54,14,22,5,41,73,18,49,0
2020-01-12,0,58,14,21,6,37,74,14,46,0
2020-01-13,0,58,17,19,10,37,78,21,52,0
2020-01-14,0,60,16,22,10,35,78,20,53,0
2020-01-15,0,61,16,20,9,32,73,22,58,0
2020-01-16,0,63,17,20,8,29,84,22,57,0
2020-01-17,0,66,16,20,6,37,73,22,52,0
2020-01-18,0,61,16,20,5,37,80,15,49,0
2020-01-19,0,55,15,20,6,37,79,14,48,0
2020-01-20,0,58,16,20,9,28,76,23,58,0
2020-01-21,0,62,17,19,10,31,80,26,58,0
2020-01-22,0,64,15,20,9,37,75,20,56,0
2020-01-23,0,60,15,19,9,28,75,23,51,0
2020-01-24,0,63,19,24,8,37,70,18,48,0
2020-01-25,0,60,18,23,6,33,70,21,48,0
2020-01-26,0,55,18,22,5,35,75,19,48,0
2020-01-27,0,59,18,21,8,22,70,21,50,0
2020-01-28,0,65,18,20,9,32,76,25,55,0
2020-01-29,0,59,19,21,9,36,76,23,56,0
2020-01-30,0,64,18,23,9,35,73,27,52,0
2020-01-31,0,61,19,23,8,29,72,18,49,0
2020-02-01,1,60,16,24,6,32,73,17,50,0
2020-02-02,0,56,17,23,5,38,71,19,47,0
2020-02-03,0,56,18,20,10,34,72,23,62,0
2020-02-04,0,58,18,19,8,29,71,29,60,0
2020-02-05,0,60,19,20,9,33,66,25,62,0
2020-02-06,0,63,17,19,10,28,70,27,56,0
2020-02-07,0,65,18,22,8,29,69,25,54,0
2020-02-08,0,63,17,23,7,32,79,17,47,0
2020-02-09,0,61,17,18,6,34,76,18,49,0
2020-02-10,0,60,17,20,9,38,70,29,59,0
2020-02-11,0,65,19,21,10,29,82,32,57,0
2020-02-12,0,62,17,17,10,32,96,32,59,0
2020-02-13,0,64,15,19,10,29,88,25,62,0
2020-02-14,0,62,15,18,7,37,79,21,57,0
2020-02-15,0,55,15,24,6,36,89,22,50,0
2020-02-16,0,54,15,20,8,31,84,20,50,0
2020-02-17,0,62,16,18,11,29,78,28,54,0
2020-02-18,0,65,15,19,11,29,85,32,57,0
2020-02-19,0,62,17,19,10,35,82,31,60,0
2020-02-20,0,57,19,22,10,35,86,29,62,0
2020-02-21,0,67,19,19,10,36,88,26,65,0
2020-02-22,0,64,14,23,7,41,78,23,57,0
2020-02-23,0,57,15,17,8,34,79,19,53,0
2020-02-24,0,61,21,19,10,33,76,31,59,0
2020-02-25,0,59,20,22,9,29,72,27,56,0
2020-02-26,0,60,22,22,10,35,71,24,50,0
2020-02-27,0,60,21,19,10,28,79,31,59,0
2020-02-28,0,62,20,20,7,33,70,28,63,0
2020-02-29,0,54,18,22,5,31,75,20,47,0
2020-03-01,0,56,19,21,8,34,84,16,48,0
2020-03-02,0,60,19,21,9,33,79,33,63,0
2020-03-03,0,64,17,19,12,27,82,34,52,0
2020-03-04,0,68,19,17,11,31,86,27,61,0
2020-03-05,0,62,17,17,10,27,79,25,60,0
2020-03-06,0,62,17,18,9,36,81,23,48,0
2020-03-07,0,58,16,19,6,30,74,20,49,0
2020-03-08,0,52,17,18,7,28,82,19,52,0
2020-03-09,0,61,15,18,10,33,78,29,61,0
2020-03-10,0,61,17,17,12,30,79,25,60,0
2020-03-11,0,56,16,20,10,31,66,26,54,0
2020-03-12,0,56,18,21,10,29,71,29,44,0
2020-03-13,0,62,17,23,9,25,76,23,55,0
2020-03-14,0,59,15,25,7,26,91,19,57,0
2020-03-15,1,50,13,24,7,38,66,18,54,0
2020-03-16,0,62,13,35,9,25,66,22,57,0
2020-03-17,0,66,15,29,13,37,81,26,65,0
2020-03-18,0,75,14,24,15,41,76,24,65,0
2020-03-19,0,68,16,23,13,40,78,20,67,0
2020-03-20,0,71,17,25,10,29,74,18,59,0
2020-03-21,0,71,15,29,8,38,84,22,60,0
2020-03-22,0,64,16,28,8,34,81,19,57,0
