date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2019-07-01,18,70,0,0,0,53,22,0
2019-07-02,0,46,14,0,0,44,0,0
2019-07-03,0,78,14,0,0,26,0,0
2019-07-04,0,59,22,0,0,50,0,0
2019-07-05,0,60,15,0,0,52,0,0
2019-07-06,20,67,23,0,0,49,0,0
2019-07-07,0,61,22,0,0,0,0,0
2019-07-08,0,59,18,0,0,30,0,0
2019-07-09,0,64,15,0,0,44,0,22
2019-07-10,0,82,21,0,0,55,0,0
2019-07-11,0,74,0,0,0,44,0,0
2019-07-12,0,58,0,0,0,37,0,0
2019-07-13,0,85,0,0,24,66,0,31
2019-07-14,0,60,19,0,0,49,0,0
2019-07-15,0,79,14,0,13,56,0,29
2019-07-16,0,73,13,0,0,61,0,0
2019-07-17,0,62,13,0,16,70,0,0
2019-07-18,13,80,0,0,16,69,0,0
2019-07-19,0,72,0,0,0,51,0,0
2019-07-20,0,71,0,0,0,54,0,0
2019-07-21,0,84,18,0,0,100,0,0
2019-07-22,0,67,0,0,0,61,0,34
2019-07-23,0,74,15,0,25,54,0,30
2019-07-24,0,68,14,0,0,48,0,23
2019-07-25,0,79,16,0,14,52,0,0
2019-07-26,0,78,16,0,14,52,0,0
2019-07-27,0,70,19,0,0,48,0,0
2019-07-28,0,100,23,0,0,81,0,41
2019-07-29,17,68,14,0,0,52,0,25
2019-07-30,15,67,0,17,0,48,0,27
2019-07-31,13,68,0,0,0,76,0,0
2019-08-01,16,87,0,0,0,55,0,26
2019-08-02,0,60,0,0,0,49,0,23
2019-08-03,0,72,17,0,18,64,0,0
2019-08-04,0,69,0,0,0,42,0,0
2019-08-05,0,57,0,0,0,47,0,23
2019-08-06,16,88,0,0,14,74,0,0
2019-08-07,0,67,29,0,0,66,0,0
2019-08-08,16,59,15,0,22,62,0,0
2019-08-09,0,63,19,0,20,35,0,34
2019-08-10,0,69,0,0,0,51,0,0
2019-08-11,0,78,16,0,0,50,0,0
2019-08-12,0,72,23,0,14,33,0,0
2019-08-13,0,76,0,0,16,58,0,21
2019-08-14,0,64,0,0,0,69,0,22
2019-08-15,0,68,18,0,0,64,0,0
2019-08-16,0,73,21,0,0,60,0,23
2019-08-17,0,66,16,0,0,35,0,0
2019-08-18,0,88,0,0,0,76,0,34
2019-08-19,12,68,16,0,19,34,0,27
2019-08-20,0,60,15,0,0,48,0,0
2019-08-21,0,79,33,0,0,64,0,25
2019-08-22,0,71,20,0,14,59,0,0
2019-08-23,14,70,0,0,16,81,0,29
2019-08-24,0,55,0,0,0,55,0,0
2019-08-25,0,63,0,0,0,62,0,0
2019-08-26,15,58,14,0,0,51,0,0
2019-08-27,0,69,19,0,0,63,0,23
2019-08-28,12,65,0,0,13,60,0,30
2019-08-29,0,67,0,0,14,48,0,24
2019-08-30,0,66,25,0,0,62,0,29
2019-08-31,0,58,0,0,0,42,0,0
2019-09-01,18,69,20,0,0,37,0,0
2019-09-02,16,49,0,0,0,48,0,0
2019-09-03,19,68,20,0,14,56,0,24
2019-09-04,0,60,0,0,0,62,0,0
2019-09-05,0,56,0,0,0,83,0,33
2019-09-06,20,52,15,0,0,45,0,0
2019-09-07,0,51,20,0,0,49,0,0
2019-09-08,0,49,17,0,0,58,0,0
2019-09-09,0,58,15,14,0,59,0,0
2019-09-10,12,64,0,0,0,52,0,25
2019-09-11,16,51,14,0,0,71,0,0
2019-09-12,0,48,17,0,0,61,0,28
2019-09-13,0,81,22,0,0,68,0,28
2019-09-14,0,81,22,0,0,47,0,0
2019-09-15,0,76,16,0,0,47,0,0
2019-09-16,0,54,17,0,0,50,0,23
2019-09-17,16,71,19,0,0,58,0,0
2019-09-18,0,55,20,0,0,54,0,41
2019-09-19,0,64,18,0,0,50,0,0
2019-09-20,0,61,21,0,0,52,0,0
2019-09-21,0,61,16,0,0,32,0,0
2019-09-22,0,62,0,0,0,0,0,0
2019-09-23,13,69,15,0,0,43,0,0
2019-09-24,0,68,0,0,0,49,26,43
2019-09-25,19,60,0,0,0,71,0,0
2019-09-26,15,65,0,0,0,67,0,0
2019-09-27,0,59,15,0,0,56,0,0
2019-09-28,0,38,0,0,0,50,0,0
2019-09-29,0,50,0,0,0,56,0,0
2019-09-30,0,62,15,0,0,38,0,0
2019-10-01,0,48,15,0,0,55,0,0
2019-10-02,13,63,0,0,0,42,0,28
2019-10-03,0,84,0,0,0,48,0,0
2019-10-04,0,51,19,0,15,64,0,27
2019-10-05,0,60,23,0,0,41,0,0
2019-10-06,0,69,21,0,0,38,0,0
2019-10-07,0,49,14,0,0,28,0,25
2019-10-08,17,57,0,0,16,58,0,0
2019-10-09,13,59,17,0,18,58,22,27
2019-10-10,0,66,0,0,0,66,0,0
2019-10-11,16,55,14,0,0,61,0,22
2019-10-12,0,69,17,0,0,85,0,0
2019-10-13,0,56,0,0,0,41,0,32
2019-10-14,0,66,19,0,14,42,0,0
2019-10-15,0,54,15,13,0,53,0,0
2019-10-16,16,71,12,0,19,57,0,0
2019-10-17,0,54,0,0,0,40,0,0
2019-10-18,0,54,15,0,0,59,0,0
2019-10-19,0,57,0,0,0,49,0,29
2019-10-20,0,46,18,0,0,74,0,0
2019-10-21,0,49,13,0,22,74,0,22
2019-10-22,0,62,12,0,0,39,0,0
2019-10-23,21,49,12,0,0,54,0,28
2019-10-24,0,54,14,0,0,66,0,0
2019-10-25,0,65,0,0,0,42,0,0
2019-10-26,0,57,0,0,0,52,0,0
2019-10-27,0,69,0,0,0,40,0,0
2019-10-28,0,55,19,0,0,49,0,0
2019-10-29,0,60,12,0,12,50,0,0
2019-10-30,0,59,0,0,0,48,0,21
2019-10-31,0,58,13,0,0,42,0,0
2019-11-01,0,51,17,0,0,56,0,0
2019-11-02,0,53,14,0,15,33,0,0
2019-11-03,0,70,0,0,0,51,0,0
2019-11-04,0,54,13,0,0,42,0,0
2019-11-05,0,85,13,0,0,69,0,34
2019-11-06,0,55,18,0,0,62,0,0
2019-11-07,0,55,16,0,0,72,0,0
2019-11-08,0,55,27,0,0,41,0,0
2019-11-09,28,47,24,0,0,42,0,39
2019-11-10,15,88,16,0,0,60,0,0
2019-11-11,0,57,0,0,0,41,0,30
2019-11-12,0,74,15,0,0,80,0,24
2019-11-13,0,54,18,0,12,48,0,0
2019-11-14,0,66,25,0,0,52,0,28
2019-11-15,20,74,22,0,15,57,0,29
2019-11-16,0,42,19,0,0,48,0,0
2019-11-17,0,57,18,0,0,51,0,0
2019-11-18,14,85,18,0,0,51,0,0
2019-11-19,19,65,18,0,0,51,0,0
2019-11-20,16,65,19,0,0,54,0,0
2019-11-21,15,67,17,0,0,66,0,0
2019-11-22,16,65,0,0,0,43,0,0
2019-11-23,17,70,0,0,0,53,0,0
2019-11-24,19,46,18,0,0,47,0,0
2019-11-25,15,59,21,0,14,40,0,24
2019-11-26,16,46,24,0,0,37,0,0
2019-11-27,0,64,17,0,0,60,0,0
2019-11-28,21,44,21,0,0,70,0,0
2019-11-29,16,36,0,0,0,89,0,0
2019-11-30,0,65,20,0,0,62,0,0
2019-12-01,19,52,17,0,0,76,0,0
2019-12-02,18,58,16,0,0,51,0,0
2019-12-03,14,61,0,0,15,67,0,0
2019-12-04,17,50,16,0,0,31,0,0
2019-12-05,27,48,0,0,0,55,0,0
2019-12-06,0,61,0,0,0,52,0,0
2019-12-07,22,49,16,0,0,46,0,0
2019-12-08,21,63,0,0,0,39,0,0
2019-12-09,25,48,20,0,0,29,0,0
2019-12-10,0,57,14,0,21,40,0,0
2019-12-11,17,57,0,0,0,32,0,0
2019-12-12,16,60,15,0,0,52,0,0
2019-12-13,18,51,0,0,0,32,0,0
2019-12-14,18,44,27,0,0,50,0,0
2019-12-15,20,64,0,0,0,43,0,0
2019-12-16,33,44,22,0,0,33,0,0
2019-12-17,28,56,17,0,16,54,0,0
2019-12-18,34,53,19,0,0,75,0,0
2019-12-19,0,56,17,0,0,24,0,0
2019-12-20,26,52,0,0,0,47,0,0
2019-12-21,24,52,17,0,0,43,0,0
2019-12-22,23,44,17,0,0,39,0,0
2019-12-23,26,59,17,0,0,54,0,0
2019-12-24,26,58,17,0,0,39,0,0
2019-12-25,0,59,0,0,0,0,0,0
2019-12-26,0,75,17,0,0,46,0,0
2019-12-27,0,49,29,0,0,68,0,0
2019-12-28,0,54,18,0,19,77,0,0
2019-12-29,21,49,0,0,0,44,0,0
2019-12-30,16,68,0,0,0,41,0,0
2019-12-31,0,57,0,0,0,34,0,0
2020-01-01,22,66,33,0,0,36,0,0
