date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2019-06-19,0,66,22,0,15,54,0,0
2019-06-20,0,50,16,0,0,44,0,0
2019-06-21,0,64,24,0,16,44,0,0
2019-06-22,0,73,22,0,0,72,0,0
2019-06-23,0,74,22,0,0,56,0,0
2019-06-24,17,59,15,0,0,66,0,0
2019-06-25,0,74,0,0,17,49,0,0
2019-06-26,0,68,15,0,0,71,0,0
2019-06-27,0,96,0,0,0,57,0,0
2019-06-28,16,83,17,0,20,46,0,0
2019-06-29,29,81,0,0,0,0,0,0
2019-06-30,0,88,0,0,0,55,0,0
