date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2022-09-11,0,66,20,0,0,60,13,28
2022-09-12,0,62,16,0,0,56,0,27
2022-09-13,0,65,14,0,0,56,0,35
2022-09-14,0,70,20,0,9,61,0,23
2022-09-15,11,57,16,0,9,63,0,25
2022-09-16,13,57,27,0,0,33,0,19
2022-09-17,0,52,25,0,0,33,0,19
2022-09-18,13,74,26,0,0,47,0,21
2022-09-19,0,52,18,11,0,49,0,27
2022-09-20,0,59,20,11,0,42,0,22
2022-09-21,10,67,22,0,9,36,0,23
2022-09-22,12,60,17,0,11,37,0,21
2022-09-23,9,48,24,0,0,16,0,14
2022-09-24,0,73,25,0,0,39,0,15
2022-09-25,11,58,23,0,0,28,0,27
2022-09-26,0,51,14,0,0,26,0,19
2022-09-27,0,63,18,0,0,40,0,18
2022-09-28,9,71,12,0,0,30,0,13
2022-09-29,0,60,16,0,0,29,0,13
2022-09-30,0,49,21,0,0,16,0,15
2022-10-01,12,62,18,0,0,15,0,16
2022-10-02,0,63,20,0,0,17,0,11
2022-10-03,0,52,18,0,0,26,0,17
2022-10-04,11,57,20,0,12,24,0,17
2022-10-05,0,51,22,0,0,17,0,12
2022-10-06,0,39,13,0,0,22,0,11
2022-10-07,0,63,22,0,0,23,0,15
2022-10-08,13,68,19,0,0,23,0,20
2022-10-09,0,57,16,0,0,32,0,24
2022-10-10,12,55,23,0,0,29,0,22
2022-10-11,0,53,18,0,0,32,0,20
2022-10-12,13,66,13,0,0,40,0,15
2022-10-13,10,53,10,0,0,32,0,14
2022-10-14,8,53,22,0,9,23,0,15
2022-10-15,0,52,23,0,0,30,0,16
2022-10-16,0,68,28,0,0,41,0,23
2022-10-17,10,54,16,0,0,35,0,12
2022-10-18,13,52,18,0,0,30,0,15
2022-10-19,9,53,17,0,0,30,0,14
2022-10-20,16,49,17,0,0,28,0,19
2022-10-21,0,59,16,0,0,20,10,20
2022-10-22,0,56,28,0,11,22,0,14
2022-10-23,0,64,21,0,11,29,0,19
2022-10-24,0,60,22,0,0,33,0,24
2022-10-25,14,44,20,0,0,42,9,21
2022-10-26,13,48,15,0,0,42,0,23
2022-10-27,0,56,13,10,0,28,9,19
2022-10-28,9,61,22,0,9,39,0,20
2022-10-29,0,51,21,0,0,41,0,14
2022-10-30,12,66,19,10,0,42,0,16
2022-10-31,0,55,14,9,0,39,0,17
2022-11-01,10,65,14,0,0,32,0,13
2022-11-02,11,50,15,0,0,38,0,14
2022-11-03,15,52,18,0,0,29,0,20
2022-11-04,10,64,13,0,0,31,0,10
2022-11-05,0,70,14,0,0,24,0,17
2022-11-06,19,64,16,0,0,33,0,20
2022-11-07,9,67,20,0,9,39,0,15
2022-11-08,0,69,14,9,9,52,0,23
2022-11-09,11,59,20,9,9,37,0,17
2022-11-10,12,61,19,8,9,36,0,18
2022-11-11,13,61,16,0,0,31,0,11
2022-11-12,15,56,11,0,12,28,0,17
2022-11-13,11,70,37,10,0,25,0,20
2022-11-14,10,68,19,0,0,29,0,19
2022-11-15,10,60,17,0,0,39,0,21
2022-11-16,0,73,19,0,8,63,0,15
2022-11-17,14,59,15,0,0,44,0,15
2022-11-18,15,71,18,0,0,21,0,17
2022-11-19,10,63,29,0,0,36,0,17
2022-11-20,0,58,21,0,12,31,0,18
2022-11-21,18,69,17,0,8,37,0,16
2022-11-22,8,45,15,0,0,32,0,13
2022-11-23,16,57,15,0,0,35,0,18
2022-11-24,9,53,16,0,0,25,0,9
2022-11-25,19,41,21,0,0,60,0,12
2022-11-26,17,63,0,0,0,26,0,23
2022-11-27,11,64,23,0,0,37,0,19
2022-11-28,14,61,19,0,9,28,0,16
2022-11-29,12,56,15,0,0,40,0,12
2022-11-30,15,51,13,0,0,28,0,14
2022-12-01,14,56,24,9,0,30,0,13
2022-12-02,16,38,9,0,0,22,0,12
2022-12-03,14,65,19,0,0,23,0,17
2022-12-04,12,49,18,0,0,35,0,22
2022-12-05,17,40,17,0,0,35,0,15
2022-12-06,15,55,17,0,0,18,0,21
2022-12-07,13,54,20,0,0,33,0,13
2022-12-08,11,58,23,0,0,23,0,11
2022-12-09,17,58,26,0,10,21,0,14
2022-12-10,17,62,25,0,0,19,0,14
2022-12-11,12,78,36,0,0,24,0,0
2022-12-12,18,66,19,0,0,28,0,12
2022-12-13,13,41,20,0,0,24,0,15
2022-12-14,15,54,20,0,0,23,0,13
2022-12-15,15,54,15,0,0,25,0,14
2022-12-16,21,59,16,0,0,27,0,0
2022-12-17,15,60,14,0,15,24,0,14
2022-12-18,14,52,22,0,0,20,0,0
2022-12-19,13,69,17,0,10,21,0,11
2022-12-20,20,69,18,0,0,25,0,0
2022-12-21,21,51,15,0,23,24,13,14
2022-12-22,16,60,12,0,10,21,0,11
2022-12-23,14,54,28,0,0,24,0,16
2022-12-24,0,50,19,0,0,16,0,0
2022-12-25,0,51,18,0,0,17,0,16
2022-12-26,13,60,22,0,11,18,0,13
2022-12-27,16,73,28,0,0,26,0,17
2022-12-28,20,58,26,0,0,42,0,19
2022-12-29,25,65,26,0,0,27,12,19
2022-12-30,17,61,22,0,0,22,0,14
2022-12-31,0,52,15,14,0,22,0,15
2023-01-01,22,60,20,0,15,32,0,22
2023-01-02,11,61,13,0,0,20,0,16
2023-01-03,0,63,17,9,10,17,0,25
2023-01-04,15,47,20,0,9,31,0,16
2023-01-05,0,65,12,0,10,14,0,19
2023-01-06,12,71,21,0,11,19,0,11
2023-01-07,0,69,21,0,0,28,0,0
