date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2021-05-02,17,72,26,0,15,54,0,33
2021-05-03,0,87,18,0,0,72,0,23
2021-05-04,0,78,17,0,11,57,0,33
2021-05-05,16,85,22,12,0,72,0,20
2021-05-06,0,70,17,0,0,78,0,33
2021-05-07,13,82,23,0,17,49,0,0
2021-05-08,0,54,24,0,0,56,0,0
2021-05-09,16,70,30,0,0,72,0,0
2021-05-10,0,65,20,0,14,74,0,27
2021-05-11,12,87,27,21,0,74,0,0
2021-05-12,0,82,14,0,0,70,0,23
2021-05-13,12,70,16,0,0,64,0,20
2021-05-14,0,67,18,13,0,66,0,0
2021-05-15,16,86,23,16,0,73,0,23
2021-05-16,0,73,30,0,0,51,0,34
2021-05-17,16,62,16,0,0,68,0,22
2021-05-18,15,68,24,0,0,59,0,24
2021-05-19,17,100,17,0,0,79,0,36
2021-05-20,14,59,19,0,0,76,0,0
2021-05-21,14,75,26,0,0,44,0,27
2021-05-22,20,77,22,0,0,63,0,0
2021-05-23,20,81,24,20,17,55,0,47
2021-05-24,0,68,17,0,0,68,0,31
2021-05-25,16,68,19,0,12,59,0,28
2021-05-26,20,73,23,0,12,72,0,38
2021-05-27,19,78,22,0,14,56,0,21
2021-05-28,18,75,25,0,0,58,0,31
2021-05-29,25,69,30,0,0,55,0,29
2021-05-30,15,77,22,0,0,56,0,31
2021-05-31,14,78,22,0,0,66,0,26
2021-06-01,13,83,19,0,0,75,0,0
2021-06-02,0,62,0,0,0,56,0,35
2021-06-03,14,59,31,0,0,67,0,25
2021-06-04,0,66,32,0,0,57,0,22
2021-06-05,0,79,27,0,19,74,0,42
2021-06-06,0,84,41,0,0,75,0,0
2021-06-07,16,75,30,0,0,82,0,32
2021-06-08,14,68,22,0,12,71,0,0
2021-06-09,0,74,20,0,15,70,0,21
2021-06-10,18,74,17,0,0,69,0,0
2021-06-11,0,82,28,0,0,56,0,0
2021-06-12,19,73,30,0,0,56,0,0
2021-06-13,0,70,33,0,0,58,0,0
2021-06-14,0,75,28,0,0,80,0,27
2021-06-15,14,79,27,0,0,67,0,24
2021-06-16,14,63,31,0,0,69,0,42
2021-06-17,13,75,22,0,19,66,27,34
2021-06-18,14,68,28,0,0,54,0,0
2021-06-19,0,58,30,0,0,65,0,0
2021-06-20,15,79,26,0,0,55,0,0
2021-06-21,15,74,24,0,15,62,0,29
2021-06-22,0,67,24,0,0,100,0,0
2021-06-23,0,71,32,0,17,60,0,47
2021-06-24,16,71,28,16,0,57,0,0
2021-06-25,0,85,22,0,0,42,0,24
2021-06-26,0,76,27,0,0,38,0,25
2021-06-27,0,64,27,0,0,61,0,33
2021-06-28,16,75,23,0,13,54,0,25
2021-06-29,22,61,25,0,0,46,0,25
2021-06-30,0,74,32,0,0,35,0,0
2021-07-01,19,73,22,0,0,71,0,20
2021-07-02,21,64,19,0,0,69,0,32
2021-07-03,18,76,24,0,0,62,0,26
2021-07-04,23,87,26,0,15,70,0,0
