date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2021-01-04,28,75,21,0,0,36,0,0
2021-01-05,20,70,28,0,0,48,0,44
2021-01-06,24,55,24,0,0,33,0,0
2021-01-07,17,63,28,0,0,0,0,26
2021-01-08,27,89,23,0,15,38,0,24
2021-01-09,0,62,30,0,0,44,0,0
2021-01-10,16,81,31,0,0,0,0,0
2021-01-11,0,69,20,0,0,26,0,0
2021-01-12,22,73,21,0,0,32,0,0
2021-01-13,18,59,27,0,0,29,0,0
2021-01-14,0,78,14,0,0,48,0,30
2021-01-15,22,61,24,0,0,24,0,0
2021-01-16,20,53,24,0,0,48,0,0
2021-01-17,17,63,22,0,0,25,0,0
2021-01-18,32,72,14,0,23,25,0,25
2021-01-19,29,58,18,0,0,34,0,0
2021-01-20,0,65,22,0,0,40,0,0
2021-01-21,21,69,18,0,0,53,0,0
2021-01-22,30,59,21,0,0,36,0,24
2021-01-23,19,65,24,0,17,38,0,0
2021-01-24,0,80,23,0,23,49,0,29
2021-01-25,14,62,17,0,0,39,0,21
2021-01-26,12,58,23,0,0,0,0,23
2021-01-27,20,70,20,0,0,30,0,0
2021-01-28,14,61,14,0,0,41,0,31
2021-01-29,0,64,14,0,0,27,0,0
2021-01-30,16,52,21,0,0,44,0,0
2021-01-31,19,66,35,0,0,35,0,0
2021-02-01,22,54,28,0,0,43,0,0
2021-02-02,19,71,22,0,14,35,0,23
2021-02-03,0,57,22,0,0,38,0,26
2021-02-04,0,72,24,0,0,39,0,30
2021-02-05,21,66,32,0,19,0,0,0
2021-02-06,20,60,29,0,0,48,0,0
2021-02-07,0,64,20,0,0,41,0,0
2021-02-08,19,63,27,0,0,57,0,0
2021-02-09,17,64,22,0,0,39,0,27
2021-02-10,18,72,22,19,0,41,0,30
2021-02-11,13,60,29,0,0,57,0,24
2021-02-12,0,58,25,0,0,46,0,23
2021-02-13,17,62,0,0,0,28,0,0
2021-02-14,16,60,24,0,0,48,0,0
2021-02-15,0,73,25,0,14,75,0,0
2021-02-16,16,71,21,18,0,26,24,0
2021-02-17,0,71,15,18,0,40,0,0
2021-02-18,0,52,26,15,0,44,0,24
2021-02-19,21,67,21,18,0,32,41,0
2021-02-20,19,61,0,16,0,43,0,0
2021-02-21,15,67,16,0,0,50,0,0
2021-02-22,0,64,30,13,0,43,0,30
2021-02-23,0,55,22,14,0,41,0,24
2021-02-24,0,61,19,14,0,40,0,0
2021-02-25,0,72,17,0,0,39,0,0
2021-02-26,0,53,20,0,0,30,0,31
2021-02-27,0,51,33,0,0,39,0,25
2021-02-28,0,66,37,0,0,52,0,23
2021-03-01,13,73,17,15,0,36,0,27
2021-03-02,13,62,13,16,0,28,0,19
2021-03-03,0,71,24,0,0,21,0,35
2021-03-04,0,71,0,20,19,46,0,25
2021-03-05,14,70,19,0,0,60,0,0
2021-03-06,0,67,26,0,0,43,0,0
2021-03-07,17,93,15,0,0,68,0,0
2021-03-08,13,77,27,0,13,42,0,0
2021-03-09,0,73,19,0,0,50,0,0
2021-03-10,0,56,0,15,0,67,0,25
2021-03-11,0,66,24,18,0,53,0,23
2021-03-12,0,59,24,0,0,57,0,0
2021-03-13,0,64,20,0,0,62,30,0
2021-03-14,0,86,26,0,0,60,0,24
2021-03-15,0,61,14,18,13,42,0,16
2021-03-16,0,83,21,0,0,55,0,18
2021-03-17,13,62,0,0,0,55,0,0
2021-03-18,19,84,21,22,0,51,0,24
2021-03-19,0,73,26,0,17,52,0,0
2021-03-20,0,71,27,0,16,28,0,26
2021-03-21,18,69,26,0,0,59,0,30
2021-03-22,0,76,32,0,0,64,0,32
2021-03-23,0,74,0,12,0,61,0,0
2021-03-24,0,63,15,0,0,68,0,0
2021-03-25,15,82,26,15,0,52,0,0
2021-03-26,0,69,15,0,0,58,0,27
2021-03-27,0,68,22,0,0,41,0,0
2021-03-28,20,73,24,0,0,31,0,0
2021-03-29,0,66,26,0,0,55,0,34
2021-03-30,0,73,16,0,0,49,0,0
2021-03-31,16,81,18,0,0,66,0,27
2021-04-01,0,71,18,0,0,42,0,22
2021-04-02,0,66,0,0,0,49,0,0
2021-04-03,20,63,29,0,0,49,0,36
2021-04-04,0,73,31,0,0,48,0,33
2021-04-05,0,79,24,0,0,55,0,0
2021-04-06,20,71,15,12,16,51,0,0
2021-04-07,0,73,12,0,0,62,0,23
2021-04-08,0,79,30,14,0,41,0,0
2021-04-09,20,65,15,0,19,43,0,24
2021-04-10,0,74,21,0,0,61,0,0
2021-04-11,0,62,25,0,14,43,0,0
2021-04-12,17,75,20,0,0,47,0,29
2021-04-13,0,67,18,0,13,56,0,24
2021-04-14,0,78,14,0,0,54,0,24
2021-04-15,0,55,22,0,14,64,0,0
2021-04-16,19,58,0,0,0,49,0,0
2021-04-17,0,83,20,15,19,53,0,0
2021-04-18,0,76,20,0,16,58,0,0
2021-04-19,0,77,23,0,0,58,0,0
2021-04-20,0,65,14,0,0,63,0,30
2021-04-21,12,86,14,0,12,53,0,0
2021-04-22,18,77,18,0,0,36,0,20
2021-04-23,0,53,17,0,0,54,0,0
2021-04-24,18,63,33,0,0,65,0,0
2021-04-25,0,59,33,0,0,39,0,0
2021-04-26,0,64,17,0,15,61,0,27
2021-04-27,0,62,25,0,0,64,0,0
2021-04-28,0,61,29,0,0,39,0,19
2021-04-29,16,61,19,0,14,57,0,22
2021-04-30,18,71,28,0,0,63,0,23
2021-05-01,17,52,20,0,0,37,0,0
