date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2021-09-02,0,56,15,11,0,66,0,43
2021-09-03,0,74,25,0,0,49,0,16
2021-09-04,0,74,26,0,0,43,0,30
2021-09-05,0,76,14,0,0,75,0,41
2021-09-06,0,82,21,0,0,71,0,35
2021-09-07,0,85,22,0,0,70,0,33
2021-09-08,16,60,14,0,0,82,0,38
2021-09-09,0,63,14,0,0,90,0,43
2021-09-10,0,54,23,0,0,68,0,27
2021-09-11,0,53,23,0,15,47,0,32
2021-09-12,15,57,26,22,0,83,0,38
2021-09-13,12,69,17,0,0,86,0,35
2021-09-14,0,58,20,0,0,69,0,27
2021-09-15,0,64,15,0,0,75,0,27
2021-09-16,16,65,19,0,12,78,0,32
2021-09-17,0,57,14,0,0,60,0,0
2021-09-18,0,66,25,0,0,42,0,30
2021-09-19,0,49,29,0,0,49,0,34
2021-09-20,11,82,24,0,12,44,0,17
2021-09-21,14,62,35,0,0,64,0,28
2021-09-22,0,63,14,0,0,42,0,20
2021-09-23,0,43,17,0,0,33,16,30
2021-09-24,0,46,30,0,0,35,0,0
2021-09-25,0,46,37,0,0,22,0,0
2021-09-26,0,56,27,0,0,40,0,21
2021-09-27,0,50,22,0,0,39,0,22
2021-09-28,12,48,22,0,0,31,0,0
2021-09-29,14,58,26,0,0,37,0,0
2021-09-30,14,51,16,0,0,34,0,0
2021-10-01,15,65,0,0,0,25,0,0
2021-10-02,0,50,13,0,0,24,0,16
2021-10-03,0,48,34,0,0,24,0,0
2021-10-04,0,58,29,0,0,27,0,16
2021-10-05,14,49,20,0,13,34,0,0
2021-10-06,0,59,21,0,0,28,0,0
2021-10-07,0,60,27,0,0,25,0,21
2021-10-08,0,60,22,0,0,32,0,13
2021-10-09,16,55,24,0,0,51,0,0
2021-10-10,0,75,24,0,0,33,0,0
2021-10-11,15,61,22,0,14,37,0,15
2021-10-12,14,51,0,0,0,30,0,15
2021-10-13,0,53,17,0,0,43,0,14
2021-10-14,0,63,19,0,12,29,0,13
2021-10-15,12,60,31,0,0,27,0,0
2021-10-16,17,48,14,0,0,25,0,0
2021-10-17,0,50,26,0,0,33,0,21
2021-10-18,0,54,15,0,0,44,0,0
2021-10-19,0,71,13,0,11,39,0,16
2021-10-20,0,66,18,0,0,38,0,15
2021-10-21,0,60,21,0,0,39,0,14
2021-10-22,0,52,26,0,0,41,0,19
2021-10-23,0,55,31,0,0,43,0,18
2021-10-24,0,71,22,0,0,38,0,20
2021-10-25,0,59,20,0,0,26,0,0
2021-10-26,16,52,22,12,0,36,0,17
2021-10-27,0,54,16,0,15,28,0,14
2021-10-28,0,62,29,0,0,38,0,21
2021-10-29,0,64,17,0,0,22,0,0
2021-10-30,15,52,0,0,0,49,0,0
2021-10-31,0,47,30,0,0,31,0,0
2021-11-01,16,63,34,0,0,34,0,17
2021-11-02,0,46,28,0,0,32,0,0
2021-11-03,0,52,12,0,15,25,0,15
2021-11-04,0,53,25,0,0,30,0,0
2021-11-05,0,60,27,0,0,33,0,18
2021-11-06,0,40,25,0,0,34,0,0
2021-11-07,0,66,31,0,0,29,0,0
2021-11-08,0,64,13,0,0,43,0,0
2021-11-09,0,66,20,0,0,35,0,20
2021-11-10,0,63,16,0,0,42,0,20
2021-11-11,11,55,23,0,0,30,0,15
2021-11-12,0,51,15,0,0,38,0,16
2021-11-13,19,60,15,0,0,35,0,0
2021-11-14,0,82,19,0,23,35,0,0
2021-11-15,11,69,24,0,12,61,0,20
2021-11-16,0,55,27,0,0,35,0,13
2021-11-17,11,52,20,15,0,35,0,0
2021-11-18,0,64,17,0,13,35,0,0
2021-11-19,0,41,28,0,0,15,0,19
2021-11-20,0,64,24,0,0,26,0,16
2021-11-21,0,62,31,0,0,28,0,18
2021-11-22,13,56,18,0,0,49,0,13
2021-11-23,13,52,22,0,0,37,0,15
2021-11-24,0,64,23,0,0,45,0,0
2021-11-25,16,51,14,0,0,35,0,0
2021-11-26,26,55,23,0,0,43,0,15
2021-11-27,19,57,18,0,0,27,0,0
2021-11-28,18,63,27,0,0,27,0,0
2021-11-29,18,47,26,0,0,36,0,17
2021-11-30,18,41,0,0,0,28,0,0
2021-12-01,14,42,20,0,0,28,0,13
2021-12-02,18,49,18,0,0,27,0,12
2021-12-03,0,78,23,0,0,23,0,14
2021-12-04,0,61,30,0,0,21,0,21
2021-12-05,27,58,32,0,0,24,0,17
2021-12-06,15,56,13,0,0,41,0,0
2021-12-07,23,56,23,0,0,19,0,0
2021-12-08,14,49,20,0,0,28,0,18
2021-12-09,18,46,29,0,0,25,0,0
2021-12-10,25,59,25,0,0,24,0,0
2021-12-11,28,67,28,0,0,20,0,0
2021-12-12,17,53,29,0,0,31,0,0
2021-12-13,17,59,26,0,0,17,0,0
2021-12-14,18,57,26,0,0,25,0,0
2021-12-15,18,39,23,0,0,20,0,14
2021-12-16,18,52,33,0,0,35,0,17
2021-12-17,14,40,30,0,0,22,0,0
2021-12-18,21,54,25,0,0,29,0,0
2021-12-19,17,57,24,0,0,32,0,0
2021-12-20,29,51,22,0,0,23,0,0
2021-12-21,16,60,25,0,0,25,0,0
2021-12-22,20,49,25,0,0,21,0,14
2021-12-23,14,48,26,0,0,31,0,0
2021-12-24,21,52,30,0,0,18,0,0
2021-12-25,25,68,21,0,0,0,0,0
2021-12-26,25,58,20,0,24,39,0,0
2021-12-27,29,60,17,0,0,33,0,0
2021-12-28,21,47,27,0,0,29,0,0
2021-12-29,23,62,25,0,0,23,0,0
2021-12-30,19,38,27,0,0,24,0,0
2021-12-31,16,44,22,0,0,21,0,0
2022-01-01,0,63,23,0,0,29,0,0
2022-01-02,15,73,23,0,0,29,0,0
2022-01-03,0,67,23,0,0,21,0,16
2022-01-04,0,78,15,0,0,20,0,0
2022-01-05,28,66,27,14,0,34,0,16
