date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2024-07-11,0,72,16,0,14,32,0,17
2024-07-12,0,81,17,0,0,31,0,11
2024-07-13,0,73,0,0,0,49,0,16
2024-07-14,20,83,20,0,0,52,0,28
2024-07-15,0,58,23,0,0,54,0,18
2024-07-16,0,65,21,0,18,57,0,20
2024-07-17,0,73,28,0,0,55,0,30
2024-07-18,14,72,19,0,0,54,0,14
2024-07-19,0,61,24,0,0,31,0,21
2024-07-20,0,57,0,0,0,44,0,17
2024-07-21,0,100,25,0,20,66,0,33
2024-07-22,17,81,0,0,0,66,0,23
2024-07-23,16,79,0,18,0,76,0,34
2024-07-24,0,75,0,15,0,78,0,33
2024-07-25,0,90,20,0,0,75,0,23
2024-07-26,14,64,0,0,0,39,0,15
2024-07-27,0,65,30,0,0,41,0,15
2024-07-28,0,79,17,0,0,81,0,30
2024-07-29,0,68,21,0,0,67,0,34
2024-07-30,0,79,19,0,0,83,0,34
2024-07-31,20,74,14,0,0,55,0,32
2024-08-01,13,78,20,0,0,68,0,31
2024-08-02,0,63,15,0,0,49,0,23
2024-08-03,0,77,30,0,0,52,0,13
2024-08-04,0,89,0,0,0,100,0,42
2024-08-05,0,71,14,14,0,71,0,37
2024-08-06,0,91,26,13,0,66,0,32
2024-08-07,0,65,17,0,0,68,0,26
2024-08-08,0,53,0,0,0,31,0,17
2024-08-09,27,60,35,0,0,37,0,10
2024-08-10,16,80,35,0,0,50,0,25
2024-08-11,0,71,22,0,0,69,0,41
2024-08-12,0,85,14,0,0,74,0,32
2024-08-13,14,80,14,13,0,74,0,25
2024-08-14,0,61,0,0,0,72,0,25
2024-08-15,0,87,16,15,15,65,0,22
2024-08-16,0,60,27,0,14,33,0,0
2024-08-17,0,68,18,0,0,33,0,16
2024-08-18,0,83,16,0,0,78,0,19
2024-08-19,16,63,25,0,0,61,0,24
2024-08-20,0,64,0,0,0,66,0,27
2024-08-21,0,78,15,0,0,48,0,23
2024-08-22,0,83,0,0,0,66,0,18
2024-08-23,20,55,17,0,16,21,0,11
2024-08-24,0,49,23,0,0,35,0,9
2024-08-25,0,67,27,0,0,51,0,29
2024-08-26,16,57,16,0,0,48,0,15
2024-08-27,14,55,20,0,15,40,0,11
2024-08-28,0,49,13,0,17,48,0,19
2024-08-29,18,55,15,0,0,41,0,16
2024-08-30,16,57,20,0,0,38,0,12
2024-08-31,0,60,19,0,0,19,0,14
2024-09-01,0,63,0,0,0,40,0,15
2024-09-02,0,57,14,0,0,44,0,20
2024-09-03,15,62,21,0,0,34,0,11
2024-09-04,0,67,19,0,0,45,0,14
2024-09-05,13,57,0,0,0,40,0,10
2024-09-06,22,53,20,0,0,28,0,11
2024-09-07,0,60,25,0,0,22,0,0
2024-09-08,20,68,0,0,0,33,0,18
2024-09-09,22,67,20,0,0,31,0,14
2024-09-10,16,68,17,14,0,39,0,14
2024-09-11,0,71,26,0,0,26,0,10
2024-09-12,15,56,15,0,0,38,0,16
2024-09-13,14,48,23,0,0,20,0,0
2024-09-14,0,50,18,0,20,19,0,0
2024-09-15,0,69,25,0,0,33,0,10
2024-09-16,16,53,17,0,0,25,0,0
2024-09-17,15,57,0,0,0,26,0,11
2024-09-18,0,50,0,0,0,31,0,17
2024-09-19,14,41,25,0,12,13,0,20
2024-09-20,0,44,31,0,0,30,0,12
2024-09-21,0,62,19,0,0,25,0,0
2024-09-22,0,49,25,0,0,18,0,16
2024-09-23,0,52,19,0,0,28,0,10
2024-09-24,0,41,32,0,0,17,0,0
2024-09-25,13,42,20,0,0,26,0,11
2024-09-26,18,57,18,0,0,23,8,15
2024-09-27,0,48,15,0,0,23,0,9
2024-09-28,16,49,26,0,0,18,0,10
2024-09-29,0,56,24,0,0,24,0,13
2024-09-30,16,62,25,0,0,24,0,9
2024-10-01,0,52,19,15,0,25,0,11
