date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2025-02-28,0,30,14,0,0,36,0,0
2025-03-01,0,41,0,0,0,47,0,0
2025-03-02,10,44,13,11,0,66,0,0
2025-03-03,0,46,0,10,0,58,0,32
2025-03-04,8,45,0,0,0,50,0,25
2025-03-05,0,34,0,16,0,42,0,21
2025-03-06,0,42,0,8,0,47,0,24
2025-03-07,0,45,14,0,0,47,0,31
2025-03-08,11,32,13,0,0,42,0,0
2025-03-09,0,47,0,12,0,64,0,35
2025-03-10,0,44,9,11,0,50,0,27
2025-03-11,0,34,10,0,0,44,0,23
2025-03-12,9,34,0,11,0,46,0,27
2025-03-13,0,41,0,0,0,41,0,28
2025-03-14,0,39,10,0,0,56,0,0
2025-03-15,0,38,0,0,11,56,0,34
2025-03-16,0,40,13,0,0,54,0,30
2025-03-17,0,45,17,9,0,46,0,27
2025-03-18,0,41,0,10,13,58,0,31
2025-03-19,12,36,15,0,11,55,0,39
2025-03-20,0,30,14,0,0,62,0,0
2025-03-21,0,22,10,0,0,40,0,0
2025-03-22,0,53,11,0,0,69,0,0
2025-03-23,0,45,0,13,14,53,0,0
2025-03-24,0,40,14,0,0,52,0,0
2025-03-25,0,29,0,0,8,58,0,21
2025-03-26,0,35,13,0,0,62,0,26
2025-03-27,0,42,9,0,0,63,0,29
2025-03-28,0,34,14,9,12,54,0,22
2025-03-29,0,26,11,0,0,56,0,23
2025-03-30,0,35,16,0,0,66,0,0
2025-03-31,0,40,16,0,0,63,0,0
2025-04-01,0,43,0,0,0,41,0,0
2025-04-02,0,39,13,11,0,58,0,20
2025-04-03,0,45,0,9,0,55,0,0
2025-04-04,10,43,13,0,0,83,0,31
2025-04-05,0,33,0,0,0,54,0,31
2025-04-06,14,39,16,0,0,57,0,28
2025-04-07,0,33,0,0,0,48,0,39
2025-04-08,0,33,0,14,0,77,0,20
2025-04-09,0,35,0,8,0,68,0,32
2025-04-10,0,34,0,0,0,69,0,0
2025-04-11,12,32,10,14,0,68,0,26
2025-04-12,0,29,13,0,0,68,0,37
2025-04-13,0,37,17,13,0,59,0,36
2025-04-14,0,51,15,11,0,74,0,22
2025-04-15,0,36,9,0,0,91,0,34
2025-04-16,0,42,0,0,0,60,0,0
2025-04-17,0,28,0,0,0,49,0,31
2025-04-18,0,24,0,0,0,57,0,28
2025-04-19,0,41,0,0,0,55,0,25
2025-04-20,0,40,18,0,0,39,0,32
2025-04-21,0,50,0,0,0,62,0,41
2025-04-22,0,41,9,9,9,67,0,50
2025-04-23,0,47,0,13,0,57,0,40
2025-04-24,0,31,17,0,0,58,0,22
2025-04-25,0,31,10,0,0,47,0,22
2025-04-26,0,46,16,0,0,54,0,25
2025-04-27,11,39,15,0,0,52,0,37
2025-04-28,11,41,13,0,0,74,0,52
2025-04-29,0,37,12,0,0,41,0,31
2025-04-30,0,31,11,0,0,46,0,38
2025-05-01,0,38,14,0,0,73,0,28
2025-05-02,0,32,0,15,0,40,0,31
2025-05-03,0,31,0,0,0,51,0,0
2025-05-04,0,36,22,0,0,55,0,41
2025-05-05,0,47,10,10,0,63,0,27
2025-05-06,0,42,0,9,0,67,0,28
2025-05-07,0,43,14,11,13,77,0,51
2025-05-08,0,40,9,9,0,77,0,26
2025-05-09,0,34,15,0,0,57,0,0
2025-05-10,0,31,10,0,0,67,0,0
2025-05-11,0,44,0,0,0,79,0,23
2025-05-12,0,48,0,0,0,77,0,22
2025-05-13,0,42,0,11,0,57,0,32
2025-05-14,0,35,0,17,9,79,0,31
2025-05-15,0,34,13,13,0,72,0,36
2025-05-16,0,36,9,10,0,70,0,28
2025-05-17,0,36,15,0,0,49,0,31
2025-05-18,0,43,16,15,0,66,0,46
2025-05-19,10,48,11,11,0,77,0,29
2025-05-20,0,35,11,0,0,87,0,35
2025-05-21,0,46,0,0,9,74,0,35
2025-05-22,9,24,18,0,0,70,0,0
2025-05-23,0,38,0,0,10,65,0,30
2025-05-24,0,43,11,0,0,79,0,28
2025-05-25,0,34,0,0,0,63,0,36
2025-05-26,0,40,10,0,0,48,0,24
2025-05-27,0,36,12,10,0,63,0,31
2025-05-28,0,34,0,0,0,84,0,21
2025-05-29,0,41,11,0,0,88,0,46
2025-05-30,13,33,14,0,0,65,0,34
2025-05-31,0,28,11,0,0,68,0,0
2025-06-01,0,46,0,0,0,89,0,39
2025-06-02,0,30,13,0,0,56,0,22
2025-06-03,0,40,0,12,0,57,0,30
2025-06-04,0,40,12,0,0,66,0,37
2025-06-05,0,35,11,9,9,69,0,0
2025-06-06,0,34,17,0,0,69,0,26
2025-06-07,0,32,16,0,0,62,0,0
2025-06-08,0,34,0,12,0,79,0,31
2025-06-09,0,44,9,13,0,80,0,24
2025-06-10,0,37,14,0,0,74,0,41
2025-06-11,0,42,15,10,9,73,0,27
2025-06-12,0,43,10,0,20,65,0,38
2025-06-13,0,23,0,0,0,73,0,25
2025-06-14,0,29,11,0,0,76,0,25
2025-06-15,16,45,0,0,0,72,0,0
2025-06-16,0,43,12,0,0,61,0,37
2025-06-17,13,35,12,0,0,70,0,39
2025-06-18,0,34,12,0,0,68,0,34
2025-06-19,0,39,0,0,0,100,0,36
2025-06-20,0,32,14,0,0,51,0,0
2025-06-21,0,25,0,0,0,51,0,24
2025-06-22,0,33,15,0,0,64,0,24
2025-06-23,10,32,12,0,0,57,0,35
2025-06-24,0,33,0,0,0,58,0,0
2025-06-25,0,21,0,0,0,66,0,28
2025-06-26,0,31,14,0,0,56,0,27
2025-06-27,0,28,14,0,0,50,0,0
2025-06-28,0,31,12,0,12,53,0,0
2025-06-29,0,30,0,0,0,57,0,25
2025-06-30,0,34,12,0,0,48,0,38
2025-07-01,0,31,0,0,0,40,0,0
2025-07-02,0,31,11,0,0,61,0,0
2025-07-03,0,38,0,0,0,61,0,33
2025-07-04,0,34,11,0,0,49,0,25
