date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2020-07-03,0,83,16,0,14,74,0,22
2020-07-04,0,80,28,0,0,57,0,25
2020-07-05,19,76,29,0,0,46,0,31
2020-07-06,16,80,17,0,19,49,0,22
2020-07-07,15,100,21,13,15,66,0,21
2020-07-08,15,81,25,0,19,73,0,0
2020-07-09,23,82,27,13,0,71,0,23
2020-07-10,0,62,17,0,0,60,0,0
2020-07-11,32,72,0,0,0,51,0,22
2020-07-12,0,86,0,0,0,37,0,30
2020-07-13,0,62,31,0,0,49,0,38
2020-07-14,0,66,18,0,0,55,0,22
2020-07-15,0,75,29,0,0,49,0,26
2020-07-16,14,84,24,0,0,68,0,0
2020-07-17,15,92,28,0,0,46,0,41
2020-07-18,0,78,27,0,19,39,0,0
2020-07-19,0,77,33,0,0,59,0,0
2020-07-20,16,44,27,0,13,79,0,48
2020-07-21,0,73,25,0,17,32,0,27
2020-07-22,23,69,32,0,0,59,0,0
2020-07-23,16,78,19,0,0,60,0,22
2020-07-24,18,80,28,0,0,78,0,0
2020-07-25,31,66,20,0,0,46,0,0
2020-07-26,0,66,25,0,0,71,0,0
2020-07-27,0,70,17,0,0,53,0,20
2020-07-28,20,89,30,0,15,65,0,23
2020-07-29,18,71,15,0,14,49,23,30
2020-07-30,25,86,26,0,0,57,0,41
2020-07-31,23,82,32,0,0,41,0,0
2020-08-01,16,91,38,0,0,57,0,31
2020-08-02,18,78,30,0,21,32,0,42
2020-08-03,22,57,20,0,0,49,0,37
2020-08-04,0,84,20,0,12,51,0,33
2020-08-05,17,52,29,0,0,62,0,32
2020-08-06,17,77,20,0,13,61,0,28
2020-08-07,37,61,22,0,13,36,0,0
2020-08-08,0,73,27,0,15,55,0,24
2020-08-09,15,69,27,0,0,53,0,33
2020-08-10,18,71,30,0,14,57,0,30
2020-08-11,16,62,30,0,0,43,0,33
2020-08-12,20,65,26,0,15,73,0,24
2020-08-13,0,85,19,0,16,50,0,0
2020-08-14,17,52,23,0,0,29,0,0
2020-08-15,0,69,21,0,16,25,0,0
2020-08-16,0,87,19,0,0,68,0,26
