date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2020-08-17,0,83,32,0,13,52,31,32
2020-08-18,23,81,32,0,21,67,0,24
2020-08-19,21,75,27,0,0,59,0,19
2020-08-20,17,73,25,0,0,65,0,32
2020-08-21,0,70,19,0,24,45,0,0
2020-08-22,15,61,21,0,0,47,0,0
2020-08-23,0,69,20,0,0,30,0,0
2020-08-24,14,61,21,0,0,63,0,26
2020-08-25,17,73,20,0,15,56,0,37
2020-08-26,0,69,24,0,14,48,0,22
2020-08-27,21,64,20,0,0,67,0,0
2020-08-28,0,63,23,0,16,70,0,21
2020-08-29,20,68,23,0,0,36,0,0
2020-08-30,16,65,35,0,0,41,0,23
2020-08-31,19,73,21,0,0,61,0,29
2020-09-01,16,71,23,0,15,56,0,0
2020-09-02,0,53,15,0,0,64,0,18
2020-09-03,0,65,18,0,0,65,0,27
2020-09-04,0,62,32,0,17,56,0,29
2020-09-05,23,81,39,0,0,49,0,22
2020-09-06,0,86,35,0,0,59,0,30
2020-09-07,14,76,24,0,0,56,0,24
2020-09-08,17,77,26,0,14,61,0,19
2020-09-09,0,63,13,0,0,75,0,38
2020-09-10,0,65,19,0,0,61,0,35
2020-09-11,13,84,25,0,0,45,0,24
2020-09-12,20,80,24,0,0,50,0,26
2020-09-13,0,76,31,23,22,59,0,0
2020-09-14,13,89,21,0,0,67,0,30
2020-09-15,20,71,24,0,0,69,0,26
2020-09-16,12,86,28,22,13,50,0,30
2020-09-17,0,80,32,0,0,57,0,33
2020-09-18,0,75,17,0,13,51,0,0
2020-09-19,0,76,31,17,0,58,24,0
2020-09-20,0,62,21,0,0,57,0,30
2020-09-21,0,60,20,0,13,58,0,0
2020-09-22,15,69,18,0,0,50,0,0
2020-09-23,0,63,19,0,0,59,0,0
2020-09-24,0,74,0,0,0,57,0,39
2020-09-25,20,56,19,0,0,33,0,0
2020-09-26,28,67,25,16,0,46,0,38
2020-09-27,20,73,23,0,0,62,0,33
2020-09-28,22,59,24,0,0,32,0,29
2020-09-29,30,70,25,0,0,64,0,0
2020-09-30,20,65,14,0,0,59,0,19
2020-10-01,14,69,0,0,12,52,0,21
2020-10-02,0,59,22,0,0,43,0,0
2020-10-03,28,63,25,0,0,42,0,24
2020-10-04,18,75,30,0,0,49,0,38
2020-10-05,0,67,22,0,0,71,0,26
2020-10-06,17,81,20,0,0,52,0,38
2020-10-07,0,80,22,0,13,59,0,27
2020-10-08,0,55,25,0,0,57,0,0
2020-10-09,0,69,16,0,0,56,0,0
2020-10-10,0,69,28,0,0,46,0,28
2020-10-11,16,84,23,0,0,57,0,0
2020-10-12,0,59,20,0,0,49,0,21
2020-10-13,0,63,16,0,13,38,0,21
2020-10-14,16,69,30,0,16,58,0,33
2020-10-15,0,61,0,0,0,62,0,26
2020-10-16,0,54,21,0,0,30,0,26
2020-10-17,0,66,27,0,0,46,0,0
2020-10-18,0,53,0,0,0,59,0,0
2020-10-19,0,70,18,0,0,46,0,27
2020-10-20,0,47,0,0,0,61,0,21
2020-10-21,14,71,21,0,0,88,0,35
2020-10-22,0,62,0,0,0,46,0,25
2020-10-23,20,49,27,0,0,34,0,0
2020-10-24,0,39,30,0,0,40,0,0
2020-10-25,26,61,31,0,0,55,0,25
2020-10-26,0,67,33,0,16,41,0,25
2020-10-27,15,51,28,0,0,37,0,23
2020-10-28,0,50,23,0,0,49,0,34
2020-10-29,0,57,22,0,0,53,0,26
2020-10-30,25,65,25,0,0,24,0,0
2020-10-31,0,64,29,0,0,50,0,0
2020-11-01,18,78,0,0,0,52,0,0
2020-11-02,0,59,28,0,14,38,0,21
2020-11-03,0,59,21,0,0,32,0,0
2020-11-04,20,39,26,0,0,48,0,21
2020-11-05,0,53,13,0,0,45,0,0
2020-11-06,0,61,20,0,0,46,0,0
2020-11-07,0,57,28,0,21,46,0,0
2020-11-08,24,58,19,0,0,64,0,24
2020-11-09,0,86,16,0,0,37,0,0
2020-11-10,16,68,32,0,12,58,0,0
2020-11-11,15,88,18,0,0,58,0,0
2020-11-12,0,70,20,0,13,54,0,0
2020-11-13,0,65,19,0,15,46,0,0
2020-11-14,0,73,38,0,20,63,26,0
2020-11-15,0,70,0,0,0,74,0,27
2020-11-16,15,73,21,0,0,72,0,37
2020-11-17,13,85,24,0,0,98,0,19
2020-11-18,20,59,30,0,0,65,0,22
2020-11-19,0,60,19,19,0,83,0,0
2020-11-20,16,66,29,0,16,37,0,0
2020-11-21,21,58,19,0,0,43,0,0
2020-11-22,18,60,0,18,0,58,0,0
2020-11-23,29,59,13,0,0,93,0,0
2020-11-24,21,62,34,0,0,63,0,0
2020-11-25,14,64,15,0,0,82,0,23
2020-11-26,18,69,28,0,16,100,0,0
2020-11-27,30,50,25,0,0,79,0,20
2020-11-28,18,56,30,0,0,46,0,0
2020-11-29,17,49,16,0,0,29,0,0
2020-11-30,15,58,17,0,0,44,0,0
2020-12-01,18,60,18,0,0,46,0,27
2020-12-02,0,56,20,13,0,48,0,0
2020-12-03,24,61,32,0,13,48,0,0
2020-12-04,20,59,23,0,0,29,0,0
2020-12-05,35,59,23,0,0,30,0,0
2020-12-06,20,39,31,0,0,30,0,0
2020-12-07,20,60,21,0,0,49,0,31
2020-12-08,22,63,28,0,0,53,0,25
2020-12-09,19,62,25,0,0,26,0,0
2020-12-10,29,60,27,0,0,45,0,0
2020-12-11,18,46,24,0,14,44,0,0
2020-12-12,27,51,25,0,0,40,0,27
2020-12-13,17,57,20,0,0,46,0,32
2020-12-14,27,48,21,0,0,32,0,35
2020-12-15,24,54,15,0,0,45,0,0
2020-12-16,41,59,27,0,0,51,0,0
2020-12-17,28,51,29,0,0,43,0,0
2020-12-18,28,57,25,0,0,38,0,0
2020-12-19,27,56,23,0,0,33,0,0
2020-12-20,30,59,26,0,0,71,29,0
2020-12-21,23,63,16,0,0,50,0,0
2020-12-22,33,49,23,0,0,36,0,0
2020-12-23,24,51,21,0,0,45,0,23
2020-12-24,31,58,0,0,0,45,0,0
2020-12-25,31,47,25,0,0,37,0,0
2020-12-26,18,46,24,0,0,33,0,0
2020-12-27,19,58,36,0,0,33,0,0
2020-12-28,18,61,26,0,15,53,0,0
2020-12-29,35,69,27,0,0,33,0,0
2020-12-30,23,61,21,0,0,29,0,0
2020-12-31,0,49,0,0,0,37,0,0
2021-01-01,0,73,0,0,18,38,0,40
2021-01-02,21,69,21,0,16,42,0,0
2021-01-03,18,55,25,0,0,39,0,0
