date,mp3 download,YouTube,Tubidy download,Netflix,Goojara movies,Netnaija movies,Disney+,canvas prints,digital art
2019-03-13,61,68,4,11,0,0,16,0,0
2019-03-14,66,69,5,11,0,0,18,0,0
2019-03-15,76,76,5,14,0,0,21,0,0
2019-03-16,83,67,6,16,0,0,22,0,0
2019-03-17,74,64,6,17,0,0,24,0,0
2019-03-18,61,63,4,12,0,0,26,0,0
2019-03-19,63,64,5,11,0,0,17,0,0
2019-03-20,66,68,5,14,0,0,26,0,0
2019-03-21,77,70,6,16,0,0,24,0,0
2019-03-22,73,70,6,13,0,0,24,0,0
2019-03-23,84,69,6,17,0,0,26,0,0
2019-03-24,80,58,6,17,0,0,28,0,0
2019-03-25,61,63,5,11,0,0,30,0,0
2019-03-26,64,67,6,12,0,0,22,0,10
2019-03-27,66,66,6,11,0,0,34,0,0
2019-03-28,71,69,7,12,0,0,17,0,0
2019-03-29,81,71,7,12,0,0,21,0,0
2019-03-30,93,68,8,17,0,0,25,0,0
2019-03-31,75,62,6,18,0,0,32,0,0
2019-04-01,66,61,5,11,0,0,21,0,0
2019-04-02,65,63,5,11,0,0,26,0,0
2019-04-03,65,64,5,10,0,0,22,0,0
2019-04-04,67,72,5,10,0,0,27,0,0
2019-04-05,79,75,6,14,0,0,20,0,0
2019-04-06,87,66,7,16,0,0,25,0,0
2019-04-07,79,62,6,18,0,0,34,0,0
2019-04-08,60,63,5,11,0,0,16,0,0
2019-04-09,60,65,5,10,0,0,21,0,0
2019-04-10,61,65,4,10,0,0,24,0,0
2019-04-11,66,69,5,11,0,0,23,0,0
2019-04-12,76,72,6,14,0,0,29,0,0
2019-04-13,80,70,8,18,0,0,28,0,0
2019-04-14,76,64,7,18,0,0,34,0,0
2019-04-15,60,64,6,12,0,0,20,0,0
2019-04-16,61,65,5,10,0,0,22,0,0
2019-04-17,64,68,6,12,0,0,22,0,0
2019-04-18,75,74,7,14,0,0,23,0,0
2019-04-19,89,75,7,20,0,0,29,0,0
2019-04-20,82,67,8,19,0,0,37,0,0
2019-04-21,80,69,8,24,0,0,29,0,0
2019-04-22,71,67,7,21,0,0,30,0,0
2019-04-23,52,62,5,13,0,0,25,0,0
2019-04-24,59,65,6,10,0,0,21,0,0
2019-04-25,62,63,5,10,0,0,18,0,0
2019-04-26,76,79,7,13,0,0,26,0,0
2019-04-27,92,67,7,16,0,0,32,0,0
2019-04-28,80,62,7,18,0,0,31,0,0
2019-04-29,64,62,6,10,0,0,34,0,0
2019-04-30,70,67,7,13,0,0,32,0,0
2019-05-01,85,64,9,16,0,0,31,0,0
2019-05-02,75,68,9,11,0,0,26,0,0
2019-05-03,85,69,8,14,0,0,23,0,0
2019-05-04,93,66,9,18,0,0,31,0,0
2019-05-05,87,63,8,17,0,0,41,0,0
2019-05-06,62,58,6,11,0,0,26,0,0
2019-05-07,62,66,7,11,0,0,29,0,0
2019-05-08,72,64,8,17,0,0,26,0,0
2019-05-09,58,58,8,11,0,0,26,0,0
2019-05-10,69,69,9,12,0,0,23,0,0
2019-05-11,81,69,9,16,0,0,26,0,0
2019-05-12,78,61,10,18,0,0,31,0,0
2019-05-13,62,66,10,10,0,0,28,0,0
2019-05-14,67,67,8,10,0,0,39,0,0
2019-05-15,74,67,11,11,0,0,29,0,0
2019-05-16,66,68,10,10,0,0,36,0,0
2019-05-17,83,76,12,14,0,0,23,0,0
