date,Property24,Private Property,Remax Hub,Houses for Sale,Flats to rent,Room to rent,The Parks Lifestyle Apartments,Eazi Real Estate,Property sales,Real Estate
2023-09-15,69,19,0,57,14,56,0,0,0,50
2023-09-16,64,16,0,60,17,48,0,0,0,45
2023-09-17,62,18,0,58,15,44,0,0,0,66
2023-09-18,77,23,0,61,17,75,0,0,0,70
2023-09-19,78,21,0,58,18,67,0,0,0,59
2023-09-20,74,18,0,54,16,61,0,0,0,30
2023-09-21,70,20,0,54,15,48,0,0,0,66
2023-09-22,71,18,0,53,15,33,0,0,0,64
2023-09-23,57,18,0,50,12,40,0,0,0,56
2023-09-24,57,15,0,59,12,57,0,0,0,57
2023-09-25,73,18,2,62,18,68,0,0,0,59
2023-09-26,77,20,0,60,19,70,0,0,0,45
2023-09-27,68,21,0,52,14,60,0,0,0,67
2023-09-28,72,18,0,56,16,59,0,0,0,72
2023-09-29,69,17,0,48,14,65,0,0,0,63
2023-09-30,59,16,0,57,13,38,0,0,0,44
2023-10-01,66,17,0,63,16,39,0,0,0,33
2023-10-02,85,22,0,56,16,55,0,0,0,89
2023-10-03,69,22,0,63,17,43,43,0,0,70
2023-10-04,77,22,0,57,18,47,0,0,0,63
2023-10-05,77,22,0,61,15,45,0,0,0,81
2023-10-06,72,19,0,60,14,40,0,0,0,56
2023-10-07,67,16,0,59,13,0,0,0,0,41
2023-10-08,71,19,0,63,15,52,0,0,0,50
2023-10-09,81,22,0,63,18,34,0,0,0,79
2023-10-10,80,25,0,59,17,40,0,0,0,65
2023-10-11,82,22,0,59,17,38,0,0,0,59
2023-10-12,77,22,0,63,16,39,0,0,0,36
2023-10-13,70,19,0,57,15,50,0,0,0,47
2023-10-14,68,15,0,57,14,0,0,0,0,59
2023-10-15,69,21,0,65,17,30,0,0,0,52
2023-10-16,79,22,0,59,19,41,0,0,0,53
2023-10-17,73,21,0,60,20,43,0,0,0,53
2023-10-18,81,20,2,62,22,65,0,0,0,66
2023-10-19,79,19,0,59,17,48,0,0,0,50
2023-10-20,77,22,0,57,15,37,0,0,0,60
2023-10-21,60,11,0,56,11,43,0,0,0,34
2023-10-22,70,19,0,60,16,44,0,0,0,44
2023-10-23,84,19,0,55,20,35,0,0,0,58
2023-10-24,72,18,0,57,18,45,0,0,0,57
2023-10-25,72,21,0,56,18,46,0,0,0,71
2023-10-26,72,19,0,55,16,49,0,0,0,58
2023-10-27,56,14,0,45,12,44,0,0,0,57
2023-10-28,47,12,0,46,10,29,0,0,0,29
2023-10-29,51,17,0,53,13,36,0,0,0,0
2023-10-30,75,18,0,56,19,46,0,0,0,66
2023-10-31,79,17,0,56,18,62,0,0,0,50
2023-11-01,70,15,0,54,16,76,0,0,0,41
2023-11-02,78,17,0,52,16,26,0,0,0,40
2023-11-03,72,19,0,57,17,59,0,0,0,32
2023-11-04,67,16,0,63,15,49,0,0,0,49
2023-11-05,71,20,0,65,16,50,0,0,0,59
2023-11-06,81,23,0,59,19,59,0,0,0,74
2023-11-07,83,18,0,60,16,55,0,0,0,58
2023-11-08,78,20,0,56,16,43,0,0,0,67
2023-11-09,79,20,0,59,16,51,0,0,0,62
2023-11-10,76,21,0,56,17,26,0,0,0,35
2023-11-11,76,19,0,59,14,38,0,0,0,41
2023-11-12,79,16,0,65,14,57,0,0,0,58
2023-11-13,100,27,0,61,20,45,0,0,0,68
2023-11-14,83,21,0,60,19,49,0,0,0,42
2023-11-15,80,25,0,54,19,45,0,0,0,53
2023-11-16,73,19,0,60,16,38,0,0,0,60
2023-11-17,77,14,0,62,15,43,0,0,0,66
2023-11-18,79,20,0,65,18,65,0,0,0,66
2023-11-19,77,19,0,68,14,47,0,0,0,65
2023-11-20,92,25,0,54,20,40,0,0,0,59
2023-11-21,81,21,0,59,17,66,0,0,0,48
2023-11-22,82,19,0,53,16,81,0,0,0,53
2023-11-23,72,17,0,50,18,45,0,0,0,55
2023-11-24,59,14,0,49,13,54,0,0,0,44
2023-11-25,63,14,0,55,15,34,0,0,0,0
2023-11-26,75,20,0,58,17,75,0,0,0,40
2023-11-27,71,21,0,51,20,73,0,0,0,65
2023-11-28,80,18,0,60,20,65,0,0,0,58
2023-11-29,72,18,0,51,17,44,0,0,0,62
2023-11-30,67,20,0,53,16,49,0,0,0,46
2023-12-01,66,15,0,51,16,64,0,0,0,65
2023-12-02,65,12,0,52,12,43,0,0,0,37
2023-12-03,76,16,0,61,15,84,0,0,0,61
2023-12-04,82,20,0,57,15,69,0,0,0,69
2023-12-05,69,20,0,52,15,57,0,25,0,80
2023-12-06,79,17,0,52,14,41,0,0,0,71
2023-12-07,70,17,0,51,18,48,0,0,0,68
2023-12-08,65,14,0,56,16,51,0,0,0,46
2023-12-09,67,14,0,58,13,48,0,0,0,39
2023-12-10,69,19,0,66,19,45,0,0,0,57
2023-12-11,79,21,0,57,16,56,0,0,0,61
2023-12-12,75,18,0,56,17,50,0,0,0,58
2023-12-13,63,17,0,52,18,52,0,0,0,58
2023-12-14,49,12,0,45,15,40,0,0,0,36
2023-12-15,48,14,0,55,14,0,0,0,0,31
2023-12-16,61,16,0,59,11,0,0,0,0,55
2023-12-17,56,16,0,58,12,56,0,0,0,54
2023-12-18,62,16,0,58,17,47,0,33,0,43
2023-12-19,55,16,0,54,16,75,0,0,0,51
2023-12-20,49,14,0,56,14,62,0,0,0,40
2023-12-21,50,17,0,53,17,38,0,0,0,51
2023-12-22,43,14,0,48,13,53,0,0,0,41
2023-12-23,45,11,0,43,11,46,0,0,0,0
2023-12-24,41,11,0,48,10,0,0,0,0,41
2023-12-25,42,13,0,51,8,0,0,0,0,52
2023-12-26,61,22,0,67,17,40,0,0,0,0
2023-12-27,50,18,0,73,19,56,0,0,0,54
2023-12-28,51,21,0,62,17,70,0,0,0,61
2023-12-29,50,21,0,66,18,50,0,0,0,67
2023-12-30,46,14,0,62,16,55,0,0,0,44
2023-12-31,45,14,0,50,11,55,0,0,0,0
2024-01-01,59,20,0,69,17,66,0,0,0,43
2024-01-02,61,23,0,76,24,57,0,0,0,82
2024-01-03,53,26,0,70,22,51,0,0,0,54
2024-01-04,57,28,0,74,22,65,0,0,0,85
2024-01-05,52,22,0,66,20,65,0,0,0,63
2024-01-06,49,20,0,71,22,47,0,0,0,52
2024-01-07,52,25,0,74,19,80,0,0,0,32
2024-01-08,59,29,0,72,26,78,0,0,0,85
2024-01-09,72,27,0,70,23,67,0,0,0,67
