date,Property24,Private Property,Remax Hub,Houses for Sale,Flats to rent,Room to rent,The Parks Lifestyle Apartments,Eazi Real Estate,Property sales,Real Estate
2022-03-17,20,26,0,68,20,61,0,0,0,51
2022-03-18,20,21,0,73,18,52,0,0,0,67
2022-03-19,19,21,0,76,20,66,0,0,0,49
2022-03-20,22,24,0,87,19,56,0,0,0,49
2022-03-21,20,29,0,94,26,54,0,0,0,60
2022-03-22,21,30,0,83,25,64,0,0,0,76
2022-03-23,23,27,0,80,24,52,0,0,0,61
2022-03-24,26,28,0,78,26,74,0,0,0,63
2022-03-25,38,20,0,69,19,49,0,0,0,54
2022-03-26,42,21,0,79,19,49,0,0,0,37
2022-03-27,46,28,0,94,23,52,0,0,0,43
2022-03-28,51,23,0,79,23,58,0,0,0,60
2022-03-29,53,27,0,77,20,45,0,0,0,68
2022-03-30,49,27,0,73,23,57,0,0,0,62
2022-03-31,51,26,0,75,20,60,0,0,0,74
2022-04-01,49,25,0,69,20,48,0,0,0,52
2022-04-02,41,22,0,72,16,49,0,0,0,46
2022-04-03,50,29,0,85,18,57,0,0,0,37
2022-04-04,53,28,0,73,20,58,0,0,0,60
2022-04-05,50,25,0,66,21,43,0,0,0,59
2022-04-06,56,25,0,70,20,47,0,0,0,57
2022-04-07,55,25,0,68,19,50,0,0,0,73
2022-04-08,48,23,0,74,18,38,0,0,0,47
2022-04-09,41,21,0,77,17,33,0,0,0,42
2022-04-10,47,24,0,79,18,45,0,0,0,34
2022-04-11,59,25,0,68,18,33,0,0,0,47
2022-04-12,57,25,0,69,21,42,0,0,0,50
2022-04-13,54,23,0,65,18,35,0,0,0,41
2022-04-14,46,21,0,66,19,29,0,0,0,35
2022-04-15,47,20,0,77,18,47,0,0,0,22
2022-04-16,47,19,0,82,18,54,0,0,0,26
2022-04-17,51,25,0,82,17,55,0,0,0,44
2022-04-18,52,27,0,88,23,45,0,0,0,39
2022-04-19,60,28,0,75,24,45,0,0,0,53
2022-04-20,57,27,2,75,21,61,0,0,0,32
2022-04-21,53,27,0,69,23,51,0,0,0,60
2022-04-22,55,25,0,69,19,61,0,0,0,45
2022-04-23,47,25,0,73,18,53,0,0,0,31
2022-04-24,50,24,0,76,18,52,0,0,0,45
2022-04-25,59,27,0,66,21,40,0,0,0,53
2022-04-26,53,27,0,65,21,51,0,0,0,42
2022-04-27,51,24,0,71,23,46,0,0,0,33
2022-04-28,55,29,0,67,21,49,0,0,0,67
2022-04-29,48,21,0,65,20,49,0,0,0,53
2022-04-30,46,25,0,71,18,58,0,0,0,43
2022-05-01,55,28,0,83,19,31,0,0,0,47
2022-05-02,55,25,0,83,22,53,0,0,0,56
2022-05-03,55,26,0,66,20,37,0,0,0,57
2022-05-04,49,25,0,65,20,31,0,0,0,45
2022-05-05,56,28,0,73,19,35,0,0,0,43
2022-05-06,63,25,0,68,16,31,0,0,0,46
2022-05-07,48,23,0,72,16,42,0,0,0,42
2022-05-08,51,22,0,69,15,38,0,0,0,46
2022-05-09,64,28,0,76,19,49,0,0,0,55
2022-05-10,63,27,0,70,21,46,0,0,0,35
2022-05-11,57,26,0,64,21,36,0,0,0,66
2022-05-12,63,25,0,66,18,38,0,0,0,57
2022-05-13,56,22,0,64,17,43,0,0,0,49
2022-05-14,55,24,0,78,15,37,0,0,0,46
2022-05-15,60,24,0,77,18,31,0,0,0,58
2022-05-16,65,31,0,73,20,44,0,0,0,67
2022-05-17,70,29,0,78,21,46,0,0,0,44
2022-05-18,58,25,0,73,20,53,0,0,0,46
2022-05-19,63,27,0,70,19,58,0,0,0,49
2022-05-20,62,24,0,76,20,44,0,0,0,41
2022-05-21,57,26,0,70,19,55,0,0,0,34
2022-05-22,65,24,0,70,21,62,0,0,0,53
2022-05-23,62,28,0,72,16,78,0,0,0,59
2022-05-24,69,28,0,70,24,68,0,0,0,57
2022-05-25,70,24,0,60,20,44,0,0,0,60
2022-05-26,60,24,0,63,19,49,0,0,0,53
2022-05-27,54,23,0,64,18,23,19,0,0,38
2022-05-28,53,23,0,73,17,39,0,0,0,46
2022-05-29,64,30,0,77,20,68,0,0,0,27
2022-05-30,64,26,0,67,20,65,0,0,0,52
2022-05-31,64,26,0,66,21,47,0,0,0,55
2022-06-01,60,25,0,63,21,60,0,0,0,39
2022-06-02,62,26,0,67,17,57,0,0,0,62
2022-06-03,63,25,0,65,15,44,0,0,0,52
2022-06-04,54,23,0,80,16,30,0,0,0,40
2022-06-05,73,24,0,82,19,44,0,0,0,61
2022-06-06,72,29,0,75,19,42,0,0,0,53
2022-06-07,67,27,0,66,19,40,0,0,0,58
2022-06-08,64,28,0,74,19,56,0,0,0,64
2022-06-09,68,24,0,66,19,46,0,0,0,47
2022-06-10,60,21,0,71,17,52,0,0,0,48
2022-06-11,60,26,0,79,18,43,0,0,0,35
2022-06-12,71,27,0,83,18,56,0,0,0,49
2022-06-13,72,31,0,73,23,66,0,0,0,48
2022-06-14,65,26,0,78,20,37,0,0,0,66
2022-06-15,61,23,0,67,21,48,0,0,0,36
2022-06-16,65,25,0,80,19,55,0,0,0,36
2022-06-17,64,23,0,73,23,62,0,0,0,47
2022-06-18,67,21,0,81,22,52,0,0,0,54
2022-06-19,62,26,0,83,21,51,0,0,0,49
2022-06-20,71,26,0,76,19,69,0,0,23,56
2022-06-21,72,25,0,71,19,67,0,0,0,60
2022-06-22,73,26,0,73,19,36,0,0,0,66
2022-06-23,71,22,0,67,18,65,0,0,0,40
2022-06-24,64,23,0,58,16,35,0,0,0,31
2022-06-25,62,21,0,77,19,40,0,0,0,54
2022-06-26,71,23,0,83,18,45,0,0,0,48
2022-06-27,69,30,0,71,23,61,0,0,0,70
2022-06-28,72,28,0,67,18,50,0,0,0,50
2022-06-29,68,24,0,66,19,73,0,0,0,39
2022-06-30,69,23,0,61,21,49,0,0,0,53
2022-07-01,65,24,3,65,19,39,0,0,0,43
2022-07-02,61,21,0,77,16,47,0,0,0,54
2022-07-03,70,29,0,86,17,52,0,0,0,42
2022-07-04,76,25,0,71,19,50,0,0,0,50
2022-07-05,69,29,0,66,20,54,0,0,0,56
2022-07-06,68,25,0,69,20,34,0,0,0,43
