date,Property24,Private Property,Remax Hub,Houses for Sale,Flats to rent,Room to rent,The Parks Lifestyle Apartments,Eazi Real Estate,Property sales,Real Estate
2023-03-28,61,26,0,74,24,50,0,0,0,71
2023-03-29,61,25,0,79,26,78,0,0,0,74
2023-03-30,62,26,0,75,26,56,0,0,0,63
2023-03-31,55,25,0,68,19,85,0,0,0,74
2023-04-01,50,23,0,71,18,56,0,0,0,38
2023-04-02,57,26,0,81,16,45,0,0,0,51
2023-04-03,62,29,0,74,23,68,0,0,0,62
2023-04-04,65,27,0,68,21,50,0,0,0,56
2023-04-05,60,27,0,73,16,38,0,0,0,54
2023-04-06,55,24,3,72,15,32,0,0,0,72
2023-04-07,46,20,0,78,17,52,0,0,0,58
2023-04-08,49,18,0,71,16,39,0,0,0,36
2023-04-09,55,23,0,84,21,34,0,0,0,40
2023-04-10,59,24,0,86,19,32,0,0,0,38
2023-04-11,65,28,0,74,22,47,0,0,0,71
2023-04-12,64,25,0,73,24,53,0,0,0,49
2023-04-13,64,24,0,75,22,59,0,0,0,49
2023-04-14,56,21,0,72,18,61,0,0,0,54
2023-04-15,55,22,0,72,19,57,0,0,0,34
2023-04-16,57,24,0,79,19,55,0,0,0,71
2023-04-17,62,26,0,75,18,61,0,0,0,91
2023-04-18,62,28,0,75,20,49,0,0,0,70
2023-04-19,59,24,0,68,22,58,0,0,0,58
2023-04-20,61,24,0,79,17,49,0,0,0,66
2023-04-21,57,24,0,68,17,46,0,0,0,55
2023-04-22,51,24,0,75,19,63,0,0,0,43
2023-04-23,60,26,0,81,21,65,0,0,0,51
2023-04-24,61,27,0,73,24,58,0,0,0,91
2023-04-25,54,22,0,69,21,70,0,0,0,55
2023-04-26,54,20,0,64,19,55,0,0,0,63
2023-04-27,49,23,0,74,17,75,0,0,0,36
2023-04-28,49,23,0,72,20,51,0,0,0,59
2023-04-29,48,23,0,76,16,53,0,0,0,37
2023-04-30,49,23,0,74,16,59,0,0,0,39
2023-05-01,51,25,0,79,21,73,0,0,0,39
2023-05-02,62,24,0,68,21,68,0,0,0,75
2023-05-03,52,24,0,60,19,78,0,0,0,52
2023-05-04,55,20,0,70,18,57,0,0,0,66
2023-05-05,53,25,0,70,21,50,0,0,0,71
2023-05-06,50,21,0,68,17,31,0,0,0,32
2023-05-07,59,22,0,80,19,29,0,0,0,28
2023-05-08,66,27,0,72,20,52,0,0,0,63
2023-05-09,57,26,0,71,19,45,0,0,0,62
2023-05-10,62,25,0,68,19,43,0,0,0,65
2023-05-11,65,22,0,68,19,48,0,0,0,47
2023-05-12,60,22,0,69,18,48,0,0,0,71
2023-05-13,50,19,0,71,16,42,0,0,0,49
2023-05-14,51,21,0,69,15,48,0,0,0,42
2023-05-15,58,24,0,64,23,37,0,0,0,50
2023-05-16,60,23,0,65,18,39,0,0,0,57
2023-05-17,56,21,0,70,22,51,0,0,0,52
2023-05-18,63,24,0,70,20,49,0,0,0,58
2023-05-19,61,25,0,69,19,61,0,0,0,87
2023-05-20,49,17,0,74,18,36,0,0,0,56
2023-05-21,57,21,0,86,20,60,0,0,0,0
2023-05-22,66,24,0,72,23,56,0,0,0,80
2023-05-23,65,28,0,71,23,78,0,0,0,78
2023-05-24,60,22,0,68,19,51,0,0,0,51
2023-05-25,54,22,0,71,19,76,0,0,0,57
2023-05-26,51,21,0,60,20,51,0,0,0,57
2023-05-27,50,19,0,71,19,57,0,0,0,49
2023-05-28,48,23,0,73,19,35,0,0,0,44
2023-05-29,64,30,0,74,23,93,0,0,0,31
2023-05-30,62,23,0,74,25,75,0,0,0,58
2023-05-31,56,22,0,69,22,67,0,0,0,53
2023-06-01,59,25,0,65,21,66,0,0,0,64
2023-06-02,49,24,0,64,19,36,0,0,0,56
2023-06-03,54,24,0,71,18,51,0,0,0,45
2023-06-04,54,19,0,76,24,76,0,0,0,46
2023-06-05,67,23,0,70,23,40,0,0,0,61
2023-06-06,60,20,0,71,19,42,0,0,0,59
2023-06-07,57,27,0,70,24,45,0,0,0,53
2023-06-08,57,21,0,72,20,57,0,0,0,54
2023-06-09,59,20,0,71,17,43,0,0,0,64
2023-06-10,48,20,0,76,19,40,0,0,0,48
2023-06-11,57,20,0,78,18,45,0,0,0,59
2023-06-12,63,26,0,76,17,62,0,0,0,75
2023-06-13,61,23,0,68,23,46,0,0,0,55
2023-06-14,60,20,0,76,21,53,0,0,0,64
2023-06-15,52,22,0,73,19,46,24,0,0,61
2023-06-16,52,20,0,80,18,71,0,0,0,58
2023-06-17,51,24,0,79,19,42,0,0,0,52
2023-06-18,55,23,0,75,19,40,0,0,0,35
2023-06-19,68,25,0,79,24,50,0,0,0,74
2023-06-20,61,30,0,77,23,51,0,0,0,46
2023-06-21,62,24,0,73,20,53,0,0,0,52
2023-06-22,52,24,0,77,22,68,0,0,0,62
2023-06-23,55,20,0,66,21,50,0,0,0,58
2023-06-24,51,19,0,74,18,85,0,0,0,44
2023-06-25,57,23,0,95,23,65,0,0,0,48
2023-06-26,60,29,0,76,23,57,0,0,0,78
2023-06-27,61,25,0,71,23,68,0,0,0,51
2023-06-28,62,25,0,71,23,65,0,0,0,52
2023-06-29,58,25,0,69,24,46,0,0,0,57
2023-06-30,46,22,3,69,15,56,0,0,0,57
2023-07-01,55,20,0,78,19,52,0,0,0,36
2023-07-02,58,22,0,95,21,55,0,0,0,31
2023-07-03,66,29,0,80,22,68,0,0,0,83
2023-07-04,60,24,0,69,26,63,0,0,0,56
2023-07-05,59,22,0,75,21,53,0,0,0,58
2023-07-06,57,25,0,81,20,45,0,0,22,47
2023-07-07,52,26,0,70,17,38,0,0,0,52
2023-07-08,47,18,0,77,17,38,0,0,0,44
