date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2024-08-21,27,0,2,7,9,20,52,20,30,0
2024-08-22,31,0,3,9,8,34,49,24,24,0
2024-08-23,47,0,5,10,9,29,100,59,60,0
2024-08-24,42,0,3,12,9,30,67,37,65,0
2024-08-25,32,0,3,11,9,24,53,31,39,0
2024-08-26,24,0,2,9,9,23,54,22,25,0
2024-08-27,28,0,2,9,9,19,70,31,28,0
2024-08-28,31,0,3,6,8,20,64,33,29,0
2024-08-29,31,0,3,9,8,24,59,20,38,0
2024-08-30,45,0,4,13,8,28,93,54,79,0
2024-08-31,35,0,4,12,8,38,78,50,63,0
2024-09-01,29,0,4,13,9,31,54,29,43,0
2024-09-02,20,0,2,8,8,21,52,24,34,0
2024-09-03,24,0,2,8,9,30,53,19,31,0
2024-09-04,24,0,2,9,6,18,58,28,27,0
2024-09-05,26,0,2,7,8,30,65,22,24,0
2024-09-06,33,0,3,10,9,25,76,46,49,0
2024-09-07,32,0,2,11,8,27,63,54,53,0
2024-09-08,27,0,3,10,9,24,58,33,43,0
2024-09-09,18,0,2,7,9,22,44,26,21,0
2024-09-10,18,0,2,8,9,16,61,27,24,0
2024-09-11,20,0,2,7,8,17,48,32,29,0
2024-09-12,25,0,3,8,8,23,53,31,36,0
2024-09-13,32,0,3,9,9,20,91,47,47,0
2024-09-14,27,0,3,10,7,23,52,44,51,0
2024-09-15,21,0,2,10,9,24,62,33,48,0
2024-09-16,19,0,2,6,9,17,38,22,25,0
2024-09-17,17,0,2,8,9,21,57,17,30,0
2024-09-18,19,0,3,8,8,22,43,37,24,0
2024-09-19,24,0,3,9,8,27,55,27,29,0
2024-09-20,34,0,3,10,9,38,79,50,57,0
2024-09-21,30,0,3,10,8,30,53,31,74,0
2024-09-22,25,0,2,10,10,32,61,35,54,0
2024-09-23,26,0,2,9,9,18,56,41,35,0
2024-09-24,26,0,4,11,9,24,63,38,55,0
2024-09-25,28,0,2,9,8,22,66,34,37,0
2024-09-26,30,0,3,8,8,26,68,45,43,0
2024-09-27,40,0,3,11,7,36,82,52,70,0
2024-09-28,38,0,3,11,10,22,62,47,78,0
2024-09-29,29,0,3,9,6,17,64,43,57,0
2024-09-30,30,0,2,8,9,20,71,29,46,0
2024-10-01,28,0,2,7,9,23,63,28,33,0
2024-10-02,25,0,1,8,9,23,54,23,33,0
2024-10-03,23,0,1,8,8,24,59,22,37,0
2024-10-04,34,0,2,11,8,23,75,40,63,0
2024-10-05,32,0,3,11,8,26,66,49,71,0
2024-10-06,29,0,2,12,8,20,65,41,45,0
2024-10-07,18,0,2,8,8,19,50,24,25,0
2024-10-08,22,0,2,9,10,13,48,26,28,0
2024-10-09,19,0,2,8,10,21,46,30,28,0
2024-10-10,23,0,2,9,8,24,57,25,31,0
2024-10-11,28,0,4,10,7,27,68,46,48,0
2024-10-12,29,0,2,11,9,27,49,37,52,0
2024-10-13,23,0,3,10,9,20,57,32,39,0
2024-10-14,17,0,2,8,8,22,45,26,19,0
2024-10-15,22,0,2,7,8,18,56,33,30,0
2024-10-16,20,0,3,9,9,24,51,23,24,0
2024-10-17,23,0,2,8,9,23,61,22,35,0
2024-10-18,31,0,3,12,8,28,69,42,44,0
2024-10-19,24,0,3,11,8,25,49,36,49,0
2024-10-20,24,0,2,10,10,21,48,35,40,0
2024-10-21,17,0,2,7,9,22,44,27,24,0
2024-10-22,18,0,2,7,8,25,41,19,28,0
2024-10-23,19,0,3,8,8,15,49,26,29,0
2024-10-24,23,0,3,9,9,26,67,26,45,0
2024-10-25,41,0,4,11,9,33,89,47,90,0
2024-10-26,37,0,4,13,9,30,65,43,73,0
2024-10-27,28,0,3,11,9,26,49,40,50,0
2024-10-28,21,0,2,8,9,27,50,30,41,0
2024-10-29,22,0,2,9,10,27,51,25,38,0
2024-10-30,24,0,3,9,9,23,50,26,32,0
2024-10-31,32,0,2,8,9,19,72,33,52,0
2024-11-01,37,0,3,12,9,42,70,43,79,0
2024-11-02,32,0,4,10,6,31,60,42,59,0
2024-11-03,28,0,5,10,10,24,48,30,45,0
2024-11-04,19,0,3,8,9,18,39,20,28,0
2024-11-05,21,0,2,7,8,19,45,22,23,0
2024-11-06,20,0,2,6,7,19,48,22,26,0
2024-11-07,24,0,2,8,6,20,58,27,31,0
2024-11-08,30,0,3,8,8,17,75,46,44,0
2024-11-09,30,0,4,11,7,33,64,33,55,0
2024-11-10,19,0,3,8,10,20,49,18,35,0
2024-11-11,18,0,2,9,6,29,49,18,33,0
2024-11-12,19,0,3,8,9,24,61,20,36,0
2024-11-13,21,0,2,8,9,19,51,23,28,0
2024-11-14,19,0,2,10,8,22,55,21,34,0
2024-11-15,31,0,4,9,7,31,64,45,47,0
2024-11-16,29,0,3,11,8,39,61,31,54,0
2024-11-17,26,0,3,13,9,31,58,37,41,0
2024-11-18,18,0,2,9,9,25,47,12,21,0
2024-11-19,18,0,3,9,10,21,52,19,21,0
2024-11-20,24,0,3,9,7,25,54,29,34,0
2024-11-21,22,0,2,9,8,27,41,22,34,0
2024-11-22,32,0,4,11,8,28,55,45,52,0
2024-11-23,30,0,3,13,9,26,55,33,49,0
2024-11-24,28,0,3,11,10,34,45,37,49,0
2024-11-25,100,0,3,11,8,27,63,29,40,0
2024-11-26,92,0,2,9,9,23,46,32,37,0
2024-11-27,52,0,3,10,9,32,48,27,47,0
2024-11-28,43,0,2,13,8,31,63,35,44,0
2024-11-29,53,0,3,15,8,42,78,55,73,0
2024-11-30,38,0,4,17,9,34,62,45,78,0
2024-12-01,30,0,4,11,8,22,52,27,43,0
2024-12-02,26,0,3,10,8,29,49,20,23,0
2024-12-03,24,0,3,10,10,26,50,32,36,0
2024-12-04,24,0,3,10,10,28,44,23,27,0
2024-12-05,27,0,3,12,11,24,57,34,40,0
2024-12-06,33,0,3,11,8,25,63,35,48,0
2024-12-07,31,0,3,12,8,21,51,43,55,0
2024-12-08,26,0,0,12,10,27,66,30,37,0
2024-12-09,21,0,2,10,9,24,44,25,31,0
2024-12-10,23,0,3,11,11,23,48,29,32,0
2024-12-11,21,0,4,13,6,22,41,34,38,0
2024-12-12,29,0,3,11,10,34,72,32,38,0
2024-12-13,37,0,4,12,10,39,67,55,63,0
2024-12-14,32,0,4,14,9,34,70,46,68,0
2024-12-15,33,2,3,15,11,31,65,46,46,0
2024-12-16,27,0,3,18,11,30,56,34,52,0
2024-12-17,25,0,4,10,11,24,47,31,44,0
2024-12-18,26,0,2,11,11,36,58,32,38,0
2024-12-19,26,0,3,13,9,44,67,27,53,0
2024-12-20,37,0,3,16,12,30,68,49,72,0
2024-12-21,35,0,3,17,13,37,70,45,66,0
2024-12-22,30,0,3,17,14,49,63,29,52,13
2024-12-23,32,0,5,19,20,52,70,31,40,0
2024-12-24,34,0,3,27,25,64,60,35,54,0
2024-12-25,35,0,4,20,16,50,93,48,47,0
2024-12-26,25,0,4,14,8,0,64,37,43,0
2024-12-27,29,0,3,8,8,28,66,44,56,0
2024-12-28,26,0,2,13,9,29,53,32,59,0
2024-12-29,21,0,0,13,10,21,66,34,44,0
2024-12-30,25,0,3,15,9,32,50,40,44,0
2024-12-31,30,0,4,25,10,45,76,32,58,0
2025-01-01,37,0,5,13,7,33,76,34,64,0
2025-01-02,20,1,3,9,7,21,50,29,39,0
2025-01-03,26,0,4,7,8,29,50,37,48,0
2025-01-04,26,0,2,9,8,27,44,26,46,0
2025-01-05,21,0,4,9,8,23,54,29,40,0
2025-01-06,17,0,3,7,8,23,34,24,24,0
2025-01-07,21,0,2,6,9,21,42,23,20,0
2025-01-08,16,0,2,8,10,21,42,27,32,0
2025-01-09,19,0,3,7,9,25,36,20,21,0
2025-01-10,24,0,3,9,10,20,56,30,47,0
2025-01-11,27,0,2,11,8,20,54,33,41,0
