date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2022-04-02,60,0,12,17,16,27,58,34,51,0
2022-04-03,52,0,12,15,19,24,49,26,30,0
2022-04-04,47,0,9,10,17,24,41,17,20,0
2022-04-05,42,0,9,13,15,23,43,17,19,0
2022-04-06,41,0,9,11,16,22,40,22,14,0
2022-04-07,46,0,10,10,15,22,56,19,15,0
2022-04-08,56,0,15,12,17,28,69,35,40,0
2022-04-09,52,0,11,13,18,19,53,34,50,0
2022-04-10,43,0,11,16,18,21,57,21,36,0
2022-04-11,45,0,8,11,15,20,42,18,20,0
2022-04-12,46,0,8,11,16,21,40,22,12,0
2022-04-13,41,0,11,17,18,30,60,26,21,0
2022-04-14,60,0,14,21,22,39,63,31,38,0
2022-04-15,59,0,14,23,19,31,61,27,34,0
2022-04-16,54,0,13,18,20,34,54,18,31,0
2022-04-17,55,0,12,16,18,21,52,27,30,0
2022-04-18,54,0,9,15,19,25,43,27,28,0
2022-04-19,42,0,8,10,13,17,41,22,20,0
2022-04-20,38,0,9,11,16,20,60,28,22,0
2022-04-21,41,0,10,14,14,24,46,26,19,0
2022-04-22,56,0,13,15,14,21,72,34,32,0
2022-04-23,55,0,13,15,15,21,57,28,42,0
2022-04-24,40,0,11,12,17,26,56,24,25,0
2022-04-25,53,0,12,12,15,19,50,27,22,0
2022-04-26,55,0,12,15,15,19,48,29,31,0
2022-04-27,54,0,13,15,16,22,63,27,37,0
2022-04-28,45,0,12,14,14,23,50,23,30,0
2022-04-29,67,0,12,14,15,19,74,42,45,0
2022-04-30,67,0,18,19,17,26,69,40,57,0
2022-05-01,64,0,14,16,17,31,57,31,47,0
2022-05-02,54,0,11,14,18,26,53,26,35,0
2022-05-03,39,0,7,14,16,16,44,19,19,0
2022-05-04,38,1,8,9,13,21,44,24,18,0
2022-05-05,44,0,8,11,16,21,47,23,25,0
2022-05-06,65,0,10,13,14,18,69,30,35,0
2022-05-07,52,0,13,14,19,30,58,30,40,0
2022-05-08,52,0,9,11,16,24,69,23,35,0
2022-05-09,35,0,9,11,15,17,44,16,21,0
2022-05-10,43,0,9,9,14,21,43,14,14,0
2022-05-11,34,0,7,10,15,24,52,18,14,0
2022-05-12,37,0,8,12,15,20,58,24,11,0
2022-05-13,63,0,16,13,12,26,100,37,44,0
2022-05-14,56,0,15,13,17,17,66,28,44,0
2022-05-15,48,0,10,11,17,20,54,25,26,0
2022-05-16,40,0,8,9,14,16,53,16,16,0
2022-05-17,43,0,9,11,15,19,53,15,19,0
2022-05-18,39,0,8,11,13,20,44,22,14,0
2022-05-19,39,0,9,12,15,14,47,27,19,0
2022-05-20,60,0,12,13,14,21,65,35,30,0
2022-05-21,59,0,15,18,16,18,64,36,28,0
2022-05-22,51,0,10,15,19,20,51,21,20,0
2022-05-23,37,0,6,12,16,25,49,17,17,0
2022-05-24,58,0,7,12,15,26,45,21,22,0
2022-05-25,65,0,11,13,17,17,75,33,25,0
2022-05-26,60,0,10,15,18,26,65,30,22,0
2022-05-27,76,0,14,15,13,20,86,45,41,0
2022-05-28,68,0,17,14,16,29,72,39,34,0
2022-05-29,51,0,12,15,18,24,58,26,22,0
2022-05-30,45,0,9,12,15,21,45,24,18,0
2022-05-31,62,0,10,13,15,24,55,27,29,0
2022-06-01,49,0,9,11,14,21,41,22,26,0
2022-06-02,47,0,10,13,15,23,48,21,18,0
2022-06-03,64,0,14,18,15,27,71,44,39,0
2022-06-04,65,0,14,18,19,28,66,38,37,0
2022-06-05,54,0,11,13,16,24,55,22,23,0
2022-06-06,43,0,7,12,13,23,45,21,14,0
2022-06-07,47,0,7,10,17,19,51,15,13,0
2022-06-08,42,0,9,12,16,24,42,24,16,0
2022-06-09,42,0,9,12,15,21,45,23,17,0
2022-06-10,58,0,11,17,18,27,72,39,23,0
2022-06-11,60,0,15,18,16,25,60,31,26,0
2022-06-12,45,0,10,13,18,23,41,23,18,0
2022-06-13,39,0,8,11,15,21,42,18,15,0
2022-06-14,50,0,9,14,19,25,45,20,16,0
2022-06-15,57,0,10,17,18,24,60,34,31,0
2022-06-16,61,0,10,21,18,34,63,32,35,0
2022-06-17,57,0,12,15,15,21,57,30,23,0
2022-06-18,61,0,10,21,21,24,61,31,37,0
2022-06-19,46,0,8,15,21,23,54,25,23,0
2022-06-20,40,0,7,14,17,21,45,18,17,0
2022-06-21,50,0,7,12,17,22,39,24,17,0
2022-06-22,47,0,9,12,17,23,49,23,17,0
2022-06-23,51,0,8,14,14,18,54,25,26,0
2022-06-24,100,0,12,17,17,34,97,53,41,0
2022-06-25,78,0,13,18,16,30,84,48,33,0
2022-06-26,73,0,9,17,18,29,73,32,31,0
2022-06-27,63,0,9,13,19,25,59,26,22,0
2022-06-28,67,0,9,14,16,22,74,24,16,0
2022-06-29,58,0,9,12,16,33,65,37,22,0
2022-06-30,70,0,13,15,15,21,91,36,36,0
2022-07-01,81,0,12,14,13,23,99,37,29,0
2022-07-02,72,0,15,17,13,21,77,33,31,0
2022-07-03,64,0,8,11,17,25,59,29,20,0
2022-07-04,54,0,6,10,14,16,47,25,20,0
2022-07-05,58,0,7,12,14,22,50,24,18,0
2022-07-06,53,0,8,11,14,21,53,25,23,0
