date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2023-08-16,49,2,6,17,21,28,47,23,24,0
2023-08-17,57,0,7,20,21,26,49,24,22,0
2023-08-18,74,0,9,24,19,22,68,38,37,0
2023-08-19,68,0,12,23,22,22,47,29,30,0
2023-08-20,51,0,9,23,21,26,38,28,17,0
2023-08-21,42,0,6,24,24,22,41,15,16,0
2023-08-22,46,0,6,19,20,20,41,22,17,0
2023-08-23,45,0,6,17,20,24,49,19,13,0
2023-08-24,57,0,8,23,22,21,55,26,28,0
2023-08-25,97,0,9,25,13,30,75,37,48,0
2023-08-26,74,0,11,29,20,32,63,44,49,0
2023-08-27,66,0,8,26,24,26,57,41,39,0
2023-08-28,52,0,5,21,25,25,39,22,25,0
2023-08-29,61,0,8,18,22,24,47,23,19,0
2023-08-30,69,0,8,21,21,25,48,21,26,0
2023-08-31,91,0,9,20,22,26,53,29,40,0
2023-09-01,93,0,11,25,20,30,77,29,61,0
2023-09-02,93,0,11,24,25,33,55,33,53,0
2023-09-03,65,3,7,21,20,26,55,23,33,0
2023-09-04,56,0,3,20,20,26,40,11,23,0
2023-09-05,68,0,8,18,20,23,39,24,25,0
2023-09-06,64,0,7,18,24,23,49,24,19,0
2023-09-07,74,0,5,22,18,27,49,21,27,0
2023-09-08,95,0,11,25,19,24,73,35,35,0
2023-09-09,89,0,11,31,18,33,57,35,34,0
2023-09-10,58,0,5,24,21,20,43,23,25,0
2023-09-11,54,0,6,17,19,24,35,16,19,0
2023-09-12,55,0,7,17,20,21,47,20,20,0
2023-09-13,56,0,7,18,23,25,39,19,20,0
2023-09-14,62,0,6,21,24,23,55,20,23,0
2023-09-15,83,0,9,24,20,25,63,28,43,0
2023-09-16,71,0,8,26,22,24,52,31,39,0
2023-09-17,51,0,9,23,22,21,41,24,23,0
2023-09-18,47,0,6,21,21,24,38,14,18,0
2023-09-19,50,0,6,19,20,23,42,22,17,0
2023-09-20,61,0,5,17,21,21,46,20,19,0
2023-09-21,66,0,8,23,19,22,50,23,30,0
2023-09-22,96,0,9,29,23,27,73,38,53,0
2023-09-23,85,0,8,29,18,29,50,41,40,0
2023-09-24,74,0,10,27,26,23,65,28,41,0
2023-09-25,70,0,8,23,22,16,54,30,38,0
2023-09-26,53,0,7,17,21,21,40,18,23,0
2023-09-27,64,0,5,14,18,22,39,28,41,0
2023-09-28,74,0,7,21,20,21,53,34,35,0
2023-09-29,98,0,8,22,19,24,68,46,56,0
2023-09-30,91,0,10,32,18,26,62,37,56,0
2023-10-01,76,0,9,26,22,21,58,24,47,0
2023-10-02,63,0,5,16,20,24,38,21,20,0
2023-10-03,55,0,7,17,19,19,50,25,29,0
2023-10-04,59,0,8,21,22,19,42,24,25,0
2023-10-05,67,0,5,21,19,27,53,24,32,0
2023-10-06,83,0,9,28,20,31,59,40,45,0
2023-10-07,70,0,7,24,21,19,42,34,39,0
2023-10-08,64,0,8,21,22,27,50,26,31,0
2023-10-09,49,0,4,17,19,19,40,22,18,0
2023-10-10,45,0,6,17,20,15,34,20,23,0
2023-10-11,46,0,5,19,22,21,42,19,18,0
2023-10-12,54,0,6,24,20,19,48,23,24,0
2023-10-13,73,0,8,31,21,26,66,37,52,0
2023-10-14,74,0,7,33,21,25,61,37,42,0
2023-10-15,56,0,5,26,28,21,42,22,25,0
2023-10-16,44,0,3,14,20,19,43,26,25,0
2023-10-17,44,0,3,17,24,25,41,24,22,0
2023-10-18,51,0,8,19,19,20,44,21,23,0
2023-10-19,59,0,6,22,21,23,54,27,16,0
2023-10-20,70,0,9,25,19,26,56,35,31,0
2023-10-21,56,0,8,29,19,26,47,25,38,0
2023-10-22,56,0,8,26,27,25,74,19,28,0
2023-10-23,36,0,6,23,21,28,41,14,18,0
2023-10-24,50,0,6,20,17,24,46,19,21,6
2023-10-25,70,0,8,23,20,26,58,24,32,0
2023-10-26,69,0,7,28,20,36,58,29,35,0
2023-10-27,82,0,9,25,19,36,73,41,53,0
2023-10-28,65,0,8,35,19,33,46,32,38,0
2023-10-29,73,0,13,21,18,23,44,33,39,0
2023-10-30,51,0,5,20,19,18,48,20,35,0
2023-10-31,77,0,7,20,23,26,61,31,50,0
2023-11-01,62,0,6,20,17,23,50,22,22,0
2023-11-02,67,0,3,21,20,22,54,24,29,0
2023-11-03,91,2,9,25,23,28,54,37,45,0
2023-11-04,84,0,8,30,18,23,60,34,53,0
2023-11-05,65,0,7,25,24,19,56,27,18,0
2023-11-06,47,0,6,19,21,15,36,16,21,0
2023-11-07,58,0,5,18,25,19,47,20,31,0
2023-11-08,58,0,4,17,19,19,42,25,27,0
2023-11-09,68,0,6,19,26,18,55,20,30,0
2023-11-10,82,0,7,24,19,20,58,38,33,0
2023-11-11,74,0,9,29,27,22,54,37,35,0
2023-11-12,67,0,7,25,22,20,38,25,30,0
2023-11-13,48,0,6,18,26,13,39,16,14,0
2023-11-14,58,0,6,19,23,28,42,22,24,0
2023-11-15,69,0,4,22,21,19,47,23,21,0
2023-11-16,58,0,5,19,25,21,46,26,30,0
2023-11-17,84,0,7,28,21,23,64,36,48,0
2023-11-18,79,0,9,26,22,28,49,25,44,0
2023-11-19,60,0,5,26,23,26,54,31,31,0
2023-11-20,49,0,6,25,26,23,37,25,19,0
2023-11-21,51,0,8,25,19,24,41,21,24,0
2023-11-22,58,0,3,27,22,29,49,29,24,0
2023-11-23,69,0,5,35,24,33,55,22,30,0
2023-11-24,98,0,9,41,19,35,100,43,65,0
2023-11-25,86,0,8,39,21,33,68,40,68,0
2023-11-26,75,0,8,40,24,39,55,25,38,0
2023-11-27,61,0,6,21,20,25,48,20,36,0
2023-11-28,57,0,6,26,23,25,41,28,33,0
2023-11-29,69,0,8,25,20,19,58,26,33,0
2023-11-30,81,0,8,26,23,26,66,26,41,0
2023-12-01,100,0,8,31,25,25,77,44,56,0
2023-12-02,95,0,9,36,23,32,56,47,65,0
2023-12-03,76,0,7,33,25,21,69,33,37,0
2023-12-04,53,0,6,28,23,24,42,23,28,0
2023-12-05,59,0,7,23,24,15,50,17,33,0
2023-12-06,66,0,4,26,21,26,47,20,25,0
2023-12-07,64,3,5,35,25,30,57,29,38,0
2023-12-08,81,0,8,31,22,29,61,38,46,0
2023-12-09,77,0,8,34,24,27,54,30,45,0
2023-12-10,68,0,6,32,28,31,55,24,32,0
2023-12-11,57,0,4,32,25,27,45,19,27,0
2023-12-12,66,0,6,29,27,25,46,27,29,0
2023-12-13,68,0,5,32,30,33,50,20,30,0
2023-12-14,93,0,8,33,26,30,70,38,43,0
2023-12-15,88,0,9,37,27,36,66,40,55,0
2023-12-16,90,4,9,31,27,29,53,34,52,0
2023-12-17,79,0,6,35,30,32,64,42,40,0
2023-12-18,64,0,4,29,28,40,58,37,35,0
2023-12-19,69,0,7,35,31,33,57,35,41,0
2023-12-20,81,0,6,36,33,33,62,43,47,0
2023-12-21,84,0,6,35,36,38,66,41,39,0
2023-12-22,89,0,7,41,38,47,70,43,52,0
2023-12-23,82,0,7,53,50,45,49,46,52,0
2023-12-24,81,0,10,71,71,58,66,38,36,0
2023-12-25,93,0,11,54,45,48,78,46,45,0
2023-12-26,62,0,7,30,25,25,54,35,43,0
2023-12-27,58,0,6,21,22,24,48,24,41,0
2023-12-28,66,0,8,27,23,21,47,27,40,0
2023-12-29,72,0,5,28,22,37,55,40,38,0
2023-12-30,67,0,7,37,21,31,48,34,46,0
2023-12-31,71,0,8,77,26,51,60,30,50,0
2024-01-01,97,0,11,33,24,26,67,40,46,0
2024-01-02,56,0,11,25,22,28,40,24,27,0
2024-01-03,58,0,5,19,20,21,46,29,27,0
2024-01-04,56,0,7,18,21,18,36,20,28,0
2024-01-05,72,0,7,21,23,19,51,34,40,0
2024-01-06,60,0,7,21,24,17,48,30,38,0
2024-01-07,49,0,6,25,27,22,33,26,27,0
2024-01-08,40,0,3,19,25,14,35,17,19,0
2024-01-09,46,0,4,17,22,19,38,18,21,0
