date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2023-07-09,71,0,9,27,28,23,49,31,33,0
2023-07-10,63,0,8,18,25,24,48,24,31,0
2023-07-11,63,0,7,21,22,21,52,32,26,0
2023-07-12,64,0,10,19,20,21,58,26,32,0
2023-07-13,76,0,9,21,18,22,52,36,23,0
2023-07-14,93,0,11,23,21,27,87,47,44,0
2023-07-15,85,0,10,22,20,20,69,37,36,0
2023-07-16,69,0,6,23,26,16,48,28,32,0
2023-07-17,54,0,8,14,20,22,41,17,25,0
2023-07-18,52,0,5,17,20,19,39,18,21,0
2023-07-19,51,3,6,18,23,22,49,22,20,0
2023-07-20,65,0,6,18,21,27,48,25,28,0
2023-07-21,84,0,11,25,26,24,75,44,44,0
2023-07-22,77,0,11,24,24,30,52,34,37,0
2023-07-23,56,0,9,24,23,26,55,26,27,0
2023-07-24,54,0,5,19,21,24,44,19,16,0
2023-07-25,75,3,9,21,21,25,62,32,37,9
2023-07-26,69,0,9,20,19,25,56,31,35,0
2023-07-27,78,0,6,21,16,28,49,20,34,0
2023-07-28,97,0,8,28,24,35,74,40,48,0
2023-07-29,85,0,11,24,22,21,65,40,54,0
2023-07-30,79,0,8,26,25,23,49,33,41,0
2023-07-31,64,0,5,19,21,23,46,16,26,0
2023-08-01,69,0,5,17,21,25,52,24,27,0
2023-08-02,63,0,7,17,19,17,51,22,22,0
2023-08-03,66,0,7,20,23,27,62,21,19,0
2023-08-04,85,0,7,24,18,32,66,36,39,0
2023-08-05,88,0,10,28,20,27,50,39,42,0
2023-08-06,57,0,7,23,21,28,41,23,26,0
2023-08-07,49,0,7,17,18,15,33,16,21,0
2023-08-08,60,0,7,20,22,20,43,26,22,0
2023-08-09,58,0,8,22,21,14,44,36,25,0
2023-08-10,51,0,5,17,22,22,47,24,18,0
2023-08-11,71,0,10,21,21,24,56,35,32,0
2023-08-12,64,4,8,25,24,26,50,30,32,0
2023-08-13,58,0,5,18,20,26,46,25,23,0
2023-08-14,43,0,5,17,21,19,35,13,15,0
2023-08-15,51,0,8,17,23,24,54,13,24,0
