date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2021-01-04,35,0,15,7,13,8,38,11,15,0
2021-01-05,52,0,12,7,14,10,37,11,11,0
2021-01-06,44,0,14,7,14,11,39,18,16,0
2021-01-07,52,0,11,5,20,12,48,16,18,0
2021-01-08,55,0,17,8,17,12,50,25,23,0
2021-01-09,48,0,15,6,20,16,56,25,25,0
2021-01-10,46,0,12,7,18,14,46,14,15,0
2021-01-11,30,0,8,6,17,17,23,10,9,0
2021-01-12,39,0,11,7,17,11,34,17,12,0
2021-01-13,38,0,10,8,15,15,44,18,10,7
2021-01-14,39,0,13,7,17,10,49,22,18,0
2021-01-15,60,0,29,10,18,9,79,32,31,0
2021-01-16,54,0,21,10,16,18,66,28,26,0
2021-01-17,46,0,14,8,22,9,47,23,20,0
2021-01-18,36,0,10,9,15,12,36,10,6,0
2021-01-19,45,0,13,8,17,14,35,19,12,0
2021-01-20,36,0,12,9,19,15,55,14,11,0
2021-01-21,41,0,13,9,17,13,45,21,19,0
2021-01-22,56,0,23,9,18,12,69,30,29,0
2021-01-23,50,3,22,8,18,11,59,22,28,0
2021-01-24,48,0,14,7,17,11,49,18,16,0
2021-01-25,46,0,11,8,16,14,42,19,25,0
2021-01-26,57,0,13,8,16,13,45,16,17,0
2021-01-27,40,0,14,8,16,17,50,21,17,0
2021-01-28,53,0,15,8,17,14,55,21,27,0
2021-01-29,75,0,20,7,18,11,87,36,33,0
2021-01-30,69,0,25,10,16,17,73,25,37,0
2021-01-31,63,0,17,11,18,17,54,23,24,0
2021-02-01,40,0,11,10,16,15,31,10,15,0
2021-02-02,55,0,14,20,18,28,46,8,13,0
2021-02-03,44,0,15,16,18,20,43,16,12,0
2021-02-04,45,0,15,17,17,24,43,21,16,0
2021-02-05,69,0,23,9,19,11,77,34,25,0
2021-02-06,63,0,23,8,18,15,55,24,24,0
2021-02-07,51,0,17,10,17,9,47,24,20,0
2021-02-08,39,0,11,14,16,14,47,15,10,0
2021-02-09,46,0,12,14,17,19,51,15,16,0
2021-02-10,43,0,16,13,15,14,56,16,9,0
2021-02-11,42,0,13,20,17,21,48,16,12,0
2021-02-12,73,0,19,8,16,13,77,26,17,0
2021-02-13,69,0,21,12,19,14,58,28,27,0
2021-02-14,62,0,21,9,19,14,66,24,20,0
2021-02-15,43,0,15,9,13,14,45,9,12,0
2021-02-16,49,0,9,11,12,13,38,8,9,0
2021-02-17,46,0,9,12,13,10,37,13,10,0
2021-02-18,47,0,15,13,13,17,47,12,11,0
2021-02-19,64,0,23,7,15,16,69,23,18,0
2021-02-20,59,0,20,6,14,9,48,19,26,0
2021-02-21,43,0,18,9,17,13,44,16,13,0
2021-02-22,35,0,11,12,14,12,32,8,9,0
2021-02-23,50,0,10,11,14,16,37,15,10,0
2021-02-24,46,2,13,36,15,22,35,13,6,0
2021-02-25,61,0,19,34,17,21,62,22,15,5
2021-02-26,91,0,28,13,16,14,100,32,38,0
2021-02-27,74,0,29,9,17,14,73,28,33,0
2021-02-28,65,0,23,11,18,0,63,25,26,0
2021-03-01,45,0,17,13,15,10,46,16,13,0
2021-03-02,54,0,15,13,17,14,33,12,15,0
2021-03-03,46,2,13,14,14,16,43,24,10,0
2021-03-04,51,0,15,14,15,19,51,16,15,0
2021-03-05,65,0,22,18,14,23,67,28,25,0
2021-03-06,65,0,24,20,17,17,53,20,24,0
2021-03-07,57,0,20,14,17,17,47,19,12,0
2021-03-08,43,0,11,11,13,10,36,12,9,0
2021-03-09,45,2,10,9,16,13,45,14,9,0
2021-03-10,47,0,13,12,13,13,37,18,11,0
2021-03-11,54,0,15,11,13,12,45,13,6,0
2021-03-12,66,0,21,16,17,23,66,28,19,0
2021-03-13,69,0,18,15,12,19,53,23,22,0
2021-03-14,54,0,16,10,16,13,54,15,15,0
2021-03-15,44,0,12,12,15,15,37,13,9,0
2021-03-16,40,0,11,12,15,14,35,13,11,0
2021-03-17,47,0,16,10,13,13,40,13,13,0
2021-03-18,47,0,16,12,15,15,50,16,15,0
2021-03-19,66,0,21,15,13,21,63,23,24,0
2021-03-20,69,0,20,17,16,20,51,20,23,0
2021-03-21,58,0,21,17,22,22,53,20,18,0
2021-03-22,54,0,18,12,21,10,51,20,18,0
2021-03-23,41,0,11,17,17,18,34,11,6,0
2021-03-24,42,0,13,18,15,20,45,18,12,0
2021-03-25,62,0,17,19,15,18,58,18,22,0
2021-03-26,78,0,23,22,17,26,93,38,36,0
2021-03-27,87,0,27,24,15,22,61,14,30,0
2021-03-28,64,0,22,19,20,18,53,26,13,0
2021-03-29,50,0,16,15,20,18,37,10,16,0
2021-03-30,62,0,14,24,19,17,49,17,14,0
2021-03-31,73,0,19,19,19,27,52,22,15,0
2021-04-01,76,0,23,24,21,20,56,32,28,0
2021-04-02,67,0,21,16,20,15,53,23,32,0
2021-04-03,77,0,25,10,21,24,54,22,29,0
2021-04-04,66,0,15,10,18,12,61,20,21,0
2021-04-05,62,0,20,10,15,13,53,25,27,0
2021-04-06,53,0,12,11,14,14,41,14,12,0
2021-04-07,52,0,9,10,14,11,38,20,11,0
2021-04-08,57,0,16,8,12,16,45,25,12,0
2021-04-09,71,0,23,16,16,15,50,34,17,0
2021-04-10,77,0,23,14,14,19,57,26,14,0
2021-04-11,55,0,17,14,15,14,43,24,11,0
2021-04-12,40,0,12,9,16,13,34,15,7,0
2021-04-13,47,0,14,10,14,12,38,23,13,0
2021-04-14,50,2,9,9,16,11,38,19,12,0
2021-04-15,49,0,16,11,17,15,53,20,15,0
2021-04-16,75,0,20,14,15,18,57,26,27,0
2021-04-17,89,0,21,17,17,20,61,30,30,0
2021-04-18,53,0,16,11,18,12,42,20,12,0
2021-04-19,39,0,13,9,15,13,30,18,8,0
2021-04-20,57,0,16,11,15,12,41,17,12,0
2021-04-21,50,0,13,11,17,12,37,18,13,0
2021-04-22,61,0,17,13,16,15,53,20,21,0
2021-04-23,83,0,25,17,15,11,79,36,36,0
2021-04-24,100,0,28,18,18,13,70,34,28,0
2021-04-25,67,0,20,16,19,17,62,28,27,0
2021-04-26,56,0,22,14,13,17,46,25,24,0
2021-04-27,66,0,21,16,20,20,40,28,24,0
2021-04-28,51,0,14,12,16,18,42,25,17,0
2021-04-29,57,2,17,11,17,17,54,21,20,0
2021-04-30,83,0,26,14,14,19,84,37,35,0
2021-05-01,81,0,25,18,16,16,62,22,31,0
2021-05-02,59,0,17,14,16,12,53,22,35,0
2021-05-03,37,0,11,10,15,15,45,16,13,0
2021-05-04,54,0,13,11,18,16,38,15,11,0
2021-05-05,49,0,11,9,18,16,39,12,12,0
2021-05-06,50,0,13,10,17,15,46,14,16,0
2021-05-07,68,0,18,15,17,15,64,25,25,0
2021-05-08,68,0,20,18,20,17,49,28,17,0
2021-05-09,55,0,14,11,19,10,58,18,20,0
2021-05-10,40,0,9,9,15,10,35,14,13,0
2021-05-11,53,0,11,9,16,15,36,11,11,0
2021-05-12,42,0,13,11,15,17,45,18,9,0
2021-05-13,46,0,15,10,16,18,51,17,13,0
2021-05-14,65,0,20,17,15,21,73,29,20,0
2021-05-15,73,0,22,15,17,23,52,22,29,0
2021-05-16,58,0,20,13,19,10,57,19,15,0
2021-05-17,39,0,12,11,14,16,38,19,9,0
2021-05-18,45,0,12,8,16,18,37,15,12,0
2021-05-19,46,0,14,9,19,12,41,13,14,0
2021-05-20,47,0,14,9,17,14,54,16,14,0
2021-05-21,65,0,18,14,18,16,67,24,25,0
2021-05-22,75,0,23,13,19,14,49,27,27,0
2021-05-23,52,0,18,11,19,13,53,19,18,0
2021-05-24,41,0,13,11,16,18,36,17,9,0
2021-05-25,73,0,16,12,21,21,59,19,17,0
2021-05-26,53,0,19,11,16,16,50,15,17,0
2021-05-27,54,0,18,12,15,21,53,23,17,0
2021-05-28,74,0,28,16,17,27,78,43,31,0
2021-05-29,80,0,22,18,17,22,68,22,20,0
2021-05-30,58,0,19,20,17,19,56,19,11,0
2021-05-31,42,0,17,10,14,12,46,12,12,0
2021-06-01,52,0,14,13,14,16,47,11,21,0
2021-06-02,48,0,14,11,17,13,54,20,11,0
2021-06-03,53,0,14,12,18,16,55,22,12,0
2021-06-04,74,0,21,18,18,14,73,37,26,0
2021-06-05,82,0,26,16,18,21,63,31,18,0
2021-06-06,54,0,16,12,17,13,54,18,16,0
2021-06-07,37,0,13,10,18,15,38,17,13,0
2021-06-08,48,0,13,12,16,13,39,13,10,0
2021-06-09,53,0,15,13,18,12,50,20,9,0
2021-06-10,46,0,14,12,15,16,45,17,17,0
2021-06-11,64,0,20,14,14,18,63,27,24,0
2021-06-12,75,0,21,13,17,17,52,19,19,0
2021-06-13,49,2,17,13,20,11,41,16,15,0
2021-06-14,35,0,13,14,16,17,40,13,9,0
2021-06-15,53,0,13,17,17,17,54,20,20,0
2021-06-16,48,0,16,15,13,19,49,24,22,0
2021-06-17,38,0,11,17,16,20,42,13,14,0
2021-06-18,51,0,22,13,16,12,61,26,23,0
2021-06-19,63,0,16,11,21,16,48,19,24,0
2021-06-20,45,0,14,12,22,16,55,13,8,0
2021-06-21,37,2,12,11,14,18,31,12,12,7
2021-06-22,47,0,13,16,20,11,41,13,12,0
2021-06-23,39,0,13,16,17,22,41,14,8,0
2021-06-24,46,0,15,22,18,16,46,18,16,0
2021-06-25,81,0,30,12,17,15,99,46,48,0
2021-06-26,80,0,23,14,19,21,68,39,43,0
2021-06-27,53,0,18,11,17,12,56,20,28,0
2021-06-28,41,0,16,12,17,13,30,11,13,0
2021-06-29,53,0,19,10,16,11,59,22,20,0
2021-06-30,60,0,22,10,16,14,77,23,22,0
2021-07-01,56,0,25,9,17,15,62,20,21,0
2021-07-02,67,0,25,9,14,18,91,32,25,0
2021-07-03,80,0,24,11,19,17,62,23,28,0
2021-07-04,56,0,19,12,22,17,45,20,23,0
