date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2024-03-07,48,0,3,14,16,22,48,29,22,0
2024-03-08,54,0,5,20,16,19,74,46,53,0
2024-03-09,64,0,7,22,18,24,54,38,35,0
2024-03-10,48,0,5,21,20,21,40,27,34,0
2024-03-11,38,0,4,17,18,20,44,20,15,0
2024-03-12,54,0,5,17,16,18,41,27,19,0
2024-03-13,35,0,4,17,19,19,46,19,23,0
2024-03-14,49,0,3,17,19,20,50,26,23,0
2024-03-15,66,0,6,19,18,30,79,46,34,0
2024-03-16,53,0,9,24,20,27,60,41,39,0
2024-03-17,48,0,6,21,21,19,53,33,33,0
2024-03-18,38,0,4,17,23,20,41,22,23,0
2024-03-19,59,0,6,17,20,23,52,17,18,0
2024-03-20,56,0,8,21,18,16,67,38,34,0
2024-03-21,60,0,5,26,23,30,59,40,38,0
2024-03-22,57,0,6,18,17,21,60,46,38,0
2024-03-23,65,0,6,20,21,27,66,46,41,0
2024-03-24,55,0,7,22,19,29,58,39,36,0
2024-03-25,53,0,5,19,22,24,52,32,39,0
2024-03-26,67,0,7,21,22,32,73,37,35,0
2024-03-27,58,0,5,19,22,29,68,32,26,0
2024-03-28,74,0,6,30,25,29,76,47,58,0
2024-03-29,78,0,6,41,22,46,66,46,59,0
2024-03-30,56,0,10,31,23,23,56,33,48,0
2024-03-31,53,0,6,27,20,29,45,49,46,0
2024-04-01,60,0,8,24,21,29,68,39,38,0
2024-04-02,57,0,5,16,17,23,44,22,25,0
2024-04-03,45,0,5,15,18,20,45,23,26,0
2024-04-04,43,0,5,15,19,19,54,26,28,0
2024-04-05,55,0,8,20,18,16,66,34,43,0
2024-04-06,59,0,8,20,19,23,52,38,46,0
2024-04-07,50,0,7,18,24,26,42,24,27,0
2024-04-08,38,0,4,15,15,18,37,19,25,0
2024-04-09,44,0,4,16,17,15,28,19,17,0
2024-04-10,37,0,4,13,20,22,52,17,24,0
2024-04-11,47,0,6,11,17,19,52,29,22,0
2024-04-12,61,0,6,20,15,14,59,38,31,0
2024-04-13,55,0,6,20,18,20,49,32,33,0
2024-04-14,43,0,4,21,20,17,49,24,31,0
2024-04-15,42,0,3,16,17,21,43,21,31,0
2024-04-16,51,0,5,15,17,17,43,23,14,0
2024-04-17,48,0,4,16,17,13,52,26,27,0
2024-04-18,50,0,6,18,17,18,47,26,23,0
2024-04-19,66,0,8,16,20,20,67,40,37,0
2024-04-20,68,0,6,18,17,19,56,46,45,0
2024-04-21,52,0,6,19,19,19,44,25,22,0
2024-04-22,36,0,5,16,16,25,44,19,23,0
2024-04-23,53,0,6,16,20,23,47,23,24,0
2024-04-24,48,0,4,20,19,21,46,22,26,0
2024-04-25,74,0,5,16,20,20,61,36,43,0
2024-04-26,95,0,10,23,18,23,79,60,60,0
2024-04-27,74,0,7,25,17,31,52,61,62,0
2024-04-28,66,0,7,23,19,24,62,37,42,0
2024-04-29,53,0,4,18,18,22,48,21,24,0
2024-04-30,78,0,6,19,18,24,61,39,42,0
2024-05-01,70,0,5,21,19,17,51,34,40,0
2024-05-02,50,0,8,17,17,19,46,19,29,0
2024-05-03,73,0,10,22,17,27,64,33,47,0
2024-05-04,73,0,6,20,21,22,69,39,40,0
2024-05-05,59,0,5,21,18,18,41,22,33,0
2024-05-06,43,0,5,14,23,20,32,19,15,0
2024-05-07,61,0,5,14,20,20,47,27,24,0
2024-05-08,49,0,5,15,20,18,49,28,26,0
2024-05-09,56,0,6,19,18,27,39,35,27,0
2024-05-10,62,0,7,22,18,25,58,37,43,0
2024-05-11,56,0,6,25,21,26,60,40,36,0
2024-05-12,54,0,7,22,22,17,56,43,31,0
2024-05-13,40,0,5,16,18,23,47,24,22,0
2024-05-14,55,0,5,14,19,19,38,24,22,0
2024-05-15,54,0,5,17,19,21,60,38,28,0
2024-05-16,56,0,6,16,19,26,58,39,28,0
2024-05-17,69,0,7,22,20,13,59,80,35,0
2024-05-18,62,0,7,18,21,21,52,100,47,0
2024-05-19,46,0,5,25,21,22,48,63,21,0
2024-05-20,42,0,4,15,20,21,45,23,26,0
2024-05-21,52,0,5,16,20,22,51,33,23,0
2024-05-22,44,0,3,19,19,24,50,31,17,0
2024-05-23,53,0,4,21,22,26,51,49,31,0
2024-05-24,86,0,7,24,24,32,80,65,65,0
2024-05-25,81,0,6,26,18,32,62,58,64,0
2024-05-26,64,0,8,23,24,23,55,32,45,0
2024-05-27,56,0,5,15,19,29,54,36,36,0
2024-05-28,75,0,6,19,17,20,57,58,40,0
2024-05-29,68,0,7,20,16,23,91,42,39,0
2024-05-30,54,0,5,18,17,16,68,31,26,0
2024-05-31,73,0,7,19,19,18,78,45,58,0
2024-06-01,76,0,7,21,21,24,56,46,66,0
2024-06-02,68,0,7,23,21,22,55,43,50,0
2024-06-03,49,0,7,15,19,17,38,25,34,0
2024-06-04,58,0,5,18,21,21,49,27,26,0
2024-06-05,49,0,4,16,25,22,42,36,30,0
2024-06-06,58,0,4,22,20,32,48,31,32,0
2024-06-07,75,0,7,22,19,25,75,51,53,0
2024-06-08,74,0,7,24,24,38,55,39,54,0
2024-06-09,60,0,4,23,22,17,64,33,31,0
2024-06-10,42,0,4,15,21,22,37,30,24,0
2024-06-11,49,0,6,17,16,21,46,30,21,0
2024-06-12,46,0,6,20,22,24,49,29,20,0
2024-06-13,55,0,5,15,18,17,54,28,22,0
2024-06-14,73,0,7,23,20,23,63,43,47,0
2024-06-15,69,0,7,24,25,41,55,42,54,0
2024-06-16,57,0,5,25,24,24,59,32,38,0
2024-06-17,52,0,5,20,23,22,31,36,33,0
2024-06-18,40,0,6,17,18,17,37,24,24,0
2024-06-19,49,0,7,17,20,17,45,23,25,0
2024-06-20,50,0,5,18,17,18,57,31,35,0
2024-06-21,66,0,5,18,20,18,72,43,42,0
2024-06-22,60,0,5,21,18,23,63,41,35,0
2024-06-23,56,0,7,22,24,21,57,36,27,0
2024-06-24,46,0,5,18,20,24,52,31,37,0
2024-06-25,79,0,5,21,20,24,67,41,45,0
2024-06-26,68,0,5,22,18,26,59,37,37,0
2024-06-27,72,0,7,19,18,22,66,40,39,0
2024-06-28,100,0,8,27,19,25,84,69,67,0
2024-06-29,85,0,7,25,19,21,64,55,71,0
2024-06-30,71,0,4,24,24,22,62,45,50,0
2024-07-01,50,0,4,18,20,16,50,32,37,0
2024-07-02,55,0,3,16,17,22,47,27,29,0
2024-07-03,55,0,4,19,19,28,53,23,33,0
2024-07-04,60,0,6,19,22,23,54,32,34,0
2024-07-05,74,0,6,21,21,25,75,44,60,0
2024-07-06,63,0,5,20,19,22,63,42,48,0
2024-07-07,53,0,7,24,21,15,58,33,43,0
2024-07-08,46,0,6,20,23,25,41,21,26,0
2024-07-09,45,0,4,16,25,19,42,25,28,0
2024-07-10,43,0,4,15,20,16,47,27,25,0
