date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2025-03-19,46,0,8,18,17,26,42,32,29,0
2025-03-20,61,0,9,21,19,32,70,38,45,0
2025-03-21,60,0,11,29,21,27,51,51,79,0
2025-03-22,63,0,9,24,24,28,55,44,51,0
2025-03-23,47,0,6,22,24,26,55,33,28,0
2025-03-24,44,0,7,19,15,24,48,24,27,0
2025-03-25,59,0,7,19,17,29,78,31,59,0
2025-03-26,55,0,5,17,17,39,56,35,41,0
2025-03-27,62,0,7,20,23,23,68,48,69,0
2025-03-28,86,0,8,23,20,31,80,71,77,0
2025-03-29,76,0,9,23,20,38,57,69,84,0
2025-03-30,62,0,11,22,21,29,62,41,66,0
2025-03-31,51,0,5,18,17,26,58,36,52,0
2025-04-01,56,0,6,19,18,25,49,50,52,0
2025-04-02,58,0,7,13,19,28,64,46,39,0
2025-04-03,58,0,8,22,21,26,67,33,52,0
2025-04-04,72,0,9,23,21,31,73,38,64,0
2025-04-05,62,0,13,19,22,21,49,45,64,0
2025-04-06,51,0,7,26,19,26,37,40,44,0
2025-04-07,41,0,8,17,20,26,42,28,30,0
2025-04-08,40,0,5,13,17,18,51,23,28,0
2025-04-09,40,0,8,17,16,22,56,27,25,0
2025-04-10,44,0,6,17,17,26,57,26,35,0
2025-04-11,63,0,7,18,24,37,74,50,55,0
2025-04-12,58,0,9,21,17,27,65,35,56,0
2025-04-13,39,0,8,20,22,27,51,28,34,0
2025-04-14,34,0,5,19,20,31,56,38,19,0
2025-04-15,46,0,6,22,23,24,58,23,27,0
2025-04-16,46,0,2,20,19,33,52,23,37,0
2025-04-17,63,0,8,25,25,34,55,42,48,0
2025-04-18,62,0,8,36,27,43,59,53,49,0
2025-04-19,54,0,3,24,22,29,47,40,48,0
2025-04-20,49,0,7,28,19,32,52,45,46,0
2025-04-21,47,0,4,17,19,27,44,32,39,0
2025-04-22,34,0,4,14,17,25,44,16,26,0
2025-04-23,38,0,2,15,17,23,46,28,24,0
2025-04-24,48,0,5,20,19,30,57,35,41,0
2025-04-25,81,0,8,20,18,26,90,54,81,0
2025-04-26,75,0,10,26,19,37,54,49,74,0
2025-04-27,66,0,9,29,20,34,78,47,58,0
2025-04-28,54,0,9,28,18,30,50,45,53,0
2025-04-29,51,0,5,17,20,22,62,39,36,0
2025-04-30,60,0,7,19,18,31,60,44,48,0
2025-05-01,63,0,8,27,21,31,57,57,56,0
2025-05-02,68,0,6,21,23,31,74,47,56,0
2025-05-03,54,0,9,24,22,45,46,50,53,0
2025-05-04,53,0,3,21,20,26,49,32,38,0
2025-05-05,37,0,7,16,22,22,42,28,27,0
2025-05-06,40,0,4,15,19,32,52,22,23,0
2025-05-07,39,0,6,19,18,16,53,19,27,0
2025-05-08,45,3,5,21,17,34,62,37,27,0
2025-05-09,57,0,9,23,19,30,78,39,44,0
2025-05-10,51,0,9,23,21,25,57,39,46,0
2025-05-11,56,0,4,23,21,30,78,24,38,0
2025-05-12,34,0,4,16,16,23,57,23,0,0
2025-05-13,38,0,6,14,21,19,59,25,26,0
2025-05-14,42,0,6,16,19,33,55,34,23,0
2025-05-15,52,3,6,21,16,26,62,35,48,0
2025-05-16,59,0,7,19,19,34,85,48,52,0
2025-05-17,53,0,7,20,17,22,64,40,50,0
2025-05-18,42,0,6,22,24,20,58,30,32,0
2025-05-19,40,0,4,18,18,22,47,25,26,0
2025-05-20,39,0,4,17,20,20,56,33,23,0
2025-05-21,44,0,7,18,15,30,62,25,29,0
2025-05-22,50,0,6,17,18,24,60,36,38,0
2025-05-23,81,0,7,26,18,29,100,57,89,0
2025-05-24,81,0,11,26,20,28,80,60,62,0
2025-05-25,56,0,9,23,16,30,51,35,52,0
2025-05-26,45,0,6,18,19,23,60,32,38,0
2025-05-27,53,0,5,20,18,23,45,36,47,0
2025-05-28,54,0,5,19,22,27,60,23,31,0
2025-05-29,57,0,3,18,19,29,68,33,40,0
2025-05-30,84,0,11,24,17,33,94,68,78,0
2025-05-31,82,0,9,26,16,22,81,60,92,0
2025-06-01,59,0,7,22,21,19,58,37,65,0
2025-06-02,41,0,4,21,19,28,48,22,33,0
2025-06-03,40,0,6,20,22,22,52,28,36,0
2025-06-04,48,0,7,19,21,19,57,26,36,0
2025-06-05,47,0,4,20,18,26,55,30,41,0
2025-06-06,65,3,8,22,16,29,70,60,61,0
2025-06-07,62,0,6,25,26,24,60,55,50,0
2025-06-08,49,0,7,24,24,16,51,26,42,0
2025-06-09,35,0,4,16,19,34,36,13,31,0
2025-06-10,44,0,5,17,18,19,54,31,29,0
2025-06-11,41,0,4,17,19,28,65,26,28,0
2025-06-12,47,0,7,17,20,30,52,31,30,0
2025-06-13,73,0,6,25,19,29,79,54,67,0
2025-06-14,63,0,6,29,28,30,59,52,61,0
2025-06-15,52,0,6,24,22,34,58,44,45,0
2025-06-16,47,0,6,24,25,28,53,35,34,0
2025-06-17,37,0,4,20,18,25,53,27,26,0
2025-06-18,41,0,3,17,19,20,45,26,30,0
2025-06-19,42,0,5,16,17,18,49,33,32,0
2025-06-20,61,0,7,18,20,26,73,44,47,0
2025-06-21,56,0,7,20,17,28,59,33,36,0
2025-06-22,50,0,5,23,27,33,31,39,19,0
2025-06-23,45,0,4,16,20,24,46,25,25,0
2025-06-24,80,0,6,16,19,35,48,23,35,0
2025-06-25,87,0,8,22,19,29,77,41,71,0
2025-06-26,76,0,8,23,19,28,75,40,42,0
2025-06-27,90,0,8,23,21,34,95,60,79,0
2025-06-28,79,0,10,27,18,27,63,59,72,0
2025-06-29,77,0,9,25,20,36,85,47,47,0
2025-06-30,55,0,6,17,19,30,54,29,41,0
2025-07-01,58,0,4,16,18,24,57,40,41,0
2025-07-02,54,0,6,19,20,25,60,27,44,0
2025-07-03,57,0,6,17,19,30,59,40,48,0
2025-07-04,72,0,7,23,21,41,73,44,87,0
