date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2020-09-04,49,0,18,7,12,10,67,26,27,0
2020-09-05,41,0,17,6,14,15,60,20,26,0
2020-09-06,42,0,10,8,14,15,42,17,19,0
2020-09-07,26,0,10,8,12,16,37,12,10,0
2020-09-08,41,0,11,8,12,12,49,11,9,0
2020-09-09,30,0,10,8,12,17,50,17,8,0
2020-09-10,30,0,11,11,12,18,49,12,11,0
2020-09-11,44,0,16,8,13,13,64,20,20,0
2020-09-12,38,0,16,8,12,14,44,23,18,0
2020-09-13,32,0,16,5,13,14,53,18,14,0
2020-09-14,23,0,13,9,11,13,33,13,9,0
2020-09-15,42,0,11,7,12,15,48,12,10,0
2020-09-16,25,0,10,8,12,19,44,12,14,0
2020-09-17,32,0,12,8,13,16,48,12,15,0
2020-09-18,45,0,16,6,15,9,69,22,22,0
2020-09-19,40,0,16,6,13,17,59,14,24,0
2020-09-20,33,0,14,9,15,16,47,15,22,0
2020-09-21,23,0,8,10,15,21,40,9,8,0
2020-09-22,31,0,10,9,14,16,41,15,15,0
2020-09-23,38,0,17,12,12,21,55,17,15,0
2020-09-24,40,0,13,15,14,19,61,16,27,0
2020-09-25,53,0,17,11,9,18,86,25,33,0
2020-09-26,45,3,17,9,14,11,70,26,29,0
2020-09-27,44,0,17,8,14,17,57,21,27,0
2020-09-28,31,0,8,8,13,20,36,14,10,0
2020-09-29,44,0,12,8,10,20,40,12,12,0
2020-09-30,36,0,13,9,13,23,55,17,21,0
2020-10-01,39,0,10,9,13,21,63,20,22,0
2020-10-02,52,0,19,12,12,22,73,27,42,0
2020-10-03,47,0,18,8,12,15,67,24,35,0
2020-10-04,38,0,12,8,14,11,68,13,21,0
2020-10-05,27,0,9,6,14,16,46,11,12,0
2020-10-06,44,0,10,8,14,15,47,13,10,0
2020-10-07,30,0,8,9,14,16,39,17,11,0
2020-10-08,34,0,10,9,12,16,52,12,18,0
2020-10-09,50,0,14,12,13,22,77,23,26,0
2020-10-10,45,0,19,7,13,19,60,22,31,0
2020-10-11,41,0,13,6,13,14,54,19,17,0
2020-10-12,24,0,11,8,14,20,32,10,10,0
2020-10-13,41,0,11,8,16,25,41,14,9,0
2020-10-14,32,0,8,10,17,17,42,12,8,0
2020-10-15,37,0,10,13,14,16,55,20,24,0
2020-10-16,53,0,20,18,12,14,79,26,25,0
2020-10-17,40,0,14,10,9,16,62,24,19,0
2020-10-18,39,0,13,7,13,21,63,22,24,0
2020-10-19,23,0,11,7,11,13,37,7,14,0
2020-10-20,43,0,13,7,12,20,52,14,12,0
2020-10-21,34,0,10,10,12,14,56,9,10,0
2020-10-22,37,0,12,10,16,26,61,18,15,0
2020-10-23,57,0,18,16,13,22,97,32,27,0
2020-10-24,46,0,18,9,14,10,84,27,30,0
2020-10-25,46,0,14,10,14,17,65,21,30,0
2020-10-26,29,0,10,13,11,19,50,18,18,0
2020-10-27,48,0,14,13,14,19,54,16,14,0
2020-10-28,34,0,14,12,12,22,58,19,13,0
2020-10-29,37,0,16,16,13,24,64,19,25,0
2020-10-30,63,0,20,19,11,22,96,32,33,0
2020-10-31,56,0,21,9,12,19,80,26,40,0
2020-11-01,48,0,17,9,13,16,70,23,33,0
2020-11-02,32,0,13,12,12,18,37,8,13,0
2020-11-03,43,2,12,9,10,16,55,13,14,0
2020-11-04,28,0,9,9,10,15,45,14,11,0
2020-11-05,35,0,11,12,11,18,47,18,20,0
2020-11-06,46,2,15,13,13,20,61,26,24,0
2020-11-07,45,0,17,8,13,20,65,32,29,0
2020-11-08,34,0,16,9,15,16,50,15,18,0
2020-11-09,24,0,11,9,12,16,40,17,11,0
2020-11-10,43,0,14,10,15,18,47,17,17,0
2020-11-11,31,0,23,8,13,15,43,17,18,0
2020-11-12,33,0,8,15,14,14,50,17,21,0
2020-11-13,50,0,17,16,13,16,80,32,28,0
2020-11-14,45,0,18,15,10,24,59,37,24,0
2020-11-15,37,0,15,11,15,23,55,24,23,0
2020-11-16,24,0,10,7,12,17,46,10,10,0
2020-11-17,38,0,12,7,14,14,53,15,6,0
2020-11-18,30,0,12,10,11,16,50,18,11,0
2020-11-19,31,0,12,11,12,18,61,17,25,0
2020-11-20,51,0,18,15,11,19,95,32,31,0
2020-11-21,44,0,19,15,13,15,69,28,30,0
2020-11-22,37,0,14,13,13,17,59,26,16,0
2020-11-23,24,0,8,11,14,16,47,8,15,0
2020-11-24,40,0,11,16,13,18,49,18,13,0
2020-11-25,43,0,16,15,14,27,71,31,23,0
2020-11-26,46,0,12,26,11,23,69,19,31,0
2020-11-27,68,0,25,26,11,26,100,38,42,0
2020-11-28,53,0,21,18,13,28,67,49,31,0
2020-11-29,57,0,16,14,11,22,55,28,28,0
2020-11-30,100,0,14,11,11,16,49,19,21,0
2020-12-01,75,0,14,11,11,22,50,22,23,0
2020-12-02,55,0,14,15,13,26,53,22,13,0
2020-12-03,56,0,13,12,15,16,62,27,20,0
2020-12-04,77,3,17,17,12,21,75,27,22,0
2020-12-05,76,0,19,14,13,19,63,28,34,0
2020-12-06,61,0,15,13,13,16,61,27,26,0
2020-12-07,54,0,11,9,13,20,46,17,9,0
2020-12-08,68,0,11,11,12,17,45,19,19,0
2020-12-09,57,0,10,12,13,16,52,18,19,0
2020-12-10,57,0,15,16,13,27,54,22,25,0
2020-12-11,68,0,16,19,16,20,71,32,36,0
2020-12-12,76,0,15,16,16,22,61,29,25,0
2020-12-13,54,0,15,18,17,25,61,26,21,0
2020-12-14,60,0,12,17,12,22,53,22,21,0
2020-12-15,81,0,17,15,15,19,79,25,31,0
2020-12-16,65,0,16,22,16,28,61,23,25,0
2020-12-17,59,0,16,22,18,26,56,30,27,0
2020-12-18,74,0,21,11,17,16,97,27,43,0
2020-12-19,72,2,23,12,14,19,70,34,40,0
2020-12-20,64,0,21,13,19,28,64,24,26,0
2020-12-21,54,0,17,26,22,40,63,20,25,0
2020-12-22,59,0,15,23,27,39,68,22,29,0
2020-12-23,56,0,19,33,31,43,80,26,23,0
2020-12-24,63,0,20,36,45,60,90,20,29,0
2020-12-25,46,0,27,11,29,34,73,31,41,0
2020-12-26,46,0,20,10,15,13,76,28,27,0
2020-12-27,43,0,14,10,13,20,76,28,30,0
2020-12-28,36,0,12,23,16,25,54,20,18,0
2020-12-29,48,0,17,11,13,17,60,23,22,0
2020-12-30,41,0,14,11,17,17,59,28,19,0
2020-12-31,48,0,18,7,17,12,65,21,49,0
2021-01-01,55,0,25,9,16,0,74,34,37,0
2021-01-02,43,0,14,7,14,16,57,23,37,0
2021-01-03,53,0,15,5,13,11,64,23,21,0
