date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2020-07-03,58,0,21,6,16,21,78,29,51,0
2020-07-04,51,0,22,6,14,17,66,41,39,0
2020-07-05,40,0,17,6,15,17,58,25,24,0
2020-07-06,33,0,10,9,14,20,38,15,15,0
2020-07-07,43,0,14,7,14,13,42,16,20,0
2020-07-08,29,0,9,8,13,18,40,17,16,0
2020-07-09,34,0,11,8,13,15,45,11,16,0
2020-07-10,50,0,21,7,14,16,65,26,41,0
2020-07-11,43,0,17,8,14,17,55,25,33,0
2020-07-12,35,0,11,9,14,18,49,15,19,0
2020-07-13,25,0,12,8,13,16,43,9,14,0
2020-07-14,50,0,10,8,14,18,45,13,12,0
2020-07-15,47,0,9,7,13,16,48,15,16,0
2020-07-16,47,0,11,7,14,15,52,24,20,0
2020-07-17,58,0,18,6,13,11,72,32,23,0
2020-07-18,52,0,17,8,16,20,50,29,20,0
2020-07-19,40,0,11,5,14,19,41,13,20,0
2020-07-20,32,0,10,7,13,12,37,15,9,0
2020-07-21,44,0,10,8,16,13,38,22,11,0
2020-07-22,35,0,12,4,14,16,34,16,11,0
2020-07-23,38,0,8,4,14,19,46,19,18,0
2020-07-24,70,0,20,6,14,17,96,38,28,0
2020-07-25,58,0,20,5,17,17,73,28,35,0
2020-07-26,50,0,16,8,16,16,61,25,23,0
2020-07-27,32,0,11,6,15,16,39,17,18,0
2020-07-28,50,0,14,5,15,14,53,19,17,0
2020-07-29,35,0,12,5,14,15,37,18,16,0
2020-07-30,39,0,11,6,13,18,53,17,26,0
2020-07-31,59,0,22,6,13,14,79,35,37,0
2020-08-01,55,0,18,6,12,20,67,27,33,0
2020-08-02,40,0,14,4,12,15,48,21,16,0
2020-08-03,27,0,10,6,13,12,36,11,7,0
2020-08-04,37,0,11,7,12,17,40,15,11,0
2020-08-05,35,0,11,5,12,7,41,15,13,0
2020-08-06,31,0,10,7,12,10,49,17,17,0
2020-08-07,49,0,14,7,12,21,67,28,29,0
2020-08-08,43,0,16,7,14,21,53,27,22,0
2020-08-09,45,0,12,7,16,17,48,18,18,0
2020-08-10,35,0,13,7,14,15,40,21,16,0
2020-08-11,34,0,8,6,10,11,39,13,16,0
2020-08-12,33,0,9,6,12,15,41,10,9,0
2020-08-13,33,0,11,6,11,11,45,17,17,0
2020-08-14,54,0,16,7,10,17,77,23,28,0
2020-08-15,40,0,13,7,13,16,55,23,18,0
2020-08-16,41,0,10,10,16,20,52,15,14,0
2020-08-17,24,0,6,12,11,23,29,7,9,0
2020-08-18,36,0,11,15,14,28,43,14,13,0
2020-08-19,32,0,11,14,12,25,42,14,11,0
2020-08-20,40,0,15,15,13,27,51,17,20,0
2020-08-21,49,0,18,9,12,16,66,29,24,0
2020-08-22,50,0,17,5,14,18,59,21,27,0
2020-08-23,41,0,13,7,16,13,50,16,8,0
2020-08-24,29,0,11,7,15,18,35,13,13,0
2020-08-25,51,0,11,13,13,20,58,19,15,0
2020-08-26,37,0,10,13,13,21,47,20,14,0
2020-08-27,40,0,14,15,14,25,60,19,18,0
2020-08-28,54,0,16,8,11,13,85,36,19,0
2020-08-29,54,0,18,8,15,20,63,19,25,0
2020-08-30,45,0,12,9,16,16,52,16,24,0
2020-08-31,33,0,11,8,12,21,56,12,24,0
2020-09-01,48,0,13,8,12,17,49,14,18,0
2020-09-02,35,0,13,9,13,19,57,12,15,0
2020-09-03,37,2,14,10,14,19,55,17,28,0
