date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2022-10-07,68,0,9,17,17,24,76,33,36,0
2022-10-08,60,0,8,16,13,23,56,35,39,0
2022-10-09,50,0,7,16,18,17,40,27,20,0
2022-10-10,42,0,4,13,17,21,37,19,14,0
2022-10-11,38,0,6,8,17,20,36,20,12,0
2022-10-12,40,0,5,13,16,21,36,20,15,0
2022-10-13,43,2,6,15,18,17,46,21,19,0
2022-10-14,63,0,6,18,17,18,68,34,23,0
2022-10-15,57,0,10,19,14,24,44,24,38,0
2022-10-16,48,0,7,15,13,24,50,20,21,0
2022-10-17,41,0,5,14,16,20,36,13,12,0
2022-10-18,46,0,5,12,14,13,39,19,17,0
2022-10-19,41,0,4,11,15,17,44,17,12,0
2022-10-20,54,0,5,13,15,22,50,21,19,0
2022-10-21,68,0,8,18,15,23,61,32,29,0
2022-10-22,59,0,9,16,18,24,50,30,41,0
2022-10-23,52,0,9,15,17,17,39,24,24,0
2022-10-24,43,0,4,15,16,18,41,14,17,0
2022-10-25,62,0,5,15,13,24,53,26,28,0
2022-10-26,55,0,4,15,15,22,55,24,27,0
2022-10-27,62,0,7,18,15,19,60,23,29,0
2022-10-28,80,0,8,20,18,13,81,35,44,0
2022-10-29,65,0,9,16,14,27,51,30,35,0
2022-10-30,58,0,7,14,17,15,49,20,29,0
2022-10-31,60,0,6,13,13,19,46,18,22,0
2022-11-01,52,0,4,13,14,23,49,27,24,0
2022-11-02,45,0,5,14,15,19,41,22,19,0
2022-11-03,49,0,8,14,17,17,46,13,24,0
2022-11-04,72,2,9,17,17,25,60,36,35,0
2022-11-05,62,0,7,17,15,25,51,28,29,0
2022-11-06,55,0,6,14,16,20,43,30,21,0
2022-11-07,38,0,4,14,15,22,31,22,14,0
2022-11-08,41,0,5,13,14,19,42,18,15,0
2022-11-09,38,0,5,14,16,14,48,17,16,0
2022-11-10,44,0,6,13,16,24,52,21,21,0
2022-11-11,64,0,7,15,15,20,67,31,26,0
2022-11-12,54,0,8,16,17,22,56,29,34,0
2022-11-13,51,0,7,15,19,21,40,18,23,0
2022-11-14,39,0,5,12,13,12,40,17,15,0
2022-11-15,51,0,5,13,19,13,55,21,25,0
2022-11-16,46,0,5,13,17,20,46,22,17,0
2022-11-17,52,0,5,16,15,20,51,23,18,0
2022-11-18,61,0,7,16,11,25,74,42,35,0
2022-11-19,60,0,11,18,18,17,60,36,37,0
2022-11-20,48,0,7,16,18,17,44,22,22,0
2022-11-21,31,0,4,16,13,19,38,16,16,0
2022-11-22,38,0,4,17,15,20,41,18,13,0
2022-11-23,50,0,6,16,14,24,44,24,13,0
2022-11-24,54,0,6,23,16,35,47,29,24,0
2022-11-25,92,0,9,25,14,31,78,50,48,0
2022-11-26,78,0,9,24,17,30,63,36,40,0
2022-11-27,61,0,7,19,18,23,54,31,38,0
2022-11-28,46,0,6,17,17,23,44,22,23,0
2022-11-29,48,0,5,16,16,20,48,22,16,0
2022-11-30,57,0,5,17,17,22,58,24,22,0
2022-12-01,58,0,6,16,14,16,48,27,28,0
2022-12-02,70,0,8,23,14,19,65,38,39,0
2022-12-03,73,0,11,25,21,32,46,39,41,0
2022-12-04,68,0,9,19,20,19,54,27,27,0
2022-12-05,56,0,6,18,16,21,49,20,26,0
2022-12-06,50,0,7,14,15,23,51,21,21,0
2022-12-07,64,0,7,15,17,21,44,26,29,0
2022-12-08,76,0,9,19,16,20,55,23,21,0
2022-12-09,80,0,6,20,16,21,74,31,29,0
2022-12-10,73,0,10,22,14,27,69,27,32,0
2022-12-11,73,0,8,22,17,25,59,23,27,0
2022-12-12,53,0,6,16,20,23,49,27,22,0
2022-12-13,58,0,6,18,17,17,54,27,16,0
2022-12-14,60,0,8,23,17,29,51,23,25,0
2022-12-15,89,0,9,27,16,30,99,45,38,0
2022-12-16,91,0,10,26,18,36,68,36,46,0
2022-12-17,72,0,11,26,24,26,69,29,48,0
2022-12-18,69,0,6,20,20,20,69,30,39,0
2022-12-19,63,0,5,21,24,30,50,29,31,0
2022-12-20,66,0,8,21,28,27,63,17,34,0
2022-12-21,74,0,7,27,28,31,64,31,24,0
2022-12-22,87,0,5,29,34,40,76,41,32,0
2022-12-23,88,0,7,43,39,48,87,34,38,0
2022-12-24,75,0,9,46,41,52,71,28,42,0
2022-12-25,70,0,9,33,34,48,100,29,35,0
2022-12-26,66,0,11,21,18,17,64,32,36,0
2022-12-27,75,0,8,21,18,23,52,36,34,0
2022-12-28,70,0,7,17,14,27,55,33,31,0
2022-12-29,65,0,5,18,16,26,50,27,33,0
2022-12-30,64,2,5,24,18,29,57,30,39,0
2022-12-31,62,0,7,34,17,42,53,25,47,0
2023-01-01,86,0,12,18,19,17,82,38,47,0
2023-01-02,61,0,5,14,16,15,48,21,30,0
2023-01-03,45,0,6,12,12,18,43,21,25,0
2023-01-04,46,0,6,12,18,16,40,24,17,0
2023-01-05,50,0,4,11,15,14,52,20,26,0
2023-01-06,61,0,6,13,16,18,55,29,29,0
2023-01-07,56,0,7,18,19,19,53,25,28,0
