date,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic
2022-07-07,29,82,0,0,0,0,0,0,41,86
2022-07-08,23,77,0,0,0,0,0,0,52,59
2022-07-09,24,77,0,0,0,0,0,0,35,31
2022-07-10,28,82,0,0,0,0,0,0,32,47
2022-07-11,27,76,0,0,0,0,0,0,74,77
2022-07-12,23,78,0,0,0,0,0,0,66,68
2022-07-13,22,84,0,0,0,0,0,0,58,70
2022-07-14,22,82,0,0,0,0,0,0,69,43
2022-07-15,23,79,0,0,0,0,0,0,32,51
2022-07-16,30,85,0,0,0,0,0,0,37,43
2022-07-17,24,70,0,0,0,0,0,0,32,29
2022-07-18,31,84,0,0,0,0,0,0,64,72
2022-07-19,29,85,0,0,0,0,0,0,60,69
2022-07-20,24,88,0,3,0,0,0,13,64,66
2022-07-21,27,80,0,0,0,0,0,0,75,69
2022-07-22,31,82,0,0,0,0,0,13,52,69
2022-07-23,26,85,0,0,0,0,0,0,36,36
2022-07-24,23,76,6,0,0,0,0,0,33,37
2022-07-25,30,92,0,0,0,0,0,14,66,75
2022-07-26,25,87,0,0,0,0,0,12,54,73
2022-07-27,26,89,0,0,0,0,0,20,52,70
2022-07-28,32,74,0,0,0,0,0,0,53,64
2022-07-29,24,81,0,0,0,0,0,0,64,60
2022-07-30,26,89,0,0,0,0,0,0,28,35
2022-07-31,30,75,0,0,0,0,0,0,31,38
2022-08-01,28,80,0,0,0,0,0,16,42,76
2022-08-02,30,83,0,0,0,0,0,11,62,61
2022-08-03,28,82,0,0,0,0,0,13,67,82
2022-08-04,28,87,0,0,0,0,0,0,66,76
2022-08-05,24,77,0,0,0,0,0,0,50,68
2022-08-06,27,80,0,0,0,0,0,0,32,37
2022-08-07,27,73,0,0,0,0,0,0,27,50
2022-08-08,31,85,0,0,0,0,0,0,46,73
2022-08-09,32,83,0,0,0,0,12,13,31,34
2022-08-10,32,82,0,0,0,0,0,0,62,83
2022-08-11,27,85,0,0,0,0,0,0,61,62
2022-08-12,33,89,0,0,0,0,0,0,66,65
2022-08-13,26,81,0,0,0,0,0,0,28,27
2022-08-14,29,78,0,0,0,0,0,0,36,32
2022-08-15,29,83,0,0,0,0,0,11,61,84
2022-08-16,28,88,0,0,0,0,0,11,46,66
2022-08-17,29,87,0,0,0,0,0,0,57,81
2022-08-18,32,84,0,0,0,0,0,0,47,57
2022-08-19,27,79,0,0,0,0,0,0,40,49
2022-08-20,21,80,0,0,0,0,0,0,25,44
2022-08-21,23,78,0,0,0,0,0,0,33,30
2022-08-22,24,83,0,0,0,0,0,0,66,69
2022-08-23,26,89,0,0,0,0,0,11,65,70
2022-08-24,24,90,0,0,0,0,0,0,49,64
2022-08-25,30,85,0,0,0,0,0,16,54,69
2022-08-26,26,85,0,0,0,0,0,0,47,57
2022-08-27,24,75,0,0,0,0,0,0,30,25
2022-08-28,28,77,0,0,0,0,0,0,25,40
2022-08-29,29,80,0,0,0,0,0,0,66,73
2022-08-30,31,90,0,0,0,0,0,0,50,59
2022-08-31,24,80,0,0,0,0,0,12,65,53
2022-09-01,28,74,0,0,0,0,0,0,48,61
2022-09-02,27,77,0,0,0,0,0,0,55,66
2022-09-03,22,77,0,0,0,0,0,0,24,35
2022-09-04,23,78,0,0,0,0,0,12,30,34
2022-09-05,31,89,0,0,0,0,0,13,46,72
2022-09-06,30,90,0,0,0,0,0,0,56,79
2022-09-07,27,87,0,0,0,0,0,14,53,72
2022-09-08,26,76,0,0,0,0,0,0,45,65
