date,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic
2024-01-10,32,99,0,0,0,0,0,17,89,80
2024-01-11,25,99,0,0,0,0,0,0,100,58
2024-01-12,30,93,0,0,0,0,0,0,80,49
2024-01-13,24,94,0,0,0,0,0,0,54,46
2024-01-14,21,89,0,0,0,0,0,0,39,35
2024-01-15,32,92,0,0,0,0,0,0,65,79
2024-01-16,25,95,0,0,0,0,0,0,59,61
2024-01-17,27,86,0,0,0,0,0,11,61,77
2024-01-18,25,90,0,0,0,0,0,15,69,61
2024-01-19,25,83,0,0,0,0,0,14,87,55
2024-01-20,27,78,0,0,0,0,0,0,55,48
2024-01-21,28,87,0,0,0,0,0,0,39,44
2024-01-22,30,75,0,0,0,0,0,0,80,66
2024-01-23,27,89,0,0,0,0,0,16,70,80
2024-01-24,28,86,0,0,0,0,0,11,58,65
2024-01-25,30,91,0,0,0,0,0,0,67,55
2024-01-26,28,76,0,0,0,0,0,0,65,48
2024-01-27,22,75,0,0,0,0,0,0,19,42
2024-01-28,27,65,0,0,0,0,0,0,39,26
2024-01-29,25,77,0,0,0,0,0,0,66,88
2024-01-30,26,84,0,0,0,0,0,0,66,56
2024-01-31,28,75,0,0,0,0,0,0,71,65
2024-02-01,25,77,0,0,0,0,0,0,69,76
2024-02-02,24,72,0,0,0,0,0,0,70,69
2024-02-03,22,75,0,0,0,0,0,0,31,38
2024-02-04,21,74,0,0,0,0,0,0,28,44
2024-02-05,27,79,0,0,0,0,0,0,74,82
2024-02-06,27,77,0,0,0,0,0,0,64,64
2024-02-07,26,71,0,0,0,0,0,0,58,74
2024-02-08,25,80,0,0,0,0,0,0,78,64
2024-02-09,28,78,0,0,0,0,0,0,59,64
2024-02-10,23,77,0,0,0,0,0,0,42,29
2024-02-11,27,72,0,0,0,0,0,0,32,25
2024-02-12,30,72,0,0,0,0,0,0,73,65
2024-02-13,27,82,0,0,0,0,0,0,66,83
2024-02-14,24,72,0,0,0,0,0,0,42,57
2024-02-15,31,82,0,0,0,0,0,12,68,73
2024-02-16,30,77,0,0,0,0,12,0,58,62
2024-02-17,22,72,0,0,0,0,0,0,38,37
2024-02-18,26,72,0,0,0,0,0,0,26,28
2024-02-19,25,87,0,0,0,0,0,0,81,77
2024-02-20,30,86,0,0,0,0,0,0,57,53
2024-02-21,27,83,0,0,0,0,0,0,66,69
2024-02-22,27,83,0,0,0,0,0,0,70,72
2024-02-23,26,75,0,0,0,0,0,0,52,51
2024-02-24,21,73,0,0,0,0,0,0,35,30
2024-02-25,19,63,0,0,0,0,0,0,31,46
2024-02-26,25,84,0,0,0,0,12,0,71,86
2024-02-27,28,75,0,0,0,0,0,11,47,75
2024-02-28,34,74,0,0,0,0,0,0,61,50
2024-02-29,25,78,0,0,0,0,0,0,66,64
2024-03-01,22,71,0,0,0,0,0,0,60,63
2024-03-02,24,61,0,0,0,0,0,0,28,35
2024-03-03,21,67,0,0,0,0,0,0,33,40
2024-03-04,28,81,0,0,0,0,0,0,57,47
2024-03-05,26,76,0,4,0,0,0,0,55,74
2024-03-06,21,77,0,0,0,0,0,0,45,68
2024-03-07,29,77,0,0,0,0,0,0,49,71
2024-03-08,30,72,0,0,4,0,0,0,38,43
2024-03-09,25,73,0,0,0,0,0,0,35,30
2024-03-10,24,69,0,0,0,0,0,0,24,27
2024-03-11,32,81,0,0,0,0,0,0,57,63
2024-03-12,27,76,0,0,0,0,0,0,49,71
2024-03-13,30,77,0,0,0,0,0,0,41,81
2024-03-14,30,78,0,0,0,13,0,0,60,44
2024-03-15,18,72,0,0,0,0,0,0,54,47
2024-03-16,23,68,0,0,0,0,0,0,30,30
2024-03-17,24,72,0,0,0,0,0,0,37,36
2024-03-18,32,83,0,0,0,0,0,0,70,72
2024-03-19,29,73,0,0,0,0,0,13,56,61
2024-03-20,24,86,0,0,0,0,0,0,61,70
2024-03-21,25,72,0,0,0,0,0,0,27,42
2024-03-22,22,75,0,0,0,0,0,0,42,60
2024-03-23,21,79,0,0,0,0,0,0,36,33
2024-03-24,28,86,0,0,0,0,0,0,19,36
2024-03-25,25,84,0,0,0,0,0,0,60,68
2024-03-26,32,75,0,0,0,0,0,0,60,49
2024-03-27,31,86,0,0,0,0,0,0,59,57
2024-03-28,24,73,0,0,0,0,0,0,38,51
2024-03-29,27,77,0,0,0,0,0,0,30,32
2024-03-30,18,77,0,0,0,0,0,0,29,35
2024-03-31,27,72,0,0,0,0,0,0,23,39
2024-04-01,29,81,0,0,0,0,0,0,37,38
2024-04-02,29,84,0,0,0,0,0,0,85,71
2024-04-03,22,75,0,0,0,0,0,0,55,67
2024-04-04,34,75,0,0,0,0,0,0,48,58
2024-04-05,28,81,0,0,0,0,0,0,46,68
2024-04-06,27,79,0,0,0,0,0,0,30,32
2024-04-07,27,64,0,0,0,0,0,0,34,37
2024-04-08,33,74,0,0,0,0,0,0,54,51
2024-04-09,27,79,0,0,0,0,0,0,58,55
2024-04-10,33,71,0,0,0,0,0,0,55,63
2024-04-11,26,76,0,0,0,0,0,0,61,65
2024-04-12,31,77,0,0,0,0,0,0,62,66
2024-04-13,29,76,0,0,0,0,0,0,36,40
2024-04-14,19,66,0,0,0,0,0,0,34,25
2024-04-15,29,75,0,0,0,0,0,0,50,73
2024-04-16,32,84,0,0,0,0,0,0,65,76
2024-04-17,30,84,0,0,0,0,0,0,72,69
2024-04-18,32,83,0,0,0,0,0,0,40,58
2024-04-19,29,83,0,0,0,0,0,0,51,59
2024-04-20,23,75,0,0,0,0,0,0,30,32
2024-04-21,26,66,0,0,0,0,0,0,40,28
2024-04-22,35,87,0,0,0,0,0,0,58,67
2024-04-23,30,86,0,0,0,0,0,0,57,57
2024-04-24,29,93,0,0,0,0,0,0,53,69
2024-04-25,30,89,0,0,0,0,0,0,47,50
2024-04-26,31,84,0,0,0,0,0,0,40,56
2024-04-27,28,79,0,0,0,0,0,0,38,30
2024-04-28,26,80,0,0,0,0,0,0,25,39
2024-04-29,32,87,0,0,0,0,0,0,61,63
2024-04-30,31,86,0,0,0,0,0,0,55,56
2024-05-01,31,69,0,0,0,0,0,0,36,48
