date,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic
2025-04-24,28,82,0,0,0,0,0,0,36,47
2025-04-25,33,79,0,0,0,0,13,0,43,56
2025-04-26,30,70,0,0,0,0,0,0,33,27
2025-04-27,27,88,0,0,0,0,0,0,43,49
2025-04-28,33,89,0,0,0,0,0,0,29,42
2025-04-29,26,84,0,0,0,0,0,0,49,69
2025-04-30,29,83,0,0,0,0,0,0,40,48
2025-05-01,26,81,0,0,0,0,0,0,27,62
2025-05-02,33,91,0,0,0,0,16,0,24,93
2025-05-03,24,76,0,0,0,0,0,0,39,51
2025-05-04,31,85,0,0,0,0,0,0,28,51
2025-05-05,34,90,0,0,0,0,14,0,46,89
2025-05-06,35,98,0,0,0,0,0,0,56,81
2025-05-07,29,83,0,0,0,0,0,0,55,73
2025-05-08,29,91,0,0,0,0,0,0,54,68
2025-05-09,23,83,0,0,0,0,0,0,53,63
2025-05-10,26,69,0,0,0,0,0,0,25,37
2025-05-11,30,65,0,0,0,0,0,0,18,38
2025-05-12,33,85,0,0,0,0,0,0,53,67
2025-05-13,30,94,0,0,0,0,0,0,54,80
2025-05-14,26,97,0,0,0,0,0,0,48,56
2025-05-15,30,93,0,0,0,0,0,0,42,74
2025-05-16,31,89,0,0,0,0,0,0,56,55
2025-05-17,23,78,0,0,0,0,0,0,24,34
2025-05-18,27,88,0,0,0,0,0,0,26,40
2025-05-19,26,93,0,0,0,0,0,0,69,77
2025-05-20,30,85,0,0,0,0,0,0,53,58
2025-05-21,30,82,0,0,0,0,0,0,62,68
2025-05-22,34,89,0,0,0,0,0,0,50,72
2025-05-23,24,88,0,0,0,0,0,0,55,55
2025-05-24,24,73,0,0,0,0,0,0,27,41
2025-05-25,30,77,0,0,0,0,14,0,32,32
2025-05-26,32,92,0,0,0,0,0,0,54,58
2025-05-27,32,92,0,0,0,0,0,0,52,75
2025-05-28,26,97,0,0,0,0,0,14,55,63
2025-05-29,30,94,0,0,0,0,0,0,55,60
2025-05-30,31,89,0,0,0,0,0,0,42,79
2025-05-31,29,82,0,0,0,0,0,0,16,100
2025-06-01,29,67,0,0,0,0,0,0,21,35
2025-06-02,29,96,0,0,0,0,0,0,61,77
2025-06-03,32,83,0,0,0,0,13,0,42,76
2025-06-04,33,91,0,0,0,0,13,0,49,70
2025-06-05,30,87,0,0,0,0,0,0,36,62
2025-06-06,29,82,0,0,0,0,0,0,51,51
2025-06-07,19,80,0,0,0,0,0,0,32,34
2025-06-08,30,78,0,0,0,0,0,0,27,20
2025-06-09,27,90,0,0,0,0,0,17,48,70
2025-06-10,32,83,0,0,0,0,0,0,52,54
2025-06-11,32,91,0,0,0,0,0,0,54,69
2025-06-12,30,100,0,0,0,0,0,0,48,65
2025-06-13,30,82,0,0,0,0,0,0,50,62
2025-06-14,26,82,0,0,0,0,0,0,33,62
2025-06-15,21,62,0,0,0,0,0,0,18,41
2025-06-16,28,83,0,0,0,0,0,0,31,56
2025-06-17,30,94,0,0,0,0,0,0,52,75
2025-06-18,28,89,0,0,0,0,0,0,47,78
2025-06-19,31,86,0,0,0,0,0,0,44,66
2025-06-20,27,79,0,0,0,0,0,0,44,56
2025-06-21,30,80,0,0,0,0,0,0,0,42
2025-06-22,26,85,0,0,0,0,0,0,33,27
2025-06-23,31,85,0,0,0,0,0,0,54,71
2025-06-24,29,80,0,0,0,0,0,0,51,53
2025-06-25,34,84,0,0,0,0,0,0,50,47
2025-06-26,35,78,0,0,0,0,16,0,40,75
2025-06-27,32,85,0,0,0,0,0,0,34,59
2025-06-28,33,79,0,0,0,0,0,0,24,40
2025-06-29,28,81,5,0,0,0,0,0,43,40
2025-06-30,30,85,0,0,0,0,0,0,43,90
2025-07-01,29,80,0,0,0,0,0,0,45,62
2025-07-02,28,86,0,0,0,0,0,0,49,70
2025-07-03,32,79,0,0,0,0,0,0,68,58
2025-07-04,24,75,0,0,0,0,0,0,34,41
