date,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic
2024-07-11,28,82,0,0,0,0,0,0,63,72
2024-07-12,30,98,0,0,0,0,0,0,55,51
2024-07-13,27,88,0,0,0,0,0,0,29,42
2024-07-14,24,75,0,0,0,0,0,0,27,28
2024-07-15,23,82,0,0,0,0,0,0,56,100
2024-07-16,30,86,0,0,0,0,0,0,66,90
2024-07-17,31,97,0,0,0,0,0,0,76,80
2024-07-18,30,85,0,0,0,0,13,0,52,88
2024-07-19,31,88,0,0,0,0,0,0,57,65
2024-07-20,29,83,0,0,0,0,0,0,39,30
2024-07-21,28,88,0,0,0,0,0,0,29,54
2024-07-22,30,88,0,0,0,0,16,0,59,84
2024-07-23,26,85,0,0,0,0,0,19,65,85
2024-07-24,33,93,0,0,0,0,0,0,52,74
2024-07-25,28,83,0,0,0,0,0,0,52,50
2024-07-26,29,74,0,0,0,0,0,0,51,76
2024-07-27,24,82,0,0,0,0,0,0,28,38
2024-07-28,31,70,0,0,0,0,0,0,33,41
2024-07-29,34,89,0,0,0,0,0,0,67,79
2024-07-30,34,80,0,0,0,0,0,0,48,79
2024-07-31,32,86,0,0,0,0,0,0,68,74
2024-08-01,31,83,0,0,0,0,0,0,62,60
2024-08-02,30,82,0,0,0,0,0,0,42,76
2024-08-03,25,83,0,0,0,0,0,0,49,19
2024-08-04,28,82,0,0,0,0,0,0,29,41
2024-08-05,26,88,0,0,0,0,0,0,58,79
2024-08-06,29,90,0,0,0,0,0,0,72,63
2024-08-07,28,86,0,0,0,0,0,0,66,74
2024-08-08,20,83,0,0,0,0,0,0,56,56
2024-08-09,28,70,0,0,0,0,0,0,23,35
2024-08-10,21,81,0,0,0,0,0,0,41,35
2024-08-11,31,84,0,0,0,0,0,0,40,46
2024-08-12,32,93,0,0,0,0,0,0,50,85
2024-08-13,31,94,0,0,0,0,0,0,48,82
2024-08-14,33,89,0,0,0,0,0,0,61,85
2024-08-15,30,97,0,0,0,0,0,0,64,83
2024-08-16,23,83,0,0,0,0,0,0,57,67
2024-08-17,25,78,0,0,0,0,0,0,52,43
2024-08-18,25,70,0,0,0,0,0,0,32,42
2024-08-19,34,95,0,0,0,0,0,13,50,77
2024-08-20,26,84,0,0,0,0,0,0,61,83
2024-08-21,27,84,0,0,0,0,0,0,53,48
2024-08-22,30,80,0,0,0,0,0,0,71,66
2024-08-23,25,81,0,0,0,0,0,0,47,54
2024-08-24,25,71,0,0,0,0,0,0,29,35
2024-08-25,24,80,0,0,0,0,0,0,25,26
2024-08-26,26,87,0,0,0,0,0,0,62,76
2024-08-27,27,92,0,0,0,0,0,0,53,79
2024-08-28,31,88,0,0,0,0,0,0,36,67
2024-08-29,29,83,0,0,0,0,0,0,73,70
2024-08-30,25,82,0,0,0,0,0,0,36,63
2024-08-31,17,82,0,0,0,0,0,22,30,39
2024-09-01,24,74,0,0,0,0,0,0,29,39
2024-09-02,27,75,0,0,0,0,0,0,59,71
2024-09-03,28,86,0,0,0,0,0,0,57,64
2024-09-04,30,87,0,0,0,0,0,0,62,66
2024-09-05,33,88,0,0,0,0,0,0,50,62
2024-09-06,24,85,0,0,0,0,0,0,50,65
2024-09-07,24,80,0,0,0,0,0,0,38,41
2024-09-08,26,76,0,0,0,0,16,0,39,33
2024-09-09,25,86,0,0,0,0,0,0,67,68
2024-09-10,29,93,0,0,0,0,0,0,70,75
2024-09-11,28,91,0,0,0,0,0,0,66,75
2024-09-12,33,88,0,0,0,0,0,14,53,65
2024-09-13,18,80,0,0,0,0,0,16,59,55
2024-09-14,22,71,0,0,0,0,0,0,39,35
2024-09-15,23,67,0,0,0,0,0,0,25,45
2024-09-16,27,89,0,0,0,0,0,0,54,69
2024-09-17,23,74,0,0,0,0,0,0,66,69
2024-09-18,19,80,0,0,0,0,0,0,62,62
2024-09-19,29,82,0,0,0,0,0,0,64,62
2024-09-20,21,69,0,0,0,17,0,0,59,61
2024-09-21,21,61,0,0,0,0,0,0,20,25
2024-09-22,17,68,0,0,0,0,0,0,33,28
2024-09-23,26,85,0,0,0,0,0,0,49,59
2024-09-24,26,71,0,0,0,0,0,0,32,35
2024-09-25,28,84,0,0,0,0,0,0,56,57
