date,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic
2023-07-09,24,83,0,0,0,0,0,0,39,25
2023-07-10,26,72,0,0,0,0,0,0,57,74
2023-07-11,26,82,0,0,0,0,0,0,46,65
2023-07-12,25,84,0,0,0,0,0,0,46,64
2023-07-13,22,75,0,0,0,0,0,0,47,94
2023-07-14,21,76,0,0,0,0,0,0,52,52
2023-07-15,22,77,0,0,0,0,0,15,17,34
2023-07-16,23,80,0,0,0,0,0,0,25,29
2023-07-17,25,91,0,0,0,0,0,0,46,64
2023-07-18,26,89,0,0,0,0,0,13,43,62
2023-07-19,30,84,0,0,0,0,0,0,50,68
2023-07-20,28,77,0,0,0,0,0,0,51,48
2023-07-21,22,77,0,0,0,0,0,0,51,61
2023-07-22,27,83,0,0,0,0,0,0,32,44
2023-07-23,26,84,0,0,0,0,0,0,30,32
2023-07-24,25,91,0,0,0,0,0,15,50,62
2023-07-25,29,80,0,0,0,0,0,13,50,65
2023-07-26,25,87,0,0,0,0,0,0,55,59
2023-07-27,31,85,0,0,0,0,0,0,59,57
2023-07-28,19,81,0,0,0,0,0,0,46,46
2023-07-29,21,74,0,0,0,0,0,0,26,35
2023-07-30,29,75,0,0,0,0,0,0,34,29
2023-07-31,27,78,0,0,0,0,0,0,52,74
2023-08-01,29,88,0,0,0,0,0,0,52,64
2023-08-02,23,88,0,0,0,0,0,0,55,68
2023-08-03,25,84,0,0,0,0,0,0,49,61
2023-08-04,27,87,0,0,0,0,0,0,55,50
2023-08-05,25,77,0,0,0,0,0,0,24,26
2023-08-06,25,74,0,0,0,0,0,0,32,25
2023-08-07,24,90,0,0,0,0,0,21,43,70
2023-08-08,26,83,0,0,0,0,11,0,42,53
2023-08-09,23,79,0,0,0,0,0,0,32,35
2023-08-10,33,91,0,0,0,0,0,15,47,69
2023-08-11,21,86,0,0,0,0,0,0,42,56
2023-08-12,24,78,0,0,0,0,0,0,34,32
2023-08-13,28,80,0,0,0,0,0,0,26,20
2023-08-14,22,93,0,0,0,0,0,0,47,67
2023-08-15,27,87,0,0,0,0,0,0,48,69
2023-08-16,27,89,0,0,0,0,0,10,50,49
2023-08-17,26,85,0,0,0,0,0,11,55,59
2023-08-18,25,85,0,0,0,0,0,0,57,70
2023-08-19,25,80,0,0,0,0,0,0,22,14
2023-08-20,21,73,0,0,0,0,0,17,33,30
2023-08-21,22,85,0,0,0,0,0,12,49,68
2023-08-22,28,94,0,0,0,0,0,0,50,68
2023-08-23,32,85,0,0,0,0,0,0,51,63
2023-08-24,26,81,0,0,0,0,0,0,50,83
2023-08-25,24,80,0,0,0,0,0,0,60,42
2023-08-26,22,72,0,0,0,0,0,0,34,32
2023-08-27,26,75,0,0,0,12,0,0,28,25
2023-08-28,27,85,0,0,0,0,0,0,52,67
2023-08-29,23,87,0,0,0,0,0,0,29,65
2023-08-30,27,85,0,0,0,0,12,17,32,56
2023-08-31,25,81,0,0,0,0,11,0,44,55
2023-09-01,18,76,0,0,0,0,0,0,33,57
2023-09-02,22,78,0,4,0,0,0,0,21,35
2023-09-03,21,65,0,0,0,0,20,0,16,25
2023-09-04,31,79,0,0,0,0,0,11,55,77
2023-09-05,25,84,0,0,0,0,0,13,60,54
2023-09-06,29,90,0,0,0,0,0,0,58,54
2023-09-07,24,79,0,0,0,0,0,0,38,66
2023-09-08,26,82,0,0,0,0,0,0,52,52
2023-09-09,23,75,0,0,0,0,0,0,45,30
2023-09-10,23,73,0,0,0,0,0,0,19,29
2023-09-11,25,84,0,0,0,0,0,0,55,73
2023-09-12,27,82,0,0,0,0,0,0,51,77
2023-09-13,28,91,0,0,0,0,0,0,45,70
2023-09-14,25,85,0,3,0,0,0,15,46,57
2023-09-15,24,91,0,0,0,0,0,0,51,56
2023-09-16,20,72,0,0,0,0,0,0,23,34
2023-09-17,23,64,0,0,0,0,0,0,21,30
2023-09-18,29,94,0,0,0,0,0,0,57,48
2023-09-19,25,90,0,0,0,15,0,10,41,69
2023-09-20,24,86,0,0,0,0,0,0,42,50
2023-09-21,22,88,0,0,0,0,0,0,35,60
2023-09-22,22,82,0,0,0,0,0,0,39,55
2023-09-23,21,80,0,0,0,0,0,0,20,37
2023-09-24,22,76,0,0,0,0,0,0,18,34
2023-09-25,27,77,0,0,0,0,0,0,31,27
2023-09-26,29,91,0,0,0,0,0,0,61,58
2023-09-27,24,89,0,0,0,0,0,0,42,56
2023-09-28,24,87,0,0,0,0,0,0,43,53
2023-09-29,22,80,0,0,0,0,0,0,33,54
2023-09-30,21,69,0,0,0,0,0,0,25,14
2023-10-01,20,80,0,0,0,0,0,0,29,32
2023-10-02,29,83,0,0,0,0,0,0,53,63
2023-10-03,26,84,0,0,0,0,0,0,52,65
2023-10-04,27,85,0,0,0,0,0,10,48,55
2023-10-05,25,86,0,0,0,0,0,0,39,55
2023-10-06,25,79,0,0,0,0,0,0,44,44
2023-10-07,22,78,0,0,0,0,0,0,23,29
2023-10-08,22,80,0,0,0,0,0,0,32,48
2023-10-09,27,88,0,0,0,0,0,0,45,67
2023-10-10,29,90,0,0,0,0,0,0,58,69
2023-10-11,27,96,0,0,0,0,0,0,49,54
2023-10-12,23,85,0,0,0,0,0,0,51,55
2023-10-13,23,86,0,0,0,0,0,0,41,53
2023-10-14,28,84,0,0,0,0,0,0,20,44
2023-10-15,21,71,0,0,0,0,0,0,23,21
2023-10-16,25,86,0,0,0,0,0,0,59,60
2023-10-17,27,85,0,0,0,0,0,0,60,56
2023-10-18,25,88,0,0,0,0,0,0,48,53
2023-10-19,22,94,0,0,0,0,0,0,55,50
2023-10-20,24,83,0,0,0,0,0,11,43,56
2023-10-21,20,68,0,0,0,0,12,0,22,17
2023-10-22,22,73,0,0,0,0,0,0,28,21
2023-10-23,26,88,0,0,0,0,0,0,52,59
2023-10-24,24,86,0,0,0,0,0,11,52,50
2023-10-25,26,87,0,0,0,0,0,0,43,54
2023-10-26,24,88,0,0,0,0,0,0,51,53
2023-10-27,21,80,0,0,0,0,0,0,44,52
2023-10-28,15,63,0,0,0,0,0,0,17,27
2023-10-29,20,73,0,0,0,0,0,0,23,24
2023-10-30,23,83,0,0,3,0,0,0,49,57
2023-10-31,23,82,0,0,0,0,0,0,48,53
2023-11-01,24,75,0,0,0,0,0,0,42,50
2023-11-02,25,85,0,0,0,0,0,0,47,53
2023-11-03,24,86,0,0,0,0,0,0,46,56
2023-11-04,21,71,0,0,0,0,0,0,22,27
2023-11-05,21,85,0,0,0,0,0,0,35,30
2023-11-06,27,86,0,0,0,0,0,10,50,62
2023-11-07,23,93,0,0,0,0,0,10,46,54
2023-11-08,25,79,0,0,0,0,0,0,50,42
2023-11-09,26,81,0,0,0,0,0,11,45,61
2023-11-10,26,89,0,0,0,0,0,0,32,44
2023-11-11,18,82,0,0,0,0,0,0,26,29
2023-11-12,23,79,0,0,0,0,0,0,26,34
2023-11-13,25,100,0,0,0,0,0,0,60,75
2023-11-14,28,84,0,0,0,0,0,0,62,70
2023-11-15,26,95,0,0,0,0,0,0,67,55
2023-11-16,21,90,0,0,0,0,0,0,57,61
2023-11-17,23,88,0,0,0,0,0,0,56,56
2023-11-18,21,92,0,0,0,0,0,0,43,23
2023-11-19,19,83,0,0,0,0,0,0,32,38
2023-11-20,23,86,0,0,0,0,0,0,53,72
2023-11-21,26,82,0,0,0,0,0,0,62,53
2023-11-22,26,77,0,0,0,0,0,0,57,50
2023-11-23,22,73,0,0,0,0,0,14,58,48
2023-11-24,21,74,0,0,0,0,0,0,37,42
2023-11-25,22,72,0,0,0,0,0,0,26,24
2023-11-26,20,78,0,0,0,0,0,0,21,30
2023-11-27,23,82,0,0,0,0,0,0,48,65
2023-11-28,23,85,0,0,0,0,0,0,50,62
2023-11-29,23,87,0,0,0,0,0,12,45,69
2023-11-30,24,81,0,0,0,0,0,0,40,51
2023-12-01,19,74,0,0,0,0,0,0,32,52
2023-12-02,21,79,0,0,0,0,0,0,25,38
2023-12-03,20,69,0,0,0,0,0,0,25,32
2023-12-04,24,78,0,0,0,0,0,0,57,73
2023-12-05,21,75,0,0,0,0,0,0,41,76
2023-12-06,21,82,0,0,0,0,0,0,43,56
2023-12-07,20,75,0,0,0,0,0,16,52,54
2023-12-08,23,80,0,0,0,0,0,0,46,50
2023-12-09,22,80,0,0,0,0,0,0,26,38
2023-12-10,21,81,0,0,0,0,0,0,28,23
2023-12-11,26,93,0,0,0,0,0,0,57,59
2023-12-12,30,89,0,0,0,0,0,0,40,63
2023-12-13,30,91,0,0,0,0,0,0,41,60
2023-12-14,20,83,0,0,0,0,0,0,32,49
2023-12-15,22,84,0,0,0,0,0,0,33,43
2023-12-16,24,86,0,0,0,0,0,0,0,23
2023-12-17,19,81,0,0,0,0,0,0,23,36
2023-12-18,21,88,0,0,0,0,0,0,46,41
2023-12-19,28,90,0,0,0,0,0,0,47,63
2023-12-20,24,90,0,0,0,0,0,0,50,35
2023-12-21,20,88,0,0,0,0,0,0,32,48
2023-12-22,18,77,0,0,0,0,0,0,31,33
2023-12-23,20,81,0,0,0,0,0,0,23,32
2023-12-24,17,73,0,0,0,0,0,0,18,35
2023-12-25,25,61,0,0,0,0,0,0,26,29
2023-12-26,23,83,0,0,0,0,0,0,33,30
2023-12-27,27,94,0,0,0,0,0,0,40,43
2023-12-28,27,95,0,0,0,0,0,0,38,30
2023-12-29,24,95,0,0,0,14,0,0,41,40
2023-12-30,19,88,0,0,0,0,0,0,18,31
2023-12-31,23,68,0,0,0,0,0,0,0,29
2024-01-01,20,77,0,0,0,0,0,0,26,28
2024-01-02,24,82,0,0,0,0,0,18,43,52
2024-01-03,30,93,0,0,0,0,0,13,47,44
2024-01-04,23,87,0,0,0,0,0,0,42,49
2024-01-05,26,99,0,0,0,0,0,0,61,59
2024-01-06,21,76,0,0,0,0,0,0,57,37
2024-01-07,26,77,0,0,0,0,0,0,53,37
2024-01-08,27,86,0,0,0,0,0,12,100,70
2024-01-09,24,89,0,0,0,0,0,0,99,87
