date,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic
2021-01-04,20,64,0,24,0,0,0,12,59,88
2021-01-05,20,68,0,35,0,0,0,0,59,73
2021-01-06,19,73,0,5,0,0,16,0,60,54
2021-01-07,17,81,0,3,0,0,18,0,51,69
2021-01-08,18,100,0,0,0,0,20,0,31,60
2021-01-09,16,80,0,0,0,0,0,0,32,33
2021-01-10,18,70,0,3,0,0,35,0,34,44
2021-01-11,17,70,0,4,0,0,21,0,61,77
2021-01-12,20,63,0,3,0,0,0,0,65,63
2021-01-13,18,65,0,2,0,0,0,0,52,70
2021-01-14,18,72,0,0,0,0,19,0,44,59
2021-01-15,17,69,0,0,0,0,24,0,49,42
2021-01-16,16,81,0,0,0,0,16,0,29,42
2021-01-17,17,67,0,3,0,0,18,0,29,40
2021-01-18,15,71,0,0,0,0,13,0,51,72
2021-01-19,19,68,0,3,0,0,0,0,47,76
2021-01-20,17,73,0,0,0,0,12,0,49,60
2021-01-21,15,75,0,3,0,0,12,15,81,61
2021-01-22,19,64,0,0,0,0,0,0,100,51
2021-01-23,17,57,0,3,0,0,0,0,44,31
2021-01-24,14,61,0,3,0,0,0,0,24,0
2021-01-25,17,70,0,3,0,0,0,0,39,54
2021-01-26,14,70,0,0,0,0,11,0,40,63
2021-01-27,15,79,0,2,0,0,0,0,42,39
2021-01-28,17,65,0,0,0,0,0,0,38,44
2021-01-29,15,55,0,0,0,0,0,0,34,45
2021-01-30,15,57,0,0,0,0,0,0,0,31
2021-01-31,14,66,0,0,0,0,0,0,34,38
2021-02-01,14,57,0,3,0,0,0,0,44,53
2021-02-02,13,52,0,0,0,0,12,0,51,50
2021-02-03,17,53,0,4,0,0,19,0,38,43
2021-02-04,15,52,0,4,0,0,13,0,48,53
2021-02-05,13,48,0,5,0,0,0,0,45,50
2021-02-06,15,48,0,5,0,0,0,0,23,45
2021-02-07,16,51,0,4,0,0,0,0,0,25
2021-02-08,15,52,0,6,0,0,0,0,60,67
2021-02-09,16,46,0,4,0,0,0,0,56,52
2021-02-10,16,53,0,3,0,0,0,14,64,70
2021-02-11,16,53,0,4,0,0,0,0,46,56
2021-02-12,15,47,0,0,0,0,0,0,47,44
2021-02-13,16,50,0,0,0,0,0,0,22,35
2021-02-14,13,35,0,0,0,0,0,0,19,39
2021-02-15,16,43,0,4,0,0,0,0,41,62
2021-02-16,14,51,0,0,0,0,0,14,44,48
2021-02-17,11,50,0,0,0,0,0,0,51,52
2021-02-18,13,49,0,5,0,0,0,0,42,55
2021-02-19,15,50,0,0,0,0,0,0,40,48
2021-02-20,14,50,0,3,0,0,0,0,20,30
2021-02-21,17,45,0,0,0,0,0,0,27,23
2021-02-22,14,46,0,0,0,0,0,12,45,63
2021-02-23,16,48,0,4,0,0,0,0,50,55
2021-02-24,18,40,0,5,0,0,0,0,36,78
2021-02-25,16,46,0,5,0,0,0,0,40,53
2021-02-26,15,47,0,4,0,0,0,0,39,55
2021-02-27,13,41,0,4,0,0,0,0,21,35
2021-02-28,15,36,0,0,0,0,0,0,19,22
2021-03-01,15,47,0,4,0,0,0,0,50,71
2021-03-02,16,41,0,3,0,0,0,0,39,65
2021-03-03,17,45,0,3,0,0,0,0,40,56
2021-03-04,15,48,0,3,0,0,0,0,37,51
2021-03-05,11,43,0,3,0,0,0,0,35,56
2021-03-06,15,46,0,4,0,0,0,0,21,32
2021-03-07,15,44,0,4,0,0,0,0,22,40
2021-03-08,16,54,0,4,0,0,0,0,35,66
2021-03-09,15,49,0,0,0,0,0,0,55,59
2021-03-10,15,47,0,3,0,0,0,0,47,54
2021-03-11,11,48,0,0,0,0,0,0,37,55
2021-03-12,12,43,0,3,0,0,0,0,31,45
2021-03-13,12,46,0,4,0,0,0,0,28,37
2021-03-14,17,49,0,5,0,0,0,0,28,25
2021-03-15,13,44,0,0,0,0,0,0,36,52
2021-03-16,14,45,0,0,0,0,0,0,40,59
2021-03-17,15,46,0,0,0,0,0,12,31,48
2021-03-18,13,46,0,0,0,0,0,0,39,42
2021-03-19,14,47,0,0,0,0,0,0,48,62
2021-03-20,18,52,0,0,0,0,0,0,0,27
2021-03-21,14,42,0,0,0,0,0,0,19,25
2021-03-22,15,49,0,0,0,0,0,15,32,28
2021-03-23,17,50,0,0,0,0,0,0,46,71
2021-03-24,12,46,0,0,0,0,0,0,54,66
2021-03-25,15,49,0,0,0,0,0,0,40,42
2021-03-26,12,37,0,0,0,0,0,13,31,53
2021-03-27,13,48,0,0,0,0,0,0,39,26
2021-03-28,15,39,0,0,0,0,0,0,22,27
2021-03-29,16,45,0,0,0,0,0,0,40,53
2021-03-30,15,41,0,4,0,0,0,0,47,44
2021-03-31,19,48,0,0,0,0,0,0,44,47
2021-04-01,13,44,0,0,0,0,0,0,43,39
2021-04-02,12,41,0,0,0,0,0,0,23,28
2021-04-03,16,44,0,0,0,0,0,0,26,41
2021-04-04,15,37,0,0,0,0,0,0,20,31
2021-04-05,17,41,0,0,0,0,0,0,29,40
2021-04-06,15,48,0,0,0,0,0,0,50,62
2021-04-07,14,47,0,0,0,0,0,0,48,54
2021-04-08,16,53,0,0,0,0,0,0,45,63
2021-04-09,12,47,0,0,0,0,0,0,31,46
2021-04-10,18,44,0,0,0,0,0,14,18,25
