date,Medicine,Tablets,Pharmaceutical drugs,COVID-19 vaccine,Insurance plan,Vitamins online,Immune booster,Physician,Netcare,mediclinic
2023-01-08,24,82,0,0,0,0,0,0,42,42
2023-01-09,24,88,0,0,0,0,0,17,74,94
2023-01-10,28,83,0,5,0,0,0,0,69,84
2023-01-11,24,85,0,0,0,0,0,0,66,99
2023-01-12,23,87,0,0,0,0,0,0,63,70
2023-01-13,19,72,0,0,0,0,0,0,81,82
2023-01-14,18,83,0,0,0,0,0,0,45,41
2023-01-15,22,71,0,0,0,0,0,0,45,45
2023-01-16,22,70,0,0,0,0,0,12,81,86
2023-01-17,26,78,0,0,0,0,0,0,75,83
2023-01-18,26,78,0,0,0,0,0,0,66,89
2023-01-19,23,70,0,0,0,0,0,12,62,81
2023-01-20,26,74,0,0,0,0,0,0,58,67
2023-01-21,23,69,0,0,0,0,0,0,50,36
2023-01-22,24,70,0,0,0,0,0,0,36,45
2023-01-23,28,86,0,0,0,0,0,0,84,85
2023-01-24,22,78,0,0,0,0,0,0,74,79
2023-01-25,28,77,0,0,0,0,0,0,59,79
2023-01-26,26,77,0,0,0,0,0,15,71,91
2023-01-27,25,73,0,0,0,0,0,0,64,75
2023-01-28,23,82,0,0,0,0,0,0,39,28
2023-01-29,19,69,0,0,0,0,0,0,36,44
2023-01-30,31,86,0,0,0,0,0,0,91,85
2023-01-31,26,81,0,0,0,0,0,0,68,79
2023-02-01,27,82,0,0,0,0,0,0,72,84
2023-02-02,27,87,0,0,0,0,0,14,60,90
2023-02-03,24,85,0,0,0,0,14,0,50,78
2023-02-04,18,74,0,0,0,0,0,15,38,38
2023-02-05,25,81,0,0,0,0,0,0,28,40
2023-02-06,26,81,0,0,0,0,15,17,88,100
2023-02-07,30,79,0,0,0,0,0,0,80,82
2023-02-08,24,87,0,0,0,0,0,0,71,73
2023-02-09,24,77,0,0,0,0,0,0,77,83
2023-02-10,21,74,0,0,0,0,0,0,52,92
2023-02-11,21,78,0,0,0,0,0,0,32,30
2023-02-12,20,71,0,0,0,0,0,0,32,40
2023-02-13,24,81,0,0,0,0,0,0,68,75
2023-02-14,26,74,0,0,0,0,0,0,72,89
2023-02-15,31,80,0,0,0,0,0,0,45,75
2023-02-16,25,90,0,0,0,0,0,13,60,74
2023-02-17,23,80,0,0,0,0,0,0,60,67
2023-02-18,24,76,0,0,0,0,0,0,29,39
2023-02-19,26,77,0,0,0,0,0,0,28,36
2023-02-20,28,77,0,0,0,0,0,16,77,71
2023-02-21,26,80,0,0,0,0,0,0,72,87
2023-02-22,27,80,0,0,0,0,0,0,56,78
2023-02-23,29,75,0,0,0,0,0,12,51,95
2023-02-24,25,87,0,0,0,0,0,0,49,73
2023-02-25,25,80,0,0,0,0,0,0,26,40
2023-02-26,23,72,0,0,0,0,0,0,35,46
2023-02-27,28,91,0,0,0,0,0,0,77,69
2023-02-28,27,78,0,0,0,0,0,17,59,76
2023-03-01,33,77,0,0,0,0,0,11,66,66
2023-03-02,25,78,0,0,0,12,0,17,57,72
2023-03-03,24,78,0,0,0,0,0,0,56,73
2023-03-04,26,82,0,0,0,0,0,0,48,42
2023-03-05,26,76,0,0,0,0,0,0,34,34
2023-03-06,24,83,0,0,0,0,16,0,80,88
2023-03-07,28,82,0,0,0,0,0,0,74,72
2023-03-08,29,82,0,0,0,0,0,0,58,66
2023-03-09,28,82,0,0,0,0,0,11,66,60
2023-03-10,23,83,0,0,0,0,0,0,58,77
2023-03-11,21,72,0,0,0,0,0,0,32,44
