date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2021-07-05,0,13,5,66,18,72,18,0,11,30
2021-07-06,0,14,6,57,15,77,10,0,14,35
2021-07-07,0,14,7,62,18,70,14,0,13,34
2021-07-08,0,13,7,63,19,75,14,0,11,38
2021-07-09,0,12,6,64,21,77,15,0,22,42
2021-07-10,0,16,8,81,19,100,18,0,14,35
2021-07-11,0,17,8,64,19,71,12,0,19,53
2021-07-12,0,10,6,49,10,52,0,0,0,15
2021-07-13,0,9,3,43,11,50,0,0,0,31
2021-07-14,0,7,7,51,12,64,0,0,20,29
2021-07-15,0,11,6,52,14,59,28,0,13,38
2021-07-16,0,11,6,58,13,79,15,0,17,30
2021-07-17,0,15,7,63,16,80,0,0,15,42
2021-07-18,0,12,9,67,21,90,0,0,13,46
2021-07-19,0,12,10,68,20,66,11,0,20,32
2021-07-20,0,13,5,65,19,77,10,0,11,29
2021-07-21,0,13,7,72,18,70,13,0,18,33
2021-07-22,0,16,6,66,18,100,14,0,12,26
2021-07-23,0,13,9,68,17,81,20,0,18,19
2021-07-24,0,17,9,78,23,97,13,0,23,32
2021-07-25,0,16,10,69,23,84,12,0,20,33
2021-07-26,0,11,9,67,19,81,22,0,18,35
2021-07-27,0,13,5,59,19,80,12,0,20,26
2021-07-28,0,16,6,64,18,79,14,0,17,39
2021-07-29,0,11,6,68,21,76,11,0,0,34
2021-07-30,0,12,5,64,15,60,0,0,10,40
2021-07-31,0,18,9,73,16,75,18,0,15,33
2021-08-01,0,15,9,65,20,76,0,0,13,37
2021-08-02,0,12,7,58,16,87,17,0,16,41
2021-08-03,0,14,6,61,18,71,22,0,0,26
2021-08-04,0,12,5,68,14,70,17,0,21,37
2021-08-05,0,11,8,56,17,65,11,0,0,30
2021-08-06,0,10,7,53,16,62,14,0,13,36
2021-08-07,0,14,6,62,18,68,0,0,16,40
2021-08-08,0,12,6,62,17,69,0,0,17,50
2021-08-09,0,11,6,65,16,72,0,0,13,48
2021-08-10,0,11,6,53,15,70,13,0,18,38
2021-08-11,0,9,7,57,14,61,11,0,0,38
2021-08-12,0,12,6,62,13,68,15,0,0,28
2021-08-13,0,11,5,58,15,79,11,0,0,27
2021-08-14,0,12,8,64,16,71,12,0,12,42
2021-08-15,0,14,7,55,18,66,0,0,22,34
2021-08-16,0,11,6,57,15,74,14,0,10,33
2021-08-17,0,13,5,60,15,71,17,0,13,37
2021-08-18,0,12,8,53,12,75,17,0,0,46
2021-08-19,0,8,5,57,16,76,20,0,12,35
2021-08-20,0,10,6,62,16,84,13,0,13,36
2021-08-21,0,12,9,68,19,80,0,0,14,53
2021-08-22,0,14,5,55,18,73,0,0,11,53
2021-08-23,0,13,5,54,20,94,17,0,18,38
2021-08-24,0,12,4,63,17,77,21,0,0,42
2021-08-25,0,12,5,55,19,68,20,0,13,49
2021-08-26,0,10,4,57,15,62,13,0,15,43
2021-08-27,0,10,8,59,15,66,14,0,10,45
2021-08-28,0,13,7,67,17,69,0,0,11,44
2021-08-29,0,13,7,62,13,56,0,0,0,55
2021-08-30,0,11,6,70,17,75,19,0,14,41
2021-08-31,0,13,6,60,16,73,10,0,14,36
2021-09-01,0,12,3,45,14,65,13,0,19,35
2021-09-02,0,12,6,59,15,59,0,0,13,38
2021-09-03,0,14,5,50,13,48,0,0,11,46
2021-09-04,0,11,10,71,15,77,0,0,0,57
2021-09-05,0,12,7,57,18,74,0,0,17,62
2021-09-06,0,12,6,51,16,56,16,0,17,44
2021-09-07,0,10,7,57,15,75,0,0,13,42
2021-09-08,0,10,6,57,14,71,20,0,13,44
2021-09-09,0,8,5,59,17,67,15,0,14,44
2021-09-10,0,12,5,54,19,79,13,0,12,48
2021-09-11,0,12,9,57,16,68,18,0,19,58
2021-09-12,0,9,10,61,14,62,12,0,18,48
2021-09-13,0,12,5,63,14,57,13,0,20,44
2021-09-14,0,11,5,63,13,70,18,0,11,49
2021-09-15,0,13,7,61,16,69,12,0,12,41
2021-09-16,0,10,6,67,15,69,17,0,14,36
2021-09-17,0,10,6,72,15,65,14,0,0,51
2021-09-18,0,13,5,61,20,69,0,0,0,53
2021-09-19,0,13,6,70,17,71,0,0,13,62
2021-09-20,0,9,4,59,16,69,0,0,20,41
2021-09-21,0,11,6,60,14,66,13,0,11,48
2021-09-22,0,13,4,55,14,77,13,0,15,24
2021-09-23,0,9,4,52,19,65,0,0,13,36
2021-09-24,0,11,5,58,20,80,17,0,28,48
2021-09-25,0,15,5,55,19,82,13,0,20,48
2021-09-26,0,14,7,51,17,83,0,0,12,49
2021-09-27,0,10,4,57,18,76,21,0,14,47
2021-09-28,0,11,4,56,17,77,14,0,16,49
2021-09-29,0,13,5,52,15,71,12,0,17,37
2021-09-30,0,14,5,58,16,82,16,0,16,27
2021-10-01,0,14,6,52,17,71,10,0,11,40
2021-10-02,0,12,8,60,14,82,0,0,18,52
2021-10-03,0,12,7,57,17,80,0,0,14,62
2021-10-04,0,12,4,51,15,68,14,0,11,44
2021-10-05,0,13,4,61,16,63,18,0,11,44
2021-10-06,0,12,0,57,21,89,23,0,20,48
2021-10-07,0,9,6,58,15,66,16,0,17,47
2021-10-08,0,12,8,53,15,74,20,0,23,40
2021-10-09,0,12,8,62,19,95,0,0,0,47
2021-10-10,0,11,6,56,21,70,0,0,0,65
2021-10-11,0,10,6,56,19,79,14,0,12,59
2021-10-12,0,12,5,48,15,74,19,0,13,42
2021-10-13,0,8,4,53,15,73,19,0,11,48
2021-10-14,0,11,5,51,20,74,15,0,13,48
2021-10-15,0,10,5,50,16,67,19,0,12,45
2021-10-16,0,14,8,62,19,78,0,0,12,47
2021-10-17,0,11,7,61,20,86,13,0,22,45
2021-10-18,0,10,4,56,19,66,17,0,0,41
2021-10-19,0,10,4,56,18,63,15,0,13,51
2021-10-20,0,10,4,60,17,67,15,0,0,39
2021-10-21,0,13,5,55,16,70,15,0,0,45
2021-10-22,0,12,5,57,15,69,20,0,0,48
2021-10-23,0,11,7,63,17,88,0,0,0,49
2021-10-24,0,13,5,67,19,65,0,0,18,54
2021-10-25,0,13,6,69,19,73,13,10,18,44
2021-10-26,0,9,7,65,18,79,17,0,11,44
2021-10-27,0,9,5,57,17,65,16,0,15,36
2021-10-28,0,10,4,49,14,70,13,0,13,36
2021-10-29,0,12,5,56,17,56,15,0,0,38
2021-10-30,0,9,5,63,15,66,0,0,17,55
2021-10-31,0,14,9,71,21,77,0,0,0,60
2021-11-01,0,12,4,69,24,76,24,0,17,63
2021-11-02,0,10,4,53,14,72,16,0,0,29
2021-11-03,0,9,4,52,17,66,12,0,15,31
2021-11-04,0,8,4,61,23,71,18,0,12,36
2021-11-05,0,10,6,63,21,64,0,0,11,36
2021-11-06,0,13,4,65,21,80,12,0,0,51
2021-11-07,0,10,7,60,21,75,0,0,0,50
2021-11-08,0,11,6,62,21,59,20,0,15,42
2021-11-09,0,12,8,58,21,65,18,0,18,39
2021-11-10,0,11,3,63,23,61,12,0,13,49
2021-11-11,0,12,6,62,18,60,18,0,10,44
2021-11-12,0,14,8,60,21,77,17,0,17,38
2021-11-13,0,13,7,65,29,92,0,0,16,55
2021-11-14,0,14,6,63,23,88,0,0,12,61
2021-11-15,0,13,7,61,18,78,0,0,16,50
2021-11-16,0,12,6,62,19,77,16,0,17,43
2021-11-17,0,11,6,61,22,78,13,0,18,38
2021-11-18,0,12,5,73,26,70,12,0,16,38
2021-11-19,0,11,5,73,23,62,16,0,17,38
2021-11-20,0,14,8,74,20,64,0,0,12,35
2021-11-21,0,13,11,77,27,62,0,0,15,46
2021-11-22,0,13,6,86,26,77,20,0,18,31
2021-11-23,0,15,8,85,25,77,14,0,19,27
2021-11-24,0,14,6,81,29,78,17,0,13,37
2021-11-25,0,15,8,92,30,80,13,0,0,28
2021-11-26,0,15,9,100,29,91,12,0,16,31
2021-11-27,0,17,9,79,24,69,17,0,20,30
2021-11-28,0,17,8,67,24,87,17,0,17,46
2021-11-29,0,14,8,65,19,83,14,0,12,40
2021-11-30,0,14,6,62,21,91,20,0,13,36
2021-12-01,0,15,7,68,21,73,14,0,21,36
2021-12-02,0,12,5,60,21,59,19,0,14,36
2021-12-03,0,14,7,51,18,61,13,0,25,39
2021-12-04,0,13,8,70,22,99,19,0,15,40
2021-12-05,0,15,8,62,20,89,0,0,22,55
2021-12-06,0,16,6,64,20,78,0,0,18,35
2021-12-07,0,13,5,61,18,73,15,0,23,42
2021-12-08,0,14,4,62,17,81,12,0,16,47
2021-12-09,0,12,5,61,20,69,10,0,0,30
2021-12-10,0,11,5,61,20,77,16,0,20,37
2021-12-11,0,12,7,61,26,91,17,0,27,47
2021-12-12,0,15,8,61,27,74,0,0,22,40
2021-12-13,0,17,8,62,22,72,16,0,22,32
2021-12-14,0,13,8,68,24,78,19,0,16,38
2021-12-15,0,15,5,67,24,91,23,0,17,38
2021-12-16,0,15,7,72,26,98,0,0,0,44
2021-12-17,0,13,6,65,25,81,15,0,26,38
2021-12-18,0,14,9,72,24,96,0,0,0,32
2021-12-19,0,16,6,67,23,85,0,0,21,43
2021-12-20,0,17,8,71,30,97,13,0,32,41
2021-12-21,0,13,7,67,33,92,15,0,19,37
2021-12-22,0,14,4,74,24,88,20,0,23,45
2021-12-23,0,12,5,63,23,67,13,0,14,45
2021-12-24,0,8,7,47,18,56,0,0,16,45
2021-12-25,0,7,5,41,13,37,0,0,0,43
2021-12-26,0,11,6,49,24,74,0,0,0,43
2021-12-27,0,13,5,59,17,85,0,0,17,39
2021-12-28,0,14,7,66,20,94,19,0,16,53
2021-12-29,0,14,5,67,23,83,0,0,13,49
2021-12-30,0,12,5,60,29,90,14,0,19,62
2021-12-31,0,9,5,44,19,54,17,0,0,27
2022-01-01,0,9,7,45,16,75,0,0,0,42
2022-01-02,0,15,8,62,18,76,0,0,19,47
2022-01-03,0,15,8,65,25,96,16,0,15,48
2022-01-04,0,13,9,62,22,94,19,0,16,33
2022-01-05,0,15,7,56,23,75,14,0,27,39
