date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2021-03-01,0,14,3,75,23,59,19,0,13,46
2021-03-02,0,15,7,72,22,64,16,0,9,40
2021-03-03,0,16,6,66,23,54,0,0,9,43
2021-03-04,0,11,7,75,25,70,0,0,10,35
2021-03-05,0,15,8,79,23,70,12,0,0,39
2021-03-06,0,21,12,79,23,68,0,0,0,47
2021-03-07,0,18,11,77,20,63,0,0,0,51
2021-03-08,0,15,7,74,23,55,17,0,13,40
2021-03-09,0,8,8,68,23,63,12,0,9,43
2021-03-10,0,13,8,66,20,66,15,0,13,40
2021-03-11,0,14,7,71,21,61,12,0,11,36
2021-03-12,0,13,10,62,21,64,13,0,0,41
2021-03-13,0,15,9,82,23,68,12,0,11,41
2021-03-14,0,18,8,75,24,70,0,0,15,62
2021-03-15,0,11,6,70,22,52,10,0,9,42
2021-03-16,0,11,9,74,26,59,16,0,12,46
2021-03-17,0,11,5,67,23,59,15,0,11,30
2021-03-18,0,11,8,67,21,47,15,0,19,37
2021-03-19,0,15,5,71,15,56,11,0,14,31
2021-03-20,0,18,10,80,24,86,0,0,14,62
2021-03-21,0,15,12,79,23,71,0,0,0,59
2021-03-22,0,14,8,87,31,77,0,0,14,76
2021-03-23,0,22,7,72,22,61,11,0,0,41
2021-03-24,0,12,8,71,22,59,12,0,20,27
2021-03-25,0,17,9,71,26,63,0,0,15,34
2021-03-26,0,15,7,63,24,53,11,0,22,33
2021-03-27,0,18,9,81,28,72,0,0,11,50
2021-03-28,0,17,10,80,30,70,0,0,20,51
2021-03-29,0,17,10,71,21,64,13,0,11,42
2021-03-30,0,14,6,67,27,55,13,0,14,33
2021-03-31,0,14,6,69,22,60,0,0,0,36
2021-04-01,0,10,9,68,24,67,14,0,15,32
2021-04-02,0,16,9,69,22,80,16,0,0,39
2021-04-03,0,12,9,75,22,75,20,0,19,47
2021-04-04,0,16,10,76,22,65,0,0,12,54
2021-04-05,0,14,13,79,26,79,0,0,21,55
2021-04-06,0,14,7,72,23,58,10,0,19,39
2021-04-07,0,13,8,70,25,61,20,0,11,43
2021-04-08,0,15,11,76,21,67,14,0,12,42
2021-04-09,0,9,9,61,23,62,11,0,9,42
2021-04-10,0,17,11,69,24,60,0,0,13,60
2021-04-11,0,15,11,68,21,62,15,0,12,53
2021-04-12,0,15,8,69,20,55,12,0,10,33
2021-04-13,0,8,0,62,25,47,16,0,0,37
2021-04-14,0,13,8,63,16,68,13,0,13,42
2021-04-15,0,14,7,56,22,58,20,0,0,48
2021-04-16,0,11,8,70,22,63,20,0,15,41
2021-04-17,0,17,11,81,28,67,13,0,13,39
2021-04-18,0,17,9,68,24,74,0,0,15,57
2021-04-19,0,11,8,75,21,68,13,0,12,21
2021-04-20,0,12,7,73,23,72,14,0,12,32
2021-04-21,0,13,6,61,20,67,12,0,13,43
2021-04-22,0,15,9,73,23,74,19,0,18,45
2021-04-23,0,15,4,70,22,62,15,0,10,35
2021-04-24,0,16,10,82,25,92,11,0,12,36
2021-04-25,0,18,11,77,21,69,0,0,19,57
2021-04-26,0,17,7,70,21,70,12,0,12,50
2021-04-27,0,21,10,84,30,79,13,0,20,47
2021-04-28,0,14,9,72,22,72,13,0,0,32
2021-04-29,0,19,7,69,20,64,13,0,18,34
2021-04-30,0,11,9,67,20,58,10,0,0,30
2021-05-01,0,17,6,76,21,62,0,0,17,39
2021-05-02,0,14,10,75,22,62,0,0,12,48
2021-05-03,0,17,8,63,19,59,9,0,9,35
2021-05-04,0,12,7,67,18,74,15,0,17,44
2021-05-05,0,14,7,63,18,54,14,0,17,38
2021-05-06,0,12,7,55,20,55,11,0,16,32
2021-05-07,0,12,8,63,19,57,15,0,18,43
2021-05-08,0,19,9,68,25,66,0,0,16,43
2021-05-09,0,15,8,63,20,64,0,0,0,40
2021-05-10,0,15,7,65,18,59,9,0,14,41
2021-05-11,0,15,7,64,18,58,20,0,12,31
2021-05-12,0,12,5,67,22,57,16,0,9,30
2021-05-13,0,16,5,66,17,52,12,0,15,42
2021-05-14,0,14,9,71,22,58,10,0,11,22
2021-05-15,0,15,6,78,22,63,0,0,11,40
2021-05-16,0,17,9,76,22,55,0,0,17,56
2021-05-17,0,13,8,64,21,72,10,0,9,48
2021-05-18,0,10,7,64,18,63,17,0,12,30
2021-05-19,0,15,7,68,21,65,14,0,9,46
2021-05-20,0,14,7,66,17,53,17,0,9,29
2021-05-21,0,11,10,64,20,55,18,0,0,37
2021-05-22,0,17,8,80,21,73,0,0,13,47
2021-05-23,0,19,10,62,23,72,0,0,19,43
2021-05-24,0,13,5,70,27,64,15,0,11,28
2021-05-25,0,17,6,72,19,60,21,0,17,34
2021-05-26,0,16,9,60,24,66,21,0,17,25
2021-05-27,0,18,5,64,23,51,13,0,19,34
2021-05-28,0,14,9,69,18,67,14,0,0,33
2021-05-29,0,16,10,78,29,73,0,0,13,41
2021-05-30,0,17,13,74,29,76,0,0,20,36
2021-05-31,0,12,9,66,20,57,13,0,11,33
2021-06-01,0,13,5,69,18,65,11,0,13,28
2021-06-02,0,15,6,70,23,61,0,0,14,28
2021-06-03,0,14,5,64,21,56,12,0,12,27
2021-06-04,0,17,9,67,22,62,0,0,0,29
2021-06-05,0,15,9,74,31,86,12,0,13,37
2021-06-06,0,15,11,77,26,73,0,0,0,40
2021-06-07,0,14,8,66,23,59,9,0,14,28
2021-06-08,0,13,6,66,24,62,12,0,13,30
2021-06-09,0,14,0,63,23,81,10,0,11,45
2021-06-10,0,9,6,67,22,63,11,0,19,28
2021-06-11,0,14,5,68,22,50,16,0,17,28
2021-06-12,0,13,7,78,22,65,14,0,16,41
2021-06-13,0,17,7,78,17,75,0,0,22,36
2021-06-14,0,12,9,63,20,54,10,0,15,31
2021-06-15,0,13,8,69,24,62,18,0,12,28
2021-06-16,0,21,11,82,24,84,21,0,0,47
2021-06-17,0,16,7,77,22,52,13,0,17,26
2021-06-18,0,14,4,80,20,65,10,0,0,33
2021-06-19,0,20,11,82,20,81,0,0,16,26
2021-06-20,0,14,10,71,20,70,0,0,0,34
2021-06-21,0,14,7,66,21,61,11,0,15,37
2021-06-22,0,15,7,65,20,63,16,0,16,33
2021-06-23,0,16,7,72,20,65,17,0,13,19
2021-06-24,0,13,11,65,23,59,10,0,11,24
2021-06-25,0,14,7,74,22,66,20,0,17,19
2021-06-26,0,17,12,80,25,68,12,0,15,27
2021-06-27,0,15,12,76,21,82,0,0,14,41
2021-06-28,0,15,6,77,22,64,0,0,9,25
2021-06-29,0,19,7,73,22,67,11,0,0,34
2021-06-30,0,17,7,65,23,62,11,0,13,31
2021-07-01,0,15,8,75,22,69,11,0,14,32
2021-07-02,0,18,7,74,22,61,15,0,16,33
2021-07-03,0,22,15,97,25,76,0,0,17,37
2021-07-04,0,23,9,84,23,93,0,0,17,51
