date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2023-01-08,0,23,8,90,26,89,0,0,27,59
2023-01-09,0,18,10,90,26,81,30,0,26,55
2023-01-10,0,17,7,84,24,82,15,0,17,46
2023-01-11,0,16,6,82,28,92,0,0,24,47
2023-01-12,0,20,9,82,30,82,11,0,29,48
2023-01-13,0,16,8,81,28,82,14,0,13,49
2023-01-14,0,16,8,85,36,89,16,0,0,57
2023-01-15,0,18,5,77,31,84,24,0,17,60
2023-01-16,0,15,9,79,29,84,14,0,21,46
2023-01-17,0,14,9,65,27,84,15,0,15,43
2023-01-18,0,13,7,76,26,72,18,0,19,46
2023-01-19,0,12,6,79,27,81,14,0,22,48
2023-01-20,0,15,6,73,21,75,15,0,22,37
2023-01-21,0,21,8,91,35,77,11,0,17,51
2023-01-22,0,18,9,84,33,96,12,0,26,67
2023-01-23,0,20,7,94,31,79,0,0,27,54
2023-01-24,0,18,8,88,28,85,0,0,25,44
2023-01-25,0,19,6,87,27,68,10,0,19,46
2023-01-26,0,20,7,86,27,67,25,0,33,35
2023-01-27,0,19,5,77,24,81,16,0,30,49
2023-01-28,0,19,10,85,30,92,13,0,32,60
2023-01-29,0,22,13,94,27,84,0,0,18,67
2023-01-30,0,14,10,86,19,80,14,0,30,54
2023-01-31,0,16,6,77,28,74,13,0,18,44
2023-02-01,0,15,7,75,24,64,0,0,25,48
2023-02-02,0,19,4,76,21,70,23,0,33,47
2023-02-03,0,17,6,83,26,66,15,0,34,40
2023-02-04,0,18,10,84,32,97,0,0,40,58
2023-02-05,0,22,10,78,31,86,13,0,35,69
2023-02-06,0,16,7,79,25,84,22,0,24,59
2023-02-07,0,18,5,78,30,69,14,0,24,36
2023-02-08,0,16,6,77,29,78,20,0,30,49
2023-02-09,0,16,9,73,26,70,0,0,18,35
2023-02-10,0,21,9,78,25,55,15,0,28,44
2023-02-11,0,13,8,77,27,89,0,0,26,50
2023-02-12,0,22,11,80,29,72,0,0,38,55
2023-02-13,0,14,6,69,19,69,14,0,28,45
2023-02-14,0,14,8,66,24,65,11,0,25,48
2023-02-15,0,13,8,64,24,85,15,0,27,44
2023-02-16,0,10,6,70,20,67,16,0,31,49
2023-02-17,0,15,6,68,21,71,25,0,32,28
2023-02-18,0,18,13,82,29,73,0,0,28,53
2023-02-19,0,18,8,76,28,68,0,0,39,57
2023-02-20,0,19,7,77,23,80,16,0,23,55
2023-02-21,0,16,6,80,25,65,16,0,28,47
2023-02-22,0,14,6,84,22,65,0,0,17,34
2023-02-23,0,15,5,76,25,70,14,0,26,61
2023-02-24,0,16,7,85,22,60,0,0,33,38
2023-02-25,0,15,10,86,28,90,0,0,33,37
2023-02-26,0,22,8,77,26,82,13,0,29,66
2023-02-27,0,13,5,80,26,72,14,0,28,52
2023-02-28,0,12,5,76,24,64,17,0,27,48
2023-03-01,0,11,6,76,26,80,11,0,22,42
2023-03-02,0,13,6,74,22,79,12,0,23,43
2023-03-03,0,15,10,74,23,69,10,0,29,47
2023-03-04,0,15,9,86,25,85,11,0,21,54
2023-03-05,0,15,7,72,22,68,0,0,25,59
2023-03-06,0,12,4,69,21,74,10,0,16,36
2023-03-07,0,15,8,71,23,80,0,0,15,42
2023-03-08,0,17,8,71,22,61,17,0,21,52
2023-03-09,0,15,8,62,29,60,11,0,15,53
2023-03-10,0,10,5,74,21,59,15,0,26,53
2023-03-11,0,19,5,77,24,80,10,0,29,63
2023-03-12,0,18,8,81,26,63,0,0,31,57
2023-03-13,0,15,8,77,25,76,14,0,30,55
2023-03-14,0,14,5,77,23,77,16,0,25,43
2023-03-15,0,19,6,82,20,73,12,0,29,58
2023-03-16,0,11,8,70,20,54,16,0,19,55
2023-03-17,0,14,9,67,20,52,11,0,25,46
2023-03-18,0,18,4,84,23,74,22,0,33,50
2023-03-19,0,20,7,78,29,76,0,0,25,68
2023-03-20,0,19,8,82,27,71,22,0,35,44
2023-03-21,0,25,10,97,26,88,18,0,33,63
2023-03-22,0,16,8,83,27,64,15,0,29,50
2023-03-23,0,17,7,78,29,80,19,0,36,36
2023-03-24,0,18,7,72,22,63,16,0,31,43
2023-03-25,0,17,6,83,34,81,0,0,42,80
2023-03-26,0,17,9,75,28,79,12,0,38,69
2023-03-27,0,17,8,86,22,78,17,0,40,42
2023-03-28,0,13,7,84,24,71,27,0,27,47
2023-03-29,0,16,8,85,25,61,19,0,26,48
2023-03-30,0,18,7,83,26,63,17,0,44,50
2023-03-31,0,16,7,75,21,77,13,0,29,43
2023-04-01,0,21,8,86,21,57,13,0,27,51
2023-04-02,0,24,6,80,26,91,0,0,31,59
2023-04-03,0,19,10,80,24,77,15,0,30,52
2023-04-04,0,11,8,74,22,70,19,0,26,35
2023-04-05,0,15,5,73,27,72,16,0,29,43
2023-04-06,0,17,5,74,22,66,16,0,18,48
2023-04-07,0,20,11,73,27,73,12,0,27,51
2023-04-08,0,20,7,69,22,72,15,0,12,41
2023-04-09,0,22,8,73,21,47,0,0,29,54
2023-04-10,0,21,8,92,28,73,0,0,34,57
2023-04-11,0,14,9,76,23,62,0,0,36,41
2023-04-12,0,15,8,78,23,58,11,0,24,50
2023-04-13,0,15,5,68,21,56,0,0,18,51
2023-04-14,0,14,5,76,24,69,0,0,20,50
2023-04-15,0,21,10,88,25,71,11,0,24,45
2023-04-16,0,22,4,82,25,93,0,0,25,67
2023-04-17,0,19,7,73,27,79,13,0,23,51
2023-04-18,0,21,6,67,22,66,0,0,24,48
2023-04-19,0,14,7,76,20,68,10,0,27,57
2023-04-20,0,15,7,75,22,58,9,0,30,44
2023-04-21,0,15,6,74,18,60,15,0,20,53
2023-04-22,0,18,9,84,22,69,0,0,40,40
2023-04-23,0,18,12,73,23,72,0,0,40,49
2023-04-24,0,14,6,79,28,67,11,0,37,54
2023-04-25,0,12,5,76,23,78,12,0,23,42
2023-04-26,0,17,6,69,17,69,15,0,27,38
2023-04-27,0,19,11,90,25,79,12,0,40,37
2023-04-28,0,15,5,73,27,72,11,0,28,53
2023-04-29,0,20,11,77,22,78,0,0,35,42
2023-04-30,0,18,9,84,20,77,0,0,32,57
2023-05-01,0,18,9,78,27,71,13,0,35,45
2023-05-02,0,13,7,67,21,69,16,0,21,34
2023-05-03,0,14,6,63,21,74,15,0,30,43
2023-05-04,0,10,5,73,20,58,16,0,29,40
2023-05-05,0,19,0,72,23,61,17,0,29,47
2023-05-06,0,19,7,70,20,56,13,0,30,48
2023-05-07,0,17,7,71,20,70,0,0,24,57
2023-05-08,0,16,7,68,21,75,12,0,28,43
2023-05-09,0,15,7,67,23,51,14,0,19,39
2023-05-10,0,13,7,69,23,62,16,0,24,48
2023-05-11,0,17,8,68,28,55,12,0,25,49
2023-05-12,0,14,7,67,21,62,12,0,29,58
2023-05-13,0,18,10,73,24,69,10,0,23,48
2023-05-14,0,15,7,69,21,53,0,0,29,47
2023-05-15,0,18,6,71,28,63,13,0,17,42
2023-05-16,0,16,8,71,27,76,17,0,27,35
2023-05-17,0,14,6,70,27,57,14,0,25,48
2023-05-18,0,16,7,74,22,71,9,0,24,35
2023-05-19,0,13,9,72,25,69,10,0,25,34
2023-05-20,0,16,10,81,23,62,0,0,17,53
2023-05-21,0,20,7,78,24,68,0,0,29,55
2023-05-22,0,13,7,81,30,79,18,0,17,36
2023-05-23,0,15,5,79,25,76,18,0,24,43
2023-05-24,0,15,7,77,23,61,11,0,23,40
2023-05-25,0,14,6,69,26,62,10,0,27,31
2023-05-26,0,16,7,77,22,70,17,0,28,37
2023-05-27,0,16,6,74,23,77,0,0,23,47
2023-05-28,0,23,11,75,23,83,0,0,27,65
2023-05-29,0,20,10,79,24,77,12,0,24,49
2023-05-30,0,19,6,75,25,77,17,0,41,41
2023-05-31,0,15,6,78,28,71,14,0,14,44
2023-06-01,0,18,5,87,24,76,13,0,33,46
2023-06-02,0,18,9,78,26,71,11,0,26,35
2023-06-03,0,15,11,83,24,72,0,0,37,46
2023-06-04,0,21,8,82,22,67,0,0,24,43
2023-06-05,0,16,7,76,24,68,13,0,22,26
2023-06-06,0,14,6,77,22,67,10,0,32,49
2023-06-07,0,17,8,78,20,72,11,0,22,44
2023-06-08,0,13,5,79,22,70,11,0,28,33
2023-06-09,0,15,6,77,26,76,16,0,23,40
2023-06-10,0,19,10,84,24,80,0,0,30,47
2023-06-11,0,12,7,81,26,67,0,0,34,54
2023-06-12,0,13,7,71,23,75,10,0,28,34
2023-06-13,0,16,4,76,26,60,15,0,35,37
2023-06-14,0,15,7,78,21,83,14,0,25,45
2023-06-15,0,14,8,79,25,59,11,0,25,28
2023-06-16,0,17,9,87,24,82,16,0,37,45
2023-06-17,0,18,7,90,26,76,0,0,30,45
2023-06-18,0,16,5,76,19,73,0,0,28,42
2023-06-19,0,14,10,88,23,71,12,0,35,28
2023-06-20,0,17,5,86,27,79,10,0,28,23
2023-06-21,0,12,10,78,19,60,15,0,31,42
2023-06-22,0,17,5,79,22,77,13,0,26,41
2023-06-23,0,18,9,87,26,66,13,0,38,28
2023-06-24,0,20,10,97,28,80,0,0,28,53
2023-06-25,0,24,10,94,31,90,0,0,46,52
2023-06-26,0,18,9,98,26,100,19,0,32,37
2023-06-27,0,21,6,100,30,80,18,0,41,41
2023-06-28,0,19,8,98,28,76,10,0,40,38
2023-06-29,0,17,8,97,28,72,16,0,28,28
2023-06-30,0,15,10,89,33,70,11,0,35,38
2023-07-01,0,21,9,97,29,82,0,0,35,33
2023-07-02,0,24,10,87,25,74,0,0,36,56
2023-07-03,0,16,7,89,29,84,16,0,28,39
2023-07-04,0,19,12,82,26,84,14,0,43,53
2023-07-05,0,16,7,86,27,76,20,0,35,50
2023-07-06,0,21,6,87,30,64,20,0,30,41
2023-07-07,0,13,9,77,26,82,14,0,33,45
2023-07-08,0,18,14,95,28,76,18,0,40,54
