date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2023-12-07,3,12,4,62,24,70,19,0,24,41
2023-12-08,0,13,6,57,22,64,17,0,29,36
2023-12-09,0,14,9,63,27,87,16,0,29,42
2023-12-10,0,20,7,70,27,73,9,0,26,54
2023-12-11,0,18,8,76,25,77,17,0,31,41
2023-12-12,0,17,7,69,25,75,14,0,26,33
2023-12-13,0,14,9,65,27,84,10,0,27,45
2023-12-14,0,16,8,64,24,71,24,0,33,26
2023-12-15,0,12,9,69,32,80,20,0,33,41
2023-12-16,0,17,9,65,30,71,0,0,40,46
2023-12-17,0,15,9,70,32,88,0,0,29,42
2023-12-18,0,20,5,76,29,93,18,0,35,44
2023-12-19,0,18,10,73,27,72,14,0,41,42
2023-12-20,0,16,8,69,23,84,16,0,41,34
2023-12-21,0,15,9,71,28,82,17,0,36,36
2023-12-22,0,10,9,59,30,96,16,0,35,37
2023-12-23,0,16,5,55,31,72,0,0,26,43
2023-12-24,0,7,4,48,20,66,0,0,32,46
2023-12-25,0,7,5,42,15,41,0,0,18,29
2023-12-26,0,13,5,58,26,80,0,0,16,37
2023-12-27,0,13,7,68,24,75,0,0,22,56
2023-12-28,0,11,8,70,25,69,12,0,27,33
2023-12-29,0,16,6,71,27,75,0,0,34,37
2023-12-30,0,13,7,58,23,66,0,0,23,50
2023-12-31,0,11,5,47,18,60,0,0,12,54
2024-01-01,0,11,7,56,18,64,0,0,16,61
2024-01-02,0,14,9,68,27,85,11,0,38,45
2024-01-03,0,12,8,67,25,79,13,0,30,45
2024-01-04,0,12,7,68,26,64,9,0,25,37
2024-01-05,0,17,6,67,26,82,11,0,31,47
2024-01-06,0,12,7,67,19,59,0,0,26,71
2024-01-07,0,10,9,70,23,59,18,0,32,53
2024-01-08,0,14,8,75,28,71,13,0,28,45
2024-01-09,0,14,7,67,20,51,12,0,29,37
