date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2020-07-03,0,15,14,74,26,65,11,0,15,39
2020-07-04,0,19,9,85,28,96,0,0,10,44
2020-07-05,0,18,15,83,25,86,9,0,0,55
2020-07-06,0,16,9,72,21,69,20,0,15,29
2020-07-07,0,11,9,68,22,63,15,0,0,32
2020-07-08,0,12,10,63,19,66,13,0,0,34
2020-07-09,0,14,7,62,20,59,0,0,0,23
2020-07-10,0,12,7,71,21,66,17,0,0,28
2020-07-11,0,15,10,79,27,78,9,0,9,39
2020-07-12,0,15,12,62,22,69,0,0,12,38
2020-07-13,0,12,7,66,21,66,16,0,10,27
2020-07-14,0,14,9,65,24,63,13,0,8,23
2020-07-15,0,10,9,61,26,73,13,0,0,27
2020-07-16,0,13,8,62,24,77,0,0,0,28
2020-07-17,0,8,9,65,20,67,14,0,14,29
2020-07-18,0,16,10,82,25,77,11,0,0,40
2020-07-19,0,16,12,72,23,87,12,0,14,50
2020-07-20,0,11,9,65,23,82,14,0,10,50
2020-07-21,0,12,9,71,20,77,14,0,10,38
2020-07-22,0,13,10,65,21,68,0,0,10,36
2020-07-23,0,12,10,69,22,60,13,0,11,46
2020-07-24,0,15,9,73,25,76,17,0,0,25
2020-07-25,0,18,13,89,29,85,0,0,14,33
2020-07-26,0,21,12,75,26,84,0,0,11,44
2020-07-27,0,11,9,63,27,67,17,0,12,34
2020-07-28,0,17,9,73,17,64,9,0,9,29
2020-07-29,0,13,8,68,24,69,18,0,9,42
2020-07-30,0,13,11,66,21,75,16,0,12,33
2020-07-31,0,13,10,69,22,68,11,0,14,35
2020-08-01,0,14,13,82,25,79,16,0,14,37
2020-08-02,0,17,12,68,29,87,10,0,13,43
2020-08-03,0,13,9,68,24,78,11,0,9,46
2020-08-04,0,14,8,64,20,79,10,0,9,30
2020-08-05,0,14,8,60,23,69,19,0,9,33
2020-08-06,0,12,8,62,26,64,14,0,0,31
2020-08-07,0,11,11,67,18,67,0,0,10,34
2020-08-08,0,16,10,77,27,81,12,0,0,48
2020-08-09,0,15,11,77,28,67,0,0,10,52
2020-08-10,0,19,9,79,24,98,0,0,13,56
2020-08-11,0,11,10,62,22,67,10,0,8,43
2020-08-12,0,12,6,57,20,63,8,0,0,31
2020-08-13,0,12,7,64,22,71,13,0,0,41
2020-08-14,0,14,10,62,21,74,12,0,8,42
2020-08-15,0,17,11,67,25,71,10,0,11,46
2020-08-16,0,14,11,69,27,78,10,0,10,49
2020-08-17,2,13,8,61,21,72,20,0,0,30
2020-08-18,0,11,11,61,20,56,15,0,0,30
2020-08-19,0,11,7,59,21,64,14,0,0,33
2020-08-20,0,11,9,62,19,53,10,0,9,26
2020-08-21,0,12,8,60,22,69,9,0,10,36
2020-08-22,0,15,13,71,21,82,10,0,0,48
2020-08-23,0,12,9,63,17,73,0,0,0,51
2020-08-24,0,13,8,63,22,76,15,0,11,36
2020-08-25,0,11,9,62,23,71,14,0,0,33
2020-08-26,0,11,8,61,21,71,0,0,9,45
2020-08-27,0,11,5,60,19,63,9,0,0,37
2020-08-28,0,11,7,54,19,64,9,0,10,44
2020-08-29,0,16,9,62,21,77,11,0,15,47
2020-08-30,0,11,12,69,24,73,9,0,0,51
2020-08-31,0,12,7,58,23,65,18,0,8,40
2020-09-01,0,13,5,60,23,59,8,0,10,32
2020-09-02,0,10,6,65,22,64,13,0,11,24
2020-09-03,0,12,7,63,18,61,17,0,0,38
2020-09-04,0,16,10,69,20,73,12,0,10,40
2020-09-05,0,16,8,71,21,76,0,0,12,50
2020-09-06,0,12,10,64,21,75,0,0,0,64
2020-09-07,0,13,8,58,20,67,15,0,10,44
2020-09-08,0,12,9,59,19,66,14,0,0,48
2020-09-09,0,10,7,60,17,53,15,0,8,47
2020-09-10,0,13,7,53,18,68,11,0,10,48
2020-09-11,0,11,9,61,23,71,11,0,0,42
2020-09-12,0,12,11,74,23,82,17,0,0,59
2020-09-13,0,15,9,62,18,71,0,0,10,61
2020-09-14,0,11,7,63,19,68,11,0,11,36
2020-09-15,0,11,8,57,20,69,13,0,8,45
2020-09-16,0,11,6,51,19,69,13,0,9,47
2020-09-17,0,11,4,55,19,62,12,0,8,43
2020-09-18,0,13,6,61,19,59,14,0,0,39
2020-09-19,0,12,6,70,26,74,12,0,0,55
2020-09-20,0,16,10,64,22,77,0,0,0,59
2020-09-21,0,10,8,58,17,66,13,0,0,40
2020-09-22,0,12,7,63,19,56,15,0,8,40
2020-09-23,0,10,6,66,25,60,11,0,0,54
2020-09-24,0,11,7,63,26,65,0,0,11,48
2020-09-25,0,11,8,66,21,52,13,0,10,40
2020-09-26,0,12,7,73,20,73,17,0,10,60
2020-09-27,0,16,7,66,19,76,0,0,13,63
2020-09-28,0,12,7,59,22,59,10,0,11,43
2020-09-29,0,11,8,57,20,71,12,0,14,40
2020-09-30,0,10,8,59,17,53,12,0,9,39
2020-10-01,0,10,7,58,18,59,0,0,15,38
2020-10-02,0,12,7,53,18,58,21,0,11,25
2020-10-03,0,19,11,64,18,71,0,0,0,58
2020-10-04,0,15,8,60,25,83,0,0,0,51
2020-10-05,0,13,6,62,19,68,14,0,13,39
2020-10-06,0,13,7,55,16,49,11,0,12,35
2020-10-07,0,12,4,57,22,59,11,0,12,48
2020-10-08,0,10,6,54,17,61,15,0,16,42
2020-10-09,0,10,7,65,19,66,17,0,9,48
2020-10-10,0,12,7,68,23,75,14,0,0,61
2020-10-11,0,14,9,62,23,76,11,0,11,48
2020-10-12,0,9,7,58,17,47,15,0,0,40
2020-10-13,0,11,8,55,15,61,23,0,13,48
2020-10-14,0,10,5,57,19,74,10,0,8,46
2020-10-15,0,10,8,60,20,62,18,0,0,39
2020-10-16,0,11,5,52,18,50,9,0,0,43
2020-10-17,0,14,9,66,24,71,0,0,16,65
2020-10-18,0,13,8,60,28,66,0,0,12,60
2020-10-19,0,9,5,58,25,65,13,0,8,32
2020-10-20,0,11,6,54,22,67,15,0,0,38
2020-10-21,0,10,7,53,22,67,14,0,9,37
2020-10-22,0,9,6,56,20,61,11,0,0,32
2020-10-23,0,12,6,52,18,59,12,0,11,45
2020-10-24,0,12,9,68,26,85,0,0,0,51
2020-10-25,0,11,9,70,32,79,0,0,0,46
2020-10-26,0,11,4,60,21,49,22,0,8,34
2020-10-27,0,11,6,57,24,65,16,0,13,29
2020-10-28,0,11,6,57,23,64,18,0,9,38
2020-10-29,0,10,7,59,24,59,14,0,13,38
2020-10-30,0,9,5,58,20,63,10,0,0,56
2020-10-31,0,14,6,64,21,67,11,0,0,37
2020-11-01,0,14,10,67,29,77,10,0,11,40
2020-11-02,0,13,7,56,24,64,15,0,11,36
2020-11-03,0,7,7,54,26,65,10,0,8,34
2020-11-04,0,10,6,53,22,54,10,0,0,37
2020-11-05,0,11,5,51,21,58,17,0,7,36
2020-11-06,0,7,4,46,20,53,10,0,0,27
2020-11-07,0,10,6,66,28,70,0,0,11,40
2020-11-08,0,16,7,62,28,81,0,0,13,49
2020-11-09,0,12,7,66,25,57,16,0,13,40
2020-11-10,0,15,5,61,21,60,13,0,9,35
2020-11-11,0,10,5,60,23,49,13,0,0,30
2020-11-12,3,11,6,67,24,59,12,0,14,40
2020-11-13,0,13,8,60,23,70,13,0,10,31
2020-11-14,0,12,10,60,26,63,10,0,0,50
2020-11-15,0,16,9,75,32,92,13,0,14,50
2020-11-16,0,12,9,65,28,67,9,0,10,38
2020-11-17,0,12,8,59,28,64,14,0,0,32
2020-11-18,0,16,7,59,28,61,14,0,8,30
2020-11-19,0,14,6,70,23,66,13,0,14,31
2020-11-20,0,11,5,73,27,65,11,0,11,32
2020-11-21,0,15,10,80,29,57,13,0,10,45
2020-11-22,0,18,10,83,30,71,13,0,16,52
2020-11-23,0,15,10,82,32,68,11,0,0,33
2020-11-24,0,14,9,89,31,80,14,0,13,34
2020-11-25,0,14,13,94,35,68,13,0,13,34
2020-11-26,0,16,10,100,42,85,18,0,11,27
2020-11-27,0,14,8,95,39,86,13,0,12,27
2020-11-28,0,18,14,79,31,74,0,0,19,38
