date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2024-02-17,0,15,9,83,25,70,0,0,22,68
2024-02-18,0,14,8,79,23,57,0,0,29,79
2024-02-19,0,10,7,72,21,73,19,0,28,56
2024-02-20,0,14,6,75,24,68,11,0,42,51
2024-02-21,0,13,5,67,19,68,17,0,26,42
2024-02-22,0,11,8,76,20,71,20,0,24,53
2024-02-23,0,10,8,74,23,62,0,0,32,43
2024-02-24,0,13,8,83,25,63,0,0,35,51
2024-02-25,0,15,6,75,26,53,0,0,46,66
2024-02-26,0,14,5,73,29,68,12,0,28,59
2024-02-27,0,14,8,76,24,81,17,0,44,47
2024-02-28,0,14,6,78,18,70,13,0,24,60
2024-02-29,0,14,7,81,25,58,28,0,32,50
2024-03-01,0,17,8,80,21,66,0,0,32,43
2024-03-02,0,13,7,81,19,82,13,0,31,47
2024-03-03,0,16,6,76,21,65,0,0,28,65
2024-03-04,0,13,6,78,23,75,12,0,35,45
2024-03-05,0,12,9,69,17,60,14,0,33,47
2024-03-06,0,13,6,78,20,61,17,0,18,54
2024-03-07,0,14,7,67,24,61,0,0,34,57
2024-03-08,0,15,8,76,24,46,14,0,23,51
2024-03-09,0,13,8,76,23,68,0,0,28,73
2024-03-10,0,14,7,70,23,59,0,0,38,61
2024-03-11,0,13,0,71,28,59,19,0,31,50
2024-03-12,0,14,5,75,22,66,0,0,39,57
2024-03-13,0,13,9,67,24,60,13,0,21,44
2024-03-14,0,11,9,73,21,52,13,0,26,35
2024-03-15,0,7,8,66,25,62,17,0,24,59
2024-03-16,0,23,12,76,20,70,15,0,32,56
2024-03-17,0,17,10,72,25,66,0,0,40,68
2024-03-18,0,17,6,75,26,70,18,0,27,52
2024-03-19,0,11,6,78,24,65,11,0,21,57
2024-03-20,0,12,8,85,22,64,13,0,30,45
2024-03-21,0,18,13,81,29,72,0,0,23,51
2024-03-22,0,17,6,84,18,75,13,0,39,51
2024-03-23,0,16,7,87,26,88,17,0,37,69
2024-03-24,0,21,8,80,19,74,0,0,40,61
2024-03-25,0,16,9,82,26,83,13,0,43,46
2024-03-26,0,13,10,76,20,61,11,0,38,57
2024-03-27,0,15,8,80,23,78,16,0,31,45
2024-03-28,0,15,9,68,24,66,12,0,33,48
2024-03-29,0,16,9,77,28,72,0,0,28,38
2024-03-30,0,15,13,80,22,65,18,0,41,51
2024-03-31,0,12,6,79,18,56,0,0,30,67
2024-04-01,0,20,13,77,23,100,0,0,43,66
2024-04-02,0,17,8,80,19,75,14,0,27,52
2024-04-03,0,14,5,69,20,53,0,0,30,53
2024-04-04,0,13,8,72,24,55,19,0,36,45
2024-04-05,0,11,8,67,23,59,14,0,28,44
2024-04-06,0,14,13,73,26,57,0,0,31,54
2024-04-07,0,12,9,77,19,54,0,0,27,42
2024-04-08,0,11,7,74,16,59,0,0,32,39
2024-04-09,0,11,6,75,20,66,0,0,34,38
2024-04-10,0,10,8,67,21,60,11,0,30,39
2024-04-11,0,13,7,67,18,51,19,0,28,39
2024-04-12,0,12,9,73,22,59,20,0,27,41
2024-04-13,0,10,11,75,25,69,16,0,30,51
2024-04-14,0,12,12,60,21,51,0,0,17,54
2024-04-15,0,12,7,76,19,59,17,0,26,49
2024-04-16,0,15,0,70,18,61,18,0,31,43
2024-04-17,0,10,7,69,16,59,15,0,16,40
2024-04-18,0,13,6,67,18,61,16,0,21,57
2024-04-19,0,13,5,67,14,52,18,0,22,48
2024-04-20,0,17,8,77,26,62,0,0,34,52
2024-04-21,0,19,11,71,26,67,0,0,20,57
2024-04-22,0,10,8,73,22,57,0,0,27,46
2024-04-23,0,16,7,80,21,61,0,0,24,47
2024-04-24,0,15,9,81,19,67,17,0,45,53
2024-04-25,0,12,9,77,20,59,0,0,32,46
2024-04-26,0,13,7,80,20,51,0,0,30,37
2024-04-27,0,13,10,76,19,63,0,0,19,48
2024-04-28,0,17,7,77,21,60,0,0,24,53
2024-04-29,0,18,11,80,23,79,11,0,41,62
2024-04-30,0,14,8,83,20,65,13,0,27,41
2024-05-01,0,9,6,83,23,71,18,0,17,65
2024-05-02,0,8,7,68,18,54,17,0,31,41
2024-05-03,0,13,10,75,17,66,14,0,25,41
2024-05-04,0,16,8,77,25,77,18,0,41,49
2024-05-05,0,12,9,66,18,59,0,0,27,60
2024-05-06,0,9,7,74,25,64,14,0,28,62
2024-05-07,0,12,6,71,16,61,17,0,32,45
2024-05-08,0,8,7,72,15,67,11,0,21,46
2024-05-09,0,11,6,70,21,67,16,0,23,38
2024-05-10,0,12,6,64,14,56,0,0,24,47
2024-05-11,0,12,10,82,19,62,15,13,27,49
2024-05-12,0,13,7,70,17,55,0,0,30,54
2024-05-13,0,14,6,83,25,49,14,0,26,56
2024-05-14,0,10,6,70,19,59,16,0,38,48
2024-05-15,0,11,7,68,18,67,14,0,27,33
2024-05-16,0,13,9,75,19,58,15,0,22,50
2024-05-17,0,11,6,67,17,48,12,0,17,44
2024-05-18,0,13,11,80,24,69,14,0,29,53
2024-05-19,0,15,7,68,19,45,0,0,25,68
2024-05-20,0,12,6,74,18,67,22,0,28,60
2024-05-21,0,14,5,79,23,65,17,0,32,50
2024-05-22,0,11,10,74,17,64,12,0,23,43
2024-05-23,0,16,7,75,21,60,14,0,26,36
2024-05-24,0,14,9,69,27,43,18,0,25,64
2024-05-25,0,14,14,87,30,66,14,0,30,45
2024-05-26,0,13,6,78,24,56,0,0,31,47
2024-05-27,4,14,10,89,23,51,20,0,26,44
2024-05-28,0,17,7,87,17,58,21,0,36,43
2024-05-29,0,13,7,77,23,55,0,0,30,62
2024-05-30,0,12,6,72,23,67,0,0,19,41
2024-05-31,0,13,5,75,15,61,0,0,27,30
2024-06-01,0,17,9,81,21,64,0,0,30,47
2024-06-02,0,17,12,76,23,69,0,0,34,55
2024-06-03,0,16,6,76,20,60,15,0,32,26
2024-06-04,0,11,10,72,24,55,14,0,34,28
2024-06-05,0,13,7,75,19,63,14,0,36,38
2024-06-06,0,16,11,74,24,54,14,0,28,32
2024-06-07,0,20,7,72,17,64,0,0,26,41
2024-06-08,0,13,8,89,25,66,0,0,31,46
2024-06-09,0,14,14,79,22,69,16,0,40,44
2024-06-10,0,20,8,86,26,71,14,0,37,41
2024-06-11,0,16,7,77,22,56,19,0,49,35
2024-06-12,0,14,7,73,23,69,16,0,25,38
2024-06-13,0,14,10,76,26,67,18,0,27,33
2024-06-14,0,13,7,72,22,58,14,0,24,42
2024-06-15,0,12,0,86,23,65,17,0,29,35
2024-06-16,0,12,8,82,14,65,0,0,31,53
2024-06-17,0,19,13,98,22,70,0,0,31,64
2024-06-18,0,10,7,69,25,76,0,0,26,46
2024-06-19,0,11,8,73,22,55,12,0,23,32
2024-06-20,0,14,8,93,19,68,0,0,23,37
2024-06-21,0,16,5,78,19,62,0,0,25,50
2024-06-22,0,15,10,85,25,79,0,0,35,47
2024-06-23,0,18,14,92,20,81,0,0,33,61
2024-06-24,0,14,9,96,25,72,16,0,29,44
2024-06-25,0,11,12,94,19,75,12,0,42,41
2024-06-26,0,14,10,96,19,61,0,0,31,50
2024-06-27,0,15,6,94,27,88,12,0,40,43
2024-06-28,0,10,8,90,20,77,0,0,32,42
2024-06-29,0,12,10,100,29,58,18,0,40,45
2024-06-30,0,15,9,89,32,79,18,0,25,58
2024-07-01,0,13,7,81,27,71,0,0,23,32
2024-07-02,0,11,14,82,20,68,0,0,33,50
2024-07-03,0,14,7,87,18,70,18,11,29,33
2024-07-04,0,21,11,79,22,67,17,0,30,41
2024-07-05,0,19,7,81,21,72,16,0,22,34
2024-07-06,0,15,10,87,22,72,0,0,29,40
2024-07-07,0,19,11,80,23,92,0,0,39,46
2024-07-08,0,15,10,82,21,88,26,0,31,34
2024-07-09,0,12,6,83,20,63,19,0,25,33
2024-07-10,0,15,5,84,23,76,0,0,22,45
