date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2022-01-06,0,23,12,88,27,96,19,0,16,36
2022-01-07,0,17,9,84,32,88,0,0,19,51
2022-01-08,0,17,11,100,31,88,0,0,0,43
2022-01-09,0,20,8,75,31,73,0,0,13,64
2022-01-10,0,17,5,84,28,88,18,0,12,54
2022-01-11,0,15,10,82,22,81,13,0,15,28
2022-01-12,0,16,6,75,25,70,14,0,19,40
2022-01-13,0,16,9,75,33,90,14,0,0,45
2022-01-14,0,19,12,79,31,74,15,0,18,38
2022-01-15,0,22,9,91,34,85,16,0,0,61
2022-01-16,0,24,9,82,26,85,0,0,22,53
2022-01-17,0,18,6,76,25,70,13,0,26,42
2022-01-18,0,14,7,76,24,89,0,0,0,51
2022-01-19,0,14,5,63,29,75,14,0,13,38
2022-01-20,0,14,9,70,22,90,13,0,15,35
2022-01-21,0,16,10,70,30,71,18,0,15,41
2022-01-22,0,17,9,95,34,100,0,0,16,55
2022-01-23,0,18,8,90,32,82,0,0,27,48
2022-01-24,0,19,9,85,34,86,0,0,22,49
2022-01-25,0,19,10,80,26,77,13,0,21,48
2022-01-26,0,14,9,78,28,100,13,0,25,50
2022-01-27,0,13,9,80,28,90,15,0,17,32
2022-01-28,0,17,6,74,28,87,0,0,17,41
2022-01-29,0,23,9,94,31,81,0,0,30,63
2022-01-30,0,22,10,91,30,75,0,0,20,58
2022-01-31,0,14,10,68,26,75,0,0,0,30
2022-02-01,0,14,9,66,24,73,19,0,22,51
2022-02-02,0,17,6,76,29,73,15,0,21,46
2022-02-03,0,16,11,71,31,79,20,0,19,37
2022-02-04,0,18,8,75,24,53,0,0,20,35
2022-02-05,0,19,10,89,26,94,0,0,21,56
2022-02-06,0,17,10,82,30,80,0,0,20,52
2022-02-07,0,17,9,77,21,82,10,0,20,55
2022-02-08,0,17,9,65,18,77,12,0,15,40
2022-02-09,0,16,6,73,23,68,12,0,14,30
2022-02-10,0,16,6,79,22,67,13,0,17,47
2022-02-11,0,15,7,67,24,66,16,0,13,38
2022-02-12,0,19,7,70,23,76,0,0,19,59
2022-02-13,0,18,10,74,22,70,0,0,0,64
2022-02-14,0,17,7,69,25,60,0,0,13,39
2022-02-15,0,16,6,70,20,55,15,0,21,47
2022-02-16,0,17,9,75,30,63,17,0,16,40
2022-02-17,0,14,6,70,22,59,10,0,15,38
2022-02-18,0,15,7,68,21,63,15,0,19,35
2022-02-19,0,16,9,84,22,90,14,0,21,48
2022-02-20,0,20,9,75,26,71,9,0,23,52
2022-02-21,0,14,6,68,25,77,8,0,22,52
2022-02-22,0,11,6,72,27,63,11,0,16,50
2022-02-23,0,17,4,74,21,67,11,0,12,51
2022-02-24,0,14,8,81,22,64,12,0,20,42
2022-02-25,0,18,4,73,23,63,22,0,23,35
2022-02-26,0,15,9,75,23,90,13,0,19,52
2022-02-27,0,16,10,80,26,77,0,0,19,70
2022-02-28,0,15,7,77,24,72,9,0,21,42
2022-03-01,0,12,5,67,22,68,15,0,17,40
2022-03-02,0,15,9,69,20,70,11,0,25,39
2022-03-03,0,17,6,64,23,63,11,0,21,36
2022-03-04,0,16,6,67,25,63,15,0,17,43
2022-03-05,0,16,9,76,23,72,12,0,18,45
2022-03-06,0,20,9,72,28,78,0,0,25,65
2022-03-07,0,16,8,73,21,79,15,0,20,40
2022-03-08,0,15,6,73,20,51,18,0,23,45
2022-03-09,0,12,3,69,20,60,10,0,15,48
2022-03-10,0,16,4,81,24,77,11,0,14,41
2022-03-11,0,17,9,68,20,75,11,0,21,35
2022-03-12,0,18,8,77,29,78,0,0,27,52
2022-03-13,0,16,9,79,23,62,0,0,17,54
2022-03-14,0,14,8,70,23,71,8,0,15,45
2022-03-15,0,14,7,70,26,67,11,0,22,37
2022-03-16,0,14,8,80,25,74,8,0,14,38
2022-03-17,0,18,7,73,22,73,14,0,16,44
2022-03-18,0,16,7,72,22,57,9,0,19,41
2022-03-19,0,18,7,83,26,86,0,0,26,63
2022-03-20,0,23,9,87,25,81,0,0,19,54
2022-03-21,0,24,15,87,26,89,10,0,27,67
2022-03-22,0,21,6,90,21,81,16,0,24,45
2022-03-23,0,17,9,74,22,82,20,0,20,49
2022-03-24,0,18,10,84,27,82,17,0,24,42
2022-03-25,0,11,6,76,23,75,14,0,20,46
2022-03-26,0,19,10,96,30,89,13,0,18,50
2022-03-27,0,20,8,97,28,93,0,0,26,46
2022-03-28,0,19,4,78,23,52,13,0,31,55
2022-03-29,0,15,7,70,23,76,14,0,20,37
2022-03-30,0,18,8,85,25,69,10,0,22,42
2022-03-31,0,18,7,82,23,74,13,0,24,45
2022-04-01,0,15,5,76,23,65,9,0,24,42
