date,Takealot.com,Mr Price Home,Decofurn,furniture,Makro,Builders,paints,Defy Appliances,Pep Home,plant
2025-03-08,0,11,8,83,31,73,0,0,33,49
2025-03-09,0,12,8,76,23,73,13,0,33,51
2025-03-10,0,9,8,78,26,51,16,0,35,45
2025-03-11,0,11,7,72,23,52,12,0,26,33
2025-03-12,0,13,9,73,22,50,13,0,30,46
2025-03-13,0,10,7,75,25,60,10,0,20,40
2025-03-14,0,13,12,71,27,54,14,0,22,48
2025-03-15,0,14,10,77,29,66,0,0,25,53
2025-03-16,0,16,12,73,21,40,0,0,28,43
2025-03-17,0,12,14,83,29,58,12,0,26,40
2025-03-18,0,14,10,78,26,57,14,0,33,45
2025-03-19,0,10,9,68,26,67,20,0,21,44
2025-03-20,0,13,9,89,24,66,12,0,32,44
2025-03-21,0,13,10,78,26,67,13,0,30,44
2025-03-22,0,9,15,82,27,69,15,0,39,48
2025-03-23,0,13,9,80,32,62,0,0,32,68
2025-03-24,0,15,8,78,26,56,0,0,27,41
2025-03-25,0,11,8,80,28,56,0,0,40,48
2025-03-26,0,12,11,69,30,40,13,0,35,44
2025-03-27,0,15,5,76,31,65,14,0,35,43
2025-03-28,0,10,6,71,26,49,0,0,22,42
2025-03-29,0,14,8,76,30,70,0,0,34,56
2025-03-30,0,15,10,73,25,74,0,0,23,55
2025-03-31,0,9,7,84,23,59,13,0,22,27
2025-04-01,0,9,9,75,31,72,0,0,26,35
2025-04-02,0,10,8,70,23,68,14,0,32,36
2025-04-03,0,9,6,74,28,56,18,0,33,34
2025-04-04,0,9,7,74,26,62,0,0,29,31
2025-04-05,0,13,12,75,26,69,0,0,32,39
2025-04-06,0,12,12,73,23,50,0,0,36,46
2025-04-07,0,15,7,81,32,82,18,0,37,44
2025-04-08,0,11,10,83,24,68,12,0,27,36
2025-04-09,0,9,6,69,28,55,0,0,28,37
2025-04-10,0,10,5,75,27,58,0,0,25,38
2025-04-11,0,11,7,70,26,62,0,0,29,55
2025-04-12,0,14,11,74,24,71,0,0,33,54
2025-04-13,0,13,7,68,23,62,0,0,30,60
2025-04-14,0,15,7,77,29,51,13,0,40,52
2025-04-15,0,8,6,70,22,51,0,0,28,51
2025-04-16,0,13,7,80,23,63,12,0,26,34
2025-04-17,0,6,9,61,27,55,0,0,25,46
2025-04-18,0,10,10,74,25,56,0,0,22,42
2025-04-19,0,9,5,77,29,80,14,0,25,52
2025-04-20,0,16,10,78,22,49,0,0,24,45
2025-04-21,0,14,12,76,28,71,0,0,21,48
2025-04-22,0,10,6,68,21,61,14,0,32,35
2025-04-23,0,16,7,74,26,42,12,0,34,37
2025-04-24,0,10,9,69,30,56,12,0,28,39
2025-04-25,0,7,7,68,33,58,11,0,38,29
2025-04-26,0,12,6,72,29,68,0,0,36,48
2025-04-27,0,11,12,71,27,71,0,0,36,47
2025-04-28,0,16,13,91,33,100,0,0,39,47
2025-04-29,0,12,9,70,25,62,12,0,30,46
2025-04-30,0,14,10,72,31,55,0,0,31,42
2025-05-01,0,13,12,96,29,93,0,0,41,64
2025-05-02,0,10,7,78,26,73,0,0,25,40
2025-05-03,0,11,7,68,23,52,15,0,32,22
2025-05-04,0,14,13,66,24,50,0,0,35,64
2025-05-05,0,13,7,65,28,57,0,0,32,43
2025-05-06,0,12,8,72,25,53,0,0,34,43
2025-05-07,0,10,5,65,20,50,11,0,23,37
2025-05-08,0,10,7,59,20,65,15,0,20,49
2025-05-09,0,10,6,63,23,60,0,0,25,42
2025-05-10,0,12,0,58,26,72,0,0,33,44
2025-05-11,0,12,6,63,24,56,0,0,26,51
2025-05-12,0,13,8,73,26,55,0,0,21,52
2025-05-13,0,13,8,66,25,58,13,0,32,47
2025-05-14,0,10,9,69,23,57,12,0,17,38
2025-05-15,0,7,6,84,27,58,13,0,20,43
2025-05-16,0,8,9,75,18,56,0,0,33,34
2025-05-17,0,11,12,77,20,58,12,0,19,48
2025-05-18,0,9,13,76,25,59,0,0,33,59
2025-05-19,0,15,8,79,27,72,11,0,28,39
2025-05-20,0,14,6,73,26,62,0,0,31,41
2025-05-21,0,10,8,73,29,50,0,0,26,33
2025-05-22,0,12,6,72,21,64,0,0,17,41
2025-05-23,0,9,10,70,25,61,14,0,22,29
2025-05-24,0,14,9,79,36,71,0,0,23,52
2025-05-25,0,18,8,70,18,80,0,0,40,41
2025-05-26,0,10,11,76,25,59,11,0,35,37
2025-05-27,0,14,6,91,26,45,15,0,21,38
2025-05-28,0,10,7,88,20,54,11,0,29,40
2025-05-29,0,14,7,99,25,64,19,0,36,39
2025-05-30,0,13,9,100,20,47,12,0,37,51
2025-05-31,0,11,10,96,29,45,0,0,24,42
2025-06-01,0,13,6,89,27,41,0,0,36,44
2025-06-02,0,16,7,94,26,60,0,0,28,40
2025-06-03,0,11,10,85,24,58,11,0,33,28
2025-06-04,0,9,5,91,24,72,0,0,39,47
2025-06-05,0,11,7,78,31,55,0,0,30,34
2025-06-06,0,14,8,87,25,54,0,0,23,26
2025-06-07,0,15,8,95,24,64,16,0,26,47
2025-06-08,0,10,7,75,26,53,0,0,21,39
2025-06-09,0,8,11,86,24,64,0,0,29,37
2025-06-10,0,9,9,80,28,48,0,0,29,33
2025-06-11,0,12,10,79,22,54,0,0,28,33
2025-06-12,0,8,8,73,28,65,0,0,28,29
2025-06-13,0,10,8,78,28,59,18,0,24,31
2025-06-14,0,14,11,77,28,65,0,0,19,43
2025-06-15,0,11,9,76,27,42,0,0,20,21
2025-06-16,0,14,9,84,21,78,0,0,33,48
2025-06-17,0,12,9,66,27,64,0,0,30,29
2025-06-18,0,12,6,71,24,54,13,0,29,33
2025-06-19,0,9,6,73,21,58,0,0,24,28
2025-06-20,0,11,7,82,24,47,16,0,25,41
2025-06-21,0,14,7,81,22,67,0,0,28,28
2025-06-22,0,12,10,80,23,55,0,0,23,36
2025-06-23,0,12,9,83,24,63,18,0,30,43
2025-06-24,0,11,11,92,22,62,18,0,41,35
2025-06-25,0,12,10,80,22,52,0,0,32,33
2025-06-26,0,10,7,79,28,52,16,0,30,25
2025-06-27,0,11,6,78,28,64,0,0,25,31
2025-06-28,0,16,11,73,37,62,14,0,25,49
2025-06-29,0,13,8,80,29,64,0,0,36,39
2025-06-30,0,9,13,95,27,42,0,0,38,52
2025-07-01,0,12,9,82,29,55,0,0,26,38
2025-07-02,0,14,12,81,27,70,18,0,23,35
2025-07-03,0,10,10,87,23,63,13,0,32,33
2025-07-04,0,12,7,69,29,64,18,0,26,34
