date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2022-08-21,0,0,39,12,5,0,0,28,0,17
2022-08-22,4,4,40,10,4,10,0,35,0,10
2022-08-23,4,7,38,12,5,15,0,31,0,6
2022-08-24,4,5,46,29,6,11,0,30,0,0
2022-08-25,4,5,51,20,0,16,0,38,0,0
2022-08-26,4,6,50,22,0,15,0,39,0,0
2022-08-27,6,0,48,20,4,8,0,40,0,0
2022-08-28,5,0,42,13,5,0,0,31,0,0
2022-08-29,4,3,40,11,3,11,0,33,0,9
2022-08-30,4,6,41,13,4,12,0,31,0,0
2022-08-31,5,5,48,33,4,10,0,34,0,0
2022-09-01,5,6,50,12,5,12,0,40,0,10
2022-09-02,5,6,48,18,4,13,0,31,0,14
2022-09-03,5,0,45,15,4,8,0,46,0,15
2022-09-04,4,0,42,15,5,0,0,35,0,21
2022-09-05,3,5,40,7,5,16,0,35,0,21
2022-09-06,7,6,43,12,6,13,0,31,0,21
2022-09-07,6,6,40,33,7,17,0,29,0,20
2022-09-08,4,7,40,11,6,18,0,38,0,25
2022-09-09,6,6,50,19,4,14,0,33,0,32
2022-09-10,5,0,44,16,6,17,0,33,0,26
2022-09-11,5,0,45,9,5,0,0,32,0,23
2022-09-12,5,6,46,9,4,13,0,33,0,26
2022-09-13,6,7,51,9,3,17,0,35,0,27
2022-09-14,6,7,65,35,5,16,0,35,0,30
2022-09-15,7,6,100,13,7,12,0,36,0,32
2022-09-16,5,5,99,20,4,19,0,38,0,19
2022-09-17,4,0,76,13,5,0,0,30,0,17
2022-09-18,7,7,62,14,6,13,0,22,0,17
2022-09-19,0,5,41,8,3,16,0,36,0,17
2022-09-20,6,4,42,12,0,17,0,38,0,11
2022-09-21,4,0,39,29,3,13,0,38,0,8
2022-09-22,0,6,45,13,0,15,0,39,0,9
2022-09-23,5,6,53,21,0,11,0,36,0,0
2022-09-24,0,0,57,15,5,13,0,42,0,0
2022-09-25,4,0,53,16,4,0,0,32,0,0
2022-09-26,5,6,45,10,3,15,0,36,0,0
2022-09-27,6,7,43,12,4,12,0,32,0,0
2022-09-28,5,7,51,38,4,20,0,38,0,0
2022-09-29,5,7,49,14,0,14,0,41,0,0
2022-09-30,4,4,47,25,0,19,0,42,0,6
2022-10-01,0,0,42,16,7,9,0,50,0,11
2022-10-02,4,0,45,17,0,0,0,38,0,9
2022-10-03,4,7,37,15,3,23,0,44,0,15
2022-10-04,6,5,40,15,5,20,0,36,0,20
2022-10-05,5,6,42,33,5,29,0,31,0,23
2022-10-06,3,5,37,13,5,25,0,37,0,19
2022-10-07,8,5,39,18,5,24,0,37,0,25
2022-10-08,6,0,39,12,7,18,0,34,0,31
2022-10-09,4,0,40,15,0,17,0,25,0,22
2022-10-10,0,7,44,12,6,35,0,45,0,23
2022-10-11,6,7,43,10,4,19,0,35,0,21
2022-10-12,6,4,36,28,4,21,0,32,0,26
2022-10-13,7,6,35,13,6,22,0,39,0,30
2022-10-14,6,6,35,17,3,15,0,45,0,36
2022-10-15,4,0,41,16,5,14,0,41,0,42
2022-10-16,5,0,34,11,4,10,0,25,0,32
2022-10-17,4,5,34,10,4,21,0,38,0,32
2022-10-18,6,6,29,9,6,20,0,34,0,15
2022-10-19,4,3,29,27,6,17,0,30,0,11
2022-10-20,0,5,30,12,5,18,0,38,0,10
2022-10-21,4,7,39,16,0,14,0,34,0,13
2022-10-22,0,0,33,12,6,0,0,31,0,8
2022-10-23,4,0,34,11,0,0,0,27,0,0
2022-10-24,0,5,47,12,4,19,0,34,0,8
2022-10-25,7,3,49,17,5,22,0,40,0,0
2022-10-26,5,6,44,45,4,13,0,34,0,0
2022-10-27,5,7,44,15,6,12,0,36,0,0
2022-10-28,7,5,38,19,3,18,0,38,0,0
2022-10-29,4,5,45,14,6,9,0,43,0,0
2022-10-30,0,0,42,14,7,0,0,31,0,0
2022-10-31,4,6,39,12,3,16,0,38,0,9
2022-11-01,5,5,37,15,3,19,0,38,0,13
2022-11-02,4,7,42,36,7,20,0,37,0,15
2022-11-03,6,6,35,13,7,23,0,32,0,15
2022-11-04,5,7,33,16,6,19,0,35,0,29
2022-11-05,8,0,34,17,6,7,0,38,0,23
2022-11-06,5,0,35,10,7,14,0,31,0,17
2022-11-07,7,7,37,9,4,21,0,34,0,23
2022-11-08,3,6,33,12,5,25,0,34,0,25
2022-11-09,5,6,31,28,5,24,6,32,0,22
2022-11-10,5,7,31,10,5,19,0,38,0,27
2022-11-11,4,6,33,17,7,26,0,37,0,28
2022-11-12,5,0,29,12,6,12,0,32,0,32
2022-11-13,7,0,34,17,5,10,0,26,0,24
2022-11-14,5,4,32,13,3,24,0,39,0,36
2022-11-15,5,7,36,13,4,27,0,35,0,42
2022-11-16,6,6,33,34,0,29,0,34,0,17
2022-11-17,6,5,38,15,5,29,0,39,0,29
2022-11-18,8,4,31,20,7,29,0,41,0,16
2022-11-19,6,0,35,21,4,18,0,39,0,20
2022-11-20,5,0,41,7,3,19,0,28,0,18
2022-11-21,6,6,37,9,5,26,0,36,0,8
2022-11-22,5,6,39,12,5,25,0,42,0,13
2022-11-23,0,5,46,30,4,34,0,35,0,0
2022-11-24,4,5,58,14,5,25,0,42,0,0
2022-11-25,5,6,47,24,4,23,0,48,0,0
2022-11-26,5,0,51,15,5,15,0,45,0,0
2022-11-27,8,0,50,14,5,18,0,32,0,0
2022-11-28,6,9,45,10,5,30,0,36,0,0
2022-11-29,6,6,38,12,3,34,0,42,0,7
2022-11-30,6,6,45,40,7,45,0,42,0,9
2022-12-01,6,8,40,15,6,43,0,40,0,14
2022-12-02,5,8,39,15,3,47,0,38,0,17
2022-12-03,7,4,44,14,5,29,0,44,0,25
2022-12-04,0,0,45,15,0,22,0,37,0,20
2022-12-05,6,8,33,15,6,54,0,46,0,26
2022-12-06,8,7,33,11,5,59,0,40,0,29
2022-12-07,5,7,31,40,7,71,0,47,0,28
2022-12-08,0,8,36,19,4,62,0,51,0,29
2022-12-09,0,8,35,21,3,55,0,41,0,37
2022-12-10,7,0,35,17,5,26,0,46,0,34
2022-12-11,4,0,36,11,0,30,0,42,0,27
2022-12-12,5,8,44,12,0,64,0,39,0,26
2022-12-13,5,8,42,14,4,55,0,37,0,30
2022-12-14,7,11,46,40,3,72,0,40,0,28
2022-12-15,4,10,48,27,5,68,0,42,0,15
2022-12-16,4,6,59,19,0,40,0,56,0,8
2022-12-17,0,0,46,16,0,43,0,51,0,11
2022-12-18,7,0,38,16,6,35,0,38,0,0
2022-12-19,0,10,40,13,5,83,0,52,0,12
2022-12-20,5,13,48,17,4,100,0,53,0,8
2022-12-21,4,12,41,44,5,78,0,34,0,7
2022-12-22,0,12,56,23,4,76,0,41,0,0
2022-12-23,6,6,56,25,4,51,0,46,0,0
2022-12-24,5,0,57,23,4,22,0,33,0,0
2022-12-25,0,0,75,15,7,10,0,56,0,0
2022-12-26,0,0,57,19,6,23,0,40,0,0
2022-12-27,0,0,54,25,4,28,0,33,0,13
2022-12-28,4,7,48,31,4,42,0,39,0,12
2022-12-29,10,4,45,15,4,37,0,39,0,7
2022-12-30,0,5,49,16,6,28,0,35,0,0
2022-12-31,4,0,54,18,6,15,0,34,0,0
2023-01-01,0,0,50,22,5,9,0,39,0,17
2023-01-02,0,0,62,15,6,16,0,30,0,23
2023-01-03,7,0,52,15,4,33,0,31,0,34
2023-01-04,6,3,51,33,6,23,0,41,0,26
2023-01-05,5,4,45,13,5,17,0,32,0,28
2023-01-06,4,4,43,16,0,9,0,38,0,32
2023-01-07,6,0,38,13,6,13,0,37,0,32
