date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2025-06-12,6,0,96,10,9,0,0,56,0,69
2025-06-13,4,5,95,19,0,0,0,80,0,77
2025-06-14,0,0,100,17,7,0,0,66,0,79
2025-06-15,0,0,83,16,5,0,0,52,0,74
2025-06-16,0,0,84,13,0,0,0,54,0,63
2025-06-17,0,0,46,12,11,0,0,63,0,55
2025-06-18,5,0,47,34,6,0,0,53,0,44
2025-06-19,0,5,49,14,0,0,0,55,0,28
2025-06-20,0,6,65,14,6,0,0,56,0,32
2025-06-21,0,0,59,12,8,0,0,60,0,19
2025-06-22,0,0,61,11,6,0,0,39,0,33
2025-06-23,6,8,53,12,5,0,0,46,0,34
2025-06-24,0,4,47,12,7,11,0,54,0,19
2025-06-25,0,0,60,57,4,0,0,57,0,13
2025-06-26,6,0,65,21,5,0,0,63,0,0
2025-06-27,5,4,83,24,10,0,0,71,0,12
2025-06-28,0,0,84,19,6,0,0,77,0,0
2025-06-29,0,0,77,13,6,0,0,74,0,0
2025-06-30,5,5,54,14,4,0,0,82,0,24
2025-07-01,0,5,54,18,9,0,0,73,0,33
2025-07-02,5,5,69,49,7,0,0,76,0,43
2025-07-03,0,0,53,15,5,13,0,72,0,32
2025-07-04,0,4,56,28,6,19,0,70,0,51
