date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2021-08-26,4,5,43,20,6,19,0,64,0,0
2021-08-27,4,7,34,32,0,0,0,63,0,0
2021-08-28,0,0,43,26,0,0,0,55,0,0
2021-08-29,0,0,38,18,0,0,0,48,0,0
2021-08-30,0,8,35,14,0,18,0,58,0,0
2021-08-31,4,10,43,19,0,0,0,71,0,0
2021-09-01,4,6,41,40,0,18,0,59,0,0
2021-09-02,5,10,39,21,0,17,0,59,0,0
2021-09-03,0,7,30,21,0,19,0,72,0,14
2021-09-04,0,0,29,17,0,0,0,72,0,0
2021-09-05,0,0,33,18,0,0,0,44,0,0
2021-09-06,0,6,33,10,4,0,0,59,0,19
2021-09-07,0,7,39,15,4,20,0,69,0,0
2021-09-08,0,8,32,34,0,18,0,75,0,0
2021-09-09,0,7,26,15,0,23,0,66,0,14
2021-09-10,0,6,24,21,0,0,0,77,0,0
2021-09-11,0,0,25,17,0,0,0,81,0,18
2021-09-12,0,0,28,14,0,0,0,75,0,0
2021-09-13,0,6,35,16,0,17,0,66,0,13
2021-09-14,0,7,37,11,0,13,0,61,0,22
2021-09-15,0,12,67,42,5,20,14,77,0,23
2021-09-16,0,10,71,19,0,19,0,59,0,0
2021-09-17,0,5,100,22,0,18,0,70,0,16
2021-09-18,0,0,61,16,0,0,0,74,0,17
2021-09-19,0,0,51,12,0,0,0,64,0,0
2021-09-20,0,9,44,10,0,21,0,57,0,0
2021-09-21,0,9,42,14,0,32,0,56,0,0
2021-09-22,0,9,38,50,0,25,0,64,0,0
2021-09-23,0,11,51,25,0,24,15,74,0,0
2021-09-24,0,0,49,27,6,0,0,99,0,0
2021-09-25,6,0,31,22,0,0,0,74,0,0
2021-09-26,0,0,31,20,0,0,0,59,0,0
2021-09-27,0,6,38,13,6,26,0,64,0,0
2021-09-28,0,11,33,13,7,24,0,63,0,0
2021-09-29,0,8,40,51,6,25,0,74,0,0
2021-09-30,5,7,35,23,0,16,0,60,0,0
2021-10-01,5,12,36,27,0,20,0,92,0,0
2021-10-02,0,0,42,22,0,0,0,91,0,0
2021-10-03,0,0,40,16,0,0,0,65,0,0
2021-10-04,0,0,28,10,0,18,0,64,0,20
2021-10-05,0,6,31,18,5,20,0,68,0,0
2021-10-06,0,8,29,52,0,19,0,67,0,14
2021-10-07,0,8,29,14,0,23,0,71,0,0
2021-10-08,0,7,36,21,5,15,0,76,0,0
2021-10-09,0,0,37,23,0,0,0,58,0,0
2021-10-10,0,0,34,16,0,0,0,79,0,0
2021-10-11,0,5,31,12,5,13,0,71,0,0
2021-10-12,0,7,29,14,5,13,0,67,0,22
2021-10-13,0,8,26,38,0,19,0,65,0,19
2021-10-14,0,9,29,16,5,0,0,64,0,27
2021-10-15,0,7,33,30,0,28,13,72,0,13
2021-10-16,0,0,26,22,0,0,0,65,0,26
2021-10-17,0,0,30,20,5,0,0,60,0,0
2021-10-18,0,6,31,8,5,19,0,57,0,24
2021-10-19,0,8,29,12,0,19,0,75,0,0
2021-10-20,0,5,23,34,8,24,0,62,0,0
2021-10-21,0,7,29,14,5,16,0,71,0,0
2021-10-22,0,5,34,21,0,35,0,72,0,0
2021-10-23,0,0,39,21,8,0,0,53,0,0
2021-10-24,0,0,34,14,0,0,0,46,0,0
2021-10-25,5,5,45,11,6,19,0,53,0,0
2021-10-26,5,0,44,19,0,30,0,69,0,0
2021-10-27,0,9,36,58,0,20,0,75,0,0
2021-10-28,0,7,30,18,0,23,0,67,0,0
2021-10-29,0,9,39,28,5,26,0,85,0,16
2021-10-30,0,0,41,28,0,17,0,73,0,0
2021-10-31,0,0,36,26,0,0,0,81,0,0
2021-11-01,0,0,46,18,6,0,0,57,0,17
2021-11-02,0,11,30,10,0,20,0,74,0,14
2021-11-03,0,5,34,40,0,21,0,71,0,17
2021-11-04,0,8,29,15,0,16,0,68,0,0
2021-11-05,0,6,35,22,0,22,0,71,0,0
2021-11-06,0,0,34,18,0,18,0,65,0,24
2021-11-07,0,0,37,15,0,17,0,49,0,0
2021-11-08,0,9,32,8,0,34,0,81,0,27
2021-11-09,0,11,33,10,0,29,0,62,0,19
2021-11-10,0,7,28,46,5,34,0,65,0,19
2021-11-11,0,7,31,11,0,30,0,52,0,13
2021-11-12,0,7,30,24,0,16,0,66,0,21
2021-11-13,0,0,26,13,0,16,0,68,0,18
2021-11-14,0,0,31,17,0,16,0,46,0,18
2021-11-15,5,7,30,15,0,29,0,55,0,20
2021-11-16,4,6,30,10,0,20,0,65,0,17
2021-11-17,0,8,27,46,4,26,0,69,0,20
2021-11-18,4,5,36,7,0,18,0,79,0,24
2021-11-19,0,6,36,18,0,28,0,61,0,0
2021-11-20,0,0,37,18,0,0,23,63,0,0
2021-11-21,5,0,27,16,0,0,0,51,0,0
2021-11-22,0,5,42,12,0,26,0,76,0,0
2021-11-23,0,8,38,12,0,30,0,71,0,0
2021-11-24,0,8,48,44,0,22,0,71,0,0
2021-11-25,0,5,60,21,0,26,0,75,0,0
2021-11-26,0,12,47,30,4,33,0,78,0,0
2021-11-27,0,0,47,21,5,0,0,80,0,0
2021-11-28,0,0,47,20,0,0,0,71,0,0
2021-11-29,0,9,41,11,0,51,0,62,0,0
2021-11-30,0,10,41,16,0,41,0,67,0,0
2021-12-01,6,16,40,59,5,20,15,81,0,16
2021-12-02,0,16,37,19,0,32,0,81,0,18
2021-12-03,0,13,43,26,0,31,0,87,0,20
2021-12-04,0,5,37,23,0,18,0,75,0,0
2021-12-05,0,0,39,15,0,25,0,71,0,0
2021-12-06,0,10,33,9,0,36,0,80,0,19
2021-12-07,0,13,36,13,6,46,0,71,0,18
2021-12-08,0,12,35,40,0,41,0,75,0,20
2021-12-09,0,11,35,19,0,22,0,74,0,30
2021-12-10,0,11,35,24,0,28,0,73,0,27
2021-12-11,0,0,30,20,0,20,0,82,0,23
2021-12-12,0,0,35,13,0,0,0,57,0,22
2021-12-13,0,14,42,14,0,32,0,55,0,19
2021-12-14,0,12,47,14,0,45,0,80,0,15
2021-12-15,0,18,46,74,0,36,0,100,0,29
2021-12-16,0,11,48,19,0,23,0,75,0,0
2021-12-17,0,18,36,22,0,23,0,90,0,0
2021-12-18,0,9,38,21,0,0,0,64,0,0
2021-12-19,0,0,36,15,0,0,0,60,0,0
2021-12-20,0,13,43,15,0,46,0,75,0,0
2021-12-21,0,17,41,18,5,30,0,79,0,0
2021-12-22,0,12,42,44,0,34,0,70,0,0
2021-12-23,0,13,48,19,0,29,0,74,0,0
2021-12-24,0,8,51,22,0,36,0,73,0,0
2021-12-25,0,0,72,20,0,0,0,80,0,0
2021-12-26,0,0,46,10,0,0,0,53,0,0
2021-12-27,0,5,44,23,0,25,0,55,0,0
2021-12-28,0,0,53,18,0,17,0,64,0,0
2021-12-29,0,8,43,48,0,23,0,50,0,0
2021-12-30,0,0,51,19,0,0,0,66,0,0
2021-12-31,0,6,49,19,0,0,0,55,0,0
2022-01-01,0,0,47,25,0,0,0,57,0,0
2022-01-02,0,0,38,19,0,0,0,58,0,24
2022-01-03,0,7,49,9,0,26,0,62,0,21
2022-01-04,8,0,47,15,0,21,0,62,0,33
2022-01-05,0,9,36,40,0,22,0,54,0,20
