date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2021-07-05,0,8,35,11,0,0,13,64,0,0
2021-07-06,0,8,25,15,4,0,0,58,0,0
2021-07-07,0,7,27,54,0,0,0,56,0,0
2021-07-08,0,7,27,15,4,0,0,66,0,0
2021-07-09,0,10,34,26,0,0,0,48,0,0
2021-07-10,0,0,25,19,0,0,0,60,0,0
2021-07-11,0,0,32,15,0,0,0,49,0,0
2021-07-12,0,5,30,11,0,0,0,57,0,0
2021-07-13,0,0,32,10,0,0,0,58,0,0
2021-07-14,0,9,75,32,0,0,0,54,0,0
2021-07-15,0,5,71,15,0,14,0,68,0,0
2021-07-16,0,8,50,21,0,14,0,55,0,14
2021-07-17,5,0,35,24,0,0,0,54,0,0
2021-07-18,0,0,39,12,0,0,0,41,0,0
2021-07-19,0,5,35,12,0,16,0,64,0,0
2021-07-20,0,6,26,17,0,0,0,71,0,0
2021-07-21,0,7,32,42,0,26,0,58,0,0
2021-07-22,0,5,36,20,0,0,0,51,0,0
2021-07-23,0,7,38,29,0,0,0,65,0,0
2021-07-24,0,0,39,21,0,0,0,58,0,0
2021-07-25,0,0,43,14,0,0,0,55,0,0
2021-07-26,0,7,42,14,0,0,0,64,0,0
2021-07-27,0,8,46,16,0,15,0,61,0,0
2021-07-28,0,8,40,51,0,0,0,67,0,0
2021-07-29,0,11,48,19,0,0,0,77,0,0
2021-07-30,0,9,38,29,0,0,0,78,0,0
2021-07-31,0,0,37,24,0,0,0,74,0,0
2021-08-01,0,0,37,18,0,0,0,52,0,0
2021-08-02,0,7,34,9,0,16,0,67,0,0
2021-08-03,6,13,38,11,0,0,0,80,0,0
2021-08-04,4,11,38,45,0,18,0,63,0,0
2021-08-05,0,10,39,15,0,15,0,62,0,0
2021-08-06,0,7,28,27,0,13,0,62,0,14
2021-08-07,0,0,32,20,9,0,0,72,0,16
2021-08-08,0,0,29,20,0,0,0,54,0,0
2021-08-09,0,0,34,19,0,0,0,61,0,0
2021-08-10,0,8,36,11,0,16,0,55,0,0
2021-08-11,0,10,37,31,0,22,0,49,0,0
2021-08-12,0,11,37,15,0,26,0,70,0,0
2021-08-13,4,8,28,28,0,22,0,74,0,0
2021-08-14,6,0,28,21,0,0,0,60,0,0
2021-08-15,5,0,35,21,0,0,0,47,0,0
2021-08-16,4,8,32,14,0,28,0,54,0,0
2021-08-17,5,7,28,15,0,15,0,58,0,13
2021-08-18,0,9,34,39,0,20,0,64,0,12
2021-08-19,0,7,35,15,0,23,0,61,0,13
2021-08-20,0,7,29,28,0,28,0,53,0,0
2021-08-21,0,0,33,24,0,0,0,49,0,0
2021-08-22,0,0,31,12,0,0,0,50,0,0
2021-08-23,0,6,48,8,0,27,0,74,0,0
2021-08-24,0,0,40,15,0,21,0,37,0,0
2021-08-25,0,8,43,55,0,25,0,62,0,0
