date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2021-03-25,0,4,33,14,0,0,0,96,0,0
2021-03-26,0,5,32,23,0,0,0,82,0,0
2021-03-27,0,0,34,21,0,0,0,91,0,0
2021-03-28,0,0,24,12,0,0,0,49,0,0
2021-03-29,0,5,25,10,0,0,0,91,0,0
2021-03-30,0,5,23,9,0,0,0,76,0,0
2021-03-31,0,7,28,47,0,0,0,82,0,0
2021-04-01,0,4,30,19,0,0,0,90,0,0
2021-04-02,0,0,34,22,0,0,0,91,0,0
2021-04-03,0,0,20,13,0,0,0,94,0,0
2021-04-04,0,0,23,14,4,0,0,60,0,0
2021-04-05,0,4,29,16,0,0,0,72,0,0
2021-04-06,0,0,21,9,0,0,0,77,0,0
2021-04-07,0,4,18,34,0,0,0,59,0,0
2021-04-08,0,7,18,12,3,0,0,96,0,0
2021-04-09,0,4,19,21,0,0,0,74,0,0
2021-04-10,0,5,21,13,0,0,0,82,0,0
2021-04-11,0,0,20,10,0,0,0,55,0,0
2021-04-12,0,5,19,7,3,0,0,73,0,0
2021-04-13,0,3,20,8,3,0,0,91,0,0
2021-04-14,0,7,19,30,0,0,0,68,0,0
2021-04-15,3,6,19,15,0,0,0,86,0,0
2021-04-16,0,4,25,16,0,0,0,73,0,0
2021-04-17,6,0,20,16,0,0,0,76,0,0
2021-04-18,0,0,20,11,0,0,0,42,0,0
2021-04-19,0,6,18,6,6,0,0,84,0,0
2021-04-20,0,6,18,11,3,0,0,74,0,0
2021-04-21,0,6,20,35,0,0,0,74,0,14
2021-04-22,0,8,26,15,0,0,0,77,0,0
2021-04-23,0,4,26,22,0,0,0,95,0,0
2021-04-24,0,0,25,17,0,0,0,84,0,0
2021-04-25,0,0,24,14,0,0,0,66,0,0
2021-04-26,0,0,28,13,0,0,0,79,0,0
2021-04-27,4,3,28,13,0,0,0,74,0,0
2021-04-28,0,7,23,33,0,0,0,64,0,0
2021-04-29,0,5,29,13,0,0,0,91,0,0
2021-04-30,0,7,23,22,0,0,0,69,0,0
2021-05-01,0,4,26,13,0,0,0,83,0,0
2021-05-02,4,0,24,14,0,0,0,67,0,0
2021-05-03,0,6,26,7,0,0,0,89,0,0
2021-05-04,0,7,24,10,3,0,0,75,0,23
2021-05-05,3,6,25,38,0,0,0,71,0,0
2021-05-06,0,5,22,10,0,15,0,70,0,0
2021-05-07,0,6,21,16,0,0,0,79,0,0
2021-05-08,0,0,28,11,0,0,0,95,0,0
2021-05-09,0,0,22,12,0,0,0,55,0,0
2021-05-10,0,4,23,8,0,0,0,70,0,0
2021-05-11,3,7,20,7,0,0,0,67,0,0
2021-05-12,0,6,19,31,0,0,0,66,0,0
2021-05-13,0,5,22,10,0,0,0,58,0,0
2021-05-14,0,4,27,14,0,0,0,58,0,0
2021-05-15,0,0,18,14,0,0,0,99,0,0
2021-05-16,0,0,27,15,0,0,0,62,0,0
2021-05-17,0,4,18,8,0,0,0,80,0,0
2021-05-18,0,5,16,16,0,0,0,84,0,0
2021-05-19,0,6,19,31,0,15,0,69,0,0
2021-05-20,0,6,20,15,0,0,0,87,0,0
2021-05-21,0,4,25,16,0,0,0,60,0,0
2021-05-22,0,0,21,13,0,0,0,66,0,0
2021-05-23,0,0,24,12,0,0,0,55,0,0
2021-05-24,0,4,31,8,0,0,0,75,0,0
2021-05-25,0,4,28,19,0,0,0,84,0,0
2021-05-26,0,5,25,42,0,0,0,71,0,0
2021-05-27,0,3,28,17,0,0,0,63,0,0
2021-05-28,0,5,31,25,0,0,0,97,0,0
2021-05-29,0,0,28,19,0,0,0,98,0,0
2021-05-30,0,0,27,18,0,0,0,63,0,0
2021-05-31,0,8,20,9,0,0,0,82,0,0
2021-06-01,0,7,27,10,0,0,0,92,0,0
2021-06-02,4,5,22,40,0,0,0,82,0,0
2021-06-03,0,8,21,14,3,0,0,58,0,14
2021-06-04,0,6,27,20,0,0,0,82,0,0
2021-06-05,0,6,27,15,0,0,0,83,0,0
2021-06-06,0,0,23,13,0,0,0,61,0,0
2021-06-07,0,6,28,8,0,0,0,77,0,15
2021-06-08,0,5,25,8,4,0,0,81,0,0
2021-06-09,0,5,22,35,0,0,0,82,0,0
2021-06-10,0,5,19,14,0,0,0,74,0,0
2021-06-11,0,5,18,20,0,0,0,67,0,0
2021-06-12,0,0,20,18,0,0,0,60,0,0
2021-06-13,0,0,24,10,0,0,0,63,0,0
2021-06-14,4,6,21,7,0,0,0,82,0,0
2021-06-15,0,5,36,14,4,0,0,66,0,0
2021-06-16,0,5,33,32,4,0,0,73,0,0
2021-06-17,0,9,53,10,3,0,0,78,0,0
2021-06-18,0,6,100,15,0,0,0,84,0,0
2021-06-19,0,0,64,16,0,0,0,61,0,0
2021-06-20,0,0,45,9,4,0,0,42,0,0
2021-06-21,4,7,29,8,0,0,0,76,0,0
2021-06-22,0,6,25,8,0,0,0,89,0,0
2021-06-23,0,7,23,37,3,0,0,59,0,0
2021-06-24,0,5,30,12,0,14,0,58,0,0
2021-06-25,4,4,29,27,0,0,0,91,0,0
2021-06-26,0,3,30,20,4,0,0,68,0,0
2021-06-27,0,0,24,12,0,0,0,55,0,0
2021-06-28,0,7,30,13,0,0,0,74,0,0
2021-06-29,0,10,27,11,0,0,0,75,0,0
2021-06-30,0,5,26,45,0,14,0,58,0,0
2021-07-01,0,6,33,16,3,0,0,59,0,0
2021-07-02,3,4,27,16,0,0,0,76,0,0
2021-07-03,0,0,30,17,0,0,0,45,0,0
2021-07-04,0,0,27,10,0,0,0,48,0,0
