date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2024-09-16,0,0,34,11,4,13,0,57,0,37
2024-09-17,4,0,38,9,9,16,0,56,0,28
2024-09-18,0,5,38,32,5,21,0,55,0,17
2024-09-19,5,5,30,14,6,15,0,62,0,18
2024-09-20,4,4,39,19,5,0,0,53,0,19
2024-09-21,0,0,36,14,7,0,0,63,0,14
2024-09-22,0,0,47,17,0,0,0,55,0,17
2024-09-23,0,4,47,12,4,0,0,53,0,15
2024-09-24,5,0,64,14,11,0,0,53,0,0
2024-09-25,5,6,49,38,7,12,0,45,0,0
2024-09-26,3,5,52,21,7,13,0,60,0,0
2024-09-27,4,4,47,24,9,12,0,73,0,27
2024-09-28,5,0,50,18,8,0,0,73,0,0
2024-09-29,4,0,55,10,7,0,0,50,0,0
2024-09-30,0,5,43,12,8,17,0,70,0,21
2024-10-01,0,6,54,13,6,12,0,64,0,26
2024-10-02,4,4,55,38,8,16,0,51,0,37
2024-10-03,5,5,47,17,6,17,0,64,0,29
2024-10-04,0,6,55,20,6,16,0,86,0,51
2024-10-05,4,0,59,21,9,14,0,82,0,46
2024-10-06,4,0,57,13,8,0,0,57,0,64
2024-10-07,4,4,42,8,0,21,0,68,0,62
2024-10-08,0,3,40,9,5,24,0,49,0,51
2024-10-09,0,4,36,35,5,14,0,62,0,62
2024-10-10,0,4,39,12,5,15,0,70,0,49
2024-10-11,5,4,38,17,5,21,0,71,0,59
2024-10-12,0,4,50,18,8,20,0,65,0,65
2024-10-13,0,0,46,12,9,0,0,60,0,68
2024-10-14,3,4,34,12,6,21,0,60,0,74
2024-10-15,4,4,36,15,7,34,0,60,0,75
2024-10-16,0,7,37,36,8,18,0,69,0,37
2024-10-17,5,4,37,11,5,0,0,45,0,31
2024-10-18,3,5,40,21,5,0,0,55,0,29
2024-10-19,5,0,48,15,7,0,0,50,0,16
2024-10-20,0,0,40,8,5,0,0,39,0,20
2024-10-21,0,3,35,8,5,14,0,49,0,14
2024-10-22,3,4,33,13,6,14,0,50,0,14
2024-10-23,4,5,41,29,6,15,0,46,0,17
2024-10-24,4,3,46,9,6,12,0,55,0,11
2024-10-25,6,5,49,19,9,24,0,58,0,12
2024-10-26,0,0,54,17,12,0,0,53,0,0
2024-10-27,4,0,52,13,5,0,0,47,0,0
2024-10-28,5,4,34,12,5,18,0,50,0,13
2024-10-29,3,7,37,12,6,13,0,65,0,0
2024-10-30,5,5,43,36,7,17,0,61,0,13
2024-10-31,0,3,39,16,8,21,0,63,0,14
2024-11-01,0,5,49,21,5,20,0,73,0,36
2024-11-02,0,5,47,17,6,14,0,67,0,34
2024-11-03,0,0,49,14,8,0,0,42,0,51
2024-11-04,5,4,39,12,7,19,0,55,0,43
2024-11-05,0,3,39,11,9,19,0,57,0,53
2024-11-06,4,5,34,29,7,24,0,48,0,51
2024-11-07,5,5,35,13,8,24,0,54,0,53
2024-11-08,5,5,45,17,7,23,0,61,0,61
2024-11-09,0,4,39,16,6,22,0,74,0,62
2024-11-10,0,0,33,11,4,12,0,57,0,52
2024-11-11,0,4,34,11,6,33,0,69,0,59
2024-11-12,0,0,35,12,7,27,0,75,0,60
2024-11-13,0,3,34,30,5,16,0,54,0,64
2024-11-14,0,5,38,11,7,24,0,69,0,61
2024-11-15,3,5,46,17,6,18,0,66,0,71
2024-11-16,0,0,44,17,5,23,0,76,0,40
2024-11-17,0,0,42,14,5,0,0,45,0,33
2024-11-18,3,4,36,10,7,23,0,45,0,45
2024-11-19,4,6,37,10,9,20,0,55,0,27
2024-11-20,3,0,37,36,5,19,0,55,0,26
2024-11-21,4,0,41,11,4,14,0,52,0,14
2024-11-22,4,4,33,19,5,19,0,59,0,16
2024-11-23,0,0,40,15,8,0,0,53,0,0
2024-11-24,5,0,51,14,7,0,0,52,0,0
2024-11-25,4,0,56,12,6,18,0,62,0,21
2024-11-26,5,6,51,14,7,0,0,62,0,13
2024-11-27,0,4,57,48,7,22,0,64,0,0
2024-11-28,4,0,67,18,6,20,0,77,0,0
2024-11-29,5,4,57,20,9,14,0,70,0,0
2024-11-30,0,0,66,15,10,0,0,90,0,19
2024-12-01,0,0,57,17,7,0,0,69,0,24
2024-12-02,6,6,57,10,4,17,0,74,0,44
2024-12-03,0,4,48,11,6,26,0,66,0,66
2024-12-04,3,6,37,37,7,18,0,71,0,77
2024-12-05,0,6,46,13,0,22,0,55,0,45
2024-12-06,4,6,52,18,10,15,0,62,0,49
2024-12-07,0,0,45,13,6,0,0,81,0,62
2024-12-08,0,0,41,13,0,0,0,65,0,63
2024-12-09,4,5,45,11,5,19,0,78,0,60
2024-12-10,4,9,40,12,8,24,0,66,0,46
2024-12-11,0,7,41,35,6,22,0,71,0,53
2024-12-12,0,4,34,14,6,21,0,60,0,48
2024-12-13,0,7,49,30,5,14,0,96,0,26
2024-12-14,4,0,49,20,6,0,0,100,0,25
2024-12-15,0,0,51,17,0,0,0,59,0,25
2024-12-16,5,0,53,16,7,15,0,68,0,33
2024-12-17,4,5,42,15,6,0,0,60,0,20
2024-12-18,4,6,50,35,5,27,0,64,0,14
2024-12-19,5,7,39,19,6,0,0,50,0,14
2024-12-20,7,6,52,19,6,15,0,71,0,0
2024-12-21,0,0,53,11,7,0,0,75,0,0
2024-12-22,4,0,64,15,4,0,0,70,0,17
2024-12-23,5,0,69,15,6,0,0,84,0,0
2024-12-24,0,0,79,16,7,0,0,78,0,0
2024-12-25,7,0,100,28,5,0,0,77,0,0
2024-12-26,0,0,57,14,0,17,0,50,0,15
2024-12-27,5,0,52,13,6,15,0,65,0,0
2024-12-28,0,0,51,14,8,0,0,32,0,17
2024-12-29,0,0,62,10,0,0,0,41,0,22
2024-12-30,0,0,76,16,8,14,0,61,0,24
2024-12-31,4,0,83,13,0,23,0,72,0,25
2025-01-01,0,0,71,28,0,0,0,62,0,54
2025-01-02,4,0,48,17,6,17,0,56,0,63
2025-01-03,0,0,55,14,7,0,0,59,0,63
2025-01-04,0,0,50,14,10,0,0,50,0,65
2025-01-05,0,0,52,10,6,0,0,40,0,62
2025-01-06,5,0,48,11,7,0,0,65,0,62
2025-01-07,0,0,51,10,9,14,0,46,0,62
2025-01-08,0,5,43,22,8,0,0,59,0,47
2025-01-09,0,3,45,9,5,14,0,44,0,61
2025-01-10,4,0,43,13,5,0,0,55,0,92
2025-01-11,5,0,48,11,5,0,0,44,0,91
