date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2024-07-11,0,5,40,11,7,0,0,44,0,61
2024-07-12,0,0,43,21,5,17,0,42,0,90
2024-07-13,0,4,49,17,0,0,0,57,0,82
2024-07-14,6,0,44,13,4,0,0,48,0,79
2024-07-15,4,5,38,10,5,0,0,55,0,64
2024-07-16,4,0,39,11,4,12,0,54,0,44
2024-07-17,0,3,36,40,6,20,0,62,0,35
2024-07-18,4,4,34,11,6,13,0,54,0,24
2024-07-19,0,0,36,19,5,13,0,59,0,28
2024-07-20,0,4,43,12,7,0,0,46,0,37
2024-07-21,5,0,50,11,7,0,0,60,0,16
2024-07-22,0,4,47,10,4,10,0,53,0,16
2024-07-23,5,5,44,10,6,20,0,68,0,16
2024-07-24,3,6,41,39,8,16,0,49,0,17
2024-07-25,4,4,47,21,8,0,0,53,0,0
2024-07-26,3,5,55,26,0,0,0,63,0,0
2024-07-27,0,0,57,20,5,0,0,73,0,12
2024-07-28,4,0,63,13,6,0,0,58,0,0
2024-07-29,0,0,47,10,5,0,0,60,0,0
2024-07-30,4,6,44,8,5,16,0,60,0,0
2024-07-31,0,4,50,47,5,16,0,59,0,17
2024-08-01,4,0,46,15,4,14,0,75,0,21
2024-08-02,0,8,49,20,5,14,0,75,0,36
2024-08-03,4,0,54,19,7,0,0,70,0,47
2024-08-04,4,0,46,12,4,0,0,75,0,37
2024-08-05,4,6,40,10,4,28,0,55,0,64
2024-08-06,4,6,43,8,5,22,0,58,0,59
2024-08-07,5,3,39,32,8,16,0,61,0,51
2024-08-08,4,5,43,15,5,0,0,58,0,53
2024-08-09,0,0,60,10,8,0,0,51,0,73
2024-08-10,4,0,48,15,10,0,0,71,13,65
2024-08-11,0,0,43,13,5,0,0,35,0,78
2024-08-12,0,4,36,10,5,24,0,69,0,74
2024-08-13,0,5,38,8,3,22,0,60,0,67
2024-08-14,3,3,40,29,4,23,0,50,0,63
2024-08-15,4,5,48,18,6,0,0,70,0,73
2024-08-16,4,4,43,16,6,13,0,65,0,21
2024-08-17,0,0,50,13,6,0,0,63,0,28
2024-08-18,0,0,52,8,7,0,0,42,0,25
2024-08-19,0,7,40,9,4,11,0,54,0,22
2024-08-20,3,8,39,14,4,0,0,59,0,23
2024-08-21,4,4,37,27,0,11,0,56,0,10
2024-08-22,4,5,45,13,6,11,0,65,0,12
2024-08-23,3,0,43,25,6,0,0,67,0,18
2024-08-24,4,0,50,15,8,0,0,57,0,0
2024-08-25,3,0,48,14,5,0,0,42,0,0
2024-08-26,4,4,46,12,5,15,0,57,0,0
2024-08-27,0,0,44,14,9,0,0,71,0,10
2024-08-28,5,4,41,39,8,0,0,56,0,0
2024-08-29,0,4,40,11,6,21,0,49,0,0
2024-08-30,4,4,49,26,7,11,0,66,0,15
2024-08-31,4,4,56,14,5,15,0,81,0,16
2024-09-01,0,0,52,15,6,0,0,64,0,25
2024-09-02,4,5,43,13,5,16,0,61,0,42
2024-09-03,0,5,52,14,5,19,0,63,0,48
2024-09-04,4,4,42,33,6,23,0,78,0,48
2024-09-05,4,7,45,16,5,17,0,68,0,50
2024-09-06,0,5,35,16,9,24,0,71,0,66
2024-09-07,4,4,50,17,11,19,0,68,0,80
2024-09-08,4,0,41,11,5,0,0,46,0,54
2024-09-09,4,7,47,12,6,0,0,63,0,56
2024-09-10,4,4,40,10,4,18,0,49,0,52
2024-09-11,0,4,58,35,6,22,0,60,0,67
2024-09-12,0,3,69,10,6,19,0,65,0,75
2024-09-13,0,0,79,16,8,11,0,49,0,85
2024-09-14,4,0,61,15,8,0,0,69,0,98
2024-09-15,0,0,76,15,10,0,0,44,0,83
