date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2023-04-26,4,0,51,25,19,33,23,64,33,85
2023-04-27,4,0,64,30,21,44,29,76,38,87
2023-04-28,4,0,65,29,20,41,29,83,38,86
2023-04-29,4,0,63,27,17,46,26,82,31,83
2023-04-30,3,2,63,24,17,41,25,74,35,82
2023-05-01,4,3,67,27,19,37,24,73,33,86
2023-05-02,5,0,53,22,15,26,22,59,28,66
2023-05-03,4,0,45,21,16,28,19,52,26,70
2023-05-04,5,0,55,21,15,30,19,59,25,74
2023-05-05,4,0,50,19,21,34,24,60,28,80
2023-05-06,4,0,56,21,19,38,22,72,29,74
2023-05-07,4,0,59,21,21,39,22,76,32,81
2023-05-08,5,0,52,21,21,29,20,60,24,77
2023-05-09,4,0,52,23,21,29,18,56,24,85
2023-05-10,5,0,50,20,18,27,20,59,23,77
2023-05-11,5,2,49,22,18,28,23,58,28,76
2023-05-12,5,2,53,22,22,31,24,58,31,80
2023-05-13,5,2,64,25,22,32,27,76,34,83
2023-05-14,3,0,58,19,24,39,25,82,31,81
2023-05-15,3,0,51,26,21,33,21,58,27,79
2023-05-16,5,2,51,24,20,28,22,63,22,91
2023-05-17,5,0,50,22,18,27,23,57,25,83
2023-05-18,5,0,54,25,22,32,21,63,23,80
2023-05-19,5,0,55,24,21,31,24,64,28,85
2023-05-20,3,0,65,24,23,41,26,75,36,89
2023-05-21,4,0,62,25,18,39,26,79,32,88
2023-05-22,4,0,51,27,21,39,23,65,24,78
2023-05-23,4,2,59,27,26,32,24,62,29,91
2023-05-24,6,0,54,26,22,34,23,63,27,87
2023-05-25,6,0,57,26,19,35,27,64,32,97
2023-05-26,5,0,56,25,21,40,28,68,31,98
2023-05-27,3,3,72,27,22,44,32,76,35,100
2023-05-28,3,0,65,23,25,43,30,78,34,92
2023-05-29,6,0,61,23,23,37,24,65,31,78
2023-05-30,6,0,56,23,19,37,26,67,32,83
2023-05-31,5,0,59,27,24,43,32,63,33,83
2023-06-01,6,0,56,23,19,39,29,67,33,82
2023-06-02,6,2,64,25,19,45,29,67,32,86
2023-06-03,5,0,63,26,25,52,33,84,33,82
2023-06-04,4,0,66,31,23,50,33,83,36,89
2023-06-05,6,0,58,26,19,37,26,66,27,83
2023-06-06,7,0,53,25,20,40,24,61,28,73
2023-06-07,5,0,51,22,21,39,24,69,33,79
2023-06-08,5,0,54,20,19,39,23,70,30,75
2023-06-09,4,0,57,24,20,31,27,67,29,79
2023-06-10,4,0,64,23,24,43,32,85,31,84
2023-06-11,4,0,65,18,22,43,28,82,31,82
2023-06-12,5,2,58,25,17,36,25,65,27,73
2023-06-13,5,4,53,28,25,36,23,65,27,86
2023-06-14,6,4,56,25,21,44,22,62,32,89
2023-06-15,7,4,57,22,22,42,27,72,32,80
2023-06-16,5,4,63,24,22,46,27,80,36,85
2023-06-17,3,0,72,23,20,48,31,79,39,90
2023-06-18,4,0,62,19,20,44,24,81,33,81
2023-06-19,6,0,55,23,21,36,24,64,28,72
2023-06-20,6,3,56,22,23,39,23,63,30,82
2023-06-21,5,0,53,26,21,39,22,68,32,77
2023-06-22,6,0,59,23,20,39,25,67,36,82
2023-06-23,5,0,67,27,26,43,29,75,40,82
2023-06-24,3,0,70,22,23,48,36,89,39,88
2023-06-25,4,2,77,28,26,46,30,99,40,99
2023-06-26,6,0,63,24,23,39,27,76,31,81
2023-06-27,6,2,65,29,25,42,25,72,38,88
2023-06-28,4,0,65,28,20,41,23,75,32,90
2023-06-29,5,0,65,27,22,43,23,77,33,80
2023-06-30,5,0,82,29,23,39,26,77,37,85
2023-07-01,4,0,95,29,27,45,27,89,42,90
2023-07-02,6,0,100,27,27,51,31,89,34,87
2023-07-03,6,0,87,25,23,45,26,82,33,73
2023-07-04,5,0,78,26,23,43,25,75,31,73
2023-07-05,6,2,73,29,25,40,22,77,32,75
2023-07-06,5,2,76,25,21,43,25,76,34,81
2023-07-07,6,0,72,24,21,39,24,83,33,76
2023-07-08,5,0,78,22,22,42,28,88,33,81
