date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2021-07-05,0,0,3,2,1,15,14,37,20,35
2021-07-06,0,0,3,2,1,16,9,37,18,32
2021-07-07,0,0,3,2,0,16,12,35,18,35
2021-07-08,0,0,4,2,1,15,12,35,20,37
2021-07-09,0,0,3,2,1,16,12,41,19,37
2021-07-10,0,0,4,2,1,20,14,39,23,40
2021-07-11,0,0,3,1,1,18,11,40,18,34
2021-07-12,0,0,2,2,0,12,9,28,13,29
2021-07-13,0,0,2,2,0,11,9,26,14,29
2021-07-14,0,0,2,2,0,15,10,31,14,28
2021-07-15,0,0,3,2,0,17,10,36,17,31
2021-07-16,0,0,3,2,1,16,11,33,17,33
2021-07-17,0,0,3,1,1,17,11,39,20,32
2021-07-18,0,0,3,1,1,18,14,42,20,35
2021-07-19,1,0,3,2,1,18,11,38,21,32
2021-07-20,0,0,3,2,1,18,11,41,20,37
2021-07-21,1,0,3,2,1,19,10,40,20,39
2021-07-22,0,0,3,2,1,17,13,35,21,40
2021-07-23,0,0,3,2,1,21,10,42,23,44
2021-07-24,1,0,4,2,1,21,14,43,26,47
2021-07-25,0,0,4,2,1,20,13,44,22,40
2021-07-26,0,0,3,2,1,19,12,36,22,38
2021-07-27,0,0,3,2,1,16,10,38,22,42
2021-07-28,1,0,3,2,1,18,9,34,22,33
2021-07-29,0,0,3,2,1,17,15,41,22,37
2021-07-30,0,0,3,2,1,17,12,38,20,36
2021-07-31,0,0,4,2,1,20,14,46,20,37
2021-08-01,0,0,3,1,1,20,13,43,20,34
2021-08-02,0,0,3,2,1,19,9,37,21,34
2021-08-03,0,0,3,2,1,16,11,37,20,35
2021-08-04,0,0,3,2,1,16,9,33,17,36
2021-08-05,0,0,3,2,1,15,8,34,22,37
2021-08-06,0,0,3,1,1,18,9,35,16,33
2021-08-07,0,0,4,1,1,20,10,39,17,37
2021-08-08,0,0,4,2,1,17,10,42,21,36
2021-08-09,0,0,3,2,1,19,11,36,16,35
2021-08-10,1,0,3,1,1,15,9,30,16,30
2021-08-11,0,0,3,2,1,14,8,35,16,31
2021-08-12,1,0,3,1,1,17,11,38,17,36
2021-08-13,0,0,4,2,1,15,12,41,19,37
2021-08-14,0,0,3,2,1,18,12,42,19,39
2021-08-15,0,0,4,2,1,19,11,41,19,39
2021-08-16,0,0,3,1,1,16,11,32,17,32
2021-08-17,0,0,4,2,1,16,9,35,18,35
2021-08-18,0,0,4,2,1,15,9,36,16,33
2021-08-19,0,0,3,1,1,21,12,35,18,36
2021-08-20,0,0,4,2,1,20,10,34,20,38
2021-08-21,0,0,4,2,1,18,13,40,24,40
2021-08-22,0,0,4,2,1,21,12,42,21,37
2021-08-23,0,0,3,1,1,18,8,34,16,36
2021-08-24,0,0,4,1,1,16,11,38,20,43
2021-08-25,0,0,3,2,1,16,11,37,19,38
2021-08-26,0,0,3,1,1,19,11,32,20,42
2021-08-27,0,0,4,2,1,16,10,36,23,40
2021-08-28,0,0,4,2,1,19,11,40,25,41
2021-08-29,0,0,4,2,1,22,13,42,25,38
2021-08-30,1,0,3,2,1,17,11,36,18,39
2021-08-31,0,0,3,2,1,14,10,37,21,41
2021-09-01,0,0,3,2,1,18,11,38,21,43
2021-09-02,0,0,3,2,1,16,9,34,19,44
2021-09-03,0,0,3,2,1,17,11,35,19,42
2021-09-04,0,0,4,2,1,21,12,43,21,47
2021-09-05,0,0,3,2,1,18,11,39,21,43
2021-09-06,0,0,3,1,1,18,11,30,17,37
2021-09-07,0,0,3,2,1,16,9,35,17,38
2021-09-08,0,0,4,2,1,14,10,36,21,40
2021-09-09,1,0,4,2,1,16,10,34,18,40
2021-09-10,0,0,3,2,1,13,10,34,19,42
2021-09-11,0,0,3,2,1,17,10,38,20,41
2021-09-12,0,0,3,2,1,17,11,37,21,41
2021-09-13,0,0,3,2,1,13,9,32,18,40
2021-09-14,0,0,3,2,1,16,9,29,17,41
2021-09-15,0,0,3,2,1,15,10,34,15,41
2021-09-16,0,0,3,2,1,16,10,35,18,47
2021-09-17,0,0,3,2,1,16,11,34,21,42
2021-09-18,0,0,4,2,1,19,11,42,22,42
2021-09-19,0,0,4,2,1,18,11,41,20,42
2021-09-20,0,0,4,1,1,15,9,35,20,42
2021-09-21,0,0,4,2,1,17,11,33,20,46
2021-09-22,0,0,4,2,1,12,12,32,20,44
2021-09-23,0,1,4,1,1,18,12,38,23,45
2021-09-24,1,0,4,1,1,19,11,43,24,44
2021-09-25,0,0,3,2,1,18,11,39,21,45
2021-09-26,0,0,3,2,1,13,12,39,21,48
2021-09-27,0,0,3,2,1,16,10,35,19,37
2021-09-28,0,0,3,2,1,13,10,31,19,44
2021-09-29,0,1,3,2,1,15,10,34,20,44
2021-09-30,1,1,3,2,1,16,10,36,21,46
2021-10-01,0,1,4,2,1,17,12,36,21,44
2021-10-02,0,0,4,2,1,20,13,38,22,45
2021-10-03,0,1,4,1,1,15,15,45,23,46
2021-10-04,0,1,3,2,1,14,12,34,19,41
2021-10-05,0,1,4,2,1,16,12,42,20,43
2021-10-06,0,1,4,2,1,18,12,39,20,44
2021-10-07,0,1,4,2,1,16,12,37,20,46
2021-10-08,0,1,4,2,1,13,14,39,21,42
2021-10-09,0,1,4,2,1,20,12,45,22,45
2021-10-10,0,1,4,2,1,20,11,44,23,39
2021-10-11,1,1,4,2,1,14,10,32,17,40
2021-10-12,0,1,3,2,1,13,10,33,17,40
2021-10-13,1,1,3,1,1,14,10,33,17,43
2021-10-14,1,1,3,2,2,15,8,38,19,46
2021-10-15,1,1,3,2,1,13,12,36,18,39
2021-10-16,0,1,4,2,1,18,12,40,22,42
2021-10-17,0,1,4,2,1,19,14,45,25,38
2021-10-18,0,2,4,2,1,17,12,36,20,40
2021-10-19,0,2,3,2,1,16,9,32,21,41
2021-10-20,0,2,4,1,1,15,10,36,22,41
2021-10-21,1,2,4,2,1,17,11,32,22,44
2021-10-22,0,2,4,2,1,17,12,40,23,42
2021-10-23,0,2,4,2,1,20,14,46,21,43
2021-10-24,0,2,4,2,1,17,13,42,23,43
2021-10-25,0,3,4,2,1,17,12,37,22,45
2021-10-26,0,5,3,2,1,16,12,35,24,41
2021-10-27,0,4,4,2,1,16,10,34,20,48
2021-10-28,0,4,4,2,1,17,11,39,25,44
2021-10-29,0,4,4,2,1,18,12,41,23,40
2021-10-30,0,3,4,2,1,17,12,45,25,45
2021-10-31,0,5,5,2,1,22,13,49,27,51
2021-11-01,0,7,4,2,2,19,12,48,26,46
2021-11-02,0,7,3,2,1,14,12,35,21,36
2021-11-03,1,7,3,2,1,16,9,34,20,41
2021-11-04,1,8,4,2,1,16,10,38,22,45
2021-11-05,0,7,4,2,1,17,12,40,24,45
2021-11-06,0,5,4,2,1,16,11,47,22,42
2021-11-07,0,6,4,2,1,17,13,49,24,44
2021-11-08,1,7,4,2,1,15,12,40,20,40
2021-11-09,0,8,4,2,1,17,11,39,24,41
2021-11-10,1,8,4,2,2,18,13,40,24,44
2021-11-11,0,9,4,2,1,22,20,40,23,41
2021-11-12,1,9,4,2,1,27,15,43,25,43
2021-11-13,0,7,4,2,2,21,15,56,26,47
2021-11-14,0,8,4,2,2,23,15,51,28,48
2021-11-15,0,9,4,2,2,18,13,43,28,46
2021-11-16,0,11,4,2,2,18,11,43,28,46
2021-11-17,1,12,4,2,1,18,14,44,26,43
2021-11-18,1,16,4,2,1,20,13,42,27,46
2021-11-19,1,20,5,2,1,24,15,45,33,46
2021-11-20,0,14,5,2,2,24,16,57,31,47
2021-11-21,1,18,5,3,1,26,20,56,36,50
2021-11-22,1,31,5,2,1,32,18,57,39,48
2021-11-23,1,39,5,3,1,33,18,54,50,51
2021-11-24,1,63,5,3,1,33,19,61,56,53
2021-11-25,1,87,6,3,2,41,25,80,85,66
2021-11-26,1,100,6,4,1,53,33,100,99,61
2021-11-27,0,29,6,3,1,44,21,78,52,54
2021-11-28,0,12,6,3,1,33,19,67,45,45
2021-11-29,0,5,5,3,1,31,19,60,46,49
2021-11-30,0,3,5,3,1,23,16,57,38,46
2021-12-01,0,2,6,2,1,23,16,56,39,46
2021-12-02,0,1,5,2,1,20,13,52,34,47
2021-12-03,0,1,5,2,1,23,15,55,32,43
2021-12-04,0,1,5,2,1,22,14,58,32,52
2021-12-05,0,1,6,2,1,24,15,63,35,46
2021-12-06,0,1,5,2,1,23,15,53,32,47
2021-12-07,0,1,5,2,1,20,14,50,30,46
2021-12-08,0,0,5,2,1,21,15,51,29,43
2021-12-09,0,1,5,2,1,23,15,52,33,45
