date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2020-05-10,16,0,47,53,0,21,11,43,23,47
2020-05-11,19,0,58,51,0,21,11,35,24,49
2020-05-12,22,0,50,47,0,19,10,36,21,43
2020-05-13,21,0,60,47,0,21,11,38,22,50
2020-05-14,17,0,55,64,0,20,12,43,25,53
2020-05-15,19,3,63,100,0,23,13,47,28,53
2020-05-16,15,0,68,64,0,26,13,49,30,54
2020-05-17,13,0,67,60,0,29,12,49,27,58
2020-05-18,18,3,58,57,0,22,13,45,26,49
2020-05-19,17,3,66,54,0,25,11,41,26,51
2020-05-20,15,0,58,53,0,24,12,44,24,48
2020-05-21,20,3,70,59,0,25,14,42,23,48
2020-05-22,14,0,57,59,0,27,18,44,29,47
2020-05-23,14,0,72,64,0,30,20,54,30,58
2020-05-24,21,4,68,51,0,26,16,57,29,50
2020-05-25,17,0,71,73,0,24,16,47,31,49
2020-05-26,15,0,61,63,0,25,16,52,27,56
2020-05-27,24,0,62,63,4,28,20,47,33,64
2020-05-28,20,3,67,55,0,26,20,46,31,63
2020-05-29,16,0,67,59,0,24,20,50,35,60
2020-05-30,12,0,80,58,0,33,24,58,36,66
2020-05-31,13,0,75,55,5,32,24,55,33,55
2020-06-01,20,3,55,43,0,19,20,42,28,49
2020-06-02,23,0,59,38,0,20,13,41,25,41
2020-06-03,17,0,58,43,0,20,18,46,29,45
2020-06-04,22,3,61,40,0,23,18,48,31,51
2020-06-05,15,5,59,38,0,24,15,44,23,49
2020-06-06,14,0,76,46,0,26,20,54,32,53
2020-06-07,13,0,73,42,0,26,16,50,33,46
2020-06-08,21,0,56,39,0,23,14,43,29,47
2020-06-09,19,0,56,35,0,19,14,44,26,44
2020-06-10,20,3,54,34,0,21,16,38,26,46
2020-06-11,21,3,51,33,0,21,13,43,27,51
2020-06-12,18,0,51,41,0,24,13,43,24,50
2020-06-13,12,0,65,42,0,28,17,55,32,56
2020-06-14,15,0,65,41,0,30,15,54,30,57
2020-06-15,14,4,55,45,0,20,15,46,29,55
2020-06-16,15,0,64,44,0,22,16,47,27,58
2020-06-17,16,0,53,40,0,22,14,33,24,50
2020-06-18,16,0,60,43,0,22,13,46,27,53
2020-06-19,12,0,54,38,0,21,15,47,24,50
2020-06-20,14,4,69,38,0,26,17,61,33,54
2020-06-21,14,0,56,31,0,29,17,56,27,44
2020-06-22,15,4,56,40,0,19,14,42,26,47
2020-06-23,19,0,59,51,0,23,15,41,27,44
2020-06-24,18,0,62,49,0,23,14,42,25,44
2020-06-25,17,0,60,43,0,20,13,45,30,49
2020-06-26,16,4,63,54,0,24,15,47,32,47
2020-06-27,16,0,70,49,0,29,19,55,32,55
2020-06-28,11,0,81,66,0,31,17,52,31,51
2020-06-29,10,0,58,53,0,23,13,42,29,43
2020-06-30,13,0,53,48,0,22,15,39,28,45
2020-07-01,15,0,52,56,0,20,11,46,29,40
2020-07-02,16,4,61,42,0,23,13,48,27,44
