date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2021-01-04,14,0,66,38,6,25,15,54,29,51
2021-01-05,15,5,63,50,8,28,15,58,23,47
2021-01-06,14,0,68,48,5,26,17,53,26,51
2021-01-07,14,8,65,44,7,21,14,59,26,54
2021-01-08,13,4,69,39,5,27,16,61,23,52
2021-01-09,12,0,74,39,8,25,16,65,26,51
2021-01-10,10,5,69,39,9,30,16,64,24,51
2021-01-11,11,0,61,48,5,21,15,50,25,48
2021-01-12,13,0,62,44,7,21,14,50,24,52
2021-01-13,13,4,64,44,9,26,12,54,23,55
2021-01-14,12,5,65,46,6,27,15,58,25,52
2021-01-15,10,0,76,37,8,26,18,62,25,56
2021-01-16,14,5,73,43,7,30,20,60,24,56
2021-01-17,11,0,68,38,11,28,21,57,25,52
2021-01-18,11,4,61,39,6,26,15,57,27,51
2021-01-19,10,5,62,37,5,27,15,47,24,55
2021-01-20,9,5,66,38,7,25,16,49,24,51
2021-01-21,10,0,65,40,7,26,17,57,21,55
2021-01-22,17,5,62,44,7,27,16,57,27,54
2021-01-23,9,0,69,43,8,27,21,63,26,51
2021-01-24,12,5,63,43,7,28,16,59,23,57
2021-01-25,13,4,68,47,5,27,17,59,29,58
2021-01-26,11,0,57,44,5,25,18,55,28,57
2021-01-27,13,0,66,50,8,26,16,55,36,59
2021-01-28,11,0,72,47,7,27,23,56,33,60
2021-01-29,10,5,71,40,10,28,16,57,34,68
2021-01-30,10,0,72,36,8,32,20,70,29,61
2021-01-31,10,8,78,47,9,32,20,72,34,59
2021-02-01,9,4,65,45,7,29,15,55,28,57
2021-02-02,10,0,64,41,6,26,15,51,32,61
2021-02-03,12,5,65,43,11,25,17,56,25,56
2021-02-04,12,5,67,45,11,23,16,60,27,61
2021-02-05,15,6,72,38,7,24,17,63,31,56
2021-02-06,9,0,78,44,13,31,18,68,33,60
2021-02-07,7,0,74,45,7,31,17,62,30,60
2021-02-08,11,0,61,35,5,24,14,53,26,54
2021-02-09,8,7,66,34,0,26,14,53,25,56
2021-02-10,14,0,58,40,9,29,18,52,27,57
2021-02-11,12,0,65,36,9,29,13,48,23,58
2021-02-12,10,0,63,29,5,22,14,55,26,58
2021-02-13,11,5,76,39,0,30,17,60,29,61
2021-02-14,11,0,66,38,8,28,12,51,23,59
2021-02-15,13,5,59,38,5,26,16,51,23,54
2021-02-16,13,0,65,34,6,25,15,43,25,58
2021-02-17,13,0,57,34,6,28,15,52,22,54
2021-02-18,17,4,62,33,7,26,12,44,24,53
2021-02-19,8,0,65,36,9,44,15,48,25,56
2021-02-20,11,0,70,36,10,31,15,61,30,62
2021-02-21,10,6,62,36,7,29,17,60,25,64
2021-02-22,12,0,64,29,6,24,16,48,26,58
2021-02-23,13,0,63,32,6,24,11,40,21,50
2021-02-24,16,5,58,33,6,20,12,49,22,49
2021-02-25,13,0,65,41,6,25,18,50,26,59
2021-02-26,9,0,65,46,9,24,13,50,32,66
2021-02-27,9,0,69,40,9,33,18,58,32,66
2021-02-28,12,0,60,33,9,26,14,59,23,59
2021-03-01,13,6,65,40,6,25,16,48,29,62
2021-03-02,11,0,68,35,8,27,16,48,27,57
2021-03-03,12,0,59,38,4,30,16,48,30,59
2021-03-04,11,0,58,34,9,25,14,52,23,67
2021-03-05,11,0,70,36,6,26,16,47,25,60
2021-03-06,12,0,64,35,10,32,16,64,25,61
2021-03-07,7,0,71,33,7,32,14,55,29,69
2021-03-08,13,5,62,36,7,25,13,47,22,62
2021-03-09,9,0,60,37,9,24,13,44,21,59
2021-03-10,7,0,50,32,5,25,12,47,22,61
2021-03-11,11,0,56,35,8,26,17,42,21,60
2021-03-12,10,0,62,33,11,26,17,50,25,61
2021-03-13,11,0,76,34,11,32,16,58,26,67
2021-03-14,10,0,69,36,10,31,12,57,28,63
2021-03-15,10,0,66,32,9,24,13,45,24,58
2021-03-16,12,0,65,36,5,21,14,48,23,62
2021-03-17,9,0,57,36,4,22,12,48,24,58
2021-03-18,12,0,66,37,8,25,16,44,21,62
2021-03-19,11,0,67,39,12,27,18,50,27,64
2021-03-20,11,0,78,45,8,32,20,62,28,71
2021-03-21,11,0,76,39,12,33,16,60,31,72
2021-03-22,9,0,86,42,9,30,14,67,32,76
2021-03-23,13,0,72,39,6,25,14,48,23,71
2021-03-24,10,5,75,41,7,27,16,55,29,76
2021-03-25,13,0,68,35,8,26,17,53,33,76
2021-03-26,10,0,77,41,8,32,18,60,39,79
2021-03-27,14,0,79,47,12,40,20,78,36,82
2021-03-28,10,0,82,37,10,31,19,80,35,80
2021-03-29,10,0,75,43,6,25,16,79,32,81
2021-03-30,12,0,73,37,10,30,16,88,32,71
2021-03-31,13,0,73,41,9,29,17,84,34,71
2021-04-01,11,5,73,38,7,27,18,66,34,66
2021-04-02,7,0,82,44,12,30,22,86,39,84
2021-04-03,9,0,77,42,9,31,18,74,33,81
2021-04-04,12,0,78,41,13,27,16,71,30,72
2021-04-05,12,0,78,39,11,32,19,74,33,81
2021-04-06,12,0,63,33,9,24,14,56,23,66
2021-04-07,11,0,66,40,9,27,14,59,30,68
2021-04-08,12,0,64,38,12,23,16,56,29,71
