date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2019-07-01,0,0,1,0,0,19,8,26,17,31
2019-07-02,0,0,1,0,0,15,7,26,15,38
2019-07-03,0,0,1,1,0,17,7,25,13,34
2019-07-04,0,0,1,1,0,18,8,29,14,35
2019-07-05,0,0,1,0,0,17,8,28,14,31
2019-07-06,0,0,1,0,0,21,6,31,12,29
2019-07-07,0,0,1,0,0,18,7,38,15,32
2019-07-08,0,0,1,0,0,16,6,26,10,31
2019-07-09,0,0,1,1,0,16,7,24,11,29
2019-07-10,0,0,1,0,0,14,6,21,11,29
2019-07-11,0,0,1,0,0,15,6,24,12,29
2019-07-12,0,0,1,0,0,17,9,26,13,28
2019-07-13,0,0,1,0,0,20,6,32,11,31
2019-07-14,0,0,1,0,0,20,6,35,11,28
2019-07-15,0,0,1,0,0,15,6,20,12,25
2019-07-16,0,0,1,0,0,16,6,23,10,26
2019-07-17,0,0,1,0,0,15,4,20,13,30
2019-07-18,0,0,1,1,0,17,6,25,12,29
2019-07-19,0,0,1,1,0,18,8,26,15,30
2019-07-20,0,0,1,0,0,20,8,37,17,32
2019-07-21,0,0,1,1,0,22,9,40,18,33
2019-07-22,0,0,1,1,0,16,7,29,14,31
2019-07-23,0,0,1,1,0,18,8,27,14,29
2019-07-24,0,0,1,0,0,20,7,26,14,33
2019-07-25,0,0,1,1,0,19,7,27,17,34
2019-07-26,0,0,1,0,0,24,10,27,16,35
2019-07-27,0,0,1,0,0,23,8,33,15,31
2019-07-28,0,0,1,0,0,23,10,37,16,34
2019-07-29,0,0,1,0,0,17,8,25,15,32
2019-07-30,0,0,1,0,0,16,7,25,12,31
2019-07-31,0,0,1,0,0,17,5,24,15,31
2019-08-01,0,0,1,0,0,17,7,28,16,31
2019-08-02,0,0,1,1,0,22,9,27,21,29
2019-08-03,0,0,1,0,0,17,11,33,25,31
2019-08-04,0,0,1,0,0,21,7,36,19,30
2019-08-05,0,0,1,0,0,15,7,24,13,28
2019-08-06,0,0,1,0,0,15,6,25,13,29
2019-08-07,0,0,1,0,0,15,8,24,13,26
2019-08-08,0,0,1,0,0,16,7,24,15,29
2019-08-09,0,0,1,0,0,19,8,30,14,29
2019-08-10,0,0,1,0,0,18,8,32,15,33
2019-08-11,0,0,1,0,0,18,6,30,11,31
2019-08-12,0,0,1,0,0,15,7,25,11,29
2019-08-13,0,0,1,0,0,11,6,22,11,30
2019-08-14,0,0,1,0,0,15,7,24,9,29
2019-08-15,0,0,1,0,0,16,7,21,9,32
2019-08-16,0,0,1,0,0,16,5,23,14,31
2019-08-17,0,0,1,0,0,16,8,29,15,30
2019-08-18,0,0,1,0,0,20,9,35,15,29
2019-08-19,0,0,1,0,0,15,5,26,11,32
2019-08-20,0,0,1,0,0,12,5,24,12,32
2019-08-21,0,0,1,0,0,15,7,25,11,32
2019-08-22,0,0,1,0,0,15,6,22,12,33
2019-08-23,0,0,1,0,0,14,8,26,12,35
2019-08-24,0,0,1,0,0,18,7,33,14,31
2019-08-25,0,0,1,0,0,20,10,39,16,31
2019-08-26,0,0,1,0,0,13,7,25,11,33
2019-08-27,0,0,1,0,0,13,7,23,11,33
2019-08-28,0,0,1,0,0,16,7,24,13,30
2019-08-29,0,0,1,0,0,14,6,24,14,35
2019-08-30,0,0,1,0,0,17,7,25,14,31
2019-08-31,0,0,1,0,0,17,9,29,17,36
2019-09-01,0,0,1,0,0,18,6,38,12,38
2019-09-02,0,0,1,0,0,11,5,22,13,31
2019-09-03,0,0,1,0,0,14,6,24,12,31
2019-09-04,0,0,1,0,0,13,7,22,11,29
2019-09-05,0,1,1,0,0,13,6,24,11,31
2019-09-06,0,1,1,0,0,15,8,26,13,28
2019-09-07,0,0,1,0,0,20,8,33,16,34
2019-09-08,0,0,1,1,0,19,6,36,18,33
2019-09-09,0,0,1,0,0,15,6,25,13,32
2019-09-10,0,0,1,0,0,12,6,23,10,34
2019-09-11,0,0,1,0,0,13,6,22,11,34
2019-09-12,0,0,1,1,0,15,7,24,12,29
2019-09-13,0,0,1,0,0,16,7,28,13,33
2019-09-14,0,0,1,1,0,17,6,31,15,33
2019-09-15,0,0,1,0,0,17,7,35,13,33
2019-09-16,0,0,1,0,0,12,5,24,11,31
2019-09-17,0,0,1,0,0,15,8,25,12,34
2019-09-18,0,0,1,1,0,13,6,23,12,36
2019-09-19,0,0,1,0,0,15,5,22,13,39
2019-09-20,0,0,1,0,0,14,4,23,13,37
2019-09-21,0,0,1,1,0,17,6,23,14,35
2019-09-22,0,0,1,0,0,18,6,30,14,31
2019-09-23,0,0,1,0,0,17,7,27,13,38
2019-09-24,0,0,1,0,0,17,7,30,16,36
2019-09-25,0,0,1,1,0,18,6,22,14,34
2019-09-26,0,1,1,0,0,16,8,28,13,36
2019-09-27,0,1,1,0,0,17,7,23,15,35
2019-09-28,0,0,1,0,0,18,8,28,13,32
2019-09-29,0,0,1,0,0,17,5,35,13,36
2019-09-30,0,0,1,0,0,15,6,24,13,32
2019-10-01,0,0,1,0,0,15,6,25,12,31
2019-10-02,0,0,1,0,0,17,7,26,12,32
2019-10-03,0,1,1,0,0,17,6,27,12,39
2019-10-04,0,1,1,0,0,17,6,26,12,35
2019-10-05,0,1,1,0,0,16,6,31,13,34
