date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2022-07-07,0,0,3,2,1,15,13,33,18,36
2022-07-08,0,0,4,1,1,19,12,38,16,36
2022-07-09,0,0,4,1,1,20,12,41,20,37
2022-07-10,0,0,4,1,1,20,16,45,20,38
2022-07-11,0,0,3,2,1,19,10,35,19,36
2022-07-12,0,0,3,1,1,17,11,35,16,37
2022-07-13,0,0,3,1,1,18,10,36,17,35
2022-07-14,0,0,3,1,1,18,12,33,18,39
2022-07-15,0,0,3,1,1,17,12,39,18,37
2022-07-16,0,0,4,1,1,20,12,44,22,37
2022-07-17,0,0,4,2,1,23,15,53,22,38
2022-07-18,0,0,3,1,1,18,12,37,20,35
2022-07-19,0,0,3,2,1,18,12,34,18,36
2022-07-20,0,0,3,1,1,19,12,38,20,36
2022-07-21,0,0,3,1,1,18,12,36,19,37
2022-07-22,0,0,4,2,1,20,13,42,25,38
2022-07-23,0,0,5,2,1,25,15,51,24,43
2022-07-24,0,0,4,2,1,24,15,51,26,41
2022-07-25,0,0,4,2,1,18,12,41,21,37
2022-07-26,0,0,4,2,1,20,14,47,26,38
2022-07-27,0,0,4,2,1,20,12,46,26,43
2022-07-28,0,0,4,2,1,24,13,41,24,46
2022-07-29,0,0,4,2,1,21,15,41,26,40
2022-07-30,0,0,4,2,1,25,16,49,25,43
2022-07-31,0,0,4,2,1,22,15,50,25,39
2022-08-01,0,0,4,2,1,18,12,42,22,38
2022-08-02,0,0,3,2,1,17,11,39,21,36
2022-08-03,0,0,4,2,1,18,13,36,21,40
2022-08-04,0,0,4,1,1,17,10,37,18,39
2022-08-05,0,0,3,1,1,21,12,39,17,36
2022-08-06,0,0,4,1,1,23,13,45,20,37
2022-08-07,0,0,4,2,1,27,13,47,24,39
2022-08-08,0,0,4,2,1,21,13,40,19,39
2022-08-09,0,0,4,2,1,20,12,43,21,35
2022-08-10,0,0,3,2,1,16,10,33,16,36
2022-08-11,0,0,3,1,1,19,12,36,16,36
2022-08-12,0,0,3,1,1,20,10,34,18,35
2022-08-13,0,0,4,1,1,19,11,40,21,36
2022-08-14,0,0,4,1,1,21,12,46,21,37
2022-08-15,0,0,3,1,1,18,9,34,18,35
2022-08-16,0,0,3,2,1,15,10,35,19,37
2022-08-17,0,0,3,1,2,15,11,36,18,36
2022-08-18,0,0,3,2,2,17,10,34,18,38
2022-08-19,0,0,3,1,1,21,11,35,18,38
2022-08-20,0,0,4,1,1,21,14,46,23,38
2022-08-21,0,0,4,1,2,21,10,44,20,39
2022-08-22,0,0,3,2,1,17,10,34,18,34
2022-08-23,0,0,3,1,1,16,11,33,17,39
2022-08-24,0,0,3,1,1,15,11,35,18,39
2022-08-25,0,0,3,2,1,18,11,34,22,39
2022-08-26,0,0,4,2,1,20,12,39,21,41
2022-08-27,0,0,4,2,1,23,13,41,22,40
2022-08-28,0,0,3,2,1,20,12,40,21,36
2022-08-29,0,0,3,2,1,19,11,33,19,39
2022-08-30,0,0,3,2,1,15,10,34,18,40
2022-08-31,0,0,4,2,1,16,10,35,20,38
2022-09-01,0,0,3,2,1,16,11,36,20,37
2022-09-02,0,0,4,2,1,19,11,39,21,36
2022-09-03,0,0,4,1,1,20,13,44,22,38
2022-09-04,0,0,4,2,1,19,13,41,20,39
2022-09-05,0,0,3,1,1,17,11,36,17,37
2022-09-06,0,0,3,2,1,17,10,37,15,36
2022-09-07,0,0,3,1,1,16,9,32,15,37
2022-09-08,0,0,3,1,1,16,8,32,14,40
2022-09-09,0,0,3,1,1,18,11,34,16,38
2022-09-10,0,0,4,1,1,18,12,40,18,39
2022-09-11,0,0,4,1,1,20,10,40,18,41
2022-09-12,0,0,4,1,1,15,9,35,17,38
2022-09-13,0,0,4,1,1,15,10,31,16,39
2022-09-14,0,0,4,1,1,14,11,31,15,35
2022-09-15,0,0,4,1,1,15,9,32,17,39
2022-09-16,0,0,4,2,1,17,9,35,20,41
2022-09-17,0,0,4,1,1,20,13,42,19,40
2022-09-18,0,0,4,2,1,19,11,38,18,40
2022-09-19,0,0,3,2,1,15,9,34,19,38
2022-09-20,0,0,4,2,1,17,11,34,19,40
2022-09-21,0,0,4,2,1,15,10,36,20,48
2022-09-22,0,0,4,2,1,18,11,37,19,45
2022-09-23,0,0,4,2,1,17,12,39,19,42
2022-09-24,0,0,4,2,1,20,13,46,24,40
2022-09-25,0,0,5,2,2,23,14,49,25,44
2022-09-26,0,0,4,1,1,19,11,40,22,45
2022-09-27,0,0,4,2,1,19,11,37,20,44
2022-09-28,0,0,4,2,1,20,12,37,21,46
2022-09-29,0,0,4,2,1,19,11,37,23,45
2022-09-30,0,0,4,1,1,19,11,39,24,40
2022-10-01,0,0,4,2,1,22,13,44,23,43
2022-10-02,0,0,4,2,1,18,12,44,19,42
2022-10-03,0,0,3,2,1,17,11,37,19,41
2022-10-04,0,1,3,2,1,19,11,38,20,38
2022-10-05,0,1,3,2,2,17,10,37,20,40
2022-10-06,0,1,3,1,1,16,12,34,20,40
2022-10-07,0,0,3,1,1,18,12,40,20,41
2022-10-08,0,1,4,1,1,21,12,41,22,42
2022-10-09,0,1,4,1,1,21,14,45,21,39
2022-10-10,0,1,3,2,1,20,12,40,18,37
2022-10-11,0,1,3,1,1,16,9,34,19,38
2022-10-12,0,1,3,1,1,17,10,35,19,40
2022-10-13,0,1,3,1,1,17,10,36,18,41
2022-10-14,0,1,4,1,2,18,10,36,17,41
2022-10-15,0,1,4,1,2,21,10,46,21,41
2022-10-16,0,1,4,2,2,17,12,43,19,39
2022-10-17,0,1,3,1,1,17,12,35,20,37
2022-10-18,0,1,3,2,2,15,10,36,16,41
2022-10-19,0,1,3,1,2,15,9,35,17,40
2022-10-20,0,1,3,1,1,16,9,35,18,41
2022-10-21,0,2,4,2,1,18,12,37,20,40
2022-10-22,0,2,4,2,2,20,13,46,23,42
2022-10-23,0,2,4,2,1,17,11,48,22,40
2022-10-24,0,3,4,1,1,18,11,35,22,43
2022-10-25,0,3,3,2,1,22,10,37,21,40
2022-10-26,0,3,4,2,2,21,12,39,21,41
2022-10-27,0,3,4,2,2,21,12,38,24,45
2022-10-28,0,3,4,2,2,22,14,42,24,47
2022-10-29,0,2,4,1,2,24,14,48,25,40
2022-10-30,0,3,4,2,2,23,14,49,26,43
2022-10-31,0,4,4,2,2,18,13,40,22,39
2022-11-01,0,5,4,2,2,19,16,41,24,36
2022-11-02,0,5,4,2,2,18,14,43,25,39
2022-11-03,0,5,4,2,2,18,13,37,24,43
2022-11-04,0,6,4,2,2,19,13,45,25,40
2022-11-05,0,4,4,1,2,21,12,49,24,42
2022-11-06,0,4,4,1,2,23,13,48,25,41
2022-11-07,0,5,4,2,2,18,12,41,23,39
2022-11-08,0,8,4,2,2,19,13,41,22,42
2022-11-09,0,6,4,2,2,16,12,35,19,36
2022-11-10,0,7,4,1,2,21,13,41,23,41
2022-11-11,0,7,4,1,2,23,20,45,24,40
2022-11-12,0,6,5,1,2,21,17,47,25,39
2022-11-13,0,6,5,2,2,25,16,58,25,43
2022-11-14,0,9,4,2,2,24,15,40,23,40
2022-11-15,0,10,4,2,2,22,15,46,26,45
2022-11-16,0,11,4,2,2,25,15,45,26,43
2022-11-17,0,15,4,2,2,25,16,46,28,48
2022-11-18,1,18,5,2,2,28,18,50,31,47
2022-11-19,0,16,6,2,2,30,22,67,37,46
2022-11-20,1,18,5,2,2,30,23,62,36,48
2022-11-21,1,33,4,2,2,30,17,52,38,51
2022-11-22,1,43,4,2,2,29,16,51,39,43
2022-11-23,1,59,5,3,2,30,17,58,48,54
2022-11-24,1,80,6,3,2,41,24,76,81,54
2022-11-25,1,100,7,4,2,58,31,100,94,63
2022-11-26,0,25,7,3,2,41,24,78,51,52
2022-11-27,0,13,6,2,2,40,23,68,42,56
2022-11-28,0,5,5,2,2,29,20,59,37,49
2022-11-29,0,3,4,2,1,28,16,54,30,45
2022-11-30,0,2,5,2,2,27,17,52,32,45
2022-12-01,0,2,5,2,2,24,15,58,32,48
2022-12-02,0,1,5,2,1,25,14,54,32,46
2022-12-03,0,1,6,2,2,31,18,55,30,50
2022-12-04,0,1,5,2,2,28,15,60,30,48
2022-12-05,0,1,4,2,1,23,15,53,25,43
2022-12-06,0,0,4,2,1,19,14,47,26,45
2022-12-07,0,0,5,2,1,21,15,49,27,45
2022-12-08,0,0,5,2,1,23,15,52,25,45
2022-12-09,0,0,4,1,1,19,13,44,26,44
2022-12-10,0,0,5,2,1,23,16,49,29,46
2022-12-11,0,0,5,2,1,23,17,59,28,46
2022-12-12,0,0,5,2,1,23,17,58,28,44
2022-12-13,0,0,5,2,1,26,16,49,28,41
2022-12-14,0,0,5,2,1,27,15,49,30,44
2022-12-15,0,0,5,2,1,26,18,61,35,45
2022-12-16,0,0,6,2,1,31,18,69,39,50
2022-12-17,0,0,5,2,1,29,15,62,32,45
2022-12-18,0,0,5,1,1,28,15,51,26,45
2022-12-19,0,0,5,2,1,32,16,60,30,44
2022-12-20,0,0,5,2,1,30,17,64,35,53
2022-12-21,0,0,5,2,1,28,18,64,34,46
2022-12-22,0,0,6,2,1,31,19,65,37,48
2022-12-23,0,0,5,2,1,30,19,62,33,46
2022-12-24,0,0,4,1,1,26,14,52,27,47
2022-12-25,0,0,4,1,1,26,14,52,23,36
2022-12-26,0,0,4,1,1,25,15,43,22,39
2022-12-27,0,0,4,1,1,24,15,45,22,42
2022-12-28,0,0,4,2,1,25,13,44,22,39
2022-12-29,0,0,4,1,1,22,14,43,20,39
2022-12-30,0,0,3,1,1,20,12,39,17,35
2022-12-31,0,0,3,1,1,17,11,37,13,27
2023-01-01,0,0,3,1,1,18,11,33,14,32
2023-01-02,0,0,3,1,1,20,12,39,16,35
2023-01-03,0,0,3,1,1,18,11,34,16,33
2023-01-04,0,0,3,1,1,19,11,35,14,37
2023-01-05,0,0,3,1,1,18,11,35,14,34
2023-01-06,0,0,3,1,1,21,11,35,14,35
2023-01-07,0,0,4,1,1,21,13,36,15,33
