date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2024-03-17,3,3,66,21,25,42,19,74,20,55
2024-03-18,6,0,58,20,25,34,18,65,17,54
2024-03-19,4,0,57,20,21,40,19,64,16,58
2024-03-20,6,0,68,23,28,37,20,70,17,64
2024-03-21,7,0,69,23,27,52,22,86,19,59
2024-03-22,5,0,65,25,25,46,21,74,19,62
2024-03-23,5,0,75,21,24,50,25,81,26,66
2024-03-24,6,0,77,24,28,65,24,87,23,70
2024-03-25,6,2,65,24,25,41,18,69,20,61
2024-03-26,7,0,64,25,24,46,24,77,20,70
2024-03-27,4,0,67,23,24,45,21,79,23,66
2024-03-28,5,0,67,20,22,46,23,79,21,72
2024-03-29,5,0,76,19,20,52,27,81,26,58
2024-03-30,5,0,67,19,21,50,24,77,20,63
2024-03-31,5,0,69,18,27,49,22,83,22,61
2024-04-01,6,0,82,24,27,53,21,79,23,67
2024-04-02,5,0,59,18,24,40,19,65,15,60
2024-04-03,6,0,60,19,22,37,17,65,15,58
2024-04-04,6,0,59,20,25,38,20,63,15,62
2024-04-05,4,0,61,22,20,42,21,71,22,70
2024-04-06,5,0,73,20,21,49,24,77,22,70
2024-04-07,6,0,81,20,27,50,24,91,22,77
2024-04-08,5,0,62,25,25,37,21,69,18,81
2024-04-09,6,0,62,23,19,37,18,65,15,73
2024-04-10,4,0,58,22,21,36,21,68,14,72
2024-04-11,9,0,66,21,20,41,19,67,17,73
2024-04-12,4,0,68,23,23,44,20,72,17,71
2024-04-13,0,0,76,21,17,50,31,92,22,68
2024-04-14,4,0,78,22,26,53,25,81,20,68
2024-04-15,5,0,66,22,20,45,24,70,18,66
2024-04-16,5,0,66,18,21,38,26,63,16,67
2024-04-17,6,0,68,20,20,43,23,67,20,69
2024-04-18,6,0,66,22,23,41,26,67,18,67
2024-04-19,5,0,74,23,22,47,22,71,21,68
2024-04-20,4,0,78,22,26,48,22,81,24,73
2024-04-21,3,4,77,17,21,50,29,70,20,65
2024-04-22,6,0,67,21,19,43,21,67,17,60
2024-04-23,5,0,66,19,22,41,20,66,19,66
2024-04-24,6,0,70,21,24,40,22,65,15,69
2024-04-25,8,3,73,23,21,45,21,71,21,69
2024-04-26,5,0,70,21,21,46,24,72,24,72
2024-04-27,3,3,74,19,24,49,26,85,21,74
2024-04-28,3,0,73,21,23,52,25,89,20,70
2024-04-29,5,0,67,24,24,37,24,68,17,70
2024-04-30,5,0,69,27,23,43,25,69,22,67
2024-05-01,3,0,74,20,27,54,24,83,24,72
2024-05-02,7,2,62,24,21,39,20,62,18,63
2024-05-03,5,0,73,24,22,40,27,72,19,67
2024-05-04,4,0,76,19,24,48,22,81,19,66
2024-05-05,3,0,74,16,21,51,28,78,22,65
2024-05-06,5,0,65,19,19,44,21,66,16,62
2024-05-07,5,0,62,21,22,36,20,63,14,64
2024-05-08,7,0,60,19,17,37,20,57,16,63
2024-05-09,5,0,62,22,21,37,21,64,17,64
2024-05-10,5,3,65,20,17,40,21,74,20,62
2024-05-11,3,0,71,18,21,50,27,82,19,67
2024-05-12,0,0,69,18,22,49,26,77,18,61
2024-05-13,5,0,69,18,16,40,20,69,17,60
2024-05-14,6,0,62,19,18,35,21,64,16,59
2024-05-15,4,0,66,20,21,35,19,68,17,63
2024-05-16,4,0,65,21,20,41,19,68,17,65
2024-05-17,4,0,77,20,22,42,23,69,19,66
2024-05-18,5,0,81,19,22,51,30,87,22,63
2024-05-19,0,0,71,15,21,51,24,84,21,61
2024-05-20,6,0,69,17,26,42,23,68,18,58
2024-05-21,7,0,66,25,24,40,25,69,18,61
2024-05-22,7,0,64,20,25,42,22,69,23,64
2024-05-23,4,0,72,21,21,44,29,74,17,69
2024-05-24,6,0,84,22,23,48,28,81,22,69
2024-05-25,0,0,82,20,22,51,27,86,21,70
2024-05-26,0,0,100,19,30,61,33,96,21,77
2024-05-27,6,0,76,20,24,47,24,78,21,74
2024-05-28,5,0,73,28,23,51,23,84,21,67
2024-05-29,4,0,77,22,22,57,27,82,29,67
2024-05-30,4,0,68,19,23,46,24,67,24,67
2024-05-31,4,0,74,20,21,43,20,71,20,70
2024-06-01,3,0,80,17,21,51,21,77,18,71
2024-06-02,5,0,86,24,23,53,25,94,25,78
2024-06-03,6,0,73,24,25,47,25,73,21,79
2024-06-04,4,0,72,24,26,46,24,77,22,89
2024-06-05,4,0,71,24,24,47,19,73,22,83
2024-06-06,6,0,73,21,23,41,20,77,22,80
2024-06-07,5,0,69,28,24,41,26,81,20,82
2024-06-08,4,0,90,20,29,61,33,97,28,96
2024-06-09,0,0,90,23,26,63,32,100,25,85
2024-06-10,6,3,69,26,20,43,22,73,21,84
2024-06-11,5,0,69,22,22,43,22,70,21,81
2024-06-12,6,3,72,21,22,46,24,77,24,80
2024-06-13,9,6,81,22,20,48,24,82,22,76
2024-06-14,5,3,77,21,19,51,22,76,24,74
2024-06-15,4,0,94,15,18,62,28,88,28,81
2024-06-16,5,0,85,18,23,64,28,92,23,77
2024-06-17,5,0,95,18,22,53,32,93,28,69
2024-06-18,4,3,71,17,20,43,24,71,16,66
2024-06-19,4,0,75,22,18,46,25,69,23,67
2024-06-20,6,0,78,20,19,44,22,76,22,66
2024-06-21,6,0,87,21,21,45,24,77,20,63
2024-06-22,4,0,99,22,22,58,28,89,24,67
2024-06-23,5,0,98,24,22,61,24,98,24,72
2024-06-24,6,0,82,22,24,43,27,81,18,68
2024-06-25,4,0,86,24,23,52,26,82,21,73
2024-06-26,5,0,84,25,24,51,30,84,25,67
2024-06-27,6,3,82,25,25,53,33,89,24,78
2024-06-28,7,0,83,25,24,57,33,89,27,78
2024-06-29,6,0,94,22,22,51,33,94,26,72
2024-06-30,3,0,96,21,27,54,29,95,21,77
2024-07-01,4,3,81,21,18,46,27,79,18,63
2024-07-02,7,0,76,20,23,53,23,82,24,65
2024-07-03,7,0,84,23,25,53,28,77,21,70
2024-07-04,8,3,79,22,21,49,23,83,23,62
2024-07-05,6,0,76,21,22,50,24,84,21,69
2024-07-06,4,0,83,18,18,58,29,89,27,62
2024-07-07,5,0,95,20,21,60,31,92,26,69
2024-07-08,6,0,84,15,19,52,24,82,20,65
2024-07-09,4,0,80,20,20,47,23,75,17,63
2024-07-10,6,3,74,20,17,43,22,70,18,63
