date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2024-01-10,6,2,70,20,24,33,15,63,17,56
2024-01-11,5,2,65,21,31,35,22,67,18,62
2024-01-12,4,0,76,18,24,34,21,64,18,59
2024-01-13,5,3,70,23,21,38,25,68,18,58
2024-01-14,3,0,71,21,23,37,20,66,18,61
2024-01-15,5,0,63,17,23,31,20,59,18,55
2024-01-16,6,3,55,19,23,31,19,57,18,55
2024-01-17,5,0,55,18,18,29,16,53,12,48
2024-01-18,5,2,52,18,20,30,15,52,13,53
2024-01-19,5,0,53,16,21,26,16,45,12,48
2024-01-20,4,0,73,19,24,36,19,65,19,59
2024-01-21,4,0,65,19,31,38,19,64,16,55
2024-01-22,5,0,55,18,24,27,15,46,14,50
2024-01-23,5,0,54,22,20,27,16,51,17,47
2024-01-24,5,2,50,24,25,29,17,50,16,58
2024-01-25,7,0,65,23,22,28,19,54,18,57
2024-01-26,5,0,63,22,22,33,22,64,19,61
2024-01-27,4,3,63,20,27,41,21,72,18,61
2024-01-28,3,0,66,22,27,34,23,71,20,57
2024-01-29,5,0,54,18,23,28,16,54,14,54
2024-01-30,4,0,50,17,22,30,14,51,16,51
2024-01-31,7,0,54,20,19,34,17,53,15,51
2024-02-01,5,4,54,20,23,32,16,58,16,51
2024-02-02,5,0,55,18,22,34,21,59,17,53
2024-02-03,7,0,62,20,24,39,19,72,16,58
2024-02-04,0,0,56,18,22,36,22,69,19,53
2024-02-05,6,0,47,19,16,28,17,49,14,49
2024-02-06,4,3,45,21,20,30,13,51,12,54
2024-02-07,5,0,43,19,20,27,16,49,15,49
2024-02-08,5,0,50,18,22,30,16,56,11,52
2024-02-09,6,5,63,18,21,32,20,62,16,59
2024-02-10,4,0,60,16,23,38,19,68,14,57
2024-02-11,4,0,59,22,28,37,17,72,16,58
2024-02-12,7,4,49,16,18,30,17,52,12,55
2024-02-13,5,0,48,18,20,34,17,51,16,57
2024-02-14,6,0,54,17,20,34,19,56,14,52
2024-02-15,4,0,60,20,23,34,15,56,15,56
2024-02-16,3,0,61,21,25,37,18,58,17,62
2024-02-17,4,0,69,17,28,36,23,71,16,57
2024-02-18,5,0,65,17,25,39,19,71,17,56
2024-02-19,6,3,57,20,22,33,12,53,16,54
2024-02-20,5,0,57,20,24,28,17,55,13,54
2024-02-21,6,0,54,21,27,34,15,52,14,50
2024-02-22,7,0,55,18,25,30,17,57,15,54
2024-02-23,5,0,57,20,25,30,21,57,18,57
2024-02-24,4,0,63,22,26,39,24,81,20,59
2024-02-25,5,3,64,21,30,42,21,70,18,59
2024-02-26,5,0,64,20,23,40,18,57,17,55
2024-02-27,5,0,51,17,22,31,19,61,19,58
2024-02-28,5,0,57,22,25,34,18,61,17,53
2024-02-29,5,0,62,26,23,37,21,62,18,56
2024-03-01,4,0,66,21,28,37,19,69,21,60
2024-03-02,4,0,68,20,24,42,25,76,22,63
2024-03-03,4,0,64,20,25,47,24,71,20,58
2024-03-04,6,2,56,22,23,37,17,60,17,51
2024-03-05,4,0,58,19,21,34,17,59,18,50
2024-03-06,5,0,59,20,21,34,17,66,15,56
2024-03-07,6,0,56,23,25,34,17,65,16,61
2024-03-08,6,2,62,19,27,37,20,68,19,58
2024-03-09,4,0,61,20,26,40,21,70,17,55
2024-03-10,5,0,61,20,23,39,19,73,17,54
2024-03-11,6,0,53,19,23,31,15,55,15,49
2024-03-12,7,3,59,19,26,35,16,58,14,52
2024-03-13,4,0,52,20,24,34,18,56,17,54
2024-03-14,6,0,54,22,26,31,18,55,16,57
2024-03-15,6,0,59,24,23,40,19,67,16,55
2024-03-16,5,0,74,20,26,39,24,82,20,58
