date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2022-01-06,7,7,63,33,20,28,19,54,25,52
2022-01-07,9,0,65,30,15,25,16,51,25,58
2022-01-08,7,6,72,28,15,27,18,61,25,56
2022-01-09,6,6,84,30,26,24,19,57,25,55
2022-01-10,10,4,65,29,17,25,15,49,24,51
2022-01-11,10,0,63,33,18,23,12,46,21,53
2022-01-12,10,7,60,33,19,19,16,44,21,49
2022-01-13,11,0,70,30,18,24,18,49,23,54
2022-01-14,8,0,67,27,25,22,16,49,23,50
2022-01-15,6,0,68,29,19,25,17,58,30,51
2022-01-16,6,0,76,29,22,26,18,59,26,65
2022-01-17,10,0,62,32,20,21,14,44,26,50
2022-01-18,11,5,57,27,20,23,14,44,20,57
2022-01-19,10,0,55,26,18,22,15,44,21,49
2022-01-20,9,0,63,28,22,23,12,42,22,54
2022-01-21,8,0,58,25,18,22,16,42,17,55
2022-01-22,9,0,72,30,26,26,17,52,28,59
2022-01-23,8,4,64,33,21,28,17,57,25,57
2022-01-24,11,3,57,31,22,23,16,43,24,50
2022-01-25,10,3,61,31,20,21,13,45,23,54
2022-01-26,10,0,65,33,19,22,16,48,25,60
2022-01-27,8,0,61,32,25,25,16,45,26,60
2022-01-28,8,0,59,33,19,27,18,51,28,57
2022-01-29,8,0,76,40,24,31,24,65,34,63
2022-01-30,9,0,82,39,19,34,18,55,26,62
2022-01-31,10,0,56,35,20,22,16,45,24,54
2022-02-01,8,0,62,35,21,24,17,41,25,50
2022-02-02,8,0,62,38,16,21,14,45,26,56
2022-02-03,8,0,50,30,19,20,14,41,23,50
2022-02-04,7,0,57,35,19,22,18,46,21,54
2022-02-05,9,5,71,35,24,26,16,65,24,54
2022-02-06,8,0,73,32,24,30,21,55,25,57
2022-02-07,10,4,55,33,22,22,15,42,20,55
2022-02-08,7,3,65,34,16,23,14,45,21,53
2022-02-09,8,0,60,34,17,27,14,43,23,57
2022-02-10,9,3,56,33,22,24,14,47,23,62
2022-02-11,6,0,61,34,20,31,16,44,23,62
2022-02-12,7,5,74,33,21,37,14,60,28,59
2022-02-13,7,0,67,37,24,28,13,60,27,66
2022-02-14,9,3,56,34,19,21,12,44,23,55
2022-02-15,9,2,65,31,21,25,13,47,24,53
2022-02-16,11,0,58,33,16,26,14,41,25,60
2022-02-17,10,0,57,28,21,20,13,48,24,53
2022-02-18,9,2,62,35,24,24,14,51,26,57
2022-02-19,7,0,72,27,24,34,16,60,33,63
2022-02-20,7,0,81,36,26,31,15,58,32,57
2022-02-21,7,3,60,32,22,22,13,45,23,59
2022-02-22,9,2,60,33,24,24,14,44,26,60
2022-02-23,9,0,53,30,19,21,12,42,21,51
2022-02-24,10,2,55,33,18,27,16,46,26,52
2022-02-25,9,0,70,35,22,27,14,52,29,63
2022-02-26,6,0,76,34,22,32,18,64,36,60
2022-02-27,4,0,76,37,27,33,19,62,32,65
2022-02-28,9,0,65,34,18,26,15,44,25,55
2022-03-01,7,0,57,38,19,23,14,45,25,57
2022-03-02,10,0,61,32,20,24,13,48,28,55
2022-03-03,9,4,64,35,19,25,15,52,27,62
2022-03-04,9,0,69,38,20,29,18,56,31,63
2022-03-05,9,3,80,35,25,32,19,61,30,65
2022-03-06,8,0,71,39,26,31,16,64,34,60
2022-03-07,11,0,61,31,24,27,15,45,27,61
2022-03-08,9,0,59,33,21,27,14,46,25,56
2022-03-09,10,0,61,32,24,25,12,48,22,59
2022-03-10,9,0,61,33,22,20,15,45,23,57
2022-03-11,8,0,70,35,27,27,13,50,27,65
2022-03-12,7,3,82,39,34,32,18,66,31,62
2022-03-13,6,0,78,35,29,33,19,66,26,65
2022-03-14,10,0,70,38,26,25,17,48,28,63
2022-03-15,8,0,73,39,27,27,17,52,30,63
2022-03-16,9,0,71,38,27,28,17,52,28,75
2022-03-17,6,0,78,40,29,24,16,59,30,70
2022-03-18,12,0,78,37,28,30,21,64,35,69
2022-03-19,6,0,85,42,25,33,21,62,32,74
2022-03-20,7,5,92,41,33,37,24,69,38,73
2022-03-21,10,4,90,50,34,35,21,74,37,84
2022-03-22,10,0,70,37,29,28,18,58,32,70
2022-03-23,10,0,82,40,30,30,20,60,31,68
2022-03-24,10,0,75,45,31,33,22,64,32,68
2022-03-25,8,3,73,36,25,31,19,64,33,71
2022-03-26,10,0,90,47,29,41,27,74,40,78
2022-03-27,9,0,94,42,37,35,25,75,35,78
2022-03-28,9,3,75,36,26,30,17,60,34,62
2022-03-29,6,0,75,38,29,31,19,59,29,73
2022-03-30,10,2,81,38,27,29,20,60,35,79
2022-03-31,9,2,79,39,29,29,21,64,37,67
2022-04-01,7,0,78,39,27,27,20,56,35,75
2022-04-02,6,0,85,38,27,38,23,69,37,75
2022-04-03,7,0,82,46,32,33,20,66,32,78
2022-04-04,9,2,76,41,28,30,21,55,31,78
2022-04-05,9,4,70,37,24,28,17,56,26,71
