date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2019-02-26,20,0,62,36,0,32,12,51,24,70
2019-02-27,23,0,74,34,0,34,13,46,21,65
2019-02-28,16,8,67,32,0,33,13,58,27,64
2019-03-01,18,0,71,29,0,38,17,61,26,75
2019-03-02,13,9,64,44,0,40,21,62,33,63
2019-03-03,13,10,58,43,0,46,14,56,25,67
2019-03-04,23,9,54,33,0,32,13,45,21,56
2019-03-05,21,0,62,34,0,28,12,49,15,59
2019-03-06,19,0,49,34,0,33,10,48,21,66
2019-03-07,22,9,63,44,0,35,10,47,23,74
2019-03-08,23,0,50,38,0,35,14,45,23,68
2019-03-09,14,0,74,39,0,47,13,60,27,59
2019-03-10,15,0,77,32,0,41,11,57,27,69
2019-03-11,16,7,70,39,0,37,15,47,22,66
2019-03-12,19,9,64,41,0,37,13,48,22,69
2019-03-13,20,0,63,36,0,33,15,44,20,67
2019-03-14,18,0,69,33,0,34,9,48,18,79
2019-03-15,23,0,57,31,0,31,14,48,20,69
2019-03-16,22,0,63,35,0,47,10,52,21,63
2019-03-17,20,0,62,41,0,46,11,57,21,76
2019-03-18,19,9,53,35,0,32,10,47,20,68
2019-03-19,24,0,63,41,0,33,13,50,23,69
2019-03-20,22,11,62,41,0,33,11,51,20,68
2019-03-21,15,0,71,43,0,31,16,70,27,77
2019-03-22,12,0,65,44,0,41,9,55,25,76
2019-03-23,11,0,74,39,0,40,14,66,26,76
2019-03-24,12,0,84,48,0,45,14,75,27,74
2019-03-25,21,12,56,45,0,39,17,59,25,70
2019-03-26,25,0,74,55,0,34,14,60,25,83
2019-03-27,21,0,67,47,0,33,13,56,25,78
2019-03-28,21,0,63,35,0,41,15,50,28,80
2019-03-29,22,0,72,29,0,39,13,51,24,77
2019-03-30,11,10,72,27,0,39,19,68,27,74
2019-03-31,0,0,86,37,0,44,14,75,29,58
2019-04-01,19,0,57,36,0,38,13,54,23,72
2019-04-02,18,7,56,40,0,33,10,51,25,59
2019-04-03,24,9,74,32,0,31,13,50,22,74
2019-04-04,18,7,65,32,0,36,15,47,24,73
2019-04-05,17,0,79,34,0,38,20,56,23,82
2019-04-06,12,0,74,39,0,42,16,61,24,68
2019-04-07,12,0,85,32,0,49,17,73,28,76
2019-04-08,16,11,57,34,0,36,14,47,21,77
2019-04-09,15,0,71,32,0,32,12,40,14,67
2019-04-10,21,0,60,24,0,31,12,47,24,74
2019-04-11,19,0,58,25,0,37,13,47,29,76
2019-04-12,15,0,70,32,0,35,18,55,25,63
2019-04-13,19,0,66,34,0,36,19,66,31,78
2019-04-14,18,0,78,43,0,45,19,78,24,71
2019-04-15,26,0,59,56,0,36,16,53,22,82
2019-04-16,20,0,61,48,0,34,16,53,24,65
2019-04-17,16,10,64,56,0,31,14,44,20,72
2019-04-18,21,0,65,41,0,33,14,44,22,64
2019-04-19,18,0,66,44,0,43,16,65,27,66
2019-04-20,18,0,66,48,0,46,16,62,35,70
2019-04-21,18,0,78,46,0,41,18,74,23,77
2019-04-22,18,0,83,48,0,43,11,65,34,85
2019-04-23,18,0,71,45,0,38,13,45,26,69
2019-04-24,21,9,69,53,0,37,15,53,23,82
2019-04-25,20,9,56,48,0,35,11,52,21,81
2019-04-26,22,10,79,47,0,40,15,55,32,90
2019-04-27,13,0,72,48,0,51,13,68,23,82
2019-04-28,11,0,84,49,0,45,16,75,24,81
2019-04-29,24,8,63,48,0,31,17,47,24,78
2019-04-30,21,10,54,42,0,36,10,51,26,80
2019-05-01,16,0,85,46,0,46,14,64,30,88
2019-05-02,19,0,67,43,0,35,12,50,25,71
2019-05-03,14,0,74,28,0,35,14,51,24,74
2019-05-04,12,0,76,43,0,47,16,66,28,77
2019-05-05,17,0,90,40,0,41,14,84,30,76
2019-05-06,20,7,68,38,0,30,13,45,26,65
2019-05-07,19,8,60,31,0,28,12,44,23,74
2019-05-08,0,8,70,35,0,41,16,58,26,75
2019-05-09,13,0,59,37,0,27,12,42,19,72
2019-05-10,22,9,65,29,0,33,13,52,22,71
2019-05-11,9,0,86,37,0,42,19,63,24,81
2019-05-12,19,0,83,30,0,43,12,70,29,65
2019-05-13,18,10,66,38,0,32,10,51,21,72
2019-05-14,19,0,60,43,0,37,10,45,22,75
2019-05-15,26,9,66,35,0,33,15,48,21,72
2019-05-16,24,12,72,40,0,38,21,51,21,84
2019-05-17,15,12,74,36,0,38,18,52,29,81
2019-05-18,24,13,91,34,0,42,14,69,32,79
2019-05-19,14,0,78,35,0,45,14,79,35,72
2019-05-20,20,0,63,44,0,33,15,55,24,69
2019-05-21,19,14,74,43,0,36,12,55,25,82
2019-05-22,23,10,69,38,0,32,15,54,27,81
2019-05-23,17,0,81,38,0,33,14,49,26,79
2019-05-24,26,10,90,39,0,43,14,65,28,89
2019-05-25,14,10,89,57,0,50,24,82,38,97
2019-05-26,16,11,99,56,0,40,16,84,38,91
2019-05-27,23,11,68,41,0,47,17,62,29,80
2019-05-28,18,11,77,50,0,35,16,58,30,83
2019-05-29,25,9,73,45,0,34,16,55,31,87
2019-05-30,18,13,68,44,0,40,14,54,31,93
2019-05-31,17,10,90,36,0,44,18,67,36,91
2019-06-01,12,10,78,56,0,52,17,79,41,85
2019-06-02,16,16,100,45,0,50,20,81,35,87
2019-06-03,15,13,85,41,0,42,14,53,28,83
2019-06-04,23,12,69,43,0,38,14,54,24,74
2019-06-05,16,19,72,51,0,38,14,55,29,80
2019-06-06,19,51,74,37,0,34,15,53,25,83
2019-06-07,19,46,79,47,0,34,15,54,27,89
2019-06-08,16,14,93,49,0,49,13,76,25,84
2019-06-09,12,9,79,53,0,40,14,74,32,80
2019-06-10,22,0,71,36,0,35,10,52,27,69
2019-06-11,21,9,73,36,0,34,16,55,26,81
2019-06-12,21,8,68,43,0,36,12,53,24,91
2019-06-13,17,9,83,46,0,41,11,53,28,83
2019-06-14,16,0,73,39,0,48,18,58,29,86
2019-06-15,13,13,94,37,0,55,21,70,31,83
2019-06-16,13,11,92,45,0,43,18,83,26,74
2019-06-17,20,0,90,36,0,42,19,66,30,90
2019-06-18,21,9,78,33,0,34,17,56,33,71
2019-06-19,19,0,84,49,0,40,16,53,23,69
2019-06-20,19,0,90,42,0,47,12,56,29,88
2019-06-21,18,0,92,42,0,40,19,57,29,77
2019-06-22,18,0,96,31,0,46,18,68,33,83
2019-06-23,19,0,93,43,0,48,18,85,31,84
2019-06-24,20,15,71,51,0,40,15,63,35,83
2019-06-25,29,0,87,53,0,40,17,62,38,79
2019-06-26,24,0,92,59,0,44,17,60,38,91
2019-06-27,19,10,86,57,0,45,16,59,49,100
2019-06-28,16,8,90,33,0,43,13,60,37,86
2019-06-29,19,0,92,39,0,47,18,75,38,89
2019-06-30,10,0,91,34,0,52,20,81,35,81
